ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2452642,13862,2452748,90,818,1105,1503,122,34,5663,5715,255,1,1,3,1,3,291,94,81.85,218.53,126.74,8628.26,11913.56,7693.90,20541.82,1029.33,476.54,0.00,11437.02,12466.35,11437.02,12466.35,3743.12
2452642,13862,2452761,108,818,1105,1503,122,34,5663,5715,255,1,1,7,1,3,291,3,1.92,5.39,2.04,10.05,6.12,5.76,16.17,0.18,0.00,0.15,6.12,6.30,6.27,6.45,0.36
2452642,13862,2452759,168,818,1105,1503,122,34,5663,5715,255,1,1,1,1,3,291,95,57.94,132.10,73.97,5522.35,7027.15,5504.30,12549.50,562.17,0.00,627.00,7027.15,7589.32,7654.15,8216.32,1522.85
2452642,13862,2452669,97,818,1105,1503,122,34,5663,5715,255,1,1,8,1,2,291,12,91.90,136.01,59.84,914.04,718.08,1102.80,1632.12,50.26,0.00,750.72,718.08,768.34,1468.80,1519.06,-384.72
2452642,13862,2452703,139,818,1105,1503,122,34,5663,5715,255,1,1,5,1,1,291,66,66.09,178.44,91.00,5771.04,6006.00,4361.94,11777.04,300.30,0.00,5770.38,6006.00,6306.30,11776.38,12076.68,1644.06
2452642,13862,2452671,75,818,1105,1503,122,34,5663,5715,255,1,1,6,1,3,291,25,9.35,25.99,15.85,253.50,396.25,233.75,649.75,3.96,0.00,0.00,396.25,400.21,396.25,400.21,162.50
2451512,44940,2451599,170,371,230,3352,266,888,6829,3252,247,1,1,12,1,1,292,95,74.69,188.96,43.46,13822.50,4128.70,7095.55,17951.20,165.14,0.00,6821.00,4128.70,4293.84,10949.70,11114.84,-2966.85
2451512,44940,2451520,133,371,230,3352,266,888,6829,3252,247,1,1,20,1,1,292,39,53.11,67.98,37.38,1193.40,1457.82,2071.29,2651.22,131.20,0.00,503.49,1457.82,1589.02,1961.31,2092.51,-613.47
2451512,44940,2451585,103,371,230,3352,266,888,6829,3252,247,1,1,11,1,3,292,90,94.21,242.11,106.52,12203.10,9586.80,8478.90,21789.90,287.60,0.00,10023.30,9586.80,9874.40,19610.10,19897.70,1107.90
2451512,44940,2451596,14,371,230,3352,266,888,6829,3252,247,1,1,8,1,1,292,56,29.73,75.51,62.67,719.04,3509.52,1664.88,4228.56,70.19,0.00,338.24,3509.52,3579.71,3847.76,3917.95,1844.64
2451512,44940,2451605,86,371,230,3352,266,888,6829,3252,247,1,1,19,1,1,292,63,51.70,93.06,30.70,3928.68,1934.10,3257.10,5862.78,135.38,0.00,878.85,1934.10,2069.48,2812.95,2948.33,-1323.00
2451512,44940,2451599,109,371,230,3352,266,888,6829,3252,247,1,1,16,1,1,292,86,7.54,13.27,11.41,159.96,981.26,648.44,1141.22,0.00,0.00,204.68,981.26,981.26,1185.94,1185.94,332.82
2451512,44940,2451513,4,371,230,3352,266,888,6829,3252,247,1,1,1,1,1,292,59,75.35,177.82,106.69,4196.67,6294.71,4445.65,10491.38,125.89,0.00,3357.10,6294.71,6420.60,9651.81,9777.70,1849.06
2451512,44940,2451582,172,371,230,3352,266,888,6829,3252,247,1,1,5,1,3,292,87,25.08,56.93,27.89,2526.48,2426.43,2181.96,4952.91,194.11,0.00,1089.24,2426.43,2620.54,3515.67,3709.78,244.47
2451512,44940,2451603,164,371,230,3352,266,888,6829,3252,247,1,1,4,1,3,292,13,73.94,113.86,52.37,799.37,680.81,961.22,1480.18,40.84,0.00,207.22,680.81,721.65,888.03,928.87,-280.41
2451494,77622,2451551,142,370,5792,606,477,436,11124,3208,208,1,1,16,1,1,293,56,34.35,89.31,73.23,900.48,4100.88,1923.60,5001.36,82.01,0.00,549.92,4100.88,4182.89,4650.80,4732.81,2177.28
2451494,77622,2451506,127,370,5792,606,477,436,11124,3208,208,1,1,9,1,3,293,67,78.93,197.32,27.62,11369.90,1850.54,5288.31,13220.44,148.04,0.00,6610.22,1850.54,1998.58,8460.76,8608.80,-3437.77
2451494,77622,2451501,163,370,5792,606,477,436,11124,3208,208,1,1,1,1,2,293,28,23.20,67.74,51.48,455.28,1441.44,649.60,1896.72,0.00,0.00,834.40,1441.44,1441.44,2275.84,2275.84,791.84
2451494,77622,2451591,50,370,5792,606,477,436,11124,3208,208,1,1,1,1,1,293,47,22.29,53.94,45.30,406.08,2129.10,1047.63,2535.18,21.29,0.00,75.67,2129.10,2150.39,2204.77,2226.06,1081.47
2451494,77622,2451514,62,370,5792,606,477,436,11124,3208,208,1,1,7,1,3,293,71,65.31,112.98,4.51,7701.37,320.21,4637.01,8021.58,12.80,0.00,560.90,320.21,333.01,881.11,893.91,-4316.80
2451494,77622,2451525,112,370,5792,606,477,436,11124,3208,208,1,1,7,1,3,293,87,57.83,73.44,20.56,4600.56,1788.72,5031.21,6389.28,37.20,858.58,0.00,930.14,967.34,930.14,967.34,-4101.07
2451494,77622,2451610,56,370,5792,606,477,436,11124,3208,208,1,1,13,1,3,293,91,99.13,188.34,148.78,3599.96,13538.98,9020.83,17138.94,270.77,0.00,7198.10,13538.98,13809.75,20737.08,21007.85,4518.15
2451494,77622,2451546,38,370,5792,606,477,436,11124,3208,208,1,1,2,1,3,293,100,3.38,6.08,4.49,159.00,449.00,338.00,608.00,17.96,0.00,261.00,449.00,466.96,710.00,727.96,111.00
2451494,77622,2451587,13,370,5792,606,477,436,11124,3208,208,1,1,14,1,2,293,91,95.17,208.42,177.15,2845.57,16120.65,8660.47,18966.22,1450.85,0.00,5120.57,16120.65,17571.50,21241.22,22692.07,7460.18
2451494,77622,2451600,19,370,5792,606,477,436,11124,3208,208,1,1,10,1,2,293,1,84.99,130.03,54.61,75.42,54.61,84.99,130.03,1.09,0.00,10.40,54.61,55.70,65.01,66.10,-30.38
2451494,77622,2451589,46,370,5792,606,477,436,11124,3208,208,1,1,19,1,3,293,100,68.36,114.84,96.46,1838.00,9646.00,6836.00,11484.00,289.38,0.00,1148.00,9646.00,9935.38,10794.00,11083.38,2810.00
2451494,77622,2451498,151,370,5792,606,477,436,11124,3208,208,1,1,14,1,2,293,26,61.15,153.48,145.80,199.68,3790.80,1589.90,3990.48,113.72,0.00,1476.28,3790.80,3904.52,5267.08,5380.80,2200.90
2452072,18448,2452173,109,842,14116,6142,492,284,752,368,320,1,1,19,1,2,294,81,46.63,99.78,56.87,3475.71,4606.47,3777.03,8082.18,92.12,0.00,1130.76,4606.47,4698.59,5737.23,5829.35,829.44
2452072,18448,2452130,5,842,14116,6142,492,284,752,368,320,1,1,8,1,1,294,87,15.64,32.84,17.07,1371.99,1485.09,1360.68,2857.08,103.95,0.00,85.26,1485.09,1589.04,1570.35,1674.30,124.41
2452072,18448,2452106,173,842,14116,6142,492,284,752,368,320,1,1,9,1,1,294,76,78.93,142.07,46.88,7234.44,3562.88,5998.68,10797.32,35.62,0.00,2375.00,3562.88,3598.50,5937.88,5973.50,-2435.80
2452072,18448,2452075,165,842,14116,6142,492,284,752,368,320,1,1,7,1,2,294,26,44.30,97.90,78.32,509.08,2036.32,1151.80,2545.40,22.39,916.34,559.78,1119.98,1142.37,1679.76,1702.15,-31.82
2452072,18448,2452133,3,842,14116,6142,492,284,752,368,320,1,1,12,1,1,294,76,28.44,33.55,12.07,1632.48,917.32,2161.44,2549.80,82.55,0.00,535.04,917.32,999.87,1452.36,1534.91,-1244.12
2452072,18448,2452123,77,842,14116,6142,492,284,752,368,320,1,1,12,1,2,294,14,55.68,96.88,2.90,1315.72,40.60,779.52,1356.32,0.00,15.02,447.58,25.58,25.58,473.16,473.16,-753.94
2452072,18448,2452171,147,842,14116,6142,492,284,752,368,320,1,1,11,1,3,294,64,89.51,138.74,98.50,2575.36,6304.00,5728.64,8879.36,126.08,0.00,1331.84,6304.00,6430.08,7635.84,7761.92,575.36
2452072,18448,2452163,115,842,14116,6142,492,284,752,368,320,1,1,20,1,3,294,52,65.60,144.32,23.09,6303.96,1200.68,3411.20,7504.64,14.40,912.51,2701.40,288.17,302.57,2989.57,3003.97,-3123.03
2452072,18448,2452181,177,842,14116,6142,492,284,752,368,320,1,1,16,1,2,294,11,22.88,41.41,33.54,86.57,368.94,251.68,455.51,3.68,0.00,40.92,368.94,372.62,409.86,413.54,117.26
2452072,18448,2452127,61,842,14116,6142,492,284,752,368,320,1,1,2,1,3,294,55,25.18,30.71,23.03,422.40,1266.65,1384.90,1689.05,101.33,0.00,793.65,1266.65,1367.98,2060.30,2161.63,-118.25
2452072,18448,2452188,85,842,14116,6142,492,284,752,368,320,1,1,3,1,1,294,63,60.39,68.84,38.55,1908.27,2428.65,3804.57,4336.92,18.45,1505.76,129.78,922.89,941.34,1052.67,1071.12,-2881.68
2452072,18448,2452140,27,842,14116,6142,492,284,752,368,320,1,1,2,1,3,294,19,35.16,56.95,3.98,1006.43,75.62,668.04,1082.05,2.26,0.00,540.93,75.62,77.88,616.55,618.81,-592.42
2452072,18448,2452106,73,842,14116,6142,492,284,752,368,320,1,1,20,1,3,294,57,12.02,30.77,13.53,982.68,771.21,685.14,1753.89,38.56,0.00,140.22,771.21,809.77,911.43,949.99,86.07
2452613,47998,2452666,7,703,9076,954,356,729,11521,928,451,1,1,4,1,2,295,4,69.14,97.48,3.89,374.36,15.56,276.56,389.92,0.62,0.00,140.36,15.56,16.18,155.92,156.54,-261.00
2452613,47998,2452680,180,703,9076,954,356,729,11521,928,451,1,1,19,1,2,295,18,79.51,180.48,21.65,2858.94,389.70,1431.18,3248.64,3.15,354.62,389.70,35.08,38.23,424.78,427.93,-1396.10
2452613,47998,2452670,33,703,9076,954,356,729,11521,928,451,1,1,16,1,1,295,95,61.95,126.37,20.21,10085.20,1919.95,5885.25,12005.15,153.59,0.00,2641.00,1919.95,2073.54,4560.95,4714.54,-3965.30
2452613,47998,2452642,150,703,9076,954,356,729,11521,928,451,1,1,8,1,2,295,70,74.55,122.26,20.78,7103.60,1454.60,5218.50,8558.20,29.09,0.00,3850.70,1454.60,1483.69,5305.30,5334.39,-3763.90
2452613,47998,2452643,69,703,9076,954,356,729,11521,928,451,1,1,9,1,1,295,35,35.20,102.78,35.97,2338.35,1258.95,1232.00,3597.30,39.02,478.40,1150.80,780.55,819.57,1931.35,1970.37,-451.45
2452613,47998,2452712,153,703,9076,954,356,729,11521,928,451,1,1,5,1,2,295,36,77.46,151.04,6.04,5220.00,217.44,2788.56,5437.44,4.34,0.00,1631.16,217.44,221.78,1848.60,1852.94,-2571.12
2452613,47998,2452697,171,703,9076,954,356,729,11521,928,451,1,1,8,1,1,295,42,78.56,87.20,0.00,3662.40,0.00,3299.52,3662.40,0.00,0.00,1428.00,0.00,0.00,1428.00,1428.00,-3299.52
2452613,47998,2452715,133,703,9076,954,356,729,11521,928,451,1,1,16,1,3,295,39,88.18,254.84,30.58,8746.14,1192.62,3439.02,9938.76,35.77,0.00,4372.68,1192.62,1228.39,5565.30,5601.07,-2246.40
2452613,47998,2452677,103,703,9076,954,356,729,11521,928,451,1,1,11,1,2,295,56,91.80,154.22,103.32,2850.40,5785.92,5140.80,8636.32,405.01,0.00,3799.60,5785.92,6190.93,9585.52,9990.53,645.12
2452613,47998,2452670,15,703,9076,954,356,729,11521,928,451,1,1,2,1,1,295,36,72.15,207.79,83.11,4488.48,2991.96,2597.40,7480.44,179.51,0.00,2617.92,2991.96,3171.47,5609.88,5789.39,394.56
2452526,19568,2452580,54,455,18305,1483,150,644,1672,562,463,1,1,13,1,2,296,82,78.74,225.98,40.67,15195.42,3334.94,6456.68,18530.36,106.71,2000.96,1667.06,1333.98,1440.69,3001.04,3107.75,-5122.70
2452526,19568,2452568,30,455,18305,1483,150,644,1672,562,463,1,1,11,1,3,296,41,95.36,108.71,54.35,2228.76,2228.35,3909.76,4457.11,44.56,0.00,1604.33,2228.35,2272.91,3832.68,3877.24,-1681.41
2452526,19568,2452580,31,455,18305,1483,150,644,1672,562,463,1,1,11,1,1,296,93,26.09,77.74,17.88,5566.98,1662.84,2426.37,7229.82,0.83,1579.69,2023.68,83.15,83.98,2106.83,2107.66,-2343.22
2452526,19568,2452644,132,455,18305,1483,150,644,1672,562,463,1,1,6,1,3,296,91,55.55,105.54,10.55,8644.09,960.05,5055.05,9604.14,86.40,0.00,4129.58,960.05,1046.45,5089.63,5176.03,-4095.00
2452526,19568,2452640,9,455,18305,1483,150,644,1672,562,463,1,1,15,1,1,296,89,89.56,234.64,183.01,4595.07,16287.89,7970.84,20882.96,488.63,0.00,9605.77,16287.89,16776.52,25893.66,26382.29,8317.05
2452526,19568,2452543,145,455,18305,1483,150,644,1672,562,463,1,1,12,1,1,296,37,59.28,62.83,8.79,1999.48,325.23,2193.36,2324.71,13.00,0.00,348.54,325.23,338.23,673.77,686.77,-1868.13
2452526,19568,2452585,96,455,18305,1483,150,644,1672,562,463,1,1,3,1,2,296,72,57.15,155.44,143.00,895.68,10296.00,4114.80,11191.68,107.07,7619.04,559.44,2676.96,2784.03,3236.40,3343.47,-1437.84
2452526,19568,2452527,21,455,18305,1483,150,644,1672,562,463,1,1,18,1,3,296,37,22.69,44.24,18.58,949.42,687.46,839.53,1636.88,20.62,0.00,163.54,687.46,708.08,851.00,871.62,-152.07
2452526,19568,2452596,12,455,18305,1483,150,644,1672,562,463,1,1,2,1,3,296,75,44.65,125.91,96.95,2172.00,7271.25,3348.75,9443.25,71.98,72.71,566.25,7198.54,7270.52,7764.79,7836.77,3849.79
2452526,19568,2452592,55,455,18305,1483,150,644,1672,562,463,1,1,7,1,3,296,72,5.26,12.25,10.29,141.12,740.88,378.72,882.00,6.66,74.08,237.60,666.80,673.46,904.40,911.06,288.08
2452526,19568,2452542,7,455,18305,1483,150,644,1672,562,463,1,1,5,1,2,296,55,88.07,136.50,20.47,6381.65,1125.85,4843.85,7507.50,22.51,0.00,1576.30,1125.85,1148.36,2702.15,2724.66,-3718.00
2452526,19568,2452612,180,455,18305,1483,150,644,1672,562,463,1,1,17,1,2,296,6,43.28,119.88,116.28,21.60,697.68,259.68,719.28,41.86,0.00,129.42,697.68,739.54,827.10,868.96,438.00
2451889,62441,2451951,170,418,12093,1640,251,33,3289,966,40,1,1,12,1,1,297,2,81.04,124.80,94.84,59.92,189.68,162.08,249.60,11.38,0.00,107.32,189.68,201.06,297.00,308.38,27.60
2451889,62441,2451972,133,418,12093,1640,251,33,3289,966,40,1,1,10,1,2,297,34,93.31,150.22,114.16,1226.04,3881.44,3172.54,5107.48,0.00,3143.96,970.36,737.48,737.48,1707.84,1707.84,-2435.06
2451889,62441,2451904,103,418,12093,1640,251,33,3289,966,40,1,1,2,1,3,297,48,54.98,133.60,52.10,3912.00,2500.80,2639.04,6412.80,125.04,0.00,2052.00,2500.80,2625.84,4552.80,4677.84,-138.24
2451889,62441,2451995,14,418,12093,1640,251,33,3289,966,40,1,1,2,1,1,297,23,97.08,246.58,226.85,453.79,5217.55,2232.84,5671.34,365.22,0.00,2381.88,5217.55,5582.77,7599.43,7964.65,2984.71
2451889,62441,2452003,86,418,12093,1640,251,33,3289,966,40,1,1,14,1,1,297,19,83.37,223.43,89.37,2547.14,1698.03,1584.03,4245.17,33.96,0.00,1485.80,1698.03,1731.99,3183.83,3217.79,114.00
2451889,62441,2451941,109,418,12093,1640,251,33,3289,966,40,1,1,13,1,2,297,5,61.04,153.21,47.49,528.60,237.45,305.20,766.05,18.16,35.61,352.35,201.84,220.00,554.19,572.35,-103.36
2451889,62441,2451947,5,418,12093,1640,251,33,3289,966,40,1,1,16,1,2,297,40,44.44,74.21,18.55,2226.40,742.00,1777.60,2968.40,42.14,215.18,1306.00,526.82,568.96,1832.82,1874.96,-1250.78
2451889,62441,2451995,173,418,12093,1640,251,33,3289,966,40,1,1,7,1,3,297,41,84.69,170.22,18.72,6211.50,767.52,3472.29,6979.02,13.50,92.10,2512.07,675.42,688.92,3187.49,3200.99,-2796.87
2451889,62441,2452006,164,418,12093,1640,251,33,3289,966,40,1,1,10,1,1,297,35,78.94,235.24,164.66,2470.30,5763.10,2762.90,8233.40,172.89,0.00,1481.90,5763.10,5935.99,7245.00,7417.89,3000.20
2451889,62441,2451921,2,418,12093,1640,251,33,3289,966,40,1,1,8,1,3,297,37,81.49,117.34,19.94,3603.80,737.78,3015.13,4341.58,14.75,0.00,651.20,737.78,752.53,1388.98,1403.73,-2277.35
2452604,80419,2452607,138,342,9205,5692,467,342,9205,5692,467,1,1,15,1,2,298,32,41.63,80.34,29.72,1619.84,951.04,1332.16,2570.88,57.06,0.00,976.64,951.04,1008.10,1927.68,1984.74,-381.12
2452604,80419,2452677,49,342,9205,5692,467,342,9205,5692,467,1,1,9,1,1,298,92,4.47,13.09,8.11,458.16,746.12,411.24,1204.28,67.15,0.00,396.52,746.12,813.27,1142.64,1209.79,334.88
2452604,80419,2452618,141,342,9205,5692,467,342,9205,5692,467,1,1,20,1,1,298,78,79.91,232.53,25.57,16142.88,1994.46,6232.98,18137.34,19.94,0.00,2357.16,1994.46,2014.40,4351.62,4371.56,-4238.52
2452604,80419,2452609,117,342,9205,5692,467,342,9205,5692,467,1,1,4,1,1,298,87,82.91,233.80,107.54,10984.62,9355.98,7213.17,20340.60,187.11,0.00,3253.80,9355.98,9543.09,12609.78,12796.89,2142.81
2452604,80419,2452610,25,342,9205,5692,467,342,9205,5692,467,1,1,17,1,3,298,71,64.16,186.06,53.95,9379.81,3830.45,4555.36,13210.26,76.60,0.00,2245.73,3830.45,3907.05,6076.18,6152.78,-724.91
2452604,80419,2452654,169,342,9205,5692,467,342,9205,5692,467,1,1,3,1,1,298,40,63.46,177.68,63.96,4548.80,2558.40,2538.40,7107.20,102.33,0.00,2771.60,2558.40,2660.73,5330.00,5432.33,20.00
2452604,80419,2452703,105,342,9205,5692,467,342,9205,5692,467,1,1,14,1,1,298,4,80.71,230.83,66.94,655.56,267.76,322.84,923.32,13.38,0.00,249.28,267.76,281.14,517.04,530.42,-55.08
2452604,80419,2452706,42,342,9205,5692,467,342,9205,5692,467,1,1,19,1,3,298,84,93.12,124.78,81.10,3669.12,6812.40,7822.08,10481.52,408.74,0.00,733.32,6812.40,7221.14,7545.72,7954.46,-1009.68
2452604,80419,2452679,37,342,9205,5692,467,342,9205,5692,467,1,1,12,1,1,298,32,9.07,24.57,12.28,393.28,392.96,290.24,786.24,27.50,0.00,94.08,392.96,420.46,487.04,514.54,102.72
2452604,80419,2452607,129,342,9205,5692,467,342,9205,5692,467,1,1,11,1,1,298,60,32.62,84.48,43.08,2484.00,2584.80,1957.20,5068.80,180.93,0.00,354.60,2584.80,2765.73,2939.40,3120.33,627.60
2452604,80419,2452701,102,342,9205,5692,467,342,9205,5692,467,1,1,19,1,1,298,77,92.01,111.33,85.72,1971.97,6600.44,7084.77,8572.41,132.00,0.00,3257.10,6600.44,6732.44,9857.54,9989.54,-484.33
2452604,80419,2452714,162,342,9205,5692,467,342,9205,5692,467,1,1,18,1,2,298,100,68.56,170.02,139.41,3061.00,13941.00,6856.00,17002.00,133.83,11710.44,8160.00,2230.56,2364.39,10390.56,10524.39,-4625.44
2451573,31270,2451630,91,606,14716,307,34,695,413,3060,163,1,1,20,1,2,299,81,60.09,72.70,44.34,2297.16,3591.54,4867.29,5888.70,179.57,0.00,647.19,3591.54,3771.11,4238.73,4418.30,-1275.75
2451573,31270,2451622,98,606,14716,307,34,695,413,3060,163,1,1,7,1,1,299,87,52.73,90.16,70.32,1726.08,6117.84,4587.51,7843.92,36.70,2447.13,2744.85,3670.71,3707.41,6415.56,6452.26,-916.80
2451573,31270,2451619,121,606,14716,307,34,695,413,3060,163,1,1,6,1,3,299,61,52.95,114.90,110.30,280.60,6728.30,3229.95,7008.90,470.98,0.00,420.29,6728.30,7199.28,7148.59,7619.57,3498.35
2451573,31270,2451681,143,606,14716,307,34,695,413,3060,163,1,1,16,1,1,299,74,3.68,9.64,1.06,634.92,78.44,272.32,713.36,0.30,68.24,199.06,10.20,10.50,209.26,209.56,-262.12
2451573,31270,2451650,127,606,14716,307,34,695,413,3060,163,1,1,17,1,3,299,22,90.92,250.93,250.93,0.00,5520.46,2000.24,5520.46,110.40,0.00,331.10,5520.46,5630.86,5851.56,5961.96,3520.22
2451573,31270,2451613,163,606,14716,307,34,695,413,3060,163,1,1,12,1,3,299,98,52.26,76.82,57.61,1882.58,5645.78,5121.48,7528.36,451.66,0.00,225.40,5645.78,6097.44,5871.18,6322.84,524.30
2451573,31270,2451684,50,606,14716,307,34,695,413,3060,163,1,1,19,1,2,299,92,54.64,80.32,20.88,5468.48,1920.96,5026.88,7389.44,26.89,1536.76,2068.16,384.20,411.09,2452.36,2479.25,-4642.68
2451573,31270,2451592,62,606,14716,307,34,695,413,3060,163,1,1,8,1,1,299,28,78.79,148.91,90.83,1626.24,2543.24,2206.12,4169.48,203.45,0.00,1751.12,2543.24,2746.69,4294.36,4497.81,337.12
2451472,39003,2451500,127,249,5811,61,467,654,9149,3387,49,1,1,17,1,3,300,69,65.83,99.40,14.91,5829.81,1028.79,4542.27,6858.60,0.00,0.00,342.93,1028.79,1028.79,1371.72,1371.72,-3513.48
2451472,39003,2451570,163,249,5811,61,467,654,9149,3387,49,1,1,15,1,1,300,52,65.11,110.03,75.92,1773.72,3947.84,3385.72,5721.56,197.39,0.00,2288.52,3947.84,4145.23,6236.36,6433.75,562.12
2451472,39003,2451572,50,249,5811,61,467,654,9149,3387,49,1,1,8,1,2,300,58,8.49,23.94,10.53,777.78,610.74,492.42,1388.52,8.42,189.32,82.94,421.42,429.84,504.36,512.78,-71.00
2451472,39003,2451561,62,249,5811,61,467,654,9149,3387,49,1,1,13,1,2,300,44,97.68,132.84,128.85,175.56,5669.40,4297.92,5844.96,78.23,4365.43,2863.96,1303.97,1382.20,4167.93,4246.16,-2993.95
2451472,39003,2451477,112,249,5811,61,467,654,9149,3387,49,1,1,9,1,2,300,54,45.70,124.76,64.87,3234.06,3502.98,2467.80,6737.04,280.23,0.00,2020.68,3502.98,3783.21,5523.66,5803.89,1035.18
2451472,39003,2451545,56,249,5811,61,467,654,9149,3387,49,1,1,2,1,1,300,43,67.76,149.74,11.97,5924.11,514.71,2913.68,6438.82,15.44,0.00,514.71,514.71,530.15,1029.42,1044.86,-2398.97
2451472,39003,2451549,38,249,5811,61,467,654,9149,3387,49,1,1,19,1,1,300,29,39.95,101.07,63.67,1084.60,1846.43,1158.55,2931.03,18.46,0.00,703.25,1846.43,1864.89,2549.68,2568.14,687.88
2451472,39003,2451590,13,249,5811,61,467,654,9149,3387,49,1,1,8,1,2,300,58,80.44,209.94,4.19,11933.50,243.02,4665.52,12176.52,0.00,167.68,2434.84,75.34,75.34,2510.18,2510.18,-4590.18
2451472,39003,2451529,19,249,5811,61,467,654,9149,3387,49,1,1,10,1,1,300,13,30.14,44.00,21.56,291.72,280.28,391.82,572.00,16.81,0.00,194.48,280.28,297.09,474.76,491.57,-111.54
2451472,39003,2451579,46,249,5811,61,467,654,9149,3387,49,1,1,19,1,2,300,44,91.86,172.69,22.44,6611.00,987.36,4041.84,7598.36,8.98,859.00,3798.96,128.36,137.34,3927.32,3936.30,-3913.48
2451472,39003,2451514,151,249,5811,61,467,654,9149,3387,49,1,1,8,1,1,300,94,73.95,76.90,63.82,1229.52,5999.08,6951.30,7228.60,359.94,0.00,866.68,5999.08,6359.02,6865.76,7225.70,-952.22
2451472,39003,2451502,1,249,5811,61,467,654,9149,3387,49,1,1,10,1,2,300,50,91.08,214.03,57.78,7812.50,2889.00,4554.00,10701.50,28.89,0.00,535.00,2889.00,2917.89,3424.00,3452.89,-1665.00
2451472,39003,2451528,124,249,5811,61,467,654,9149,3387,49,1,1,18,1,3,300,23,73.74,179.18,112.88,1524.90,2596.24,1696.02,4121.14,103.84,0.00,1112.51,2596.24,2700.08,3708.75,3812.59,900.22
2451472,39003,2451486,82,249,5811,61,467,654,9149,3387,49,1,1,18,1,3,300,22,13.38,17.39,16.34,23.10,359.48,294.36,382.58,32.35,0.00,103.18,359.48,391.83,462.66,495.01,65.12
2451054,61204,2451070,160,526,3853,1069,164,133,11750,2895,296,1,1,1,1,1,301,83,32.51,75.42,24.13,4257.07,2002.79,2698.33,6259.86,20.02,0.00,2879.27,2002.79,2022.81,4882.06,4902.08,-695.54
2451054,61204,2451067,67,526,3853,1069,164,133,11750,2895,296,1,1,10,1,1,301,73,38.51,84.33,83.48,62.05,6094.04,2811.23,6156.09,426.58,0.00,1661.48,6094.04,6520.62,7755.52,8182.10,3282.81
2451054,61204,2451078,80,526,3853,1069,164,133,11750,2895,296,1,1,18,1,2,301,3,59.68,99.06,93.11,17.85,279.33,179.04,297.18,19.55,0.00,56.46,279.33,298.88,335.79,355.34,100.29
2451054,61204,2451166,58,526,3853,1069,164,133,11750,2895,296,1,1,18,1,1,301,10,3.88,6.55,3.93,26.20,39.30,38.80,65.50,0.39,0.00,4.50,39.30,39.69,43.80,44.19,0.50
2451054,61204,2451125,175,526,3853,1069,164,133,11750,2895,296,1,1,13,1,2,301,49,75.08,141.90,87.97,2642.57,4310.53,3678.92,6953.10,0.00,0.00,1459.71,4310.53,4310.53,5770.24,5770.24,631.61
2451054,61204,2451143,44,526,3853,1069,164,133,11750,2895,296,1,1,11,1,3,301,11,96.11,287.36,270.11,189.75,2971.21,1057.21,3160.96,148.56,0.00,979.88,2971.21,3119.77,3951.09,4099.65,1914.00
2451054,61204,2451098,154,526,3853,1069,164,133,11750,2895,296,1,1,16,1,3,301,95,17.76,24.33,21.89,231.80,2079.55,1687.20,2311.35,0.00,1726.02,323.00,353.53,353.53,676.53,676.53,-1333.67
2451054,61204,2451148,118,526,3853,1069,164,133,11750,2895,296,1,1,12,1,3,301,51,98.43,120.08,104.46,796.62,5327.46,5019.93,6124.08,0.00,5327.46,367.20,0.00,0.00,367.20,367.20,-5019.93
2451054,61204,2451080,22,526,3853,1069,164,133,11750,2895,296,1,1,11,1,3,301,38,24.59,35.65,5.70,1138.10,216.60,934.42,1354.70,15.16,0.00,582.16,216.60,231.76,798.76,813.92,-717.82
2451054,61204,2451144,64,526,3853,1069,164,133,11750,2895,296,1,1,8,1,2,301,5,50.98,65.76,24.33,207.15,121.65,254.90,328.80,2.43,0.00,23.00,121.65,124.08,144.65,147.08,-133.25
2451054,61204,2451109,92,526,3853,1069,164,133,11750,2895,296,1,1,12,1,2,301,19,10.01,25.22,8.32,321.10,158.08,190.19,479.18,1.58,0.00,220.40,158.08,159.66,378.48,380.06,-32.11
2451054,61204,2451090,34,526,3853,1069,164,133,11750,2895,296,1,1,10,1,3,301,98,64.55,166.53,29.97,13382.88,2937.06,6325.90,16319.94,234.96,0.00,5058.76,2937.06,3172.02,7995.82,8230.78,-3388.84
2451054,61204,2451149,43,526,3853,1069,164,133,11750,2895,296,1,1,10,1,2,301,86,63.22,177.64,122.57,4736.02,10541.02,5436.92,15277.04,421.64,0.00,1222.06,10541.02,10962.66,11763.08,12184.72,5104.10
2452444,26831,2452524,169,82,9282,3635,335,935,12636,4434,97,1,1,20,1,2,302,10,82.27,94.61,16.08,785.30,160.80,822.70,946.10,6.43,0.00,85.10,160.80,167.23,245.90,252.33,-661.90
