household_id,region_id,size,home_type,area_type
H0055669,R018,5,Rent,Rural
H0055670,R001,5,Rent,Suburban
H0055671,R015,3,Rent,Suburban
H0055672,R028,6,Rent,Suburban
H0055673,R001,8,Own,Urban
H0055674,R039,5,Rent,Urban
H0055675,R031,6,Own,Rural
H0055676,R045,5,Own,Urban
H0055677,R025,3,Rent,Suburban
H0055678,R041,4,Rent,Rural
H0055679,R039,6,Own,Suburban
H0055680,R036,1,Own,Rural
H0055681,R034,4,Own,Urban
H0055682,R038,5,Rent,Urban
H0055683,R008,8,Rent,Rural
H0055684,R009,6,Own,Urban
H0055685,R033,1,Rent,Rural
H0055686,R050,2,Rent,Urban
H0055687,R044,1,Rent,Suburban
H0055688,R044,3,Rent,Rural
H0055689,R015,4,Rent,Rural
H0055690,R046,3,Rent,Rural
H0055691,R013,2,Rent,Urban
H0055692,R003,4,Rent,Rural
H0055693,R007,1,Rent,Urban
H0055694,R004,7,Own,Suburban
H0055695,R036,8,Own,Suburban
H0055696,R021,1,Rent,Urban
H0055697,R043,4,Rent,Rural
H0055698,R014,4,Own,Urban
H0055699,R020,5,Own,Urban
H0055700,R022,8,Own,Suburban
H0055701,R048,1,Rent,Rural
H0055702,R017,8,Rent,Rural
H0055703,R044,2,Rent,Rural
H0055704,R021,8,Rent,Rural
H0055705,R027,1,Own,Rural
H0055706,R037,4,Own,Rural
H0055707,R025,8,Rent,Urban
H0055708,R046,4,Rent,Rural
H0055709,R021,1,Rent,Urban
H0055710,R004,7,Own,Urban
H0055711,R040,4,Rent,Suburban
H0055712,R042,4,Own,Urban
H0055713,R025,6,Rent,Rural
H0055714,R039,7,Rent,Urban
H0055715,R030,2,Own,Urban
H0055716,R049,2,Own,Rural
H0055717,R011,5,Rent,Rural
H0055718,R007,7,Own,Rural
H0055719,R049,8,Own,Urban
H0055720,R015,7,Rent,Suburban
H0055721,R005,7,Own,Rural
H0055722,R043,1,Own,Rural
H0055723,R050,2,Own,Suburban
H0055724,R007,3,Rent,Urban
H0055725,R037,7,Own,Suburban
H0055726,R032,7,Own,Urban
H0055727,R013,2,Rent,Urban
H0055728,R025,1,Own,Suburban
H0055729,R034,3,Own,Suburban
H0055730,R024,7,Own,Suburban
H0055731,R031,5,Rent,Suburban
H0055732,R006,6,Rent,Rural
H0055733,R016,3,Own,Rural
H0055734,R009,4,Own,Suburban
H0055735,R024,5,Rent,Rural
H0055736,R043,8,Rent,Rural
H0055737,R011,4,Rent,Urban
H0055738,R050,4,Rent,Urban
H0055739,R034,6,Own,Rural
H0055740,R005,4,Own,Suburban
H0055741,R001,5,Rent,Suburban
H0055742,R022,8,Own,Urban
H0055743,R044,8,Own,Rural
H0055744,R028,7,Rent,Urban
H0055745,R027,5,Own,Urban
H0055746,R049,8,Own,Suburban
H0055747,R004,2,Rent,Rural
H0055748,R047,8,Own,Suburban
H0055749,R008,1,Rent,Rural
H0055750,R005,5,Own,Suburban
H0055751,R013,8,Rent,Rural
H0055752,R039,5,Own,Suburban
H0055753,R003,8,Rent,Rural
H0055754,R034,8,Own,Suburban
H0055755,R050,1,Rent,Suburban
H0055756,R007,2,Own,Suburban
H0055757,R018,3,Own,Suburban
H0055758,R045,7,Rent,Urban
H0055759,R046,3,Rent,Urban
H0055760,R037,3,Rent,Urban
H0055761,R029,2,Rent,Suburban
H0055762,R045,2,Own,Urban
H0055763,R028,4,Rent,Suburban
H0055764,R026,7,Rent,Urban
H0055765,R020,2,Own,Suburban
H0055766,R004,2,Rent,Suburban
H0055767,R020,4,Own,Urban
H0055768,R037,5,Rent,Urban
H0055769,R040,3,Rent,Urban
H0055770,R005,6,Own,Rural
H0055771,R033,8,Own,Suburban
H0055772,R014,7,Rent,Urban
H0055773,R041,3,Rent,Rural
H0055774,R045,7,Rent,Urban
H0055775,R041,5,Rent,Urban
H0055776,R006,8,Own,Urban
H0055777,R020,6,Own,Suburban
H0055778,R044,6,Rent,Suburban
H0055779,R030,5,Own,Suburban
H0055780,R012,4,Own,Suburban
H0055781,R019,6,Rent,Urban
H0055782,R017,2,Rent,Rural
H0055783,R015,1,Own,Rural
H0055784,R034,8,Rent,Rural
H0055785,R017,7,Own,Suburban
H0055786,R048,3,Rent,Suburban
H0055787,R045,6,Rent,Urban
H0055788,R008,1,Own,Urban
H0055789,R011,4,Rent,Urban
H0055790,R049,8,Own,Rural
H0055791,R030,3,Rent,Suburban
H0055792,R009,4,Rent,Urban
H0055793,R026,2,Rent,Rural
H0055794,R008,7,Own,Suburban
H0055795,R043,3,Rent,Urban
H0055796,R028,1,Own,Urban
H0055797,R049,1,Rent,Suburban
H0055798,R044,2,Rent,Urban
H0055799,R009,1,Own,Urban
H0055800,R012,4,Own,Rural
H0055801,R031,8,Rent,Suburban
H0055802,R002,1,Rent,Urban
H0055803,R016,7,Own,Suburban
H0055804,R040,7,Rent,Suburban
H0055805,R011,7,Rent,Rural
H0055806,R044,5,Rent,Urban
H0055807,R017,5,Rent,Rural
H0055808,R025,8,Rent,Suburban
H0055809,R015,6,Own,Urban
H0055810,R049,7,Own,Rural
H0055811,R004,5,Rent,Rural
H0055812,R024,4,Own,Rural
H0055813,R025,7,Own,Urban
H0055814,R041,2,Own,Suburban
H0055815,R042,1,Rent,Rural
H0055816,R032,7,Rent,Suburban
H0055817,R034,8,Rent,Rural
H0055818,R001,2,Own,Suburban
H0055819,R012,4,Rent,Suburban
H0055820,R007,8,Rent,Suburban
H0055821,R045,1,Own,Suburban
H0055822,R047,5,Rent,Rural
H0055823,R015,7,Own,Rural
H0055824,R001,1,Rent,Rural
H0055825,R003,5,Rent,Suburban
H0055826,R026,2,Own,Urban
H0055827,R021,6,Rent,Urban
H0055828,R037,7,Rent,Suburban
H0055829,R038,8,Own,Suburban
H0055830,R008,1,Own,Suburban
H0055831,R025,8,Own,Urban
H0055832,R005,2,Own,Urban
H0055833,R020,4,Rent,Urban
H0055834,R001,6,Own,Urban
H0055835,R011,1,Rent,Rural
H0055836,R012,5,Rent,Urban
H0055837,R005,3,Own,Suburban
H0055838,R042,5,Rent,Urban
H0055839,R048,7,Rent,Rural
H0055840,R010,2,Rent,Urban
H0055841,R027,8,Own,Suburban
H0055842,R040,8,Rent,Suburban
H0055843,R019,3,Rent,Rural
H0055844,R022,4,Rent,Rural
H0055845,R020,4,Own,Rural
H0055846,R023,3,Rent,Rural
H0055847,R029,4,Rent,Urban
H0055848,R032,4,Rent,Rural
H0055849,R015,4,Rent,Rural
H0055850,R030,7,Own,Suburban
H0055851,R006,5,Own,Suburban
H0055852,R038,7,Own,Urban
H0055853,R032,5,Rent,Rural
H0055854,R042,2,Rent,Suburban
H0055855,R001,2,Rent,Rural
H0055856,R027,5,Rent,Urban
H0055857,R005,8,Own,Rural
H0055858,R004,7,Rent,Rural
H0055859,R022,5,Rent,Rural
H0055860,R014,8,Rent,Rural
H0055861,R030,3,Rent,Rural
H0055862,R016,6,Own,Urban
H0055863,R011,5,Rent,Urban
H0055864,R010,4,Rent,Suburban
H0055865,R037,7,Rent,Rural
H0055866,R006,3,Own,Suburban
H0055867,R023,2,Own,Rural
H0055868,R010,5,Rent,Urban
H0055869,R018,7,Own,Urban
H0055870,R039,3,Own,Rural
H0055871,R039,3,Own,Rural
H0055872,R031,7,Rent,Urban
H0055873,R013,6,Own,Suburban
H0055874,R019,4,Rent,Suburban
H0055875,R027,4,Own,Urban
H0055876,R007,4,Own,Rural
H0055877,R033,4,Own,Urban
H0055878,R020,2,Own,Rural
H0055879,R039,2,Own,Rural
H0055880,R013,5,Rent,Rural
H0055881,R042,1,Rent,Rural
H0055882,R015,8,Rent,Urban
H0055883,R029,1,Own,Rural
H0055884,R041,1,Rent,Suburban
H0055885,R046,8,Rent,Rural
H0055886,R008,2,Own,Urban
H0055887,R020,4,Own,Urban
H0055888,R044,6,Rent,Suburban
H0055889,R029,8,Rent,Urban
H0055890,R020,5,Own,Urban
H0055891,R017,7,Own,Suburban
H0055892,R008,4,Rent,Rural
H0055893,R020,7,Rent,Urban
H0055894,R024,2,Own,Rural
H0055895,R027,1,Own,Suburban
H0055896,R011,6,Own,Rural
H0055897,R036,6,Rent,Suburban
H0055898,R018,5,Rent,Suburban
H0055899,R029,1,Own,Rural
H0055900,R044,5,Own,Suburban
H0055901,R027,5,Own,Rural
H0055902,R001,6,Rent,Suburban
H0055903,R012,5,Rent,Urban
H0055904,R005,5,Own,Suburban
H0055905,R001,3,Own,Suburban
H0055906,R032,4,Rent,Urban
H0055907,R046,5,Rent,Urban
H0055908,R039,6,Own,Rural
H0055909,R008,2,Rent,Rural
H0055910,R006,3,Own,Suburban
H0055911,R035,1,Own,Rural
H0055912,R013,8,Own,Urban
H0055913,R002,4,Own,Suburban
H0055914,R034,1,Rent,Urban
H0055915,R042,1,Rent,Urban
H0055916,R032,5,Own,Rural
H0055917,R009,1,Own,Suburban
H0055918,R003,2,Rent,Rural
H0055919,R006,4,Own,Urban
H0055920,R034,7,Own,Rural
H0055921,R018,4,Rent,Rural
H0055922,R012,8,Own,Urban
H0055923,R034,7,Rent,Urban
H0055924,R013,6,Rent,Suburban
H0055925,R014,7,Rent,Urban
H0055926,R014,5,Rent,Suburban
H0055927,R004,2,Rent,Suburban
H0055928,R002,5,Rent,Urban
H0055929,R001,4,Own,Urban
H0055930,R042,8,Rent,Suburban
H0055931,R001,2,Rent,Rural
H0055932,R016,8,Rent,Rural
H0055933,R016,5,Rent,Urban
H0055934,R012,1,Rent,Urban
H0055935,R025,7,Rent,Suburban
H0055936,R035,2,Own,Rural
H0055937,R038,1,Own,Urban
H0055938,R031,8,Own,Urban
H0055939,R001,3,Rent,Urban
H0055940,R010,4,Rent,Rural
H0055941,R023,6,Own,Suburban
H0055942,R049,8,Own,Rural
H0055943,R046,1,Own,Rural
H0055944,R021,1,Rent,Urban
H0055945,R013,2,Own,Rural
H0055946,R028,3,Own,Urban
H0055947,R029,4,Own,Suburban
H0055948,R049,8,Own,Rural
H0055949,R010,6,Rent,Suburban
H0055950,R032,4,Rent,Rural
H0055951,R008,8,Own,Rural
H0055952,R003,5,Rent,Rural
H0055953,R036,3,Own,Suburban
H0055954,R018,6,Rent,Urban
H0055955,R014,4,Rent,Urban
H0055956,R035,5,Rent,Suburban
H0055957,R006,3,Own,Suburban
H0055958,R011,6,Rent,Rural
H0055959,R001,4,Own,Suburban
H0055960,R008,3,Rent,Suburban
H0055961,R026,1,Own,Urban
H0055962,R015,8,Rent,Urban
H0055963,R019,3,Rent,Rural
H0055964,R029,3,Own,Rural
H0055965,R025,1,Own,Suburban
H0055966,R037,4,Own,Urban
H0055967,R007,2,Own,Urban
H0055968,R047,3,Rent,Suburban
H0055969,R023,1,Own,Rural
H0055970,R005,2,Rent,Urban
H0055971,R008,1,Rent,Suburban
H0055972,R024,6,Own,Urban
H0055973,R033,6,Own,Suburban
H0055974,R019,7,Own,Urban
H0055975,R025,8,Own,Rural
H0055976,R012,6,Rent,Suburban
H0055977,R016,2,Rent,Rural
H0055978,R042,4,Own,Suburban
H0055979,R002,8,Rent,Rural
H0055980,R043,2,Own,Urban
H0055981,R002,5,Rent,Suburban
H0055982,R017,5,Own,Rural
H0055983,R014,8,Own,Urban
H0055984,R042,7,Own,Urban
H0055985,R019,6,Own,Urban
H0055986,R050,3,Own,Suburban
H0055987,R049,3,Own,Suburban
H0055988,R009,3,Own,Rural
H0055989,R022,4,Own,Suburban
H0055990,R050,4,Own,Rural
H0055991,R021,5,Own,Suburban
H0055992,R023,6,Own,Rural
H0055993,R020,2,Rent,Rural
H0055994,R031,1,Own,Suburban
H0055995,R028,4,Own,Rural
H0055996,R015,1,Own,Rural
H0055997,R028,7,Own,Rural
H0055998,R038,7,Rent,Suburban
H0055999,R039,6,Rent,Suburban
H0056000,R042,2,Own,Urban
H0056001,R036,3,Own,Rural
H0056002,R046,3,Own,Suburban
H0056003,R018,3,Own,Suburban
H0056004,R018,6,Rent,Urban
H0056005,R005,3,Own,Suburban
H0056006,R008,1,Own,Rural
H0056007,R011,4,Own,Rural
H0056008,R040,8,Own,Urban
H0056009,R040,1,Rent,Rural
H0056010,R013,3,Rent,Urban
H0056011,R035,1,Rent,Urban
H0056012,R045,1,Rent,Urban
H0056013,R034,5,Rent,Rural
H0056014,R017,6,Own,Suburban
H0056015,R022,5,Rent,Rural
H0056016,R005,5,Rent,Suburban
H0056017,R026,7,Own,Urban
H0056018,R020,6,Rent,Suburban
H0056019,R002,3,Own,Rural
H0056020,R039,5,Own,Suburban
H0056021,R019,5,Rent,Urban
H0056022,R012,3,Rent,Urban
H0056023,R025,1,Own,Urban
H0056024,R036,8,Own,Suburban
H0056025,R013,4,Rent,Urban
H0056026,R008,7,Rent,Rural
H0056027,R035,5,Rent,Rural
H0056028,R041,3,Own,Rural
H0056029,R031,7,Own,Urban
H0056030,R013,4,Own,Rural
H0056031,R022,1,Rent,Rural
H0056032,R033,8,Own,Suburban
H0056033,R038,2,Rent,Rural
H0056034,R025,5,Own,Rural
H0056035,R040,1,Own,Rural
H0056036,R034,6,Rent,Suburban
H0056037,R045,6,Rent,Suburban
H0056038,R027,2,Own,Rural
H0056039,R026,4,Own,Rural
H0056040,R040,5,Rent,Suburban
H0056041,R026,2,Own,Rural
H0056042,R007,5,Own,Rural
H0056043,R007,7,Own,Rural
H0056044,R005,6,Rent,Suburban
H0056045,R015,3,Rent,Suburban
H0056046,R001,3,Own,Suburban
H0056047,R045,5,Rent,Urban
H0056048,R033,1,Rent,Suburban
H0056049,R024,7,Own,Urban
H0056050,R027,3,Rent,Rural
H0056051,R044,2,Own,Urban
H0056052,R005,4,Rent,Rural
H0056053,R021,2,Own,Urban
H0056054,R034,7,Own,Rural
H0056055,R004,4,Own,Urban
H0056056,R010,3,Rent,Rural
H0056057,R043,7,Rent,Suburban
H0056058,R009,4,Own,Suburban
H0056059,R032,1,Own,Rural
H0056060,R030,4,Own,Rural
H0056061,R042,3,Rent,Suburban
H0056062,R037,7,Rent,Suburban
H0056063,R005,2,Rent,Rural
H0056064,R009,7,Rent,Suburban
H0056065,R050,7,Own,Urban
H0056066,R028,8,Rent,Rural
H0056067,R033,4,Rent,Urban
H0056068,R039,2,Rent,Rural
H0056069,R050,2,Rent,Suburban
H0056070,R012,2,Rent,Rural
H0056071,R048,4,Rent,Suburban
H0056072,R039,6,Rent,Rural
H0056073,R033,1,Rent,Urban
H0056074,R029,4,Own,Urban
H0056075,R035,3,Own,Rural
H0056076,R022,5,Own,Suburban
H0056077,R040,1,Own,Rural
H0056078,R036,6,Own,Urban
H0056079,R031,1,Own,Suburban
H0056080,R001,2,Own,Rural
H0056081,R038,5,Own,Rural
H0056082,R029,4,Own,Urban
H0056083,R031,8,Rent,Rural
H0056084,R042,4,Rent,Rural
H0056085,R003,2,Rent,Rural
H0056086,R026,7,Rent,Rural
H0056087,R014,6,Rent,Rural
H0056088,R006,4,Own,Suburban
H0056089,R031,1,Rent,Rural
H0056090,R029,2,Rent,Urban
H0056091,R031,4,Own,Rural
H0056092,R033,6,Rent,Rural
H0056093,R050,1,Rent,Rural
H0056094,R018,8,Own,Rural
H0056095,R013,6,Own,Urban
H0056096,R041,2,Own,Rural
H0056097,R037,7,Own,Urban
H0056098,R016,6,Rent,Urban
H0056099,R003,4,Rent,Rural
H0056100,R029,5,Rent,Suburban
H0056101,R033,4,Own,Suburban
H0056102,R011,1,Own,Rural
H0056103,R019,3,Rent,Rural
H0056104,R031,4,Rent,Rural
H0056105,R033,3,Rent,Rural
H0056106,R035,1,Rent,Rural
H0056107,R038,8,Rent,Urban
H0056108,R023,5,Rent,Suburban
H0056109,R009,4,Own,Rural
H0056110,R046,1,Rent,Urban
H0056111,R034,5,Rent,Rural
H0056112,R006,1,Own,Rural
H0056113,R047,2,Own,Suburban
H0056114,R037,6,Rent,Rural
H0056115,R026,4,Rent,Rural
H0056116,R039,4,Own,Urban
H0056117,R021,6,Own,Urban
H0056118,R047,3,Own,Rural
H0056119,R046,6,Rent,Rural
H0056120,R007,2,Rent,Rural
H0056121,R015,5,Own,Urban
H0056122,R025,5,Rent,Urban
H0056123,R033,2,Own,Suburban
H0056124,R029,2,Own,Suburban
H0056125,R032,3,Rent,Rural
H0056126,R004,7,Rent,Urban
H0056127,R047,4,Rent,Urban
H0056128,R045,1,Rent,Suburban
H0056129,R009,1,Rent,Rural
H0056130,R018,6,Own,Rural
H0056131,R006,3,Rent,Rural
H0056132,R048,8,Own,Suburban
H0056133,R022,1,Own,Rural
H0056134,R011,1,Rent,Suburban
H0056135,R006,5,Rent,Urban
H0056136,R031,7,Own,Rural
H0056137,R011,6,Rent,Suburban
H0056138,R031,6,Rent,Rural
H0056139,R039,5,Own,Urban
H0056140,R018,4,Own,Urban
H0056141,R037,8,Own,Urban
H0056142,R029,5,Own,Urban
H0056143,R005,1,Rent,Rural
H0056144,R027,2,Own,Rural
H0056145,R027,3,Rent,Urban
H0056146,R035,3,Own,Rural
H0056147,R044,5,Own,Suburban
H0056148,R024,1,Rent,Rural
H0056149,R023,6,Rent,Urban
H0056150,R040,6,Own,Suburban
H0056151,R019,5,Own,Urban
H0056152,R036,5,Rent,Rural
H0056153,R034,3,Rent,Suburban
H0056154,R042,1,Own,Suburban
H0056155,R030,8,Rent,Suburban
H0056156,R003,5,Rent,Rural
H0056157,R036,5,Rent,Suburban
H0056158,R049,6,Rent,Urban
H0056159,R035,3,Rent,Suburban
H0056160,R036,4,Rent,Urban
H0056161,R017,4,Rent,Suburban
H0056162,R048,2,Own,Rural
H0056163,R025,4,Rent,Rural
H0056164,R021,7,Rent,Urban
H0056165,R042,4,Own,Rural
H0056166,R029,6,Rent,Suburban
H0056167,R047,6,Own,Urban
H0056168,R006,8,Rent,Urban
H0056169,R038,5,Own,Rural
H0056170,R012,3,Own,Suburban
H0056171,R050,3,Own,Rural
H0056172,R012,2,Own,Rural
H0056173,R005,7,Own,Rural
H0056174,R043,8,Rent,Urban
H0056175,R002,8,Own,Urban
H0056176,R041,4,Own,Urban
H0056177,R007,2,Own,Rural
H0056178,R006,4,Rent,Suburban
H0056179,R023,5,Own,Urban
H0056180,R008,3,Rent,Urban
H0056181,R018,8,Rent,Urban
H0056182,R043,6,Rent,Urban
H0056183,R010,3,Own,Urban
H0056184,R016,7,Own,Suburban
H0056185,R021,3,Own,Rural
H0056186,R028,4,Own,Suburban
H0056187,R045,4,Rent,Suburban
H0056188,R007,3,Rent,Urban
H0056189,R029,8,Own,Urban
H0056190,R032,7,Rent,Urban
H0056191,R029,8,Own,Rural
H0056192,R013,7,Rent,Urban
H0056193,R029,3,Own,Urban
H0056194,R031,6,Own,Rural
H0056195,R009,1,Own,Rural
H0056196,R048,6,Own,Suburban
H0056197,R002,1,Rent,Suburban
H0056198,R003,1,Own,Rural
H0056199,R020,1,Own,Rural
H0056200,R018,6,Own,Suburban
H0056201,R048,3,Rent,Rural
H0056202,R045,3,Own,Suburban
H0056203,R043,8,Rent,Rural
H0056204,R032,3,Rent,Urban
H0056205,R005,8,Own,Urban
H0056206,R036,1,Rent,Urban
H0056207,R007,8,Rent,Rural
H0056208,R043,3,Rent,Urban
H0056209,R028,6,Rent,Rural
H0056210,R028,4,Own,Urban
H0056211,R004,1,Rent,Rural
H0056212,R019,6,Own,Rural
H0056213,R025,8,Rent,Rural
H0056214,R018,3,Own,Rural
H0056215,R039,8,Rent,Suburban
H0056216,R010,8,Rent,Suburban
H0056217,R014,6,Rent,Suburban
H0056218,R009,3,Rent,Rural
H0056219,R029,5,Own,Rural
H0056220,R032,4,Rent,Urban
H0056221,R050,3,Own,Urban
H0056222,R041,7,Own,Rural
H0056223,R028,7,Rent,Suburban
H0056224,R026,2,Own,Rural
H0056225,R001,5,Rent,Urban
H0056226,R008,7,Own,Suburban
H0056227,R003,2,Own,Rural
H0056228,R033,2,Own,Rural
H0056229,R013,4,Rent,Rural
H0056230,R041,1,Rent,Rural
H0056231,R005,4,Rent,Urban
H0056232,R044,7,Rent,Urban
H0056233,R018,7,Own,Suburban
H0056234,R050,4,Rent,Rural
H0056235,R045,8,Rent,Urban
H0056236,R022,3,Own,Urban
H0056237,R007,6,Own,Suburban
H0056238,R016,1,Own,Suburban
H0056239,R023,2,Rent,Suburban
H0056240,R031,8,Own,Rural
H0056241,R039,8,Own,Suburban
H0056242,R030,1,Own,Rural
H0056243,R045,2,Own,Rural
H0056244,R042,3,Rent,Suburban
H0056245,R025,2,Own,Rural
H0056246,R020,6,Own,Rural
H0056247,R045,3,Own,Suburban
H0056248,R042,3,Rent,Urban
H0056249,R031,8,Rent,Suburban
H0056250,R018,1,Rent,Rural
H0056251,R042,1,Rent,Urban
H0056252,R016,4,Rent,Rural
H0056253,R011,4,Own,Urban
H0056254,R001,7,Own,Rural
H0056255,R010,8,Rent,Urban
H0056256,R029,8,Rent,Rural
H0056257,R033,8,Own,Rural
H0056258,R005,6,Own,Urban
H0056259,R031,2,Own,Rural
H0056260,R015,2,Rent,Suburban
H0056261,R002,7,Own,Urban
H0056262,R016,6,Rent,Urban
H0056263,R043,3,Own,Rural
H0056264,R017,5,Rent,Urban
H0056265,R020,3,Rent,Suburban
H0056266,R009,2,Rent,Urban
H0056267,R016,5,Rent,Suburban
H0056268,R011,8,Own,Rural
H0056269,R022,7,Own,Urban
H0056270,R030,4,Rent,Rural
H0056271,R016,1,Rent,Urban
H0056272,R032,8,Rent,Rural
H0056273,R010,4,Rent,Suburban
H0056274,R028,7,Own,Rural
H0056275,R016,4,Own,Rural
H0056276,R041,4,Own,Urban
H0056277,R048,3,Rent,Urban
H0056278,R005,3,Own,Suburban
H0056279,R030,6,Own,Urban
H0056280,R032,5,Own,Suburban
H0056281,R047,2,Rent,Suburban
H0056282,R028,3,Own,Rural
H0056283,R037,2,Rent,Suburban
H0056284,R050,7,Rent,Rural
H0056285,R047,4,Own,Rural
H0056286,R007,5,Own,Rural
H0056287,R023,2,Rent,Rural
H0056288,R016,5,Own,Suburban
H0056289,R001,2,Own,Rural
H0056290,R022,6,Own,Urban
H0056291,R002,6,Rent,Urban
H0056292,R038,7,Rent,Rural
H0056293,R010,2,Own,Rural
H0056294,R047,6,Own,Suburban
H0056295,R017,2,Rent,Rural
H0056296,R004,3,Own,Urban
H0056297,R026,7,Own,Suburban
H0056298,R036,3,Rent,Rural
H0056299,R045,6,Rent,Rural
H0056300,R016,4,Rent,Urban
H0056301,R014,2,Rent,Urban
H0056302,R030,2,Rent,Rural
H0056303,R037,7,Rent,Rural
H0056304,R005,3,Own,Rural
H0056305,R030,4,Own,Suburban
H0056306,R023,3,Own,Urban
H0056307,R030,2,Rent,Urban
H0056308,R030,2,Own,Rural
H0056309,R047,1,Rent,Urban
H0056310,R022,7,Own,Rural
H0056311,R029,2,Rent,Suburban
H0056312,R005,1,Own,Urban
H0056313,R036,8,Rent,Urban
H0056314,R003,4,Rent,Suburban
H0056315,R013,2,Own,Rural
H0056316,R039,7,Rent,Suburban
H0056317,R016,6,Own,Rural
H0056318,R018,1,Own,Urban
H0056319,R006,4,Own,Urban
H0056320,R032,1,Own,Urban
H0056321,R028,3,Own,Rural
H0056322,R018,2,Rent,Rural
H0056323,R045,4,Own,Urban
H0056324,R003,4,Rent,Rural
H0056325,R020,1,Rent,Urban
H0056326,R047,2,Rent,Urban
H0056327,R016,3,Own,Urban
H0056328,R003,8,Own,Suburban
H0056329,R015,7,Own,Suburban
H0056330,R005,7,Rent,Rural
H0056331,R012,5,Own,Suburban
H0056332,R003,5,Own,Rural
H0056333,R038,1,Rent,Suburban
H0056334,R012,4,Own,Suburban
H0056335,R011,5,Own,Suburban
H0056336,R028,8,Own,Rural
H0056337,R016,2,Own,Suburban
H0056338,R026,4,Rent,Urban
H0056339,R018,7,Rent,Urban
H0056340,R004,5,Rent,Suburban
H0056341,R030,3,Own,Urban
H0056342,R034,6,Rent,Suburban
H0056343,R040,1,Own,Urban
H0056344,R007,6,Rent,Urban
H0056345,R027,8,Own,Rural
H0056346,R022,7,Own,Rural
H0056347,R013,7,Own,Urban
H0056348,R031,1,Rent,Suburban
H0056349,R034,4,Rent,Rural
H0056350,R019,5,Rent,Urban
H0056351,R004,1,Own,Rural
H0056352,R048,5,Rent,Suburban
H0056353,R017,7,Rent,Urban
H0056354,R027,2,Rent,Rural
H0056355,R020,1,Own,Rural
H0056356,R042,5,Rent,Rural
H0056357,R034,1,Rent,Suburban
H0056358,R015,2,Own,Urban
H0056359,R002,3,Rent,Rural
H0056360,R009,4,Rent,Suburban
H0056361,R035,5,Own,Suburban
H0056362,R043,6,Rent,Rural
H0056363,R004,2,Own,Suburban
H0056364,R037,2,Rent,Rural
H0056365,R043,1,Rent,Suburban
H0056366,R017,5,Own,Suburban
H0056367,R017,7,Own,Rural
H0056368,R025,8,Own,Urban
H0056369,R002,8,Rent,Rural
H0056370,R022,1,Own,Suburban
H0056371,R010,6,Own,Rural
H0056372,R014,3,Own,Urban
H0056373,R041,8,Own,Urban
H0056374,R012,7,Own,Rural
H0056375,R033,6,Rent,Rural
H0056376,R033,1,Rent,Rural
H0056377,R046,3,Rent,Rural
H0056378,R040,6,Own,Rural
H0056379,R019,1,Rent,Rural
H0056380,R031,2,Own,Suburban
H0056381,R020,2,Rent,Urban
H0056382,R049,3,Rent,Urban
H0056383,R003,7,Own,Urban
H0056384,R010,3,Rent,Suburban
H0056385,R016,1,Own,Urban
H0056386,R004,8,Own,Rural
H0056387,R032,5,Own,Suburban
H0056388,R001,3,Own,Urban
H0056389,R002,1,Rent,Rural
H0056390,R015,2,Own,Urban
H0056391,R026,2,Rent,Suburban
H0056392,R037,8,Own,Rural
H0056393,R016,1,Own,Urban
H0056394,R015,5,Rent,Suburban
H0056395,R002,7,Own,Suburban
H0056396,R030,2,Rent,Urban
H0056397,R032,1,Own,Rural
H0056398,R002,2,Rent,Suburban
H0056399,R037,2,Own,Urban
H0056400,R036,7,Own,Rural
H0056401,R001,6,Rent,Suburban
H0056402,R041,1,Own,Rural
H0056403,R028,1,Rent,Suburban
H0056404,R024,7,Rent,Rural
H0056405,R036,2,Own,Suburban
H0056406,R002,7,Rent,Rural
H0056407,R009,2,Own,Suburban
H0056408,R034,2,Own,Urban
H0056409,R016,6,Own,Suburban
H0056410,R037,3,Rent,Rural
H0056411,R027,2,Rent,Urban
H0056412,R042,2,Rent,Urban
H0056413,R021,7,Rent,Urban
H0056414,R018,1,Own,Suburban
H0056415,R002,2,Own,Suburban
H0056416,R046,5,Rent,Rural
H0056417,R010,8,Rent,Rural
H0056418,R019,2,Rent,Suburban
H0056419,R048,7,Own,Urban
H0056420,R016,7,Rent,Urban
H0056421,R042,1,Rent,Rural
H0056422,R012,7,Rent,Rural
H0056423,R005,3,Rent,Suburban
H0056424,R001,5,Rent,Suburban
H0056425,R001,7,Own,Urban
H0056426,R035,6,Rent,Rural
H0056427,R041,8,Own,Urban
H0056428,R026,3,Own,Suburban
H0056429,R001,4,Rent,Rural
H0056430,R036,2,Rent,Suburban
H0056431,R019,4,Rent,Suburban
H0056432,R028,3,Rent,Suburban
H0056433,R033,6,Rent,Suburban
H0056434,R032,7,Own,Rural
H0056435,R018,6,Rent,Urban
H0056436,R040,6,Own,Rural
H0056437,R007,1,Rent,Suburban
H0056438,R034,7,Rent,Urban
H0056439,R005,4,Rent,Suburban
H0056440,R028,7,Rent,Rural
H0056441,R028,5,Own,Urban
H0056442,R043,5,Rent,Rural
H0056443,R034,2,Rent,Rural
H0056444,R021,1,Own,Rural
H0056445,R038,2,Own,Suburban
H0056446,R007,6,Rent,Urban
H0056447,R011,7,Own,Urban
H0056448,R009,1,Rent,Suburban
H0056449,R045,6,Rent,Suburban
H0056450,R014,1,Own,Suburban
H0056451,R019,3,Own,Suburban
H0056452,R010,4,Rent,Rural
