ACTIVE,BKCLASS,ROA,LONGITUDE,ROE,STNAME,ASSET,OFFICES,NETINC,DEP,NAME,CITY,CERT,STALP,LATITUDE,ESTYMD
1,SM,0.6737744108253089,-89.276782027109,7.1,Tennessee,233228,6,390,200687,Security Bank,Newbern,2391,TN,36.1116309911532,01/01/1931
1,NM,-1.0365121017602759,-71.057500015505,-11.56,Massachusetts,609027,5,-1776,481925,OneUnited Bank,Boston,23966,MA,42.355939979831,08/02/1982
1,SM,1.3413931841242355,-93.7785920006123,11.28,Minnesota,126478,2,428,110389,MINNESOTA LAKES BANK,Delano,23986,MN,45.0359979900699,06/24/1982
1,SM,0.26105263157894737,-82.4824529711541,2.22,Virginia,94879,5,62,82119,Miners Exchange Bank,Coeburn,23989,VA,36.940976012005,07/08/1982
1,SI,0.6770896088039734,-72.252540640651,4.8,Massachusetts,2221191,15,3744,1681602,Country Bank for Savings,Ware,23992,MA,42.255812446706,07/01/1850
1,NM,1.3527713836822683,-118.256998014756,10.1,California,1394366,8,4628,1189577,State Bank of India (California),Los Angeles,23998,CA,34.0492309835037,09/03/1982
1,NM,0.5983631618244303,-76.6161699949839,4.84,Maryland,381698,7,570,329077,The Harbor Bank of Maryland,Baltimore,24015,MD,39.2901560055512,09/13/1982
1,N,0.7570142097875628,-95.4103000254418,1.48,Texas,32185,1,60,10769,Brazos National Bank,Richwood,24038,TX,29.071835008949,08/02/1982
1,SM,0.9311388035950099,-118.462723027199,8.31,California,34642892,87,80722,27440681,Banc of California,Los Angeles,24045,CA,34.05427999052,08/26/1982
1,NM,0.3273379014643761,-98.5036620118207,2.85,Texas,84867,1,71,74719,Atascosa Bank,Pleasanton,24064,TX,28.9457350172781,09/07/1982
1,N,0.6883825877448777,-95.4375419651333,6.1,Texas,105940,1,180,92568,Citizens National Bank,Crockett,24085,TX,31.3134979835309,09/07/1982
1,NM,1.0591639746382568,-80.2650639881683,11.23,Florida,7534738,25,19821,6381162,Ocean Bank,Miami,24156,FL,25.7792420153409,12/09/1982
1,NM,1.2518142409434956,-118.304978040189,11.14,California,7789627,34,24429,6801918,Hanmi Bank,Los Angeles,24170,CA,34.0612370120647,12/15/1982
1,N,1.8214176603802863,-84.551852999512,11.63,Michigan,199897,2,939,162858,Capitol National Bank,Lansing,24199,MI,42.7348480200092,11/22/1982
1,N,0.8981497017862319,-118.003792035395,5.79,California,158847,2,368,131032,"Bank of Whittier, National Association",Whittier,24211,CA,33.9484380110858,12/20/1982
1,NM,1.1907609706828268,-96.7610179897216,7.51,Texas,76152,1,224,62252,Pavillion Bank,Richardson,24303,TX,32.9789090123861,01/17/1983
1,N,0.955233726220246,-98.6766400182045,9.88,Texas,311279,5,753,276908,Llano National Bank,Llano,24305,TX,30.7478999815639,01/17/1983
1,NM,3.6464053223829764,-118.393917995688,7.74,California,504745,1,4582,257910,First Credit Bank,Los Angeles,24332,CA,34.090166983237,02/18/1983
1,N,1.3831563738443682,-98.1836510068661,12.69,Texas,3409023,36,11569,3027272,Lone Star National Bank,Pharr,24347,TX,26.2125429912529,01/24/1983
1,NM,0.8636915111355052,-97.3925610340166,7.85,Texas,662832,14,1430,585599,First Community Bank,Corpus Christi,24353,TX,27.7955250012668,02/07/1983
1,N,0.5387914350740838,-96.4815410303332,4.18,Texas,63331,1,87,53197,City National Bank,Corsicana,24367,TX,32.0890199961555,02/28/1983
1,N,0.5169448724481526,-73.982209476634,3.04,New York,2864973,14,3727,2273913,"Industrial and Commercial Bank of China USA, National Association",New York,24387,NY,40.75782301871,02/14/1983
1,SM,1.529403809986502,-79.6398030126653,12.88,West Virginia,1011712,12,3817,878024,Clear Mountain Bank,Bruceton Mills,2443,WV,39.6586559850996,01/01/1931
1,NM,1.2073551007423902,-81.0849550185189,8.81,West Virginia,134610,2,408,115381,"Clay County Bank, Inc.",Clay,2444,WV,38.4601349842083,06/04/1902
1,N,1.1903645695323741,-93.7112200230878,11.67,Louisiana,124050,6,365,110967,Progressive National Bank,Mansfield,24443,LA,32.035172009857,03/28/1983
1,SM,1.5697761261999745,-97.1438510237,16.83,Oklahoma,688308,10,2693,576306,American Nation Bank,Ardmore,24472,OK,34.1950410204916,05/02/1983
1,NM,0.6388600138600139,-81.794162011609,4.9,West Virginia,186808,6,295,156488,"Pioneer Community Bank, Inc.",Iaeger,2448,WV,37.469462006106,09/20/1931
1,NM,1.3928092019606986,-98.5667069994689,16.14,Texas,302727,8,1035,269536,First State Bank,Graham,24498,TX,33.1083170059641,05/26/1983
1,NM,1.564655244046333,-94.1047129938867,17.1,Iowa,489908,4,1883,435435,Raccoon Valley Bank,Perry,245,IA,41.839784980677,01/01/1927
1,NM,1.1676146418180715,-73.9741181740417,11.69,New York,2661080,2,7724,2321811,Interaudi Bank,New York,24516,NY,40.760631375369,06/14/1983
1,NM,1.0487444364074545,-80.7743910051763,16.32,West Virginia,303312,5,792,275099,West Union Bank,West Union,2452,WV,39.294911981232,04/01/1893
1,NM,0.35384165585900307,-79.8499189689057,5.3,West Virginia,270237,2,236,213269,Davis Trust Company,Elkins,2453,WV,38.9249069890589,06/17/1901
1,NM,2.1389397059422985,-71.2480490055159,13.12,New Hampshire,1848366,9,9773,1528107,Bank of New England,Salem,24540,NH,42.7753780003522,06/24/1983
1,SM,0.7487489572120967,-89.37618100521,8.42,Wisconsin,416677,4,773,336872,The Bank of Brodhead,Brodhead,2455,WI,42.619606322897,04/30/1896
1,SM,2.030224355448534,-99.4725899861532,16.46,Texas,2240710,11,11281,1949063,Texas Community Bank,Laredo,24563,TX,27.5643379881812,06/20/1983
1,N,1.3308616653899543,-97.9447919958945,13.32,Texas,566408,7,1872,504314,"First Commercial Bank, National Association",Seguin,24603,TX,29.5696910142757,07/01/1983
1,NM,1.1370957350856847,-91.1502549849219,13.82,Wisconsin,242606,6,706,194657,Citizens State Bank,Cadott,2467,WI,44.9477699934262,08/20/1902
1,N,2.218752727378517,-95.8896840344601,16.27,Oklahoma,214784,2,1144,184017,"Triad Bank, National Association",Tulsa,24677,OK,36.0746040176948,08/29/1983
1,SM,2.960995447716484,-91.3927970041487,29.58,Wisconsin,711952,7,5245,577225,Northwestern Bank,Chippewa Falls,2468,WI,44.9363879975567,01/01/1904
1,NM,1.2807423704278886,-88.8387150172324,12.11,Wisconsin,208831,4,668,172949,Badger Bank,Fort Atkinson,2469,WI,42.9263779860578,01/07/1884
1,NM,1.6360919746933762,-89.075973000878,15.93,Wisconsin,261522,2,1069,223733,Bank of Deerfield,Deerfield,2477,WI,43.052397008544,01/01/1887
1,NM,1.1618284840730464,-93.7686455036761,14.32,Iowa,327517,2,874,258957,State Savings Bank,West Des Moines,248,IA,41.5590734145871,07/04/1894
1,NM,1.7903928607561377,-89.8921569669117,12.71,Wisconsin,283680,3,1283,241762,Nekoosa Port Edwards State Bank,Nekoosa,2482,WI,44.3152349927999,12/13/1913
1,NM,1.230916315616504,-80.2548610327089,15.24,Florida,1565756,3,4841,1407274,International Finance Bank,Miami,24823,FL,25.7651420197287,11/30/1983
1,SM,1.6556353608066443,-76.9225019854133,10.36,Pennsylvania,923153,3,3855,587243,Atlantic Community Bankers Bank,Camp Hill,24829,PA,40.2600499942247,11/21/1983
1,NM,1.9500204271506012,-108.255068428653,14.2,New Mexico,143839,4,710,120559,First New Mexico Bank of Silver City,Silver City,24865,NM,32.7870587660021,01/04/1984
1,NM,6.027680765748286,-75.491942034798,14.76,Delaware,252843,1,3728,147021,BNY Mellon Trust of Delaware,Wilmington,24867,DE,39.780173003571,12/31/1983
1,N,2.042073243196476,-102.079723971933,16.73,Texas,2578510,12,13188,2227163,Community National Bank,Midland,24897,TX,32.0000110156834,01/03/1984
1,N,2.2456984598418486,-97.1562466834282,16.38,Texas,81747,2,448,70501,First National Bank of South Padre Island,South Padre Island,24902,TX,26.0695542250496,12/20/1983
1,SM,1.1372404472293893,-80.198355270642,13.78,North Carolina,1247557,10,3471,1134542,Uwharrie Bank,Albemarle,24919,NC,35.351580798324,01/26/1984
1,NM,0.3781018039107029,-73.985350427211,2.88,New York,4041585,22,3780,3467016,Woori America Bank,New York,24920,NY,40.747661847038,01/27/1984
1,NM,1.1420028127732,-111.410758658969,12.88,Utah,597407,9,1690,542581,Grand Valley Bank,Heber City,24922,UT,40.49247325421,12/13/1983
1,N,0.7195464047876101,-73.4329069840875,9.29,Connecticut,319536,4,589,293605,The National Iron Bank,Salisbury,2496,CT,41.9732719855259,08/17/1847
1,NM,1.7885492461649561,-99.268795996564,15.3,Texas,527501,9,2325,451193,International Bank of Commerce,Zapata,24961,TX,26.904527981255,02/06/1984
1,SM,0.7529639487055407,-114.097843009093,8.01,Montana,209928,7,389,189818,Valley Bank of Ronan,Ronan,24966,MT,47.5220860203365,02/21/1984
1,SM,1.5599642498182387,-94.582362200405,14.97,Missouri,35540239,154,133109,28638353,Commerce Bank,Kansas City,24998,MO,39.101791632875,02/21/1984
1,N,-0.6285580382372807,-104.600316986721,-30.55,Wyoming,70650,3,-114,68756,Summit National Bank,Hulett,25054,WY,44.6827420101886,02/28/1984
1,NM,0.9572938813490917,-73.973683907638,11.04,New York,2977085,6,6840,2577829,Habib American Bank,New York,25093,NY,40.752860387206,04/16/1984
1,NM,1.3499068503191523,-95.7929560336252,8.87,Iowa,67625,2,221,57375,First Security Bank,Mapleton,251,IA,42.1661640108405,10/03/1878
1,NM,1.4626799670658035,-101.925425120595,14.29,Texas,4643946,36,16679,4116487,City Bank,Lubbock,25103,TX,33.561023345013,04/13/1984
1,NM,-0.47152296022114426,-157.859474000456,-4.13,Hawaii,669428,14,-800,520928,"Finance Factors, Ltd.",Honolulu,25158,HI,21.3103199895985,05/14/1952
1,NM,1.3389310997475339,-86.1909759911667,17.34,Kentucky,469688,4,1536,395708,Meade County Bank,Brandenburg,25173,KY,37.9899209868116,06/07/1984
1,N,0.731285299206686,-122.403486036883,5.89,California,15126000,1,28000,12639000,"Bank of America California, National Association",San Francisco,25178,CA,37.792262005523,05/18/1984
1,SM,1.6326293560309684,-92.9114619888884,12.71,Iowa,313267,1,1265,269045,Pinnacle Bank,Marshalltown,252,IA,42.0191549845129,05/05/1927
1,N,0.7724006738765172,-91.1028329427833,5.19,Louisiana,1161205,5,2152,390632,First National Banker's Bank,Baton Rouge,25247,LA,30.4192826898858,07/02/1984
1,N,1.2037009439706376,-117.293553984395,12.33,California,882652,5,2827,770996,"C3bank, National Association",Encinitas,25249,CA,33.0410840003942,06/01/1984
1,N,-0.4718943194100332,-80.264819488053,-5.38,Florida,2028949,1,-2147,1808254,"Pibank, National Association",Miami,25258,FL,25.780160462381,07/02/1984
1,NM,1.2011022460941523,-93.5594700246861,12.84,Iowa,487488,8,1458,360200,TruBank,Indianola,25267,IA,41.3736660039861,01/01/1883
1,NM,0.783062724087631,-97.2389469841677,8.47,Nebraska,557429,7,1077,475137,Bank of the Valley,Bellwood,25291,NE,41.3429449877436,05/11/1984
1,NM,0.982786044165933,-91.4455090330194,10.41,Iowa,2198462,6,5415,1894748,Luana Savings Bank,Luana,253,IA,43.0525879902079,08/01/1908
1,SM,2.175004339687261,-100.600295011234,18.59,Texas,214737,4,1159,188919,BOC Bank,Mclean,25328,TX,35.2326319949853,08/16/1984
1,NM,1.4813390403124471,-95.0134040019537,14.65,Iowa,299020,2,1117,263724,First Whitney Bank and Trust,Atlantic,254,IA,41.4081869979427,01/01/1907
1,NM,1.9568992930701306,-97.3626610251901,10.98,Nebraska,62222,3,300,49099,Cedar Security Bank,Fordyce,25591,NE,42.6990539825983,09/04/1984
1,N,28.30855867749216,-115.271260000426,99.61,Nevada,2161721,1,146082,1216688,"Credit One Bank, National Association",Las Vegas,25620,NV,36.0634150151459,07/30/1984
1,NM,1.2934407851598029,-97.4356649710963,12.55,Texas,771743,7,2446,688203,"Sage Capital Bank,",Gonzales,25621,TX,29.5218539841109,07/12/1984
1,N,0.10513990776362638,-122.401359967143,1.03,California,167555,2,44,128050,"BEACON BUSINESS BANK, NATIONAL ASSOCIATION",San Francisco,25644,CA,37.7927950107459,08/21/1984
1,N,1.4546516364552282,-96.0596210025529,23.26,Kansas,903907,6,3263,810289,Community National Bank,Seneca,25665,KS,39.8338670143084,10/04/1984
1,NM,2.0729530195163934,-97.4938068582769,16.5,Texas,4520154,41,23081,3884222,International Bank of Commerce,Brownsville,25679,TX,25.9514642870385,10/09/1984
1,NM,2.1841255705220974,-98.7475777983119,18.85,Oklahoma,184503,4,981,163511,The Bank of the West,Thomas,25703,OK,35.7438540193433,10/19/1984
1,NM,2.2932343792030787,-119.808004991993,15.7,California,359587,2,2078,297968,Murphy Bank,Fresno,25726,CA,36.8117199823315,02/01/1984
1,SM,0.6511895589321477,-96.921683456804,5.8,Oklahoma,1399061,9,2246,1140950,Sovereign Bank,Shawnee,25738,OK,35.361757314269,10/29/1984
1,N,0.3601845946047349,-73.9997695637866,1.51,New York,145758,1,132,104731,"Eastbank, National Association",New York,25749,NY,40.7184732522436,11/26/1984
1,NM,2.7265478975779995,-94.6620750216125,23.59,Texas,301846,6,2086,265145,Community Bank,Longview,25752,TX,32.5049970031274,10/15/1984
1,NM,1.4022458230363648,-84.0036829859036,15.87,Georgia,582360,1,1981,527917,Peoples Bank & Trust,Buford,25795,GA,34.1047299951803,12/13/1984
1,NM,1.5964829183899842,-85.731635711031,13.94,Kentucky,9457499,85,37898,7759260,Stock Yards Bank & Trust Company,Louisville,258,KY,38.253755051761,06/01/1904
1,NM,4.766123460803836,-117.188368978532,23.15,California,186754,1,2199,57074,Hatch Bank,San Marcos,25803,CA,33.1338220057701,01/02/1982
1,SM,1.5101576420245157,-92.1920839753896,10.71,Missouri,339547,2,1319,272233,Midwest Independent BankersBank,Jefferson City,25849,MO,38.5416419937004,01/07/1985
1,SM,1.1452618182733751,-97.135684954531,9.83,Kansas,7653639,83,20014,6332023,Equity Bank,Andover,25858,KS,37.691942233449,01/21/1985
1,NM,0.5991172033758281,-122.252588980949,4.65,California,231773,4,349,196224,Metropolitan Bank,Oakland,25869,CA,37.8002240172588,09/01/1983
1,SM,2.0665720784266695,-87.657491959472,9.89,Illinois,623529,2,3188,444372,First Eagle  Bank,Chicago,25883,IL,41.8814059914469,02/14/1985
1,NM,0.8903396867212986,-98.214304967883,8.36,Texas,1425871,24,3138,1188970,Rio Bank,Mcallen,25886,TX,26.189657000913,02/11/1985
1,N,2.261156857194763,-97.3090799955459,13.78,South Dakota,484306,12,2676,388442,First National Bank,Oldham,25894,SD,44.2275843763877,02/15/1985
1,NM,1.3643399797369367,-87.7171405049952,7.99,Alabama,171678,3,574,141953,Valley State Bank,Russellville,26021,AL,34.5161360133844,04/01/1985
1,NC,0,-73.9737993264449,0,New York,487547,,0,19885,The Bank of East Asia Ltd.,New York,26028,NY,40.7610901169298,05/01/1984
1,N,0.6136938897581384,-70.8564018136153,6.61,Massachusetts,442306,2,681,364451,The National Grand Bank of Marblehead,Marblehead,2608,MA,42.5023848621651,01/01/1831
1,N,0.8963809333495101,-71.7604112773018,9.64,Massachusetts,140829,1,314,119156,Millbury National Bank,Millbury,2616,MA,42.1918736548125,11/15/1933
1,N,-2.2054327190885123,-95.2690509591573,-21.41,Texas,854444,9,-4657,771426,Texas National Bank of Jacksonville,Jacksonville,26181,TX,31.9636659938673,03/19/1985
1,SM,1.248073930297918,-96.7125649734924,13.88,Nebraska,531516,6,1622,472934,CHARTER WEST BANK,West Point,26185,NE,41.8391060046102,04/01/1985
1,SM,8.961407636633334,-75.3562772022422,41.17,Pennsylvania,177770,1,3942,117124,The Haverford Trust Company,Radnor,26189,PA,40.0508918818341,02/01/1985
1,NM,1.5498869874071681,-84.34059,19.78,Kentucky,253307,5,978,220423,Citizens Bank,Mount Vernon,262,KY,37.3537150000001,01/01/1904
1,SM,1.321503159078887,-95.454640041783,13.93,Kansas,500729,15,1627,442033,Bank of Commerce,Chanute,26217,KS,37.681434009076,05/02/1985
1,N,1.4893731773630137,-95.547465093223,11.28,Texas,2248800,11,8319,1886424,"Golden Bank, National Association",Houston,26223,TX,29.704523105037,05/03/1985
1,N,2.3811308872261625,-98.337690019206,19.28,Texas,133459,3,794,116521,First National Bank of Dublin,Dublin,26228,TX,32.0973220197937,05/07/1985
1,N,1.2538920556379456,-97.9580960040717,18.52,Oklahoma,72081,4,223,65749,The First National Bank in Marlow,Marlow,26260,OK,34.6479450048171,01/24/1985
1,NM,1.9552259633594482,-117.127112018469,16.09,California,254901,1,1226,193199,Home Bank of California,San Diego,26271,CA,32.8217650078338,10/31/1981
1,N,1.1225134762244664,-80.1923149898524,10.18,Florida,1512885,8,4189,1229060,Pacific National Bank,Miami,26299,FL,25.7604805843025,07/22/1985
1,SB,1.527056117655937,-117.861833021912,22.62,California,8323217,10,28810,7801359,"First American Trust, FSB",Santa Ana,26312,CA,33.7015330017086,07/30/1985
1,N,1.1408491947291362,-81.5491780087115,11.48,Florida,713842,5,1948,641267,"Florida Capital Bank, National Association",Jacksonville,26323,FL,30.2413749928779,08/12/1985
1,NM,1.2988364526577696,-77.5744719792038,14.39,New York,1314433,3,4259,1056322,Genesee Regional Bank,Rochester,26333,NY,43.1088676923462,08/12/1985
1,SI,0.38559608565111836,-71.215916057683,4.55,Massachusetts,2033847,11,1968,1829768,The Village Bank,Newton,26336,MA,42.307033209273,05/01/1910
1,N,2.29791520154351,-84.3672740200382,21.57,Georgia,8785816,1,48343,7773634,"RBC Bank, (Georgia) National Association",Atlanta,26342,GA,33.8518050191234,08/30/1985
1,N,0.7276693242978185,-95.3706849717399,6.17,Texas,236180,2,422,204546,Unity National Bank of Houston,Houston,26351,TX,29.7236579841579,08/01/1985
1,NM,1.1937093594779542,-93.2279680172112,16.75,Missouri,175919,1,517,156396,State Bank of Southwest Missouri,Springfield,26358,MO,37.1800280162972,09/16/1985
1,NM,0.7631200653548824,-117.71940449901,5.03,California,413501,4,787,311987,Community Commerce Bank,Claremont,26363,CA,34.1069427284092,10/01/1976
1,N,0.9472658232988811,-90.4701949704765,8.93,Mississippi,405099,5,933,360607,Pike National Bank,Mccomb,26379,MS,31.2524910137302,09/30/1985
1,N,0.6339967975289869,-93.710866977326,7.37,Louisiana,1578903,15,2537,1406883,"Bonvenu Bank, National Association",Bossier City,26381,LA,32.529088981696,10/07/1985
1,NM,3.9870051051372672,-75.6600530052837,4.23,Delaware,139832,1,1396,3018,Deutsche Bank Trust Company Delaware,Newark,26392,DE,39.6886960136186,10/07/1985
1,SI,0.12593251659708438,-73.2547269171359,1,Massachusetts,444654,5,138,323217,The Pittsfield Co-operative Bank,Pittsfield,26393,MA,42.4474329792184,01/01/1889
1,SI,0.26458684405673794,-71.4073608216864,1.32,Massachusetts,1256749,3,830,968279,MutualOne Bank,Framingham,26395,MA,42.300516908197,01/01/1889
1,SM,0.6362301368833879,-72.5989299978125,5.58,Massachusetts,858019,10,1355,756767,Greenfield Co-operative Bank,Greenfield,26397,MA,42.589483481175,01/01/1905
1,SI,0.17765390132361572,-71.080637756307,1.88,Massachusetts,638076,7,283,512732,Haverhill Bank,Haverhill,26411,MA,42.7739239916084,01/01/1877
1,NM,1.5743366202547717,-98.5884200947327,12.32,Oklahoma,73064,2,279,63504,Community State Bank of Canton,Canton,26416,OK,36.05337218581,10/10/1985
1,N,0.6728757136098865,-80.255736354858,7.61,Florida,869333,5,1449,762515,"Terrabank, National Association",Coral Gables,26442,FL,25.752720081132,11/21/1985
1,SI,0.7566630398120506,-71.0558500378653,7.9,Massachusetts,1649986,3,3079,1210901,Everett Co-operative Bank,Everett,26444,MA,42.4062661837816,01/01/1890
1,SM,0.28394011677357056,-71.1452404368414,2.09,Massachusetts,153787,1,111,126560,Canton Co-operative Bank,Canton,26450,MA,42.155579133963,01/01/1891
1,SI,0.7860262970737336,-71.73779036465,6.64,Massachusetts,1344721,13,2676,1117354,Fidelity Co-operative Bank,Leominster,26451,MA,42.5203407846952,01/01/1888
1,SI,0.6236009557854842,-72.0331975501185,6.15,Massachusetts,797780,7,1239,568683,Savers Co-operative Bank,Southbridge,26455,MA,42.0751616042457,01/01/1910
1,SM,0.816304880143337,-71.238153749722,7.33,Massachusetts,7174892,21,14389,6102274,Needham Bank,Needham,26483,MA,42.280427581761,01/01/1892
1,SM,1.266462077550662,-70.949222087371,8.56,Massachusetts,3270641,30,10297,2652134,TruNorth Bank,Peabody,26484,MA,42.547046659769,01/01/1888
1,SM,1.080536662397573,-71.2529674224802,5.77,Massachusetts,649398,1,1738,512726,Walpole Co-operative Bank,Walpole,26487,MA,42.1451748032799,01/01/1912
1,N,1.3747887628171733,-94.2412019773578,13.18,Minnesota,469591,10,1623,340534,American National Bank of Minnesota,Baxter,26499,MN,46.3699220150569,05/01/1983
1,SI,0.3208552353707404,-71.1853707261315,3.46,Massachusetts,143289,1,113,129697,Methuen Co-operative Bank,Methuen,26512,MA,42.7260639950289,01/01/1923
1,SM,0.6768214623647935,-71.0731843165463,7.34,Massachusetts,134236,1,228,116331,Stoughton Co-operative Bank,Stoughton,26513,MA,42.1119279005155,01/01/1886
1,SI,0.4450103158490041,-70.2523772894488,4.71,Massachusetts,1672894,11,1859,1396072,Cape & Coast Bank,Yarmouth Port,26517,MA,41.7036783352359,01/01/1921
1,NM,2.946387466692708,-93.8831473661588,23.95,Missouri,144960,3,1056,126665,Security Bank of Southwest Missouri,Cassville,26520,MO,36.6709077253898,12/13/1985
1,NM,2.443381846411141,-100.529401712366,20.95,Kansas,620000,14,3773,546767,The Bank,Oberlin,26522,KS,39.818801591088,11/21/1985
1,SM,1.1564018439955202,-71.8598266839328,9.8,Massachusetts,1620502,15,4609,1383332,Bankhometown,Oxford,26523,MA,42.1164786033875,01/01/1889
1,NM,1.3725753080230758,-147.72126497129,13.36,Alaska,516515,5,1766,455055,Denali State Bank,Fairbanks,26530,AK,64.8458620090251,02/03/1986
1,SI,0.41822101173342285,-70.6621963021635,5.08,Massachusetts,384394,3,405,294985,BankGloucester,Gloucester,26536,MA,42.6128317334749,01/01/1887
1,NM,1.3160130480975882,158.2056,10.39,Federated States Of Micronesia,264620,5,881,229687,Bank of the Federated States of Micronesia,Kolonia,26539,FM,6.964,02/07/1986
1,N,1.4994873466541077,-96.8577159833432,14.84,Texas,261753,1,989,234566,"Bank of DeSoto, National Association",De Soto,26542,TX,32.6295520004954,01/27/1986
1,SM,0.7259045072620697,-71.087882151402,7.69,Massachusetts,250933,3,450,224736,Bank of Easton,North Easton,26554,MA,42.068384332614,01/01/1889
1,SI,0.9117230569357444,-71.2005613330754,6.68,Massachusetts,1056267,4,2379,842207,OneLocal Bank,Norwood,26555,MA,42.1911589718383,01/01/1889
1,SI,0.49865395912986454,-71.1099843080668,6.46,Massachusetts,902832,2,1113,749977,"StonehamBank,  A Co-operative Bank",Stoneham,26559,MA,42.4803960707413,01/01/1887
1,NM,1.8790751211929666,-91.4437110309693,18.96,Louisiana,618129,7,2865,556499,Delta Bank,Vidalia,26564,LA,31.5722009826322,01/10/1986
1,SI,-0.8938854795179894,-71.1293926886885,-3.12,Massachusetts,86398,1,-195,60021,North Cambridge Co-operative Bank,Cambridge,26567,MA,42.396281828357,01/01/1912
1,SI,0.0020860821812075285,-71.3300509244809,0.02,Massachusetts,195037,3,1,178143,Wrentham Co-operative Bank,Wrentham,26576,MA,42.0655078310824,01/01/1901
1,NM,0.8114935577945322,-79.8688390198484,9.52,South Carolina,101694,2,208,92174,Dedicated Community Bank,Darlington,26588,SC,34.3041759982259,03/10/1986
1,SM,0.3085768650079626,-70.964044058213,2.81,Massachusetts,985408,10,746,781988,Coastal Heritage Bank,Weymouth,26591,MA,42.2162130671629,01/01/1889
1,SM,0.3422803662645281,-71.4094698761634,5.28,Massachusetts,330099,4,279,306589,Charles River Bank,Medway,26602,MA,42.1524785841594,01/01/1915
1,NM,0.6977529705524986,-118.29203001144,5.51,California,18652384,78,32427,15771705,Bank of Hope,Los Angeles,26610,CA,34.060771020158,03/18/1986
1,SM,0.42121307049946316,-71.103836098269,6.81,Massachusetts,1176917,13,1274,1048319,Reading Co-operative Bank,Reading,26620,MA,42.523739939799,01/01/1886
1,N,0.24087023352501488,-96.804410767185,1.51,Texas,1023976,3,637,761661,"United Texas Bank, National Association",Dallas,26626,TX,32.92696099399,04/07/1986
1,NM,1.579252780831544,-97.0784539902017,17.07,Texas,803810,10,3225,720690,Bank of the West,Grapevine,26627,TX,32.9413800048369,04/01/1986
1,SI,1.134890591607668,-71.089264075779,8.84,Massachusetts,878922,11,2470,681164,Mechanics Cooperative Bank,Taunton,26634,MA,41.9278193553573,01/01/1877
1,SI,1.5324348974561444,-75.2850319888839,14.46,Pennsylvania,5636176,18,21748,4762157,Firstrust Savings Bank,Conshohocken,26647,PA,40.0943530118532,01/01/1934
1,NM,2.1664859445410114,-99.0708249989296,19.18,Texas,94426,1,497,83782,Bandera Bank,Bandera,26653,TX,29.7241119899434,04/24/1986
1,NM,0.5896099227035773,-100.902344016778,3.1,Texas,56320,1,82,45216,Amistad Bank,Del Rio,26658,TX,29.3763029898407,04/25/1986
1,SM,1.042698503727647,-97.5657419662763,8.41,Oklahoma,303205,2,825,245885,The Bankers Bank,Oklahoma City,26677,OK,35.5626320073207,05/28/1986
1,NM,1.3700120996395715,-86.4719590109177,15.73,Florida,154686,3,535,139549,PNB Community Bank,Niceville,26687,FL,30.5178990077776,06/16/1986
1,NM,3.2851159889506043,-91.9151420387976,6.57,Wisconsin,339278,4,2765,168499,Bank of Alma,Alma,26689,WI,44.3217119827502,06/20/1986
1,NM,2.0332117893093504,-82.5987109740259,13.34,Kentucky,319587,5,1654,270472,Kentucky Farmers Bank Corporation,Catlettsburg,267,KY,38.4176329935052,01/01/1931
1,NM,0.7833527375148074,-85.7611639824515,8,Kentucky,489943,7,963,438508,"River City Bank, Inc.",Louisville,26703,KY,38.2513439973124,06/26/1986
1,NM,-0.6028060818827904,-117.018653041226,-5.47,California,408010,4,-616,361152,Balboa Thrift and Loan Association,Chula Vista,26704,CA,32.6372669975447,12/11/1980
1,NM,1.6722421788525554,-97.2205870119951,20.47,Texas,127106,2,508,110442,Spectra Bank,Fort Worth,26708,TX,32.7881280112956,06/30/1986
1,NM,1.5720535927361161,-80.1911009849008,14.45,Florida,3393780,4,12969,2995802,Banco do Brasil Americas,Miami,26725,FL,25.7612270003935,07/24/1986
1,NM,0.8560246875628126,-98.198371975775,4.66,Texas,170561,8,362,137765,Bank of South Texas,Mcallen,26727,TX,26.23660999175,07/08/1986
1,NM,0.3003966932138207,-99.8454659897114,2.15,Texas,260791,5,186,222118,Texas Financial Bank,Eden,26738,TX,31.2158560199737,07/31/1986
1,NM,0.2985479712308319,-92.4689470382728,2.09,Minnesota,30012,4,22,25051,"Minnesota First Credit and Savings, Incorporated",Rochester,26755,MN,44.0442139907015,01/01/1956
1,NM,1.7040829080510775,-93.2649939848413,18.85,Iowa,771964,9,3221,690713,Green Belt Bank & Trust,Iowa Falls,26760,IA,42.5198999804072,07/31/1986
1,N,1.757314008247322,-73.9702210081603,6.7,New Jersey,839649,4,3601,602557,"Hana Bank USA, National Association",Fort Lee,26790,NJ,40.8514089793206,09/16/1986
1,NM,0.9590402467122122,-111.890837024847,6.38,Utah,111401,1,269,89034,Home Savings Bank,Salt Lake City,26798,UT,40.6944010130569,01/01/1979
1,NM,2.5137275803512775,-86.7596749620324,9.01,Alabama,489951,7,3042,342468,EvaBank,Eva,26799,AL,34.3314890164563,10/13/1986
1,NM,-8.543384373773065,-111.890679780343,-24.08,Utah,12443,1,-272,7686,"Liberty Bank, Inc.",Salt Lake City,26816,UT,40.767459064148,11/05/1956
1,N,1.0595882548717286,-84.0663539730321,9.58,Kentucky,74334,2,195,65823,The First National Bank of Brooksville,Brooksville,2682,KY,38.6827849870002,07/07/1907
