wr_returned_date_sk,wr_returned_time_sk,wr_item_sk,wr_refunded_customer_sk,wr_refunded_cdemo_sk,wr_refunded_hdemo_sk,wr_refunded_addr_sk,wr_returning_customer_sk,wr_returning_cdemo_sk,wr_returning_hdemo_sk,wr_returning_addr_sk,wr_web_page_sk,wr_reason_sk,wr_order_number,wr_return_quantity,wr_return_amt,wr_return_tax,wr_return_amt_inc_tax,wr_fee,wr_return_ship_cost,wr_refunded_cash,wr_reversed_charge,wr_account_credit,wr_net_loss
2451676,37026,106,547,9650,472,11,547,9650,472,11,1,1,333,5,101.65,9.14,110.79,46.46,65.60,53.87,1.91,45.87,121.20
2452089,68108,47,228,1495,2075,122,228,1495,2075,122,1,1,334,17,1803.87,36.07,1839.94,64.08,131.92,234.50,1302.57,266.80,232.07
2452087,25591,89,137,18991,1548,330,137,18991,1548,330,1,1,334,36,2207.52,110.37,2317.89,85.42,343.08,419.42,411.26,1376.84,538.87
2451087,74187,146,487,8511,441,396,487,8511,441,396,1,1,336,2,3.34,0.26,3.60,5.95,1.10,1.90,0.64,0.80,7.31
2450873,58809,176,429,13524,5315,58,429,13524,5315,58,1,1,336,3,319.98,25.59,345.57,35.18,175.08,156.79,141.97,21.22,235.85
2451257,42390,37,717,4998,2223,423,717,4998,2223,423,1,1,337,16,8.16,0.08,8.24,9.32,50.56,2.52,3.38,2.26,59.96
2451160,47161,115,647,984,3298,300,647,984,3298,300,1,1,338,26,810.16,48.60,858.76,85.60,53.82,413.18,19.84,377.14,188.02
2451314,73878,26,239,12559,1454,438,239,12559,1454,438,1,1,338,65,2122.25,84.89,2207.14,5.33,1459.25,1485.57,19.10,617.58,1549.47
2452489,47695,15,403,4319,6483,23,403,4319,6483,23,1,1,340,66,7434.24,223.02,7657.26,95.33,4272.84,1040.79,191.80,6201.65,4591.19
2451721,47050,44,73,5144,439,275,73,5144,439,275,1,1,341,5,56.85,5.11,61.96,23.57,108.30,43.20,6.82,6.83,136.98
2451802,37402,152,284,12407,5227,375,284,12407,5227,375,1,1,342,53,1526.40,106.84,1633.24,93.26,1285.25,595.29,595.91,335.20,1485.35
2451549,,154,685,3413,,,,3413,3180,4,,,343,14,,,816.31,1.19,25.48,285.31,,,50.44
2452069,36966,80,945,4828,2888,183,945,4828,2888,183,1,1,344,9,904.68,54.28,958.96,98.17,207.63,199.02,663.32,42.34,360.08
2452475,68845,139,388,5851,2338,166,388,5851,2338,166,1,1,345,5,414.60,8.29,422.89,13.65,13.35,20.73,51.20,342.67,35.29
2452373,43183,127,208,,6186,,,10173,,,,,346,,72.59,,,,148.24,,4.52,60.09,
2452762,49146,99,744,13792,6328,120,744,13792,6328,120,1,1,347,6,70.08,6.30,76.38,32.22,70.08,4.90,5.86,59.32,108.60
2452752,60697,13,680,11609,4739,192,680,11609,4739,192,1,1,347,2,11.48,0.11,11.59,19.89,73.86,5.05,2.63,3.80,93.86
,,19,,14427,2248,446,975,,2248,,1,1,347,,305.52,,,94.05,9.68,143.59,123.06,,
2452039,46836,97,,,2863,483,,12302,2863,,,,348,3,,,125.03,45.92,,10.61,,63.34,83.65
2452045,68146,11,2,7215,5733,75,2,7215,5733,75,1,1,349,3,38.85,0.38,39.23,73.04,0.00,35.35,1.82,1.68,73.42
,,33,775,,1753,242,,10528,1753,242,1,1,349,,1434.40,86.06,1520.46,,119.24,1319.64,100.98,13.78,
2451625,26889,19,487,9318,6614,101,487,9318,6614,101,1,1,351,67,824.10,16.48,840.58,0.70,381.90,379.08,293.71,151.31,399.08
2451188,30484,20,883,14641,6048,54,883,14641,6048,54,1,1,352,50,647.00,51.76,698.76,1.71,264.00,51.76,178.57,416.67,317.47
2451156,28450,152,292,4671,1785,255,292,4671,1785,255,1,1,352,16,1154.24,57.71,1211.95,22.81,302.24,230.84,55.40,868.00,382.76
2451256,50248,136,691,6355,5891,91,691,6355,5891,91,1,1,353,22,72.16,5.05,77.21,1.05,80.74,10.82,26.37,34.97,86.84
2452386,46416,15,970,8878,2690,50,970,8878,2690,50,1,1,355,49,721.77,7.21,728.98,68.99,1127.49,577.41,119.81,24.55,1203.69
2451804,45968,109,943,796,2297,421,943,796,2297,421,1,1,356,30,2897.40,57.94,2955.34,50.62,330.90,2868.42,19.12,9.86,439.46
2451673,66789,50,712,9079,4141,332,712,9079,4141,332,1,1,357,35,1115.80,89.26,1205.06,69.66,380.45,200.84,914.96,0.00,539.37
2451356,39922,116,184,17140,4919,163,184,17140,4919,163,1,1,359,1,121.29,0.00,121.29,53.80,37.42,20.61,4.02,96.66,91.22
2451335,69728,58,471,10718,2652,466,471,10718,2652,466,1,1,359,69,77.97,3.11,81.08,86.10,198.72,16.37,13.55,48.05,287.93
2452474,33667,165,539,18209,168,6,539,18209,168,6,1,1,360,1,111.27,4.45,115.72,79.58,48.95,33.38,40.50,37.39,132.98
2452432,42483,27,321,9731,2430,270,321,9731,2430,270,1,1,360,25,1277.75,0.00,1277.75,50.52,52.50,1047.75,41.40,188.60,103.02
2452420,17491,132,773,17890,6663,108,773,17890,6663,108,1,1,362,45,3559.05,284.72,3843.77,18.39,898.65,2882.83,608.59,67.63,1201.76
2451654,16918,26,387,8119,4954,314,387,8119,4954,314,1,1,363,8,13.84,0.55,14.39,7.70,13.84,8.58,3.26,2.00,22.09
2451665,48870,122,187,8083,2778,97,187,8083,2778,97,1,1,363,2,7.06,0.21,7.27,38.07,120.14,0.28,1.22,5.56,158.42
2451512,79379,4,890,161,793,268,890,161,793,268,1,1,365,23,1097.10,98.73,1195.83,84.76,421.82,285.24,625.13,186.73,605.31
2451489,78706,164,774,11000,585,267,774,11000,585,267,1,1,365,6,30.06,2.40,32.46,25.05,132.48,12.92,10.28,6.86,159.93
2451673,28513,164,472,7469,5593,130,472,7469,5593,130,1,1,366,1,13.03,0.91,13.94,78.92,8.90,4.43,5.24,3.36,88.73
2451783,46761,146,418,4281,2687,198,418,4281,2687,198,1,1,366,55,4100.80,287.05,4387.85,37.63,2380.95,82.01,3938.41,80.38,2705.63
2451396,66575,22,162,3525,425,133,162,3525,425,133,1,1,367,36,360.36,7.20,367.56,32.80,128.52,136.93,118.41,105.02,168.52
2451293,37442,31,331,9894,5600,258,331,9894,5600,258,1,1,367,3,2.40,0.21,2.61,63.20,5.61,0.57,1.28,0.55,69.02
2452591,42382,145,968,16061,1529,286,968,16061,1529,286,1,1,368,26,616.20,24.64,640.84,76.70,125.58,234.15,19.10,362.95,226.92
2452648,44814,180,870,17676,6818,492,870,17676,6818,492,1,1,368,16,343.04,13.72,356.76,71.19,771.84,257.28,18.86,66.90,856.75
2452759,43287,156,378,15721,6663,482,378,15721,6663,482,1,1,371,57,98.61,7.88,106.49,81.77,211.47,50.29,44.93,3.39,301.12
2452379,69972,67,34,17647,349,330,34,17647,349,330,1,1,372,5,533.95,26.69,560.64,93.37,5.50,373.76,107.32,52.87,125.56
2452404,42886,81,335,12732,6865,83,335,12732,6865,83,1,1,372,43,2138.82,64.16,2202.98,76.05,138.89,577.48,156.13,1405.21,279.10
2452408,36139,155,403,3467,6011,68,403,3467,6011,68,1,1,372,16,440.80,30.85,471.65,66.52,275.52,193.95,244.38,2.47,372.89
2452458,49583,119,531,12197,5352,86,531,12197,5352,86,1,1,372,58,739.50,14.79,754.29,92.89,3944.58,658.15,50.43,30.92,4052.26
2452047,58382,140,165,1881,4173,230,165,1881,4173,230,1,1,373,33,363.66,10.90,374.56,43.09,138.93,98.18,177.87,87.61,192.92
2452500,34595,157,560,18434,957,79,560,18434,957,79,1,1,374,62,716.72,64.50,781.22,65.11,443.92,594.87,24.37,97.48,573.53
2452339,44819,91,998,15725,3381,96,998,15725,3381,96,1,1,374,34,2819.96,56.39,2876.35,18.74,1979.82,1691.97,485.03,642.96,2054.95
2451756,12502,106,570,4521,1484,260,570,4521,1484,260,1,1,376,35,984.20,88.57,1072.77,58.87,178.85,757.83,226.37,0.00,326.29
2451731,40780,70,576,11362,2940,175,576,11362,2940,175,1,1,376,48,3978.24,278.47,4256.71,24.53,3536.16,2466.50,1133.80,377.94,3839.16
2452382,38398,131,407,8189,3820,403,407,8189,3820,403,1,1,377,2,17.02,1.36,18.38,43.36,5.28,5.61,6.50,4.91,50.00
2451462,43294,169,108,7162,3039,135,108,7162,3039,135,1,1,378,6,127.44,0.00,127.44,97.87,52.74,71.36,13.45,42.63,150.61
2452299,28665,87,621,286,3120,293,621,286,3120,293,1,1,379,17,1083.58,54.17,1137.75,16.25,541.79,270.89,186.91,625.78,612.21
2452317,81788,61,650,3073,2752,403,650,3073,2752,403,1,1,379,39,356.85,32.11,388.96,24.84,988.26,149.87,53.81,153.17,1045.21
2451193,73165,104,150,8834,397,444,150,8834,397,444,1,1,380,10,82.60,4.13,86.73,74.52,38.70,41.30,36.75,4.55,117.35
2451020,58189,160,364,14022,6656,449,364,14022,6656,449,1,1,380,42,1231.86,49.27,1281.13,23.20,1042.44,936.21,186.25,109.40,1114.91
2451117,61435,67,583,11602,3932,483,583,11602,3932,483,1,1,380,82,274.70,8.24,282.94,19.26,1078.30,173.06,90.45,11.19,1105.80
2451225,54769,73,,,,417,,8567,,,1,1,382,,,,,58.55,,,61.26,,353.00
2451954,68809,83,460,7105,518,147,460,7105,518,147,1,1,383,52,96.72,1.93,98.65,87.34,26.52,9.67,17.41,69.64,115.79
2451836,47979,47,885,13880,4580,251,885,13880,4580,251,1,1,384,2,114.68,6.88,121.56,9.95,64.88,27.52,35.73,51.43,81.71
2451830,30740,97,651,4593,215,444,651,4593,215,444,1,1,384,27,241.65,16.91,258.56,0.86,181.17,24.16,202.26,15.23,198.94
2452399,69408,7,803,10384,4620,52,803,10384,4620,52,1,1,385,63,1958.67,117.52,2076.19,25.22,941.22,1958.67,0.00,0.00,1083.96
2452734,45756,81,730,4062,3514,53,730,4062,3514,53,1,1,387,55,503.25,5.03,508.28,70.59,251.35,115.74,178.25,209.26,326.97
2452637,61755,45,757,12904,2427,9,757,12904,2427,9,1,1,387,28,1902.32,76.09,1978.41,64.11,699.72,1084.32,531.70,286.30,839.92
2452816,49486,156,203,12665,2718,52,203,12665,2718,52,1,1,387,4,50.32,4.52,54.84,15.09,0.00,32.20,2.89,15.23,19.61
2451625,66627,19,341,8070,1312,121,341,8070,1312,121,1,1,388,10,798.70,23.96,822.66,26.93,528.20,463.24,103.99,231.47,579.09
2451515,41615,1,594,5005,6825,64,594,5005,6825,64,1,1,388,60,1066.80,10.66,1077.46,42.65,3840.00,53.34,709.42,304.04,3893.31
2451211,71666,136,573,2259,5104,246,573,2259,5104,246,1,1,389,54,3053.16,0.00,3053.16,12.28,872.10,152.65,1885.33,1015.18,884.38
2452410,70607,47,630,5195,5129,2,630,5195,5129,2,1,1,390,58,638.58,19.15,657.73,77.71,2265.48,389.53,196.74,52.31,2362.34
2452484,36787,1,839,3829,5299,82,839,3829,5299,82,1,1,390,6,298.68,17.92,316.60,16.27,180.78,229.98,13.74,54.96,214.97
2452389,70557,89,412,7156,3684,20,412,7156,3684,20,1,1,390,2,213.16,12.78,225.94,70.50,161.48,119.36,67.53,26.27,244.76
2452199,68683,1,411,13245,5447,112,411,13245,5447,112,1,1,391,19,884.45,44.22,928.67,79.57,18.05,831.38,46.17,6.90,141.84
2452468,54426,167,856,15195,383,70,856,15195,383,70,1,1,391,17,94.69,0.00,94.69,21.95,35.87,19.88,71.06,3.75,57.82
2452261,56647,139,526,842,6869,264,526,842,6869,264,1,1,391,69,812.82,0.00,812.82,34.49,2438.46,341.38,301.72,169.72,2472.95
2452464,43736,71,820,16681,4807,377,820,16681,4807,377,1,1,391,11,1037.74,41.50,1079.24,19.65,303.27,892.45,53.75,91.54,364.42
2450988,62728,82,635,2677,5344,422,635,2677,5344,422,1,1,392,47,61.10,0.00,61.10,6.99,1965.07,42.77,10.44,7.89,1972.06
2451495,50374,121,53,5673,2788,32,53,5673,2788,32,1,1,396,7,25.97,2.07,28.04,60.21,286.37,19.47,5.00,1.50,348.65
2451433,9592,62,593,10945,2945,268,593,10945,2945,268,1,1,396,2,155.96,3.11,159.07,57.31,38.98,93.57,62.39,0.00,99.40
2452357,4292,169,236,11132,7148,304,236,11132,7148,304,1,1,397,13,1340.04,13.40,1353.44,57.84,1098.76,1179.23,101.31,59.50,1170.00
2452178,25285,119,905,3171,1774,257,905,3171,1774,257,1,1,398,2,79.90,6.39,86.29,17.74,6.58,59.92,3.99,15.99,30.71
2452482,43071,7,7,7404,474,431,7,7404,474,431,1,1,399,72,4019.76,321.58,4341.34,44.12,3684.96,120.59,584.87,3314.30,4050.66
2452469,36927,171,233,14016,6022,193,233,14016,6022,193,1,1,399,3,283.53,5.67,289.20,47.33,60.12,127.58,106.04,49.91,113.12
2452754,67351,145,678,17440,795,230,678,17440,795,230,1,1,400,1,0.43,0.03,0.46,27.32,2.82,0.09,0.03,0.31,30.17
2452708,79861,33,597,10746,992,266,597,10746,992,266,1,1,400,19,2040.79,81.63,2122.42,6.43,1197.95,938.76,958.76,143.27,1286.01
2452473,79196,165,757,2607,6489,302,757,2607,6489,302,1,1,401,59,13607.17,544.28,14151.45,45.41,3847.98,13471.09,97.97,38.11,4437.67
2452464,75368,115,553,16518,2228,289,553,16518,2228,289,1,1,401,8,57.36,5.16,62.52,94.69,65.60,40.15,14.62,2.59,165.45
2452842,48229,163,962,12631,2900,369,962,12631,2900,369,1,1,402,43,1105.53,66.33,1171.86,11.66,460.53,154.77,351.78,598.98,538.52
2452726,14178,63,960,8917,211,13,960,8917,211,13,1,1,402,25,707.75,28.31,736.06,52.34,92.75,28.31,101.91,577.53,173.40
2451676,49629,70,490,15611,324,41,490,15611,324,41,1,1,406,14,1402.24,42.06,1444.30,89.88,1073.52,1219.94,3.64,178.66,1205.46
2452612,46554,67,234,18547,5733,459,234,18547,5733,459,1,1,408,39,1786.98,125.08,1912.06,67.34,525.33,929.22,42.88,814.88,717.75
2452593,45286,81,61,8259,3672,354,61,8259,3672,354,1,1,408,39,2307.63,161.53,2469.16,94.29,2570.10,46.15,1944.87,316.61,2825.92
2452865,22260,150,408,4602,3324,229,408,4602,3324,229,1,1,409,29,1601.09,112.07,1713.16,41.92,617.70,1024.69,219.03,357.37,771.69
2452845,80293,133,901,11927,3049,423,901,11927,3049,423,1,1,409,10,195.50,7.82,203.32,66.14,183.70,84.06,105.86,5.58,257.66
2452825,81872,103,667,3367,4098,290,667,3367,4098,290,1,1,409,32,853.76,76.83,930.59,97.73,1024.64,717.15,61.47,75.14,1199.20
2450947,50664,103,394,13911,5931,276,394,13911,5931,276,1,1,410,52,270.40,8.11,278.51,4.39,355.68,246.06,13.63,10.71,368.18
2452650,43458,117,827,12900,1836,364,827,12900,1836,364,1,1,411,7,19.11,1.33,20.44,78.23,7.63,9.93,4.13,5.05,87.19
2452746,18809,105,975,6985,2323,197,975,6985,2323,197,1,1,411,14,52.92,2.11,55.03,79.68,270.90,4.23,36.03,12.66,352.69
2452680,64509,129,813,3937,5797,489,813,3937,5797,489,1,1,411,28,2586.36,206.90,2793.26,89.68,1072.96,801.77,214.15,1570.44,1369.54
2452799,42324,162,869,15988,2004,495,869,15988,2004,495,1,1,411,60,1027.80,30.83,1058.63,50.08,293.40,185.00,193.84,648.96,374.31
2451499,49562,61,731,4857,1047,305,731,4857,1047,305,1,1,413,20,463.20,32.42,495.62,93.48,540.40,333.50,84.30,45.40,666.30
2451252,70754,25,921,16467,4933,339,921,16467,4933,339,1,1,414,17,1958.06,78.32,2036.38,62.74,1091.91,1586.02,55.80,316.24,1232.97
2451422,26699,104,570,10190,1674,326,570,10190,1674,326,1,1,414,27,267.03,18.69,285.72,5.90,211.95,104.14,154.74,8.15,236.54
2451194,45749,166,752,7880,720,404,752,7880,720,404,1,1,415,39,584.22,29.21,613.43,74.35,168.09,525.79,44.40,14.03,271.65
2451320,38267,74,83,5872,182,155,83,5872,182,155,1,1,415,16,230.88,18.47,249.35,17.37,137.12,34.63,70.65,125.60,172.96
2451213,25880,134,639,13703,7200,404,639,13703,7200,404,1,1,417,19,1984.17,138.89,2123.06,66.10,220.40,1488.12,74.40,421.65,425.39
2451041,76080,49,307,16953,3319,478,307,16953,3319,478,1,1,417,58,1202.34,24.04,1226.38,10.36,23.78,1166.26,28.14,7.94,58.18
2452354,66007,165,128,14982,5835,265,128,14982,5835,265,1,1,418,39,914.16,54.84,969.00,93.77,1371.63,575.92,267.20,71.04,1520.24
2452218,65629,29,945,1796,4935,30,945,1796,4935,30,1,1,419,38,4404.96,132.14,4537.10,30.28,1835.40,1894.13,477.05,2033.78,1997.82
2451989,71684,173,28,6494,319,141,28,6494,319,141,1,1,422,36,576.72,34.60,611.32,6.34,337.32,363.33,164.31,49.08,378.26
2451298,11772,46,918,3487,1425,202,918,3487,1425,202,1,1,424,34,4289.44,343.15,4632.59,28.42,836.74,3688.91,468.41,132.12,1208.31
2451352,43861,1,909,3988,6090,57,909,3988,6090,57,1,1,424,32,319.04,15.95,334.99,73.33,191.36,95.71,91.56,131.77,280.64
2451330,80370,64,683,5200,4149,182,683,5200,4149,182,1,1,425,6,315.30,18.91,334.21,80.88,101.82,135.57,39.54,140.19,201.61
2452681,55731,66,545,6167,2965,275,545,6167,2965,275,1,1,427,2,282.38,11.29,293.67,50.47,76.68,124.24,11.06,147.08,138.44
2452873,54217,36,876,11288,4493,125,876,11288,4493,125,1,1,427,3,161.46,1.61,163.07,59.53,179.91,80.73,75.07,5.66,241.05
2452061,60114,141,360,10378,2293,236,360,10378,2293,236,1,1,428,2,36.60,2.56,39.16,6.20,27.06,5.12,22.98,8.50,35.82
2451890,72774,50,958,15507,937,403,958,15507,937,403,1,1,429,45,171.45,1.71,173.16,29.68,213.30,142.30,1.74,27.41,244.69
2452054,33530,62,788,1156,3140,63,788,1156,3140,63,1,1,429,56,376.88,0.00,376.88,21.31,1670.48,60.30,250.09,66.49,1691.79
,43497,113,,7613,3340,251,318,7613,3340,,,,429,7,587.30,,610.79,99.14,,587.30,0.00,,
2451919,253,13,754,19179,3867,347,754,19179,3867,347,1,1,429,15,1958.55,137.09,2095.64,16.33,559.50,1018.44,554.66,385.45,712.92
2452387,61938,93,841,3303,5916,330,841,3303,5916,330,1,1,431,23,361.10,32.49,393.59,5.38,135.93,346.65,12.13,2.32,173.80
2452519,59627,132,975,9422,2669,16,975,9422,2669,16,1,1,431,13,1040.13,62.40,1102.53,57.47,628.03,20.80,448.50,570.83,747.90
2452622,43920,174,291,15730,7184,207,291,15730,7184,207,1,1,432,57,6463.80,258.55,6722.35,4.06,1785.81,4847.85,597.90,1018.05,2048.42
2451996,73567,115,964,1558,7176,182,964,1558,7176,182,1,1,436,12,316.56,6.33,322.89,95.92,156.12,224.75,81.71,10.10,258.37
2452040,56177,176,813,15708,5820,47,813,15708,5820,47,1,1,436,12,210.12,14.70,224.82,94.60,162.96,96.65,40.84,72.63,272.26
2451535,76243,46,311,13925,3475,257,311,13925,3475,257,1,1,437,47,2733.99,109.35,2843.34,27.53,176.25,2405.91,13.12,314.96,313.13
2452352,38812,1,29,15881,3614,130,29,15881,3614,130,1,1,438,2,28.08,0.56,28.64,13.16,56.18,20.77,4.02,3.29,69.90
2452271,25509,83,616,18748,6600,392,616,18748,6600,392,1,1,438,49,5262.60,210.50,5473.10,99.92,2826.32,4631.08,498.90,132.62,3136.74
2452302,67704,109,987,3448,2982,103,987,3448,2982,103,1,1,439,86,774.86,0.00,774.86,65.52,410.22,395.17,167.06,212.63,475.74
2452355,17838,9,338,6131,5196,325,338,6131,5196,325,1,1,441,1,44.00,1.32,45.32,69.21,8.20,18.04,8.30,17.66,78.73
2452186,22519,149,743,1238,84,231,743,1238,84,231,1,1,444,15,1442.85,86.57,1529.42,84.35,91.05,807.99,304.73,330.13,261.97
2452028,28149,86,751,4064,5265,22,751,4064,5265,22,1,1,444,34,2228.02,0.00,2228.02,11.73,981.92,334.20,1458.24,435.58,993.65
2452298,46699,9,204,7368,4324,284,204,7368,4324,284,1,1,445,25,4670.50,420.34,5090.84,42.71,129.50,3456.17,400.72,813.61,592.55
2451881,64583,11,599,9544,6961,142,599,9544,6961,142,1,1,446,20,989.60,89.06,1078.66,31.45,487.20,524.48,465.12,0.00,607.71
2452366,68694,43,758,17495,5095,440,758,17495,5095,440,1,1,449,36,972.72,9.72,982.44,13.24,2099.16,233.45,650.55,88.72,2122.12
2452492,55182,31,341,12194,5999,428,341,12194,5999,428,1,1,449,3,9.09,0.63,9.72,24.45,213.66,0.63,0.67,7.79,238.74
2451769,47575,110,237,14057,4773,341,237,14057,4773,341,1,1,452,6,760.32,60.82,821.14,3.49,336.48,30.41,635.02,94.89,400.79
2451343,45784,85,273,6573,5017,289,273,6573,5017,289,1,1,454,3,62.46,2.49,64.95,6.84,8.67,31.85,29.38,1.23,18.00
,12686,110,,5610,1878,387,,5610,1878,,,,455,,590.08,41.30,,,,,,,253.64
2452191,24444,147,148,9318,4729,43,148,9318,4729,43,1,1,456,2,329.78,0.00,329.78,52.75,123.24,270.41,13.65,45.72,175.99
2452365,68975,73,99,887,3228,216,99,887,3228,216,1,1,456,11,12.98,0.51,13.49,81.39,18.70,8.43,2.82,1.73,100.60
2451863,,20,,4801,1922,,423,4801,,295,1,1,457,,1248.74,,,,,1211.27,28.47,9.00,
2452797,2690,81,594,6935,1499,275,594,6935,1499,275,1,1,458,74,1047.84,73.34,1121.18,84.27,475.08,303.87,602.61,141.36,632.69
2451783,71852,26,365,12396,1444,160,365,12396,1444,160,1,1,459,30,1999.50,139.96,2139.46,99.81,448.80,659.83,549.26,790.41,688.57
2452684,26928,66,409,18474,5275,308,409,18474,5275,308,1,1,460,36,2849.76,56.99,2906.75,93.25,2199.60,398.96,1151.87,1298.93,2349.84
2452696,54088,30,782,9481,6884,435,782,9481,6884,435,1,1,460,25,97.25,0.97,98.22,77.46,286.50,37.92,52.80,6.53,364.93
2452561,62868,31,878,5304,4210,423,878,5304,4210,423,1,1,460,67,3739.94,261.79,4001.73,91.20,1402.31,2730.15,40.39,969.40,1755.30
,85059,96,420,,,,,13791,1226,29,1,,460,,10573.98,422.95,,90.40,,845.91,6712.36,,4742.42
2452620,46167,120,838,1425,5540,191,838,1425,5540,191,1,1,462,10,284.40,17.06,301.46,96.61,45.30,233.20,36.86,14.34,158.97
2452776,70378,114,157,3070,5707,296,157,3070,5707,296,1,1,464,4,69.56,1.39,70.95,95.02,51.40,19.47,49.08,1.01,147.81
2452911,73881,39,870,13636,5978,32,870,13636,5978,32,1,1,464,8,651.44,0.00,651.44,51.92,335.60,130.28,500.31,20.85,387.52
2452819,69221,13,242,6832,998,376,242,6832,998,376,1,1,464,1,83.16,1.66,84.82,75.17,58.33,42.41,22.82,17.93,135.16
2452022,18967,25,805,534,2230,119,805,534,2230,119,1,1,465,19,229.71,0.00,229.71,49.48,153.14,147.01,74.43,8.27,202.62
2452106,62895,56,175,7673,1908,351,175,7673,1908,351,1,1,466,47,341.22,6.82,348.04,33.78,837.54,255.91,20.47,64.84,878.14
2451587,42668,176,987,15589,2920,363,987,15589,2920,363,1,1,469,4,69.60,1.39,70.99,72.41,77.32,60.55,5.70,3.35,151.12
,,157,649,1874,5035,128,,,,128,1,,469,54,2574.18,51.48,,89.60,,,,,449.96
2451985,72442,146,503,9901,235,301,503,9901,235,301,1,1,470,7,172.27,8.61,180.88,14.06,0.00,1.72,134.73,35.82,22.67
2451555,21789,85,950,3704,1035,154,950,3704,1035,154,1,1,471,5,128.10,2.56,130.66,3.46,5.55,3.84,64.61,59.65,11.57
2451581,50136,158,493,4738,5366,379,493,4738,5366,379,1,1,471,25,253.00,7.59,260.59,66.23,826.75,235.29,2.30,15.41,900.57
2451894,16912,98,662,4724,1130,17,662,4724,1130,17,1,1,472,9,309.60,15.48,325.08,11.42,138.15,0.00,86.68,222.92,165.05
2452597,77254,162,724,10283,6787,142,724,10283,6787,142,1,1,473,42,34.44,3.09,37.53,14.59,1728.72,17.90,0.49,16.05,1746.40
2452730,74813,81,627,4383,2666,162,627,4383,2666,162,1,1,475,33,832.26,16.64,848.90,63.35,1331.88,657.48,78.65,96.13,1411.87
2451238,13358,16,958,17217,20,351,958,17217,20,351,1,1,476,68,7531.68,301.26,7832.94,39.76,3043.00,4970.90,2355.91,204.87,3384.02
2451344,60116,136,877,7952,1226,477,877,7952,1226,477,1,1,476,21,1336.65,93.56,1430.21,3.13,497.28,213.86,190.87,931.92,593.97
2451514,66068,164,926,1152,770,439,926,1152,770,439,1,1,477,7,449.19,26.95,476.14,10.33,310.17,49.41,307.83,91.95,347.45
2451777,34619,154,363,11931,5082,318,363,11931,5082,318,1,1,479,27,3628.80,145.15,3773.95,1.44,2545.56,2140.99,1264.63,223.18,2692.15
2452379,80041,165,27,16022,6176,27,27,16022,6176,27,1,1,480,19,1438.49,14.38,1452.87,30.40,1236.71,143.84,1178.13,116.52,1281.49
2452344,36395,147,677,12977,3629,68,677,12977,3629,68,1,1,480,10,80.90,4.85,85.75,79.73,384.50,7.28,68.46,5.16,469.08
2451747,74727,167,745,6898,1307,88,745,6898,1307,88,1,1,481,94,0.00,0.00,0.00,87.63,366.60,0.00,0.00,0.00,454.23
2451813,75327,139,491,18196,476,345,491,18196,476,345,1,1,481,1,50.06,3.50,53.56,53.57,9.31,39.54,8.73,1.79,66.38
2451987,65115,11,305,17418,908,33,305,17418,908,33,1,1,482,47,5749.04,57.49,5806.53,39.15,2907.42,2127.14,2788.86,833.04,3004.06
2452146,74931,149,835,3543,7075,442,835,3543,7075,442,1,1,482,23,726.34,14.52,740.86,89.49,864.80,472.12,106.77,147.45,968.81
2452367,70324,101,977,13758,5316,462,977,13758,5316,462,1,1,483,60,14108.40,705.42,14813.82,52.76,4140.00,5643.36,6094.82,2370.22,4898.18
2452778,,151,991,,4544,,,,4544,,1,,484,5,71.25,,,,7.50,42.75,,3.99,
2452774,77043,108,869,5247,842,405,869,5247,842,405,1,1,484,5,108.25,2.16,110.41,88.86,150.35,107.16,0.30,0.79,241.37
2451780,68415,41,732,18238,792,322,732,18238,792,322,1,1,485,3,7.83,0.39,8.22,89.42,4.11,1.87,1.37,4.59,93.92
2451676,53332,64,257,1360,654,229,257,1360,654,229,1,1,486,25,80.00,0.80,80.80,35.73,174.25,63.20,11.42,5.38,210.78
2452481,20944,89,556,6594,719,424,556,6594,719,424,1,1,487,50,5266.50,157.99,5424.49,85.57,1790.50,1000.63,2132.93,2132.94,2034.06
2452325,74613,97,63,8919,1696,236,63,8919,1696,236,1,1,487,6,801.90,64.15,866.05,51.31,182.22,449.06,183.47,169.37,297.68
2451829,67845,16,921,449,6858,250,921,449,6858,250,1,1,489,19,3186.87,159.34,3346.21,96.08,1577.38,1784.64,1093.73,308.50,1832.80
2452078,16373,143,478,19064,3634,59,478,19064,3634,59,1,1,492,33,2872.65,0.00,2872.65,88.54,957.33,2470.47,317.72,84.46,1045.87
2452261,64867,13,598,9959,1456,185,598,9959,1456,185,1,1,492,1,65.45,2.61,68.06,62.18,2.55,34.03,6.59,24.83,67.34
2452119,67792,151,39,6345,4132,2,39,6345,4132,2,1,1,492,24,1254.72,87.83,1342.55,71.96,418.08,338.77,659.48,256.47,577.87
2452453,32975,141,233,8064,3655,266,233,8064,3655,266,1,1,493,47,10298.17,411.92,10710.09,73.33,3077.56,7929.59,2155.40,213.18,3562.81
2452284,60285,129,96,2284,6936,109,96,2284,6936,109,1,1,493,34,2310.64,0.00,2310.64,65.73,2002.60,1964.04,197.56,149.04,2068.33
2452167,82621,61,913,10370,699,145,913,10370,699,145,1,1,494,4,123.16,7.38,130.54,34.81,111.60,12.31,47.66,63.19,153.79
2452521,73440,111,362,10173,6928,411,362,10173,6928,411,1,1,495,1,4.26,0.00,4.26,78.69,34.08,3.15,0.42,0.69,112.77
