sr_returned_date_sk,sr_return_time_sk,sr_item_sk,sr_customer_sk,sr_cdemo_sk,sr_hdemo_sk,sr_addr_sk,sr_store_sk,sr_reason_sk,sr_ticket_number,sr_return_quantity,sr_return_amt,sr_return_tax,sr_return_amt_inc_tax,sr_fee,sr_return_ship_cost,sr_refunded_cash,sr_reversed_charge,sr_store_credit,sr_net_loss
2452699,41336,67,787,17527,682,313,1,1,1248,7,69.86,2.79,72.65,23.62,111.79,40.51,29.35,0.00,138.20
2452280,46269,109,95,13032,5071,171,1,1,1250,47,128.31,1.28,129.59,5.45,556.01,10.26,110.96,7.09,562.74
2451278,35173,115,184,16462,599,412,1,1,1252,59,2069.13,0.00,2069.13,89.96,1066.72,1055.25,709.71,304.17,1156.68
2451663,50010,34,641,2468,1118,368,1,1,1253,27,1602.45,144.22,1746.67,68.86,868.05,528.80,654.92,418.73,1081.13
2452084,28898,73,384,10846,5729,464,1,1,1255,39,2511.60,25.11,2536.71,63.01,663.39,753.48,228.55,1529.57,751.51
2452172,58870,159,41,10032,3782,112,1,1,1256,55,457.05,0.00,457.05,92.76,311.85,77.69,11.38,367.98,404.61
2452320,57156,79,41,18538,3494,161,1,1,1256,6,122.34,8.56,130.90,6.06,41.52,100.31,11.67,10.36,56.14
2451558,37909,14,227,12034,6280,439,1,1,1258,11,756.69,0.00,756.69,14.31,126.06,151.33,254.25,351.11,140.37
2451454,36527,8,227,10877,6513,150,1,1,1258,12,48.96,2.44,51.40,83.22,30.72,48.47,0.35,0.14,116.38
2451426,37715,169,803,8723,1562,418,1,1,1258,68,76.84,2.30,79.14,54.21,263.84,32.27,2.67,41.90,320.35
2451029,51147,46,835,6959,2339,291,1,1,1260,11,693.88,6.93,700.81,53.43,240.46,527.34,96.59,69.95,300.82
2452665,49427,12,467,7482,4916,461,1,1,1262,22,514.58,5.14,519.72,66.66,77.00,349.91,88.92,75.75,148.80
2452313,49822,49,78,12150,6834,78,1,1,1263,6,518.04,46.62,564.66,19.73,146.88,160.59,175.15,182.30,213.23
2452619,57953,121,100,13011,6073,82,1,1,1265,13,254.02,0.00,254.02,19.53,38.48,127.01,17.78,109.23,58.01
2451588,52407,56,750,14596,5251,81,1,1,1266,20,121.40,6.07,127.47,52.29,79.20,37.63,11.72,72.05,137.56
2451511,39191,55,786,5073,784,283,1,1,1266,73,5268.41,210.73,5479.14,77.97,1460.00,842.94,44.25,4381.22,1748.70
2452307,52589,65,374,10320,5063,150,1,1,1268,32,3030.40,90.91,3121.31,23.90,1532.48,1333.37,1697.03,0.00,1647.29
2452218,49935,39,722,18105,848,311,1,1,1268,7,143.57,4.30,147.87,14.49,57.40,27.27,67.45,48.85,76.19
2451065,58340,50,532,7006,6487,341,1,1,1270,16,592.80,47.42,640.22,1.77,428.64,71.13,292.13,229.54,477.83
2452662,49027,21,,,1401,5,1,1,1271,19,,,,,,219.37,48.47,,600.13
2451511,35051,118,705,18077,4922,27,1,1,1273,34,1912.50,133.87,2046.37,49.31,724.20,879.75,92.94,939.81,907.38
2452207,42920,119,316,3223,3779,363,1,1,1274,1,38.55,0.38,38.93,23.96,45.78,33.15,3.94,1.46,70.12
2452368,48947,153,316,12837,523,198,1,1,1274,22,2581.70,154.90,2736.60,12.36,1261.48,748.69,1246.44,586.57,1428.74
2451095,60279,10,924,18959,2723,98,1,1,1275,4,189.84,13.28,203.12,78.72,92.04,96.81,77.21,15.82,184.04
2451571,51085,34,565,16274,510,333,1,1,1276,39,351.00,7.02,358.02,4.13,592.80,49.14,96.59,205.27,603.95
2451041,59543,67,805,84,3414,441,1,1,1277,32,2287.68,91.50,2379.18,89.25,1752.32,1509.86,46.66,731.16,1933.07
2451092,60123,37,805,8530,558,,1,,1277,17,331.16,29.80,360.96,2.83,153.34,,,,185.97
2451793,55451,43,400,11436,5566,364,1,1,1278,33,256.08,23.04,279.12,48.65,548.79,20.48,129.58,106.02,620.48
2451920,38621,163,400,4154,31,101,1,1,1278,70,1509.20,90.55,1599.75,73.92,870.80,1448.83,36.82,23.55,1035.27
,,158,,16346,1919,,1,,1279,16,860.96,,,42.37,,551.01,,260.36,
2451675,51580,92,137,14111,6328,1,1,1,1283,3,42.06,2.94,45.00,27.58,57.48,21.87,8.68,11.51,88.00
2452319,43192,13,,,5361,41,,,1284,16,,0.00,,,807.36,,,,835.22
2452000,56183,44,191,18488,4209,218,1,1,1285,7,104.58,9.41,113.99,83.72,152.11,24.05,78.91,1.62,245.24
2451882,38535,113,662,401,6993,341,1,1,1285,16,364.96,14.59,379.55,51.94,179.68,14.59,56.05,294.32,246.21
2452258,31788,157,401,19023,6198,452,1,1,1286,6,310.62,12.42,323.04,51.64,113.88,31.06,254.39,25.17,177.94
2452378,59236,145,516,17842,3954,10,1,1,1287,56,2484.16,74.52,2558.68,95.36,2032.80,2012.16,438.96,33.04,2202.68
2452283,35217,13,21,457,6829,133,1,1,1287,74,5080.84,254.04,5334.88,22.30,3386.98,3200.92,902.36,977.56,3663.32
2452331,29363,117,668,6533,7173,302,1,1,1287,23,780.16,31.20,811.36,90.09,603.98,538.31,207.99,33.86,725.27
2452290,44637,61,398,15566,4526,21,1,1,1288,21,344.61,31.01,375.62,64.15,529.20,227.44,112.48,4.69,624.36
2452268,57265,149,398,11654,4835,28,1,1,1288,28,100.52,2.01,102.53,28.93,844.48,1.00,88.57,10.95,875.42
2452193,50348,5,775,9020,6552,137,1,1,1289,2,42.78,3.85,46.63,84.08,8.84,16.68,21.14,4.96,96.77
2452129,60128,3,847,12700,271,119,1,1,1290,40,645.60,51.64,697.24,62.50,1557.20,619.77,1.29,24.54,1671.34
2451077,31538,64,617,13334,4545,347,1,1,1292,15,1075.05,86.00,1161.05,36.35,291.75,720.28,280.26,74.51,414.10
2451053,37025,43,617,11583,3292,145,1,1,1292,41,1755.21,0.00,1755.21,71.17,84.46,105.31,1583.90,66.00,155.63
2451563,54829,76,510,14743,768,253,1,1,1293,12,223.56,0.00,223.56,87.17,0.00,60.36,50.59,112.61,87.17
2451541,42940,97,602,3847,1053,158,1,1,1294,3,64.08,1.28,65.36,94.20,40.65,16.02,38.44,9.62,136.13
2451527,54114,76,754,3238,4219,145,1,1,1295,7,20.79,0.83,21.62,68.24,291.27,11.22,0.66,8.91,360.34
2451244,35478,67,472,13819,6057,339,1,1,1296,2,20.58,1.64,22.22,89.38,107.56,5.35,4.11,11.12,198.58
2451295,39331,50,472,1083,616,105,1,1,1296,7,18.69,0.00,18.69,37.70,48.16,10.46,0.08,8.15,85.86
2451291,42010,34,472,15088,6220,336,1,1,1296,35,198.10,5.94,204.04,18.64,613.90,65.37,75.65,57.08,638.48
2451650,35851,82,925,10350,1646,214,1,1,1297,28,939.40,56.36,995.76,70.54,207.48,422.73,160.16,356.51,334.38
2451685,51960,94,895,4222,5396,123,1,1,1297,97,3205.85,160.29,3366.14,29.62,954.48,2660.85,299.75,245.25,1144.39
2452142,39206,95,992,8742,2280,89,1,1,1299,5,5.85,0.52,6.37,10.42,26.40,2.74,2.14,0.97,37.34
2452062,34906,39,992,1424,4022,73,1,1,1299,2,114.82,3.44,118.26,67.55,1.32,21.81,40.92,52.09,72.31
2452167,54439,43,992,851,6962,353,1,1,1299,3,76.02,4.56,80.58,29.85,109.47,63.09,7.37,5.56,143.88
2452350,46778,133,886,8007,6148,401,1,1,1300,29,837.23,16.74,853.97,63.66,1229.89,577.68,181.68,77.87,1310.29
2452362,39680,63,886,10492,4308,433,1,1,1300,25,1113.75,89.10,1202.85,59.77,150.50,579.15,58.80,475.80,299.37
2452247,49246,15,886,10629,874,272,1,1,1300,1,106.79,2.13,108.92,63.35,34.17,13.88,57.60,35.31,99.65
2451570,41614,178,157,15366,5777,292,1,1,1301,15,191.55,11.49,203.04,97.75,347.25,19.15,46.54,125.86,456.49
2452532,39011,43,370,3215,448,45,1,1,1304,22,1266.54,37.99,1304.53,93.63,316.58,531.94,477.49,257.11,448.20
2452526,59361,147,370,8347,2268,109,1,1,1304,5,230.50,18.44,248.94,56.32,28.80,126.77,33.19,70.54,103.56
2451516,51587,130,198,9449,6564,347,1,1,1305,5,11.55,0.92,12.47,35.68,39.60,9.12,1.72,0.71,76.20
2452273,57464,71,102,17411,4635,192,1,1,1306,14,230.16,0.00,230.16,67.50,64.54,214.04,15.15,0.97,132.04
2451597,45491,178,875,857,6046,203,1,1,1307,12,9.36,0.18,9.54,85.43,157.32,7.39,0.09,1.88,242.93
2450974,31927,70,840,9028,3921,393,1,1,1308,10,417.10,4.17,421.27,56.69,232.80,229.40,31.90,155.80,293.66
2450984,52900,40,840,5546,6450,50,1,1,1308,44,1166.44,23.32,1189.76,19.34,484.88,1061.46,60.88,44.10,527.54
2452767,36499,120,228,992,1484,112,1,1,1310,17,738.31,22.14,760.45,14.21,317.56,258.40,465.51,14.40,353.91
2451069,53739,134,699,12415,1319,318,1,1,1313,26,429.52,34.36,463.88,28.02,112.84,42.95,378.83,7.74,175.22
2451491,35025,46,716,10245,6239,24,1,1,1315,2,50.66,3.54,54.20,51.41,7.22,46.60,1.94,2.12,62.17
2450940,35637,67,400,8541,6414,174,1,1,1317,26,542.10,27.10,569.20,98.19,104.52,157.20,65.43,319.47,229.81
2451038,50524,50,400,16775,3588,393,1,1,1317,46,992.68,9.92,1002.60,46.46,316.48,843.77,52.11,96.80,372.86
2451025,29709,37,400,7431,1006,30,1,1,1317,33,1277.10,63.85,1340.95,91.12,936.54,715.17,11.23,550.70,1091.51
2451236,48568,58,961,577,6007,325,1,1,1319,78,3437.46,103.12,3540.58,61.07,2136.42,2887.46,104.50,445.50,2300.61
2451197,44536,103,961,7264,2133,193,1,1,1319,15,697.80,48.84,746.64,10.22,149.40,327.96,73.96,295.88,208.46
2451467,53271,136,260,5018,4521,492,1,1,1320,28,733.32,43.99,777.31,41.79,318.36,337.32,201.96,194.04,404.14
2450899,59765,58,479,10910,3797,203,1,1,1321,14,129.22,6.46,135.68,6.68,251.86,7.75,6.07,115.40,265.00
2451346,55226,139,421,5020,2481,61,1,1,1322,56,445.20,8.90,454.10,48.64,314.72,213.69,48.61,182.90,372.26
2451465,36741,166,421,10084,2076,372,1,1,1322,10,253.70,20.29,273.99,40.03,315.00,208.03,32.88,12.79,375.32
2451374,50915,176,979,8323,1034,385,1,1,1322,18,170.82,13.66,184.48,53.04,333.90,1.70,38.89,130.23,400.60
2451253,34738,73,92,3317,4206,10,1,1,1324,20,761.00,53.27,814.27,65.59,228.20,700.12,2.43,58.45,347.06
2451207,41360,100,705,3859,5789,483,1,1,1324,72,82.80,4.96,87.76,73.03,279.36,21.52,46.57,14.71,357.35
2451349,38495,32,200,6645,1410,275,1,1,1325,40,1860.00,93.00,1953.00,97.46,2119.60,1023.00,686.34,150.66,2310.06
2452329,53775,11,21,9029,1044,358,1,1,1326,1,51.96,1.55,53.51,62.30,29.95,18.70,5.98,27.28,93.80
2451411,49363,146,461,17277,3463,221,1,1,1327,18,1194.84,71.69,1266.53,94.00,308.34,896.13,83.63,215.08,474.03
2451300,60307,32,304,16344,2665,469,1,1,1327,6,42.54,0.85,43.39,25.06,51.66,1.27,0.41,40.86,77.57
2451514,31811,116,767,16041,2561,61,1,1,1328,1,15.92,0.15,16.07,33.91,4.84,2.86,3.13,9.93,38.90
2451618,45629,50,753,13123,6132,345,1,1,1329,1,12.95,0.25,13.20,45.42,28.90,8.54,0.08,4.33,74.57
2451537,55885,128,5,8861,2773,321,1,1,1329,9,291.60,11.66,303.26,62.86,12.78,96.22,5.86,189.52,87.30
2452060,45806,145,416,11799,7189,7,1,1,1331,20,1059.00,84.72,1143.72,43.30,695.00,709.53,13.97,335.50,823.02
2451969,34127,67,416,5764,1222,469,1,1,1331,25,1143.00,45.72,1188.72,5.86,721.75,297.18,583.61,262.21,773.33
2451122,51365,86,975,9308,3713,182,1,1,1332,11,581.68,52.35,634.03,21.68,215.38,343.19,147.86,90.63,289.41
2451173,59256,56,196,18454,4229,7,1,1,1332,10,692.70,41.56,734.26,20.75,92.30,297.86,71.07,323.77,154.61
2451881,59226,43,182,16962,4401,168,1,1,1333,75,131.25,5.25,136.50,55.99,511.50,27.56,88.13,15.56,572.74
2451595,57868,50,511,3667,3981,406,1,1,1334,63,3911.67,78.23,3989.90,8.21,1052.73,1095.26,1380.04,1436.37,1139.17
2451966,53844,113,523,13643,2524,361,1,1,1335,6,90.00,0.00,90.00,45.28,438.84,46.80,40.17,3.03,484.12
2452208,55393,57,435,17034,3424,462,1,1,1336,16,616.32,6.16,622.48,69.44,336.16,166.40,58.48,391.44,411.76
2452243,60061,51,898,9321,5680,371,1,1,1336,10,88.70,0.88,89.58,32.60,108.40,23.94,27.84,36.92,141.88
2451885,38079,7,65,4069,6651,56,1,1,1337,43,2736.52,191.55,2928.07,6.85,0.00,1614.54,583.42,538.56,198.40
2451870,54695,71,65,13229,6412,480,1,1,1337,18,382.86,34.45,417.31,19.35,623.88,7.65,165.09,210.12,677.68
2451388,36512,91,578,3170,5832,342,1,1,1338,12,395.64,3.95,399.59,44.18,130.08,363.98,26.27,5.39,178.21
2452449,47101,126,554,18695,5288,109,1,1,1339,27,543.51,43.48,586.99,25.38,341.28,434.80,8.69,100.02,410.14
2452621,44821,145,622,1282,2749,376,1,1,1340,30,286.80,5.73,292.53,73.55,117.90,74.56,61.54,150.70,197.18
2452562,34494,13,622,15912,1186,331,1,1,1340,7,40.81,0.00,40.81,23.67,33.11,29.38,10.40,1.03,56.78
2452413,28877,153,305,11518,585,369,1,1,1341,32,3354.56,301.91,3656.47,1.36,628.80,1073.45,1665.21,615.90,932.07
2451980,60837,23,936,14247,3176,273,1,1,1342,2,55.90,3.35,59.25,18.67,19.96,7.26,33.07,15.57,41.98
2451905,51344,1,936,3726,27,399,1,1,1342,11,296.23,11.84,308.07,4.85,8.69,74.05,71.09,151.09,25.38
2451918,37303,83,936,8316,3755,31,1,1,1342,79,251.22,20.09,271.31,0.70,377.62,155.75,39.14,56.33,398.41
2450970,43580,160,19,1216,3607,50,1,1,1343,1,9.21,0.00,9.21,2.26,4.84,0.92,2.32,5.97,7.10
2452287,50430,151,122,3126,6623,40,1,1,1345,7,29.61,2.36,31.97,34.83,25.97,7.99,14.91,6.71,63.16
2452082,29863,99,300,13458,2306,310,1,1,1347,26,1374.10,123.66,1497.76,62.90,1998.62,1222.94,108.83,42.33,2185.18
2452165,52762,23,300,14855,2938,417,1,1,1347,66,2333.10,0.00,2333.10,59.17,1083.06,1726.49,570.21,36.40,1142.23
2452144,34935,49,300,17488,5204,16,1,1,1347,30,1263.90,25.27,1289.17,66.26,677.70,884.73,333.66,45.51,769.23
2451228,54627,86,56,11326,5194,158,1,1,1348,17,93.33,6.53,99.86,16.92,44.54,46.66,11.66,35.01,67.99
2452256,41718,59,316,13288,2384,63,1,1,1349,47,850.23,8.50,858.73,20.69,298.92,8.50,833.31,8.42,328.11
2452297,33323,97,859,4912,4635,38,1,1,1351,15,411.60,8.23,419.83,24.02,1286.70,234.61,155.75,21.24,1318.95
2452334,54092,173,859,16530,4539,104,1,1,1351,6,18.84,1.69,20.53,3.96,47.16,5.65,10.68,2.51,52.81
2451206,47084,160,638,11674,1909,360,1,1,1352,10,337.50,13.50,351.00,63.54,250.40,87.75,74.92,174.83,327.44
2452344,46607,147,420,6371,7120,342,1,1,1355,41,2278.37,159.48,2437.85,20.45,177.94,455.67,1294.11,528.59,357.87
2451725,37855,1,169,5497,883,114,1,1,1356,40,744.40,37.22,781.62,99.89,1190.80,431.75,28.13,284.52,1327.91
2451667,56911,163,487,2026,5940,90,1,1,1356,33,246.51,12.32,258.83,65.56,39.27,145.44,40.42,60.65,117.15
2451455,54804,79,981,1382,1433,169,1,1,1357,11,759.44,7.59,767.03,24.60,405.90,68.34,234.97,456.13,438.09
,,133,,11740,,,,,1358,6,113.34,9.06,122.40,50.23,,71.40,,16.78,
2452397,35465,54,566,9264,1888,333,1,1,1359,50,67.00,4.02,71.02,55.51,13.00,30.15,26.90,9.95,72.53
2451131,55807,140,467,6182,3808,2,1,1,1361,12,41.52,2.07,43.59,82.32,332.16,25.74,13.25,2.53,416.55
2451158,55717,97,278,13784,50,151,1,1,1361,78,2286.18,182.89,2469.07,40.39,0.00,0.00,480.09,1806.09,223.28
2451128,50573,134,278,18792,1773,43,1,1,1361,3,4.68,0.00,4.68,32.31,3.12,2.71,1.39,0.58,35.43
2452185,29142,171,379,2542,4578,203,1,1,1362,1,1.35,0.00,1.35,92.19,0.77,0.60,0.23,0.52,92.96
2451935,36647,137,14,13425,1193,261,1,1,1363,1,11.83,0.35,12.18,73.09,3.38,9.10,1.50,1.23,76.82
2452661,38050,69,218,5298,2848,95,1,1,1364,5,254.75,7.64,262.39,20.60,56.60,15.28,208.33,31.14,84.84
2452669,51231,67,966,14567,5777,406,1,1,1364,46,1715.34,102.92,1818.26,15.07,114.08,325.91,1236.59,152.84,232.07
2451150,41494,109,663,16906,1084,490,1,1,1365,26,990.08,59.40,1049.48,20.13,272.48,287.12,35.14,667.82,352.01
2451387,60661,163,16,1484,4929,182,1,1,1366,2,178.70,10.72,189.42,82.94,4.58,130.45,47.28,0.97,98.24
2452344,31322,67,451,7511,6042,10,1,1,1367,4,425.56,4.25,429.81,96.26,122.92,263.84,63.07,98.65,223.43
2452352,38709,109,451,7044,70,409,1,1,1367,37,19.61,1.76,21.37,50.66,244.57,10.00,6.43,3.18,296.99
2452161,53256,149,314,12056,4006,52,1,1,1368,9,282.69,22.61,305.30,50.57,131.94,73.49,104.60,104.60,205.12
2451970,57649,109,808,6748,6873,247,1,1,1369,39,370.11,3.70,373.81,3.81,802.23,122.13,128.94,119.04,809.74
2452794,35916,162,98,15766,1697,73,1,1,1370,13,29.77,1.48,31.25,42.34,66.04,10.41,18.77,0.59,109.86
2452791,57075,30,961,19025,2185,104,1,1,1370,42,2062.20,0.00,2062.20,54.50,515.34,1505.40,311.80,245.00,569.84
2452361,52065,81,70,1526,6962,343,1,1,1371,26,582.40,40.76,623.16,26.10,247.52,58.24,10.48,513.68,314.38
2452385,56761,145,70,13709,397,254,1,1,1371,22,988.68,59.32,1048.00,22.94,243.32,672.30,243.61,72.77,325.58
2451816,53090,77,847,3488,1197,150,1,1,1373,6,300.48,0.00,300.48,74.89,160.92,87.13,125.87,87.48,235.81
2451851,45002,74,847,18311,3153,371,1,1,1373,34,49.64,0.99,50.63,32.53,1043.80,24.82,3.97,20.85,1077.32
2451942,49054,167,447,2302,2443,108,1,1,1374,13,15.08,0.15,15.23,15.93,75.79,10.25,4.15,0.68,91.87
2452695,51292,39,26,8605,5738,260,1,1,1378,57,251.94,12.59,264.53,66.74,3867.45,30.23,172.93,48.78,3946.78
2452708,49099,43,26,3857,3645,333,1,1,1378,30,123.30,0.00,123.30,17.18,503.40,40.68,53.70,28.92,520.58
2451020,38426,152,632,4608,6471,250,1,1,1379,4,346.16,10.38,356.54,29.19,37.76,65.77,14.01,266.38,77.33
2451796,58167,68,868,387,1107,394,1,1,1380,2,9.70,0.48,10.18,61.87,32.64,6.11,2.87,0.72,94.99
2451533,56162,13,156,15121,1383,305,1,1,1382,16,226.72,9.06,235.78,98.89,40.00,188.17,15.42,23.13,147.95
2452751,59441,75,635,681,3407,126,1,1,1383,74,659.34,13.18,672.52,51.21,2771.30,217.58,331.32,110.44,2835.69
2451184,56022,4,341,19046,1960,293,1,1,1384,29,2481.82,148.90,2630.72,43.15,592.18,1315.36,781.52,384.94,784.23
2451213,40743,118,394,3694,329,173,1,1,1384,77,842.38,67.39,909.77,69.87,679.91,277.98,468.45,95.95,817.17
2451829,50353,101,993,11012,5158,17,1,1,1385,50,1652.50,148.72,1801.22,36.11,1571.50,1569.87,9.08,73.55,1756.33
2451843,30890,26,553,11154,1778,367,1,1,1385,53,1905.88,19.05,1924.93,48.29,1512.62,209.64,593.68,1102.56,1579.96
2451957,55628,41,37,18836,1212,120,1,1,1385,21,482.37,43.41,525.78,43.82,304.08,241.18,31.35,209.84,391.31
2451916,29648,95,37,14236,380,151,1,1,1385,1,2.09,0.14,2.23,39.85,6.92,1.25,0.82,0.02,46.91
2451815,47616,65,37,16687,1383,315,1,1,1385,71,942.88,66.00,1008.88,53.31,389.79,141.43,464.84,336.61,509.10
2451618,58028,103,752,7365,400,296,1,1,1387,22,584.76,11.69,596.45,56.29,37.84,578.91,1.40,4.45,105.82
2451466,33701,158,169,17214,322,78,1,1,1388,17,5.61,0.44,6.05,17.73,7.99,0.72,4.64,0.25,26.16
2451907,35666,104,668,1777,1529,217,1,1,1390,19,101.65,5.08,106.73,12.00,29.45,50.82,44.22,6.61,46.53
2452113,59793,21,838,4509,3212,328,1,1,1391,6,23.76,1.66,25.42,77.80,21.12,1.18,12.87,9.71,100.58
2452325,39748,33,469,18021,4654,303,1,1,1393,6,589.74,53.07,642.81,25.89,329.34,459.99,90.82,38.93,408.30
2452291,30736,1,143,9958,3849,464,1,1,1395,54,3590.46,0.00,3590.46,53.09,1622.70,3267.31,155.11,168.04,1675.79
2452264,56988,139,143,14472,4933,145,1,1,1395,1,2.17,0.04,2.21,96.73,13.48,2.10,0.03,0.04,110.25
2451773,53182,167,835,14272,1517,386,1,1,1396,4,151.08,4.53,155.61,98.47,26.64,64.96,11.19,74.93,129.64
2451768,54941,155,26,18460,3317,439,1,1,1396,20,1750.80,157.57,1908.37,53.98,260.20,577.76,422.29,750.75,471.75
2452795,32082,54,176,271,764,142,1,1,1397,43,1305.91,117.53,1423.44,100.00,412.37,274.24,546.78,484.89,629.90
2452720,55568,31,176,12368,3990,284,1,1,1397,53,6724.64,201.73,6926.37,31.60,3089.37,2017.39,4566.03,141.22,3322.70
2451561,34972,134,951,19079,5203,170,1,1,1398,68,3899.80,155.99,4055.79,95.56,1432.76,2573.86,875.12,450.82,1684.31
2452349,40418,27,159,6486,3284,170,1,1,1399,7,333.27,9.99,343.26,43.97,132.65,216.62,115.48,1.17,186.61
2451959,29353,32,810,13392,1125,158,1,1,1401,73,5231.91,156.95,5388.86,1.76,2414.11,1831.16,1258.27,2142.48,2572.82
2451229,57807,133,441,10437,1474,67,1,1,1402,17,242.76,2.42,245.18,97.83,910.52,75.25,80.40,87.11,1010.77
2452027,52677,19,793,12274,874,238,1,1,1403,15,22.95,0.45,23.40,52.33,183.60,5.73,6.88,10.34,236.38
2451483,,178,,8809,926,,,,1405,,,,31.97,29.50,,14.94,,,127.71
2451981,47156,151,652,13040,2706,59,1,1,1406,51,4980.15,398.41,5378.56,12.74,1398.93,448.21,3217.67,1314.27,1810.08
2451885,51845,17,286,3620,556,405,1,1,1409,18,537.12,5.37,542.49,95.83,774.00,161.13,353.43,22.56,875.20
2451933,51116,38,169,921,3273,425,1,1,1410,9,506.43,45.57,552.00,23.06,191.34,501.36,4.61,0.46,259.97
2451901,34405,163,317,13693,5531,401,1,1,1410,10,676.70,47.36,724.06,76.92,261.90,412.78,226.97,36.95,386.18
2451874,54907,164,317,18280,2450,351,1,1,1410,8,259.76,0.00,259.76,55.67,53.12,70.13,13.27,176.36,108.79
2452205,58698,19,555,12847,3426,348,1,1,1411,9,786.69,31.46,818.15,69.96,247.86,369.74,154.27,262.68,349.28
2452710,34098,141,809,1908,5290,260,1,1,1412,15,255.30,17.87,273.17,58.51,145.80,102.12,10.72,142.46,222.18
2451977,38401,97,519,4356,1127,458,1,1,1415,2,147.46,10.32,157.78,23.61,17.08,117.96,10.62,18.88,51.01
2452020,53427,17,884,10058,6216,382,1,1,1415,20,847.40,8.47,855.87,72.90,551.80,313.53,138.80,395.07,633.17
2451470,31437,70,100,13502,4109,352,1,1,1416,8,174.32,5.22,179.54,50.67,239.68,160.37,0.41,13.54,295.57
2452028,45631,19,636,10082,4931,481,1,1,1418,3,42.39,0.42,42.81,58.71,15.36,21.19,14.41,6.79,74.49
2452717,58326,42,281,12462,6293,15,1,1,1420,2,41.40,3.72,45.12,99.66,9.04,7.86,1.00,32.54,112.42
2451449,52107,79,430,17980,2565,254,1,1,1421,19,1188.64,106.97,1295.61,72.87,330.98,1141.09,31.85,15.70,510.82
,,50,716,12406,2144,,1,1,1422,,,,,85.63,,,,77.88,174.87
2451262,39484,112,206,7836,1012,76,1,1,1422,43,1982.30,158.58,2140.88,66.37,1396.64,475.75,1370.96,135.59,1621.59
2451161,30511,94,651,14978,5758,357,1,1,1423,21,1491.63,74.58,1566.21,31.56,430.92,0.00,1223.13,268.50,537.06
,40573,163,,,379,,1,1,1423,3,,0.09,1.29,94.92,,,0.00,,97.44
2451276,40079,142,651,12834,2482,239,1,1,1423,3,60.42,1.20,61.62,93.46,159.00,39.87,16.85,3.70,253.66
2451545,41018,79,366,1668,3716,169,1,1,1424,9,21.96,0.00,21.96,74.24,11.79,15.81,0.92,5.23,86.03
2451597,42551,136,164,264,6044,231,1,1,1424,59,3350.02,167.50,3517.52,32.55,99.71,2814.01,75.04,460.97,299.76
2451594,50537,164,366,14452,2141,174,1,1,1424,45,658.35,32.91,691.26,81.20,194.40,526.68,11.85,119.82,308.51
2451345,58551,88,510,1759,6493,358,1,1,1425,41,1696.99,84.84,1781.83,30.23,767.52,101.81,1451.61,143.57,882.59
2451560,45402,160,93,3015,237,72,1,1,1426,1,1.43,0.00,1.43,53.19,0.38,0.90,0.23,0.30,53.57
2451316,59309,68,183,5088,6121,337,1,1,1427,14,96.32,5.77,102.09,68.53,37.80,91.50,0.43,4.39,112.10
2451264,36729,44,116,6725,6456,180,1,1,1427,2,156.88,4.70,161.58,24.31,30.98,15.68,29.65,111.55,59.99
2451031,57307,122,503,12039,982,145,1,1,1430,12,426.60,21.33,447.93,68.16,287.76,379.67,19.24,27.69,377.25
2451002,57414,61,913,13812,4912,443,1,1,1430,41,774.08,46.44,820.52,60.21,580.56,286.40,307.23,180.45,687.21
2450979,42741,55,603,17368,2101,250,1,1,1430,49,7040.81,563.26,7604.07,76.50,71.05,2816.32,2745.91,1478.58,710.81
2451389,,140,235,,,,1,1,1431,,,,,,,,79.49,,128.36
2451117,49877,160,241,14032,1448,423,1,1,1432,44,1338.92,26.77,1365.69,10.02,645.48,615.90,448.27,274.75,682.27
2451235,42630,44,241,16170,839,380,1,1,1432,25,2147.00,150.29,2297.29,8.96,988.25,472.34,435.41,1239.25,1147.50
2451146,51945,34,241,115,1819,251,1,1,1432,27,670.68,46.94,717.62,26.63,493.02,140.84,68.87,460.97,566.59
,,56,,,3875,444,1,1,1433,,,,1630.53,86.40,220.95,1404.06,7.39,98.30,428.13
2451857,29980,43,464,55,4827,296,1,1,1434,47,891.59,71.32,962.91,59.50,397.15,436.87,336.49,118.23,527.97
2451831,40008,163,464,12579,3638,469,1,1,1434,8,64.00,1.28,65.28,46.82,182.96,12.16,49.24,2.60,231.06
2451861,51467,92,464,3568,3030,295,1,1,1434,34,1351.16,27.02,1378.18,72.63,566.10,824.20,337.25,189.71,665.75
2451720,44250,143,634,11023,5052,361,1,1,1434,11,1028.28,20.56,1048.84,69.45,90.64,874.03,137.28,16.97,180.65
2452327,33573,87,847,11781,1084,343,1,1,1435,12,517.08,0.00,517.08,86.01,517.08,237.85,256.89,22.34,603.09
2452358,37572,107,710,12,4233,371,1,1,1435,61,2531.50,202.52,2734.02,77.90,1940.41,2404.92,40.50,86.08,2220.83
2452250,45625,157,847,5400,5281,202,1,1,1435,25,1468.50,117.48,1585.98,32.73,667.50,1439.13,10.57,18.80,817.71
2451222,49424,88,969,6385,6193,52,1,1,1437,27,2732.94,81.98,2814.92,26.21,966.87,191.30,559.16,1982.48,1075.06
2451177,54438,122,505,9960,1262,192,1,1,1437,6,53.82,3.76,57.58,99.32,215.34,12.37,41.03,0.42,318.42
2452731,34529,93,601,8673,6591,297,1,1,1438,33,63.36,3.16,66.52,78.57,868.89,4.43,55.98,2.95,950.62
