cr_returned_date_sk,cr_returned_time_sk,cr_item_sk,cr_refunded_customer_sk,cr_refunded_cdemo_sk,cr_refunded_hdemo_sk,cr_refunded_addr_sk,cr_returning_customer_sk,cr_returning_cdemo_sk,cr_returning_hdemo_sk,cr_returning_addr_sk,cr_call_center_sk,cr_catalog_page_sk,cr_ship_mode_sk,cr_warehouse_sk,cr_reason_sk,cr_order_number,cr_return_quantity,cr_return_amount,cr_return_tax,cr_return_amt_inc_tax,cr_fee,cr_return_ship_cost,cr_refunded_cash,cr_reversed_charge,cr_store_credit,cr_net_loss
2451260,4056,116,527,15802,4733,89,977,17058,7098,110,1,159,6,1,1,375,34,994.50,19.89,1014.39,61.97,513.74,706.09,83.63,204.78,595.60
2451299,35000,136,400,4911,3925,364,756,1836,2003,270,1,132,11,1,1,377,10,10.10,0.20,10.30,93.85,16.10,3.93,3.20,2.97,110.15
2451276,28097,64,400,4911,3925,364,969,692,2291,243,1,143,19,1,1,377,66,3781.80,37.81,3819.61,21.78,1092.30,907.63,1235.89,1638.28,1151.89
2451263,25314,55,445,4075,656,138,729,17120,6070,127,1,413,11,1,1,379,11,1903.00,76.12,1979.12,40.84,1132.78,19.03,772.42,1111.55,1249.74
2451253,54725,61,445,4075,656,138,621,3974,2581,247,1,204,4,1,1,379,1,38.87,1.55,40.42,62.72,4.85,20.60,7.85,10.42,69.12
2451245,55172,157,172,6818,6360,101,592,15741,5195,376,1,413,5,1,1,380,38,1596.76,143.70,1740.46,62.19,2129.14,1261.44,57.00,278.32,2335.03
2451320,37518,160,887,2334,2326,369,863,16554,4606,329,1,1284,4,1,1,381,58,39.44,2.36,41.80,81.72,434.42,16.95,2.92,19.57,518.50
2451317,74811,148,118,2606,471,471,658,8866,2799,492,1,209,17,1,1,382,33,1022.34,92.01,1114.35,99.29,954.36,429.38,326.12,266.84,1145.66
2451404,64648,115,118,2606,471,471,473,7519,1868,317,1,1270,11,1,1,382,25,1982.00,0.00,1982.00,92.88,2320.50,1129.74,639.19,213.07,2413.38
2451216,59042,110,626,14756,6830,279,186,653,6672,70,1,167,17,1,1,383,1,27.59,0.27,27.86,20.82,11.75,5.79,12.42,9.38,32.84
2451174,59552,56,871,14254,1333,217,66,12401,4903,488,1,1282,2,1,1,384,39,655.59,45.89,701.48,89.23,117.39,367.13,219.22,69.24,252.51
2451379,72123,115,871,14254,1333,217,303,1307,4677,228,1,172,15,1,1,384,52,1480.44,118.43,1598.87,70.99,888.16,621.78,231.83,626.83,1077.58
2451239,10376,76,291,15271,6987,235,884,15135,984,1,1,216,5,1,1,387,3,53.91,4.85,58.76,16.93,10.11,47.44,3.29,3.18,31.89
2451373,50708,32,992,6312,2240,311,522,10924,5191,491,1,339,11,1,1,388,8,545.84,43.66,589.50,78.11,342.48,518.54,15.01,12.29,464.25
2451329,48191,97,316,7952,2659,54,476,12036,471,418,1,430,19,1,1,389,10,802.60,8.02,810.62,68.81,523.40,240.78,471.92,89.90,600.23
2451373,67035,172,316,7952,2659,54,478,2622,6812,1,1,210,1,1,1,389,4,122.96,6.14,129.10,62.38,311.48,60.25,57.06,5.65,380.00
2451326,40526,160,319,11062,269,97,795,18013,2009,1,1,1285,17,1,1,390,18,321.84,16.09,337.93,39.29,248.58,22.52,113.74,185.58,303.96
2451226,62649,104,319,11062,269,97,262,6820,864,395,1,368,14,1,1,390,19,436.81,8.73,445.54,20.36,582.54,26.20,262.79,147.82,611.63
2451344,45946,8,319,11062,269,97,208,10947,1390,440,1,375,16,1,1,390,13,619.32,43.35,662.67,6.28,271.83,111.47,391.04,116.81,321.46
2451386,56689,88,333,14986,3558,247,271,12827,7118,345,1,393,6,1,1,391,17,824.33,74.18,898.51,25.93,239.19,799.60,12.61,12.12,339.30
2451304,44022,164,161,16017,345,37,142,11387,82,61,1,429,11,1,1,392,21,245.91,9.83,255.74,3.96,1131.27,110.65,64.92,70.34,1145.06
2451275,79109,158,161,16017,345,37,927,4199,6908,342,1,136,18,1,1,392,6,186.96,3.73,190.69,20.29,126.36,99.08,78.21,9.67,150.38
2451294,37093,38,161,16017,345,37,349,2328,6481,474,1,203,13,1,1,392,23,1315.83,105.26,1421.09,94.09,707.02,184.21,792.13,339.49,906.37
2451287,37000,166,937,1050,1396,449,588,5175,4397,271,1,110,13,1,1,393,10,267.70,16.06,283.76,77.39,26.30,179.35,1.76,86.59,119.75
2451371,2867,134,744,13228,2489,38,346,2514,429,227,1,181,14,1,1,394,61,3708.80,74.17,3782.97,34.60,3477.00,556.32,2679.60,472.88,3585.77
2451362,44366,19,367,6456,6313,486,235,10118,7076,190,1,1250,6,1,1,395,52,2564.64,179.52,2744.16,54.79,197.08,128.23,730.92,1705.49,431.39
2451327,65343,124,977,14855,2661,50,762,9615,3945,19,1,177,14,1,1,396,63,555.03,16.65,571.68,77.67,0.00,222.01,43.29,289.73,94.32
2451424,31998,80,,3748,,179,892,,1850,,,143,12,1,1,398,13,,,,,,,,4.81,12.32
2451259,58836,25,565,3748,3292,179,740,4714,2077,260,1,130,9,1,1,398,55,344.30,6.88,351.18,86.25,436.15,192.80,122.71,28.79,529.28
2451288,58993,98,,3748,,,,,525,179,,388,,,,398,,,,,,380.12,,0.00,0.00,
2451210,68585,91,565,3748,3292,179,377,7141,6291,18,1,177,6,1,1,398,35,5171.95,413.75,5585.70,77.16,905.10,4551.31,533.75,86.89,1396.01
2451371,28714,158,107,13346,3672,131,772,9877,393,398,1,117,20,1,1,399,10,982.70,49.13,1031.83,39.34,566.50,383.25,455.58,143.87,654.97
2451342,40033,115,528,17736,1728,428,528,17736,3152,428,1,1226,4,1,1,401,56,3721.20,334.90,4056.10,50.18,2499.28,1376.84,140.66,2203.70,2884.36
2451263,71673,19,528,17736,1728,428,400,9569,1871,384,1,121,16,1,1,401,72,4374.72,349.97,4724.69,21.00,1855.44,3806.00,528.90,39.82,2226.41
2451307,69720,172,265,13117,2585,345,85,14576,727,66,1,139,10,1,1,402,17,667.08,40.02,707.10,59.49,90.44,440.27,90.72,136.09,189.95
2451302,55843,122,653,14508,1682,120,711,6877,4048,448,1,410,2,1,1,407,22,1523.06,45.69,1568.75,57.82,387.20,152.30,616.84,753.92,490.71
2451239,35973,31,284,17770,4113,304,519,3788,6601,383,1,1284,3,1,1,408,27,1378.89,27.57,1406.46,97.48,2400.57,827.33,336.45,215.11,2525.62
2451349,52774,110,243,15976,5133,78,165,1178,728,222,1,1196,11,1,1,409,51,1637.61,49.12,1686.73,76.48,1078.14,1129.95,274.13,233.53,1203.74
2451246,3194,79,243,15976,5133,78,35,6010,5233,176,1,214,18,1,1,409,34,1305.60,65.28,1370.88,42.14,547.40,548.35,477.06,280.19,654.82
2451290,73773,22,243,15976,5133,78,277,18031,1576,176,1,1293,2,1,1,409,5,604.40,48.35,652.75,39.55,265.90,42.30,489.02,73.08,353.80
2451300,75865,34,965,9432,2532,39,965,9432,4757,39,1,339,19,1,1,410,34,2478.60,24.78,2503.38,97.05,127.50,991.44,223.07,1264.09,249.33
2451361,27543,43,965,9432,2532,39,901,2692,6475,206,1,1189,5,1,1,410,11,796.62,55.76,852.38,75.30,100.54,262.88,213.49,320.25,231.60
2451357,75821,88,806,4670,2509,184,294,8554,310,350,1,215,10,1,1,412,4,455.04,13.65,468.69,68.02,162.12,122.86,239.16,93.02,243.79
2451384,47692,158,,7179,6631,168,831,,3023,206,1,1195,8,1,1,414,,,1.06,,,10.74,,,3.40,
2451308,40866,46,863,7179,6631,168,696,1863,5499,447,1,158,18,1,1,414,28,4529.00,45.29,4574.29,49.75,2218.16,2581.53,292.12,1655.35,2313.20
2451402,58319,112,85,18076,1754,365,726,16567,3558,182,1,208,1,1,1,415,1,1.35,0.04,1.39,1.97,54.10,0.63,0.10,0.62,56.11
2451240,19553,134,716,11456,124,181,681,1351,1266,61,1,1282,19,1,1,418,10,27.40,0.27,27.67,93.02,48.60,11.78,4.37,11.25,141.89
2451336,11196,43,,17592,,,,,,104,1,116,9,1,,419,15,,,167.75,44.58,,144.66,,1.02,137.78
2451246,28311,146,562,17592,1157,331,134,6071,3716,52,1,189,6,1,1,419,18,2053.44,20.53,2073.97,43.12,115.20,554.42,884.42,614.60,178.85
2451213,23876,1,562,17592,1157,331,178,9217,2745,237,1,165,13,1,1,419,68,6886.36,68.86,6955.22,48.21,2754.00,1308.40,2510.08,3067.88,2871.07
2451402,21842,28,562,17592,1157,331,824,3287,7041,94,1,166,6,1,1,419,31,2487.44,49.74,2537.18,91.13,1070.43,771.10,308.94,1407.40,1211.30
2451425,68504,157,638,11315,1121,386,473,3296,2541,137,1,403,11,1,1,422,2,42.54,0.42,42.96,47.62,29.14,40.83,1.43,0.28,77.18
2451312,8127,80,638,11315,1121,386,940,10742,1006,279,1,179,5,1,1,422,4,17.88,0.35,18.23,74.63,2.96,3.03,8.76,6.09,77.94
2451227,79000,74,775,,,440,,,,471,1,,,1,,423,,441.40,26.48,467.88,45.65,86.00,83.86,,,158.13
2451327,54724,76,775,12335,1783,440,928,2626,6315,404,1,159,11,1,1,423,11,1956.57,39.13,1995.70,63.67,437.36,802.19,311.68,842.70,540.16
2451356,71127,2,669,14793,6277,234,896,15914,1881,121,1,173,15,1,1,425,21,752.85,15.05,767.90,10.37,255.99,654.97,96.90,0.98,281.41
2451277,55951,58,86,4343,6608,469,651,3141,4780,39,1,1957,10,1,1,428,22,394.24,11.82,406.06,74.64,302.28,319.33,17.22,57.69,388.74
2451357,45553,86,19,7222,3136,118,371,17194,4252,275,1,2006,18,1,1,429,47,139.12,0.00,139.12,5.10,665.99,75.12,51.20,12.80,671.09
2451282,40944,160,132,17890,6545,128,814,75,387,134,1,2045,14,1,1,430,67,2678.66,187.50,2866.16,28.05,2142.66,1017.89,797.16,863.61,2358.21
2451284,20239,103,582,3395,5760,49,687,3439,3779,139,1,2047,19,1,1,431,6,276.12,22.08,298.20,46.24,24.78,254.03,7.73,14.36,93.10
2451248,74138,70,115,13452,1614,140,914,3097,1541,418,1,2013,9,1,1,432,31,928.14,18.56,946.70,46.64,371.07,399.10,529.04,0.00,436.27
2451365,66967,166,458,7049,4760,211,69,6867,2058,449,1,2046,9,1,1,433,5,24.30,0.72,25.02,79.36,79.90,20.89,2.31,1.10,159.98
2451340,5687,118,458,7049,4760,211,458,7049,2030,211,1,1972,20,1,1,433,85,12001.15,240.02,12241.17,97.86,7778.35,11041.05,950.49,9.61,8116.23
2451262,60849,140,458,7049,4760,211,746,3949,628,342,1,1997,10,1,1,433,8,126.48,7.58,134.06,48.68,155.60,93.59,23.35,9.54,211.86
2451354,13382,158,461,8751,7200,46,872,9446,108,199,1,2010,13,1,1,435,33,1623.60,16.23,1639.83,11.92,2937.99,146.12,1063.78,413.70,2966.14
2451414,33317,140,340,12982,2889,240,340,12982,1797,240,1,2028,1,1,1,436,44,1191.52,83.40,1274.92,47.76,198.44,285.96,887.44,18.12,329.60
2451309,29035,19,490,11109,768,7,699,9875,1208,453,1,2019,8,1,1,437,10,169.10,3.38,172.48,3.06,579.80,138.66,8.82,21.62,586.24
2451386,67083,166,490,11109,768,7,731,16811,127,334,1,2049,8,1,1,437,4,190.44,0.00,190.44,35.44,126.96,72.36,81.47,36.61,162.40
2451402,66198,97,490,11109,768,7,949,3813,836,408,1,2000,18,1,1,437,12,115.20,1.15,116.35,89.60,143.04,27.64,12.25,75.31,233.79
2451377,81375,38,455,1812,6713,142,640,17716,4,279,1,1985,17,1,1,438,34,3924.62,313.96,4238.58,99.14,793.56,2315.52,1094.18,514.92,1206.66
2451420,59746,166,796,16304,6091,15,467,8051,709,191,1,2031,4,1,1,439,14,1713.60,17.13,1730.73,41.92,1318.10,1627.92,36.84,48.84,1377.15
2451296,19271,148,588,12450,5199,381,910,8660,801,185,1,2049,3,1,1,440,74,8429.34,252.88,8682.22,49.11,173.16,3540.32,2297.83,2591.19,475.15
2451283,71266,115,674,16838,5938,423,950,17400,5862,473,1,2044,13,1,1,441,15,130.50,10.44,140.94,52.05,8.55,58.72,8.61,63.17,71.04
2451260,41533,76,254,10180,4322,103,629,4357,2481,89,1,1996,7,1,1,444,13,38.87,1.55,40.42,84.61,44.20,26.43,4.35,8.09,130.36
2451442,38881,1,747,1804,318,380,590,11029,2056,214,1,1978,1,1,1,445,35,3022.60,151.13,3173.73,7.07,494.55,332.48,1829.28,860.84,652.75
2451397,73531,28,747,1804,318,380,881,17281,1141,345,1,2046,3,1,1,445,62,525.14,31.50,556.64,23.67,2364.06,73.51,392.91,58.72,2419.23
2451352,57286,175,926,8754,5557,249,934,13276,4466,40,1,1986,9,1,1,446,21,1712.97,17.12,1730.09,63.81,839.79,137.03,1434.10,141.84,920.72
2451356,33031,58,394,1317,5321,108,358,5634,6752,471,1,2005,2,1,1,452,15,130.80,9.15,139.95,52.82,84.60,30.08,56.40,44.32,146.57
2451442,54503,110,947,12136,734,4,422,2618,2223,357,1,1955,13,1,1,454,2,61.92,0.00,61.92,51.07,47.76,38.39,11.76,11.77,98.83
2451390,69644,55,947,12136,734,4,254,2629,4219,84,1,2030,12,1,1,454,58,1608.34,96.50,1704.84,8.72,579.42,1334.92,95.69,177.73,684.64
2451395,3793,88,822,10902,4887,243,861,11620,3453,457,1,2141,2,1,1,458,78,63.18,0.63,63.81,7.79,1238.64,43.59,0.78,18.81,1247.06
2451251,10106,4,750,582,6238,482,412,14068,6094,481,1,2160,16,1,1,459,5,456.85,27.41,484.26,23.40,248.00,73.09,356.89,26.87,298.81
2451298,36156,67,750,582,6238,482,416,12451,4106,181,1,2158,15,1,1,459,11,318.01,9.54,327.55,91.73,534.16,9.54,46.27,262.20,635.43
2451353,30624,58,9,639,5198,116,521,12423,1617,292,1,1963,11,1,1,461,62,609.46,54.85,664.31,60.14,21.70,0.00,481.47,127.99,136.69
2451371,59088,91,9,639,5198,116,599,6413,1132,247,1,1988,5,1,1,461,60,4316.40,172.65,4489.05,32.83,2762.40,1553.90,1629.87,1132.63,2967.88
2451384,72337,124,457,3155,3174,9,99,722,4924,385,1,2091,8,1,1,462,6,75.06,4.50,79.56,85.70,187.62,30.02,21.61,23.43,277.82
2451343,59858,91,300,14114,7151,353,556,16370,5909,391,1,1998,10,1,1,467,5,255.10,0.00,255.10,23.13,127.55,191.32,26.14,37.64,150.68
2451412,37503,61,432,3610,1748,253,78,6437,6947,230,1,2045,6,1,1,471,13,100.49,9.04,109.53,38.80,234.52,12.05,13.26,75.18,282.36
2451389,60555,118,767,13708,904,296,698,16063,1964,206,1,2001,13,1,1,474,12,1181.52,11.81,1193.33,90.54,0.00,957.03,26.93,197.56,102.35
2451317,25465,97,767,13708,904,296,528,13781,4847,20,1,2057,5,1,1,474,7,418.88,20.94,439.82,88.96,388.99,418.88,0.00,0.00,498.89
2451424,62569,112,767,13708,904,296,453,15984,6679,230,1,1985,3,1,1,474,61,1645.17,32.90,1678.07,21.50,1451.80,1464.20,179.16,1.81,1506.20
2451338,32562,151,767,13708,904,296,429,16927,2371,18,1,2136,12,1,1,474,18,162.00,12.96,174.96,24.76,257.40,98.82,53.07,10.11,295.12
2451417,7690,124,195,17119,4379,371,393,7085,4527,73,1,2039,5,1,1,477,43,4554.13,91.08,4645.21,27.33,3003.55,2550.31,2003.82,0.00,3121.96
2451332,29350,128,818,1488,3934,392,378,11292,3791,289,1,1976,9,1,1,479,30,201.30,8.05,209.35,24.31,783.60,88.57,25.92,86.81,815.96
2451326,35614,38,201,5220,2566,472,529,15701,999,238,1,2028,15,1,1,480,21,1979.04,79.16,2058.20,6.10,673.26,1464.48,406.50,108.06,758.52
2451467,1683,166,773,9875,6785,91,77,5323,176,358,1,2105,5,1,1,485,39,3182.79,286.45,3469.24,23.70,63.57,2673.54,76.38,432.87,373.72
2451344,71564,62,142,18252,5802,279,103,10536,5227,151,1,2112,10,1,1,486,26,2133.56,85.34,2218.90,50.36,289.12,554.72,78.94,1499.90,424.82
2451369,4680,34,561,11467,2605,27,572,6010,920,302,1,1995,15,1,1,488,11,196.35,3.92,200.27,19.55,134.53,41.23,10.85,144.27,158.00
2451349,68705,130,701,8070,8,485,804,3192,2379,244,1,2265,20,1,1,489,36,324.36,3.24,327.60,21.78,1233.00,45.41,131.10,147.85,1258.02
2451467,56399,22,127,10605,4308,275,167,18368,4860,199,1,1955,15,1,1,490,55,1514.70,15.14,1529.84,4.80,1451.45,1166.31,90.58,257.81,1471.39
2451392,4962,76,127,10605,4308,275,127,10605,3908,275,1,1951,15,1,1,490,8,170.16,13.61,183.77,38.64,119.12,110.60,0.59,58.97,171.37
2451433,58230,56,473,5014,4739,119,314,7934,2043,77,1,1980,6,1,1,491,18,1169.64,46.78,1216.42,89.14,323.82,467.85,168.42,533.37,459.74
2451345,64922,62,473,5014,4739,119,217,14837,4551,360,1,2020,13,1,1,491,29,823.60,49.41,873.01,9.04,3669.08,774.18,0.98,48.44,3727.53
2451430,59730,19,473,5014,4739,119,861,8914,,,,,,,1,491,,,76.57,1608.09,,,,330.81,36.76,592.33
2451341,33797,49,264,8102,1484,494,19,5351,2932,74,1,2013,7,1,1,492,8,287.20,2.87,290.07,31.23,138.24,132.11,114.76,40.33,172.34
2451497,36688,109,978,10142,5995,227,829,15198,6275,1,1,2047,13,1,1,493,2,129.06,6.45,135.51,4.45,35.66,18.06,79.92,31.08,46.56
2451367,74103,58,978,10142,5995,227,488,2209,703,286,1,2234,9,1,1,493,1,56.62,4.52,61.14,57.79,20.81,25.47,17.13,14.02,83.12
2451425,47930,73,228,8607,6561,104,499,11725,3189,125,1,1972,20,1,1,494,3,16.26,1.13,17.39,87.09,0.72,0.16,16.10,0.00,88.94
2451322,80350,74,466,7770,6441,252,985,4806,303,121,1,2020,15,1,1,497,36,2779.20,27.79,2806.99,24.02,1486.44,639.21,406.59,1733.40,1538.25
2451396,53917,22,466,7770,6441,252,204,18256,6716,403,1,2240,17,1,1,497,2,20.50,1.23,21.73,90.68,6.92,19.88,0.31,0.31,98.83
2451366,21233,32,990,14038,5103,83,565,11056,163,111,1,2049,9,1,1,498,4,469.12,37.52,506.64,99.45,37.80,422.20,25.33,21.59,174.77
2451447,33390,175,34,6703,2909,170,141,12977,1302,372,1,2016,9,1,1,499,1,78.41,1.56,79.97,3.67,0.00,22.73,6.68,49.00,5.23
2451376,71225,94,487,142,1380,403,673,13421,5359,37,1,2035,4,1,1,501,6,123.90,1.23,125.13,64.51,92.94,96.64,20.99,6.27,158.68
2451408,46722,32,750,5054,2157,484,349,1120,1275,219,1,2010,5,1,1,503,2,86.14,7.75,93.89,58.15,37.98,45.65,31.98,8.51,103.88
2451394,52175,34,750,5054,2157,484,892,12752,2791,167,1,1999,2,1,1,503,22,112.20,7.85,120.05,78.93,50.60,92.00,11.11,9.09,137.38
2451361,53181,106,739,4657,5750,332,739,4657,781,332,1,2262,5,1,1,504,28,2960.72,236.85,3197.57,88.51,339.64,2783.07,159.88,17.77,665.00
2451399,71209,58,717,538,6702,318,58,9832,5120,264,1,2217,9,1,1,505,71,1773.58,159.62,1933.20,22.84,2027.05,53.20,1015.02,705.36,2209.51
2451353,67654,98,717,538,6702,318,892,9638,1972,129,1,1986,6,1,1,505,5,322.45,29.02,351.47,65.33,374.70,25.79,272.92,23.74,469.05
2451444,66089,154,195,10136,3990,311,703,,,77,,2039,,1,,507,7,22.89,1.60,24.49,27.45,160.51,,,4.09,189.56
2451362,65085,43,653,5390,2711,140,670,7673,3123,458,1,2020,10,1,1,508,26,945.62,0.00,945.62,67.33,168.74,283.68,172.10,489.84,236.07
2451367,12906,163,421,18580,315,262,490,17612,4889,63,1,2266,5,1,1,509,44,2757.48,27.57,2785.05,60.82,1265.00,2233.55,36.67,487.26,1353.39
2451415,69809,82,421,18580,315,262,441,13896,4210,276,1,2021,1,1,1,509,29,227.07,20.43,247.50,95.24,264.77,84.01,97.28,45.78,380.44
2451471,54845,176,532,12926,2199,156,650,10392,4885,299,1,2025,15,1,1,510,2,17.34,0.00,17.34,19.97,135.92,6.76,7.30,3.28,155.89
2451377,70235,34,146,8451,2508,336,894,11007,996,165,1,2006,12,1,1,512,81,2471.31,172.99,2644.30,76.79,1168.83,2224.17,205.12,42.02,1418.61
2451309,39871,61,146,8451,2508,336,440,16008,6166,68,1,1959,1,1,1,512,21,204.12,18.37,222.49,73.35,97.44,153.09,7.65,43.38,189.16
2451443,48949,62,858,16787,7148,40,646,5438,6311,28,1,2006,6,1,1,513,9,333.63,16.68,350.31,5.94,163.35,83.40,95.08,155.15,185.97
2451331,48321,97,408,12197,4666,495,199,18828,4494,367,1,2211,12,1,1,514,10,461.60,13.84,475.44,37.70,173.10,41.54,8.40,411.66,224.64
2451413,76494,82,112,829,4730,39,435,12021,6922,304,1,1981,4,1,1,517,18,224.28,0.00,224.28,80.02,274.14,26.91,161.84,35.53,354.16
2451455,48616,142,929,17333,658,46,509,1880,3922,127,1,2343,8,1,1,519,32,586.88,17.60,604.48,66.65,517.12,176.06,324.54,86.28,601.37
2451378,49897,73,929,17333,658,46,189,14614,4879,453,1,2061,15,1,1,519,12,1173.12,70.38,1243.50,36.08,421.80,93.84,399.33,679.95,528.26
2451507,22968,160,466,14942,6018,294,198,1461,2905,344,1,2357,7,1,1,521,25,1050.25,0.00,1050.25,45.99,1141.50,388.59,59.54,602.12,1187.49
2451538,67909,38,149,11758,4615,48,321,15748,1968,113,1,1948,2,1,1,523,25,9.25,0.27,9.52,48.36,14.00,7.58,0.13,1.54,62.63
2451428,71057,80,149,11758,4615,48,447,10036,1557,285,1,2074,2,1,1,523,15,373.80,18.69,392.49,56.45,301.05,190.63,23.81,159.36,376.19
2451351,11109,140,648,15234,6380,193,648,15234,3094,193,1,2303,17,1,1,525,26,57.46,1.72,59.18,49.29,22.10,29.87,23.45,4.14,73.11
2451401,83387,88,224,11283,5126,77,899,3683,4279,71,1,2297,7,1,1,527,4,11.16,0.66,11.82,83.98,5.16,11.16,0.00,0.00,89.80
2451541,40627,85,246,12288,1075,366,785,9092,2555,299,1,2303,5,1,1,528,11,494.34,4.94,499.28,6.65,18.92,341.09,78.15,75.10,30.51
2451499,35122,74,246,12288,1075,366,367,8495,4125,383,1,2312,10,1,1,528,59,2038.45,163.07,2201.52,42.03,886.18,1100.76,843.92,93.77,1091.28
2451427,44569,103,246,12288,1075,366,719,3336,1610,116,1,2050,14,1,1,528,49,41.65,1.66,43.31,54.58,112.70,15.82,8.26,17.57,168.94
2451370,69878,7,886,9700,4594,48,498,1867,1407,59,1,2305,15,1,1,529,22,4189.02,0.00,4189.02,25.60,1675.52,2890.42,1168.74,129.86,1701.12
2451485,46347,112,292,6634,4648,426,257,16040,4032,116,1,2130,1,1,1,530,4,23.44,2.10,25.54,28.41,8.60,19.92,3.44,0.08,39.11
2451383,45090,172,410,851,7035,224,668,1832,4934,107,1,2024,6,1,1,531,44,4477.00,179.08,4656.08,60.95,2459.16,89.54,4036.46,351.00,2699.19
2451461,70929,127,8,16243,5894,184,907,5125,413,317,1,1962,2,1,1,532,49,1858.08,92.90,1950.98,91.65,3393.74,1783.75,72.84,1.49,3578.29
2451507,66247,170,268,15351,4201,144,353,6480,5870,176,1,2274,7,1,1,533,40,1684.40,67.37,1751.77,24.98,883.60,505.32,141.48,1037.60,975.95
2451386,72248,73,268,15351,4201,144,706,3616,4429,59,1,2026,16,1,1,533,11,134.75,10.78,145.53,59.28,54.56,83.54,30.72,20.49,124.62
2451404,47304,68,391,16584,1777,223,861,31,6922,217,1,2033,9,1,1,534,20,3073.40,92.20,3165.60,23.25,1191.60,1690.37,1064.93,318.10,1307.05
2451396,69215,152,277,1188,2962,428,328,19205,2367,389,1,2022,2,1,1,535,84,1789.20,17.89,1807.09,21.48,2147.88,1127.19,410.44,251.57,2187.25
2451388,69910,124,408,17861,3434,147,67,16988,3253,383,1,2005,7,1,1,537,27,534.33,26.71,561.04,70.05,1602.99,528.98,1.17,4.18,1699.75
2451437,62833,178,965,4987,633,467,268,6776,2263,277,1,2367,5,1,1,538,15,146.85,7.34,154.19,71.56,53.40,145.38,0.76,0.71,132.30
2451398,36423,160,965,4987,633,467,221,6322,3167,500,1,2077,19,1,1,538,41,1487.89,59.51,1547.40,6.73,1797.85,29.75,1326.90,131.24,1864.09
2451431,47666,116,23,8642,1132,63,75,14734,4028,38,1,2047,1,1,1,541,18,115.38,9.23,124.61,2.22,0.00,57.69,2.88,54.81,11.45
2451464,44797,110,414,10920,658,280,610,2081,6165,250,1,2292,19,1,1,543,12,355.80,10.67,366.47,41.17,693.84,74.71,98.38,182.71,745.68
2451521,66530,22,23,1791,4942,478,855,10468,5663,206,1,1991,2,1,1,544,24,219.84,17.58,237.42,36.43,274.80,105.52,21.72,92.60,328.81
2451431,71235,67,305,17413,6025,385,970,18336,4110,476,1,1998,1,1,1,546,17,1237.77,61.88,1299.65,27.34,610.81,940.70,202.00,95.07,700.03
2451438,19224,97,961,386,4923,304,849,16300,4572,448,1,1971,3,1,1,547,44,498.52,29.91,528.43,70.55,1546.16,378.87,63.41,56.24,1646.62
2451434,17180,31,600,2561,7185,454,30,11716,2795,6,1,2013,12,1,1,548,5,262.70,7.88,270.58,9.52,64.05,68.30,40.82,153.58,81.45
2451354,60507,124,44,1160,284,4,782,13157,6126,406,1,1979,19,1,1,550,34,4155.48,290.88,4446.36,33.71,1704.76,2451.73,1209.66,494.09,2029.35
2451501,51827,68,26,14480,5765,11,503,2024,6454,115,1,2076,11,1,1,551,43,503.53,20.14,523.67,67.49,1410.40,100.70,80.56,322.27,1498.03
2451449,65572,55,373,14558,726,426,373,14558,5546,426,1,2081,14,1,1,552,1,128.11,1.28,129.39,16.53,35.43,88.39,26.21,13.51,53.24
2451389,70831,50,373,14558,726,426,348,6916,2394,417,1,2157,20,1,1,552,7,652.05,39.12,691.17,8.62,239.05,286.90,233.69,131.46,286.79
2451381,6444,127,566,2120,1539,102,517,10908,6190,196,1,2436,1,1,1,553,14,1190.00,11.90,1201.90,72.50,309.12,357.00,558.11,274.89,393.52
2451570,74346,124,566,2120,1539,102,955,18615,158,485,1,1959,19,1,1,553,51,3218.10,225.26,3443.36,38.94,1773.78,2960.65,72.08,185.37,2037.98
2451486,36,115,730,18546,867,59,508,2589,2059,341,1,2382,14,1,1,558,23,2659.49,212.75,2872.24,84.95,2605.21,824.44,678.96,1156.09,2902.91
2451406,75037,121,730,18546,867,59,849,3803,6272,388,1,2147,9,1,1,558,18,403.56,32.28,435.84,95.44,433.44,355.13,21.30,27.13,561.16
2451452,49504,145,730,18546,867,59,996,4887,2651,143,1,2029,6,1,1,558,28,1885.80,94.29,1980.09,3.04,56.56,37.71,1848.09,0.00,153.89
2451455,66852,62,789,9687,5545,370,545,2363,3288,109,1,2053,5,1,1,559,65,615.55,18.46,634.01,69.40,314.60,55.39,498.54,61.62,402.46
2451478,70837,112,142,13741,1164,322,496,17549,6286,415,1,1990,2,1,1,562,11,1892.44,132.47,2024.91,73.68,278.85,302.79,1001.47,588.18,485.00
2451418,28390,49,156,2288,1196,316,688,4287,846,293,1,2394,1,1,1,563,9,21.06,1.47,22.53,9.25,17.55,16.63,4.29,0.14,28.27
2451531,66031,154,115,1686,4681,164,115,1686,2056,164,1,2012,17,1,1,565,27,17.28,0.69,17.97,23.32,58.05,2.59,12.04,2.65,82.06
2451516,71450,16,511,,4719,423,,5140,4352,312,,,,,,566,,981.77,0.00,,9.64,845.37,903.22,29.84,,855.01
2451425,29618,97,925,17326,2806,423,201,11731,2436,17,1,2119,20,1,1,567,10,289.70,11.58,301.28,1.92,171.20,23.17,242.54,23.99,184.70
2451505,51707,94,316,10488,5780,12,732,10692,5100,445,1,2429,7,1,1,569,34,127.84,1.27,129.11,39.34,61.20,26.84,94.94,6.06,101.81
