product_id,name,category,price,cost
P01309,Product 1309,Clothing,204.27,168.2
P01310,Product 1310,Garden,370.95,148.47
P01311,Product 1311,Garden,102.38,130.2
P01312,Product 1312,Books,22.21,41.33
P01313,Product 1313,Toys,240.19,87.49
P01314,Product 1314,Clothing,484.49,136.71
P01315,Product 1315,Sports,219.52,141.46
P01316,Product 1316,Toys,88.25,10.28
P01317,Product 1317,Electronics,162.67,63.35
P01318,Product 1318,Garden,302.18,55.91
P01319,Product 1319,Books,299.56,75.63
P01320,Product 1320,Beauty,413.31,99.03
P01321,Product 1321,Toys,73.34,2.33
P01322,Product 1322,Books,370.85,197.43
P01323,Product 1323,Clothing,123.85,119.75
P01324,Product 1324,Books,228.91,169.01
P01325,Product 1325,Toys,462.99,196.76
P01326,Product 1326,Toys,157.41,99.3
P01327,Product 1327,Beauty,179.43,198.38
P01328,Product 1328,Books,135.45,139.23
P01329,Product 1329,Clothing,338.58,115.91
P01330,Product 1330,Beauty,68.56,185.37
P01331,Product 1331,Sports,321.63,157.58
P01332,Product 1332,Beauty,282.28,189.89
P01333,Product 1333,Garden,268.39,90.1
P01334,Product 1334,Beauty,95.01,131.38
P01335,Product 1335,Garden,343.58,112.0
P01336,Product 1336,Toys,409.12,94.82
P01337,Product 1337,Garden,278.34,115.16
P01338,Product 1338,Garden,361.28,43.82
P01339,Product 1339,Home,417.43,7.72
P01340,Product 1340,Toys,166.32,178.42
P01341,Product 1341,Clothing,106.93,32.99
P01342,Product 1342,Electronics,93.73,196.57
P01343,Product 1343,Sports,34.67,106.39
P01344,Product 1344,Books,463.84,127.39
P01345,Product 1345,Electronics,224.01,153.73
P01346,Product 1346,Beauty,312.26,95.81
P01347,Product 1347,Toys,49.26,18.39
P01348,Product 1348,Garden,438.69,191.53
P01349,Product 1349,Garden,12.46,16.99
P01350,Product 1350,Garden,341.16,82.25
P01351,Product 1351,Clothing,189.06,189.38
P01352,Product 1352,Books,455.12,101.73
P01353,Product 1353,Electronics,394.3,192.32
P01354,Product 1354,Beauty,199.81,71.32
P01355,Product 1355,Electronics,452.95,86.97
P01356,Product 1356,Garden,319.64,58.75
P01357,Product 1357,Books,144.99,95.77
P01358,Product 1358,Home,253.82,182.11
P01359,Product 1359,Toys,149.58,110.94
P01360,Product 1360,Garden,92.1,13.01
P01361,Product 1361,Books,245.3,27.1
P01362,Product 1362,Sports,401.8,66.73
P01363,Product 1363,Home,469.78,127.77
P01364,Product 1364,Clothing,221.74,172.3
P01365,Product 1365,Home,404.01,31.16
P01366,Product 1366,Toys,83.16,75.55
P01367,Product 1367,Beauty,280.0,146.94
P01368,Product 1368,Clothing,480.43,98.97
P01369,Product 1369,Clothing,367.56,159.86
P01370,Product 1370,Books,498.3,150.01
P01371,Product 1371,Electronics,95.35,5.94
P01372,Product 1372,Toys,438.19,23.07
P01373,Product 1373,Books,264.45,73.58
P01374,Product 1374,Toys,392.31,35.24
P01375,Product 1375,Electronics,311.05,31.32
P01376,Product 1376,Home,369.18,70.37
P01377,Product 1377,Beauty,325.4,15.07
P01378,Product 1378,Garden,285.56,55.75
P01379,Product 1379,Sports,37.18,17.09
P01380,Product 1380,Beauty,452.11,178.49
P01381,Product 1381,Electronics,316.23,162.61
P01382,Product 1382,Sports,198.32,22.52
P01383,Product 1383,Beauty,74.09,52.93
P01384,Product 1384,Sports,367.12,159.14
P01385,Product 1385,Garden,389.44,137.05
P01386,Product 1386,Clothing,221.76,111.16
P01387,Product 1387,Toys,317.91,34.93
P01388,Product 1388,Electronics,342.09,50.17
P01389,Product 1389,Home,262.39,49.13
P01390,Product 1390,Garden,154.66,147.3
P01391,Product 1391,Clothing,456.61,28.72
P01392,Product 1392,Beauty,404.3,46.7
P01393,Product 1393,Home,404.9,86.08
P01394,Product 1394,Electronics,42.59,174.99
P01395,Product 1395,Beauty,401.51,40.01
P01396,Product 1396,Beauty,140.3,107.98
P01397,Product 1397,Home,176.48,3.01
P01398,Product 1398,Garden,402.89,141.51
P01399,Product 1399,Sports,350.17,187.99
P01400,Product 1400,Clothing,475.86,82.75
P01401,Product 1401,Home,404.6,70.66
P01402,Product 1402,Electronics,480.04,55.1
P01403,Product 1403,Garden,135.12,31.46
P01404,Product 1404,Toys,103.67,56.86
P01405,Product 1405,Beauty,340.95,184.06
P01406,Product 1406,Toys,97.92,154.2
P01407,Product 1407,Beauty,9.8,181.97
P01408,Product 1408,Sports,478.75,2.39
P01409,Product 1409,Books,98.93,185.37
P01410,Product 1410,Books,344.3,51.74
P01411,Product 1411,Beauty,406.04,62.29
P01412,Product 1412,Books,162.6,35.15
P01413,Product 1413,Garden,97.34,138.0
P01414,Product 1414,Home,70.17,143.53
P01415,Product 1415,Electronics,52.26,104.64
P01416,Product 1416,Beauty,141.12,138.25
P01417,Product 1417,Garden,77.81,180.54
P01418,Product 1418,Books,432.54,124.27
P01419,Product 1419,Garden,52.37,80.04
P01420,Product 1420,Sports,31.28,76.08
P01421,Product 1421,Home,280.4,156.22
P01422,Product 1422,Sports,417.22,13.4
P01423,Product 1423,Beauty,380.69,9.22
P01424,Product 1424,Clothing,372.53,183.38
P01425,Product 1425,Electronics,139.99,6.16
P01426,Product 1426,Beauty,382.71,113.3
P01427,Product 1427,Electronics,54.95,99.75
P01428,Product 1428,Clothing,242.72,7.47
P01429,Product 1429,Home,88.19,21.1
P01430,Product 1430,Beauty,207.71,156.98
P01431,Product 1431,Clothing,416.62,85.55
P01432,Product 1432,Garden,95.91,60.82
P01433,Product 1433,Sports,334.81,109.94
P01434,Product 1434,Sports,120.0,36.29
P01435,Product 1435,Home,345.81,133.78
P01436,Product 1436,Toys,474.23,173.0
P01437,Product 1437,Sports,12.05,172.13
P01438,Product 1438,Toys,109.03,78.26
P01439,Product 1439,Electronics,141.27,147.36
P01440,Product 1440,Toys,95.05,182.91
P01441,Product 1441,Toys,51.02,180.2
P01442,Product 1442,Books,278.25,84.03
P01443,Product 1443,Beauty,309.83,198.88
P01444,Product 1444,Garden,353.69,94.29
P01445,Product 1445,Home,492.39,135.33
P01446,Product 1446,Sports,133.06,81.0
P01447,Product 1447,Beauty,362.96,195.61
P01448,Product 1448,Sports,119.48,166.61
P01449,Product 1449,Books,328.4,176.54
P01450,Product 1450,Books,364.21,140.23
P01451,Product 1451,Toys,45.72,90.68
P01452,Product 1452,Home,266.97,156.92
P01453,Product 1453,Books,350.48,26.74
P01454,Product 1454,Books,14.78,95.28
P01455,Product 1455,Beauty,348.97,84.52
P01456,Product 1456,Toys,272.62,105.52
P01457,Product 1457,Home,387.81,15.81
P01458,Product 1458,Beauty,369.59,140.71
P01459,Product 1459,Home,241.25,173.27
P01460,Product 1460,Sports,135.17,90.09
P01461,Product 1461,Clothing,153.65,79.8
P01462,Product 1462,Books,8.91,116.5
P01463,Product 1463,Home,435.51,47.81
P01464,Product 1464,Books,410.63,169.4
P01465,Product 1465,Beauty,413.09,140.95
P01466,Product 1466,Sports,247.91,84.09
P01467,Product 1467,Garden,476.12,121.03
P01468,Product 1468,Electronics,127.11,117.99
P01469,Product 1469,Toys,169.63,73.56
P01470,Product 1470,Books,327.11,132.97
P01471,Product 1471,Garden,141.08,139.67
P01472,Product 1472,Electronics,31.38,181.28
P01473,Product 1473,Books,94.97,95.95
P01474,Product 1474,Sports,302.72,8.88
P01475,Product 1475,Sports,168.17,158.58
P01476,Product 1476,Garden,169.52,60.75
P01477,Product 1477,Home,310.71,34.22
P01478,Product 1478,Beauty,256.38,9.32
P01479,Product 1479,Clothing,189.03,7.14
P01480,Product 1480,Sports,113.71,159.8
P01481,Product 1481,Clothing,346.39,104.56
P01482,Product 1482,Books,242.55,36.3
P01483,Product 1483,Garden,467.74,68.65
P01484,Product 1484,Electronics,299.85,54.8
P01485,Product 1485,Books,373.81,31.87
P01486,Product 1486,Toys,14.93,154.35
P01487,Product 1487,Toys,390.38,19.38
P01488,Product 1488,Books,124.41,195.3
P01489,Product 1489,Clothing,410.06,126.74
P01490,Product 1490,Electronics,447.87,167.86
P01491,Product 1491,Electronics,342.01,40.81
P01492,Product 1492,Sports,248.62,185.5
P01493,Product 1493,Garden,100.53,102.96
P01494,Product 1494,Sports,340.48,179.56
P01495,Product 1495,Electronics,305.64,41.55
P01496,Product 1496,Toys,301.82,15.15
P01497,Product 1497,Home,261.97,55.27
P01498,Product 1498,Books,187.44,67.78
P01499,Product 1499,Home,70.79,133.55
P01500,Product 1500,Clothing,41.04,190.91
P01501,Product 1501,Beauty,169.38,13.02
P01502,Product 1502,Toys,243.41,33.27
P01503,Product 1503,Home,66.54,48.14
P01504,Product 1504,Books,497.6,119.2
P01505,Product 1505,Books,471.2,19.43
P01506,Product 1506,Sports,13.24,97.86
P01507,Product 1507,Beauty,450.66,142.29
P01508,Product 1508,Books,472.6,165.26
P01509,Product 1509,Garden,38.64,148.9
P01510,Product 1510,Sports,235.53,117.08
P01511,Product 1511,Sports,494.29,44.51
P01512,Product 1512,Toys,151.29,72.25
P01513,Product 1513,Garden,436.91,137.01
P01514,Product 1514,Sports,421.04,12.44
P01515,Product 1515,Toys,230.2,8.54
P01516,Product 1516,Electronics,374.74,22.57
P01517,Product 1517,Garden,422.94,83.79
P01518,Product 1518,Toys,243.66,175.03
P01519,Product 1519,Electronics,16.38,70.73
P01520,Product 1520,Electronics,38.45,179.33
P01521,Product 1521,Toys,190.86,84.6
P01522,Product 1522,Clothing,21.06,138.37
P01523,Product 1523,Home,82.58,111.47
P01524,Product 1524,Garden,181.2,23.65
P01525,Product 1525,Sports,35.32,141.02
P01526,Product 1526,Garden,155.44,68.49
P01527,Product 1527,Beauty,82.74,8.93
P01528,Product 1528,Home,421.87,11.14
P01529,Product 1529,Books,46.11,112.4
P01530,Product 1530,Garden,464.08,197.28
P01531,Product 1531,Books,22.27,65.19
P01532,Product 1532,Electronics,43.89,159.89
P01533,Product 1533,Clothing,427.44,118.44
P01534,Product 1534,Garden,418.84,186.17
P01535,Product 1535,Clothing,69.42,129.53
P01536,Product 1536,Beauty,116.44,87.59
P01537,Product 1537,Beauty,271.87,152.2
P01538,Product 1538,Toys,202.02,105.89
P01539,Product 1539,Home,96.2,193.5
P01540,Product 1540,Electronics,60.72,109.34
P01541,Product 1541,Clothing,427.13,91.05
P01542,Product 1542,Electronics,470.99,21.59
P01543,Product 1543,Sports,275.14,197.63
P01544,Product 1544,Home,334.98,143.4
P01545,Product 1545,Sports,177.23,36.36
P01546,Product 1546,Toys,335.14,180.39
P01547,Product 1547,Books,471.75,92.31
P01548,Product 1548,Garden,356.82,125.18
P01549,Product 1549,Clothing,334.29,98.47
P01550,Product 1550,Electronics,378.78,73.57
P01551,Product 1551,Beauty,365.53,81.9
P01552,Product 1552,Garden,280.49,23.56
P01553,Product 1553,Electronics,154.62,162.62
P01554,Product 1554,Sports,56.58,113.26
P01555,Product 1555,Electronics,227.33,3.59
P01556,Product 1556,Electronics,375.95,29.85
P01557,Product 1557,Home,455.81,85.96
P01558,Product 1558,Books,49.5,120.92
P01559,Product 1559,Toys,86.09,132.94
P01560,Product 1560,Garden,130.54,78.69
P01561,Product 1561,Beauty,119.37,170.46
P01562,Product 1562,Clothing,457.29,158.58
P01563,Product 1563,Beauty,273.5,32.87
P01564,Product 1564,Toys,339.93,175.57
P01565,Product 1565,Electronics,61.09,34.21
P01566,Product 1566,Beauty,5.84,109.15
P01567,Product 1567,Electronics,477.94,134.76
P01568,Product 1568,Books,234.84,149.02
P01569,Product 1569,Garden,32.24,186.06
P01570,Product 1570,Sports,228.94,27.17
P01571,Product 1571,Toys,338.19,79.13
P01572,Product 1572,Garden,334.97,92.86
P01573,Product 1573,Clothing,169.93,31.23
P01574,Product 1574,Beauty,334.3,37.33
P01575,Product 1575,Beauty,117.9,99.37
P01576,Product 1576,Books,102.98,182.64
P01577,Product 1577,Beauty,255.78,181.16
P01578,Product 1578,Books,325.84,117.89
P01579,Product 1579,Sports,66.38,40.04
P01580,Product 1580,Beauty,353.32,152.82
P01581,Product 1581,Beauty,236.13,74.27
P01582,Product 1582,Books,175.7,138.53
P01583,Product 1583,Electronics,447.22,199.28
P01584,Product 1584,Books,13.9,3.24
P01585,Product 1585,Sports,71.66,42.85
P01586,Product 1586,Home,279.95,131.13
P01587,Product 1587,Home,31.62,107.3
P01588,Product 1588,Beauty,317.72,117.12
P01589,Product 1589,Clothing,379.78,22.3
P01590,Product 1590,Toys,333.07,71.03
P01591,Product 1591,Home,326.48,192.49
P01592,Product 1592,Books,497.33,152.4
P01593,Product 1593,Clothing,340.94,123.62
P01594,Product 1594,Garden,118.38,26.39
P01595,Product 1595,Garden,140.24,107.1
P01596,Product 1596,Electronics,465.25,78.92
P01597,Product 1597,Toys,272.56,99.2
P01598,Product 1598,Toys,459.36,188.24
P01599,Product 1599,Beauty,247.58,195.32
P01600,Product 1600,Home,465.41,157.5
P01601,Product 1601,Clothing,70.99,138.02
P01602,Product 1602,Beauty,374.69,57.1
P01603,Product 1603,Home,281.78,135.65
P01604,Product 1604,Clothing,426.84,46.22
P01605,Product 1605,Clothing,310.35,146.32
P01606,Product 1606,Sports,66.81,47.45
P01607,Product 1607,Garden,287.48,48.11
P01608,Product 1608,Sports,401.28,171.25
P01609,Product 1609,Books,312.61,127.9
P01610,Product 1610,Garden,149.9,138.51
P01611,Product 1611,Home,405.87,113.93
P01612,Product 1612,Sports,217.91,56.16
P01613,Product 1613,Home,288.98,64.39
P01614,Product 1614,Toys,398.75,110.86
P01615,Product 1615,Books,262.53,9.53
P01616,Product 1616,Garden,174.83,93.57
P01617,Product 1617,Beauty,325.04,151.2
P01618,Product 1618,Electronics,139.19,90.44
P01619,Product 1619,Electronics,100.96,183.46
P01620,Product 1620,Toys,365.86,81.44
P01621,Product 1621,Toys,412.92,102.56
P01622,Product 1622,Sports,337.65,96.26
P01623,Product 1623,Garden,498.85,123.45
P01624,Product 1624,Sports,340.35,6.32
P01625,Product 1625,Clothing,177.05,24.18
P01626,Product 1626,Toys,342.03,164.83
P01627,Product 1627,Books,23.9,142.44
P01628,Product 1628,Sports,173.39,70.06
P01629,Product 1629,Clothing,24.4,174.62
P01630,Product 1630,Garden,381.59,19.01
P01631,Product 1631,Toys,74.16,96.7
P01632,Product 1632,Electronics,484.28,35.06
P01633,Product 1633,Home,241.48,33.51
P01634,Product 1634,Toys,373.63,132.57
P01635,Product 1635,Books,313.8,163.86
P01636,Product 1636,Garden,335.97,148.24
P01637,Product 1637,Home,181.91,72.19
P01638,Product 1638,Books,463.51,32.43
P01639,Product 1639,Clothing,400.45,165.62
P01640,Product 1640,Garden,122.82,10.06
P01641,Product 1641,Garden,289.46,53.53
P01642,Product 1642,Electronics,138.97,197.48
P01643,Product 1643,Home,36.9,53.93
P01644,Product 1644,Clothing,109.29,57.57
P01645,Product 1645,Clothing,350.11,43.52
P01646,Product 1646,Clothing,492.71,188.95
P01647,Product 1647,Clothing,153.72,109.42
P01648,Product 1648,Books,427.4,88.82
P01649,Product 1649,Clothing,77.02,169.46
P01650,Product 1650,Toys,153.51,71.3
P01651,Product 1651,Home,281.02,182.03
P01652,Product 1652,Garden,427.92,165.14
P01653,Product 1653,Garden,110.66,121.4
P01654,Product 1654,Toys,56.94,76.48
P01655,Product 1655,Clothing,435.92,194.75
P01656,Product 1656,Home,232.4,160.26
P01657,Product 1657,Toys,302.67,65.46
P01658,Product 1658,Clothing,29.86,30.87
P01659,Product 1659,Home,481.01,6.35
P01660,Product 1660,Home,385.35,174.3
P01661,Product 1661,Books,276.45,92.7
P01662,Product 1662,Beauty,117.2,45.99
P01663,Product 1663,Home,274.11,134.27
P01664,Product 1664,Sports,447.64,177.11
P01665,Product 1665,Toys,261.33,22.08
P01666,Product 1666,Toys,355.3,110.06
P01667,Product 1667,Books,245.92,128.07
P01668,Product 1668,Electronics,118.94,106.73
P01669,Product 1669,Beauty,372.47,163.08
P01670,Product 1670,Garden,410.8,13.41
P01671,Product 1671,Toys,222.58,109.93
P01672,Product 1672,Garden,349.13,55.04
P01673,Product 1673,Garden,113.66,171.43
P01674,Product 1674,Toys,49.3,7.79
P01675,Product 1675,Garden,362.73,71.44
P01676,Product 1676,Garden,128.66,125.32
P01677,Product 1677,Garden,287.38,42.75
P01678,Product 1678,Clothing,196.88,16.41
P01679,Product 1679,Sports,112.67,119.47
P01680,Product 1680,Toys,15.73,88.28
P01681,Product 1681,Beauty,140.48,127.21
P01682,Product 1682,Books,188.15,109.55
P01683,Product 1683,Home,52.8,107.37
P01684,Product 1684,Home,388.25,92.91
P01685,Product 1685,Books,235.74,39.85
P01686,Product 1686,Books,210.88,22.43
P01687,Product 1687,Clothing,9.27,102.09
P01688,Product 1688,Toys,349.91,108.08
P01689,Product 1689,Clothing,305.76,166.86
P01690,Product 1690,Garden,189.08,69.47
P01691,Product 1691,Books,247.38,44.18
P01692,Product 1692,Electronics,142.87,130.55
P01693,Product 1693,Home,260.05,144.02
P01694,Product 1694,Home,217.17,70.51
P01695,Product 1695,Home,113.69,108.27
P01696,Product 1696,Books,116.97,183.7
P01697,Product 1697,Home,318.24,66.15
P01698,Product 1698,Sports,109.2,109.13
P01699,Product 1699,Sports,92.99,168.94
P01700,Product 1700,Electronics,190.08,111.29
P01701,Product 1701,Home,462.08,174.18
P01702,Product 1702,Toys,371.61,162.6
P01703,Product 1703,Home,220.06,37.26
P01704,Product 1704,Home,441.54,92.44
P01705,Product 1705,Toys,66.44,106.23
P01706,Product 1706,Clothing,123.28,63.6
P01707,Product 1707,Home,8.36,75.07
P01708,Product 1708,Home,368.61,188.6
P01709,Product 1709,Sports,211.65,151.52
P01710,Product 1710,Garden,245.42,106.44
P01711,Product 1711,Home,9.93,194.08
P01712,Product 1712,Garden,144.79,19.76
P01713,Product 1713,Home,188.75,144.82
P01714,Product 1714,Home,390.2,182.76
P01715,Product 1715,Garden,256.54,89.13
P01716,Product 1716,Toys,70.41,136.98
P01717,Product 1717,Garden,181.44,165.36
P01718,Product 1718,Toys,224.86,8.34
P01719,Product 1719,Electronics,51.4,15.74
P01720,Product 1720,Beauty,44.21,157.48
P01721,Product 1721,Books,126.57,28.39
P01722,Product 1722,Beauty,33.64,62.4
P01723,Product 1723,Sports,206.65,166.57
P01724,Product 1724,Electronics,412.15,48.86
P01725,Product 1725,Clothing,382.11,58.67
P01726,Product 1726,Beauty,244.45,118.29
P01727,Product 1727,Home,217.72,118.97
P01728,Product 1728,Sports,318.78,163.33
P01729,Product 1729,Sports,468.57,54.79
P01730,Product 1730,Clothing,268.41,98.03
P01731,Product 1731,Clothing,64.65,154.41
P01732,Product 1732,Beauty,386.17,91.03
P01733,Product 1733,Toys,365.31,160.89
P01734,Product 1734,Books,52.22,57.41
P01735,Product 1735,Beauty,156.91,112.58
P01736,Product 1736,Sports,444.27,27.13
P01737,Product 1737,Sports,301.02,156.61
P01738,Product 1738,Home,360.83,103.95
P01739,Product 1739,Sports,323.0,134.19
P01740,Product 1740,Toys,341.61,95.2
P01741,Product 1741,Books,28.82,87.89
P01742,Product 1742,Beauty,408.81,60.72
P01743,Product 1743,Toys,394.23,40.48
P01744,Product 1744,Garden,184.63,111.08
P01745,Product 1745,Sports,94.78,153.47
P01746,Product 1746,Toys,35.21,114.55
P01747,Product 1747,Clothing,87.73,26.23
P01748,Product 1748,Garden,409.83,102.39
P01749,Product 1749,Garden,330.11,183.53
P01750,Product 1750,Clothing,32.34,169.91
P01751,Product 1751,Toys,162.37,160.13
P01752,Product 1752,Electronics,307.55,33.18
P01753,Product 1753,Beauty,380.1,116.6
P01754,Product 1754,Garden,160.31,192.25
P01755,Product 1755,Garden,444.27,173.51
P01756,Product 1756,Toys,179.03,56.88
P01757,Product 1757,Clothing,344.38,29.52
P01758,Product 1758,Electronics,303.88,147.06
P01759,Product 1759,Books,229.56,72.38
P01760,Product 1760,Garden,367.15,29.16
P01761,Product 1761,Sports,263.53,63.96
P01762,Product 1762,Garden,363.04,74.15
P01763,Product 1763,Beauty,146.52,157.88
P01764,Product 1764,Sports,140.23,29.15
P01765,Product 1765,Books,23.91,97.67
P01766,Product 1766,Toys,175.38,161.06
P01767,Product 1767,Clothing,470.61,40.41
P01768,Product 1768,Books,454.55,127.21
P01769,Product 1769,Home,267.25,73.58
P01770,Product 1770,Home,89.3,54.92
P01771,Product 1771,Clothing,248.13,37.04
P01772,Product 1772,Home,412.64,94.6
P01773,Product 1773,Toys,134.96,189.76
P01774,Product 1774,Garden,163.16,112.75
P01775,Product 1775,Beauty,131.26,109.17
P01776,Product 1776,Clothing,263.52,138.51
P01777,Product 1777,Garden,391.07,20.86
P01778,Product 1778,Home,399.5,90.3
P01779,Product 1779,Toys,490.4,122.29
P01780,Product 1780,Clothing,111.24,55.37
P01781,Product 1781,Sports,182.98,95.43
P01782,Product 1782,Clothing,381.96,53.11
P01783,Product 1783,Garden,252.55,90.24
P01784,Product 1784,Books,393.42,58.0
P01785,Product 1785,Beauty,362.1,6.02
P01786,Product 1786,Toys,173.46,73.67
P01787,Product 1787,Beauty,387.49,58.03
P01788,Product 1788,Sports,45.81,145.86
P01789,Product 1789,Books,88.6,169.36
P01790,Product 1790,Sports,269.65,28.8
P01791,Product 1791,Home,267.06,142.45
P01792,Product 1792,Toys,150.15,34.87
P01793,Product 1793,Sports,251.02,26.57
P01794,Product 1794,Sports,77.21,6.96
P01795,Product 1795,Clothing,204.96,79.88
P01796,Product 1796,Beauty,175.01,186.23
P01797,Product 1797,Garden,397.88,38.17
P01798,Product 1798,Beauty,392.01,126.37
P01799,Product 1799,Sports,18.96,45.49
P01800,Product 1800,Clothing,473.2,25.03
P01801,Product 1801,Home,425.75,168.48
P01802,Product 1802,Beauty,28.72,163.68
P01803,Product 1803,Beauty,115.66,169.26
P01804,Product 1804,Clothing,461.07,8.94
P01805,Product 1805,Electronics,17.42,56.78
P01806,Product 1806,Home,168.5,76.12
P01807,Product 1807,Beauty,408.4,147.36
P01808,Product 1808,Clothing,106.56,154.86
P01809,Product 1809,Home,383.01,146.57
P01810,Product 1810,Beauty,291.45,33.01
P01811,Product 1811,Clothing,285.91,130.25
P01812,Product 1812,Sports,264.06,42.83
P01813,Product 1813,Beauty,274.71,135.35
P01814,Product 1814,Toys,5.13,170.1
P01815,Product 1815,Books,12.79,69.81
P01816,Product 1816,Home,209.9,20.11
P01817,Product 1817,Books,474.11,170.56
P01818,Product 1818,Clothing,25.66,98.55
P01819,Product 1819,Toys,445.03,106.06
P01820,Product 1820,Beauty,420.34,11.9
P01821,Product 1821,Sports,58.91,92.1
P01822,Product 1822,Garden,356.39,116.74
P01823,Product 1823,Home,473.92,52.39
P01824,Product 1824,Beauty,163.54,13.5
P01825,Product 1825,Toys,141.41,169.18
P01826,Product 1826,Home,105.59,163.02
P01827,Product 1827,Toys,371.64,69.9
P01828,Product 1828,Home,359.22,55.76
P01829,Product 1829,Garden,160.49,114.83
P01830,Product 1830,Clothing,315.87,3.46
P01831,Product 1831,Sports,377.8,75.1
P01832,Product 1832,Sports,312.31,74.94
P01833,Product 1833,Home,238.3,146.4
P01834,Product 1834,Beauty,48.27,93.47
P01835,Product 1835,Sports,411.02,2.73
P01836,Product 1836,Home,207.22,198.06
P01837,Product 1837,Beauty,488.63,190.49
P01838,Product 1838,Books,416.65,181.65
P01839,Product 1839,Books,124.72,60.12
P01840,Product 1840,Sports,120.82,193.96
P01841,Product 1841,Electronics,300.51,57.22
P01842,Product 1842,Books,43.16,187.06
P01843,Product 1843,Garden,366.07,92.92
P01844,Product 1844,Clothing,215.16,64.57
P01845,Product 1845,Books,366.74,159.06
P01846,Product 1846,Toys,83.54,124.38
P01847,Product 1847,Clothing,398.51,169.17
P01848,Product 1848,Home,238.41,31.47
P01849,Product 1849,Books,23.18,52.93
P01850,Product 1850,Sports,145.23,156.65
P01851,Product 1851,Sports,83.63,192.23
P01852,Product 1852,Sports,113.83,100.75
P01853,Product 1853,Sports,473.31,132.94
P01854,Product 1854,Home,146.88,118.05
P01855,Product 1855,Books,497.01,73.21
P01856,Product 1856,Books,89.32,121.79
P01857,Product 1857,Electronics,294.73,72.46
P01858,Product 1858,Sports,75.31,24.21
P01859,Product 1859,Electronics,294.15,133.08
P01860,Product 1860,Garden,32.62,94.17
P01861,Product 1861,Garden,310.71,77.22
P01862,Product 1862,Toys,454.76,16.39
P01863,Product 1863,Sports,19.34,2.29
P01864,Product 1864,Beauty,93.28,118.11
P01865,Product 1865,Toys,62.07,61.42
P01866,Product 1866,Electronics,40.5,182.61
P01867,Product 1867,Home,388.86,178.84
P01868,Product 1868,Electronics,374.93,151.71
P01869,Product 1869,Clothing,173.28,155.74
P01870,Product 1870,Home,95.26,176.1
P01871,Product 1871,Beauty,490.25,49.64
P01872,Product 1872,Beauty,228.74,47.56
P01873,Product 1873,Garden,135.74,29.9
P01874,Product 1874,Garden,336.0,111.69
P01875,Product 1875,Clothing,441.44,84.91
P01876,Product 1876,Garden,84.34,135.53
P01877,Product 1877,Toys,49.19,186.56
P01878,Product 1878,Books,44.42,157.43
P01879,Product 1879,Beauty,468.61,111.77
P01880,Product 1880,Electronics,202.48,15.03
P01881,Product 1881,Home,124.23,129.02
P01882,Product 1882,Beauty,343.66,91.23
P01883,Product 1883,Sports,72.18,192.04
P01884,Product 1884,Toys,302.1,184.88
P01885,Product 1885,Home,147.62,85.4
P01886,Product 1886,Electronics,261.85,129.36
P01887,Product 1887,Home,493.53,40.74
P01888,Product 1888,Garden,480.98,156.19
P01889,Product 1889,Garden,358.31,28.93
P01890,Product 1890,Beauty,292.98,34.57
P01891,Product 1891,Home,312.64,14.83
P01892,Product 1892,Sports,493.46,154.36
P01893,Product 1893,Toys,155.12,95.87
P01894,Product 1894,Books,254.87,199.03
P01895,Product 1895,Sports,236.54,162.34
P01896,Product 1896,Books,52.47,172.44
P01897,Product 1897,Sports,427.25,191.33
P01898,Product 1898,Sports,26.59,136.91
P01899,Product 1899,Garden,219.8,181.6
P01900,Product 1900,Home,320.56,86.69
P01901,Product 1901,Books,95.65,79.89
P01902,Product 1902,Home,414.75,169.73
P01903,Product 1903,Garden,258.58,182.49
P01904,Product 1904,Clothing,141.06,101.78
P01905,Product 1905,Beauty,163.4,103.55
P01906,Product 1906,Beauty,464.41,197.43
P01907,Product 1907,Beauty,188.03,139.39
P01908,Product 1908,Sports,116.76,165.19
P01909,Product 1909,Clothing,26.48,149.79
P01910,Product 1910,Beauty,86.25,98.65
P01911,Product 1911,Sports,221.69,6.4
P01912,Product 1912,Toys,216.76,163.28
P01913,Product 1913,Toys,166.05,77.24
P01914,Product 1914,Books,492.07,184.11
P01915,Product 1915,Electronics,176.44,188.73
P01916,Product 1916,Sports,367.88,187.94
P01917,Product 1917,Clothing,293.68,163.78
P01918,Product 1918,Garden,454.42,192.23
P01919,Product 1919,Books,31.84,80.56
P01920,Product 1920,Electronics,445.77,164.58
P01921,Product 1921,Beauty,337.46,59.82
P01922,Product 1922,Home,397.99,107.93
P01923,Product 1923,Sports,488.18,53.1
P01924,Product 1924,Toys,286.21,53.17
P01925,Product 1925,Beauty,489.32,74.68
P01926,Product 1926,Electronics,57.32,194.84
P01927,Product 1927,Beauty,90.06,76.52
P01928,Product 1928,Toys,62.1,65.93
P01929,Product 1929,Toys,135.33,89.54
P01930,Product 1930,Home,193.44,33.56
P01931,Product 1931,Home,321.12,149.63
P01932,Product 1932,Electronics,34.77,144.26
P01933,Product 1933,Home,444.48,98.37
P01934,Product 1934,Clothing,197.53,159.74
P01935,Product 1935,Sports,211.8,74.03
P01936,Product 1936,Toys,326.58,185.33
P01937,Product 1937,Sports,271.26,177.89
P01938,Product 1938,Toys,68.88,39.99
P01939,Product 1939,Garden,239.63,100.0
P01940,Product 1940,Sports,48.42,198.83
P01941,Product 1941,Books,217.08,21.66
