order_id,customer_id,order_date,status,channel
O0098972,C022271,2023-02-12,completed,Web
O0098973,C003850,2023-03-21,refunded,Partner
O0098974,C013532,2024-05-11,completed,Store
O0098975,C036724,2023-01-15,completed,Partner
O0098976,C016459,2024-10-24,refunded,Partner
O0098977,C047814,2023-12-23,completed,Mobile
O0098978,C004546,2024-04-29,completed,Store
O0098979,C024334,2024-04-25,completed,Partner
O0098980,C047195,2024-04-09,completed,Mobile
O0098981,C034550,2023-04-09,refunded,Partner
O0098982,C035707,2024-07-28,completed,Web
O0098983,C011045,2024-09-21,completed,Mobile
O0098984,C000875,2024-03-14,completed,Web
O0098985,C008153,2024-08-07,pending,Store
O0098986,C027467,2024-02-18,completed,Partner
O0098987,C006630,2024-02-10,completed,Mobile
O0098988,C006453,2024-06-25,completed,Web
O0098989,C002214,2024-02-27,completed,Mobile
O0098990,C000548,2024-10-03,completed,Web
O0098991,C045901,2024-01-24,completed,Mobile
O0098992,C021370,2024-03-20,completed,Mobile
O0098993,C003101,2023-12-30,completed,Web
O0098994,C025025,2023-02-10,completed,Partner
O0098995,C021440,2023-05-19,pending,Mobile
O0098996,C032306,2024-11-09,completed,Web
O0098997,C025302,2023-06-23,refunded,Store
O0098998,C039267,2023-12-10,refunded,Partner
O0098999,C030328,2023-07-15,completed,Web
O0099000,C001921,2024-09-14,completed,Web
O0099001,C003089,2023-11-17,pending,Web
O0099002,C029981,2024-09-15,completed,Partner
O0099003,C032256,2024-06-14,completed,Web
O0099004,C005928,2024-04-08,pending,Mobile
O0099005,C044120,2024-08-31,completed,Web
O0099006,C006777,2024-01-08,completed,Web
O0099007,C032404,2023-11-25,completed,Store
O0099008,C007498,2024-02-14,refunded,Partner
O0099009,C007154,2023-11-14,completed,Mobile
O0099010,C040867,2023-01-02,pending,Web
O0099011,C013300,2024-06-28,refunded,Partner
O0099012,C021747,2023-06-06,completed,Web
O0099013,C035375,2023-01-24,completed,Web
O0099014,C003097,2024-05-05,completed,Store
O0099015,C015718,2023-07-12,completed,Web
O0099016,C001632,2023-05-21,completed,Mobile
O0099017,C042393,2023-05-19,completed,Store
O0099018,C016385,2024-04-27,pending,Web
O0099019,C038369,2024-02-23,pending,Partner
O0099020,C012626,2023-12-18,completed,Store
O0099021,C002150,2023-05-03,completed,Web
O0099022,C035851,2024-06-12,completed,Web
O0099023,C026084,2024-08-09,refunded,Mobile
O0099024,C048966,2024-07-28,completed,Mobile
O0099025,C016843,2024-07-17,completed,Store
O0099026,C043494,2023-02-15,pending,Store
O0099027,C015766,2023-12-25,completed,Partner
O0099028,C010610,2024-10-30,completed,Partner
O0099029,C015929,2023-10-11,completed,Partner
O0099030,C032947,2024-02-23,pending,Partner
O0099031,C023379,2024-09-02,completed,Web
O0099032,C008530,2023-03-14,pending,Partner
O0099033,C012280,2023-08-30,completed,Store
O0099034,C042890,2023-07-09,completed,Mobile
O0099035,C019883,2023-06-28,completed,Web
O0099036,C011530,2023-06-06,refunded,Web
O0099037,C018435,2023-01-03,completed,Web
O0099038,C048117,2023-12-08,completed,Partner
O0099039,C004471,2024-03-02,completed,Store
O0099040,C048877,2023-07-06,refunded,Partner
O0099041,C017233,2023-08-10,completed,Web
O0099042,C024205,2023-08-07,pending,Mobile
O0099043,C011467,2024-01-12,completed,Partner
O0099044,C035287,2024-04-08,completed,Web
O0099045,C048892,2023-02-08,completed,Partner
O0099046,C033625,2023-11-09,completed,Store
O0099047,C007210,2024-03-19,pending,Mobile
O0099048,C036635,2024-11-09,completed,Mobile
O0099049,C041108,2023-07-23,completed,Web
O0099050,C031365,2024-02-28,completed,Mobile
O0099051,C001314,2024-09-19,completed,Web
O0099052,C026553,2023-06-13,completed,Mobile
O0099053,C002152,2024-09-27,completed,Mobile
O0099054,C012534,2023-08-12,refunded,Mobile
O0099055,C030380,2024-09-21,completed,Store
O0099056,C019003,2023-02-17,pending,Web
O0099057,C046936,2024-10-22,completed,Mobile
O0099058,C006560,2024-03-25,refunded,Mobile
O0099059,C035390,2024-03-16,completed,Mobile
O0099060,C031644,2023-05-19,completed,Store
O0099061,C024769,2024-08-27,completed,Web
O0099062,C041487,2024-01-04,pending,Store
O0099063,C048990,2023-12-27,completed,Mobile
O0099064,C040190,2024-05-17,refunded,Partner
O0099065,C007984,2023-08-02,completed,Store
O0099066,C044708,2023-10-20,pending,Partner
O0099067,C046754,2024-01-15,refunded,Partner
O0099068,C019022,2023-11-28,refunded,Store
O0099069,C012184,2023-12-07,completed,Store
O0099070,C037372,2024-04-28,refunded,Mobile
O0099071,C004595,2023-03-30,pending,Store
O0099072,C034700,2023-08-28,completed,Partner
O0099073,C010873,2024-02-10,completed,Mobile
O0099074,C012278,2023-11-14,completed,Mobile
O0099075,C021033,2023-12-06,completed,Web
O0099076,C006210,2024-01-12,completed,Mobile
O0099077,C026751,2024-06-04,pending,Web
O0099078,C036641,2023-09-10,completed,Web
O0099079,C041334,2023-04-22,completed,Partner
O0099080,C012477,2024-02-28,completed,Mobile
O0099081,C011042,2023-05-29,pending,Partner
O0099082,C029233,2024-01-28,completed,Web
O0099083,C042431,2023-07-22,refunded,Web
O0099084,C045514,2024-09-15,pending,Partner
O0099085,C009851,2023-09-26,pending,Mobile
O0099086,C024725,2023-12-02,completed,Web
O0099087,C032587,2024-03-31,pending,Mobile
O0099088,C036172,2024-02-21,refunded,Mobile
O0099089,C006411,2023-02-23,completed,Store
O0099090,C008787,2024-05-21,completed,Partner
O0099091,C023885,2024-01-14,completed,Partner
O0099092,C013443,2023-04-11,completed,Mobile
O0099093,C021321,2023-12-28,completed,Partner
O0099094,C028099,2024-09-05,completed,Web
O0099095,C018909,2024-10-26,completed,Mobile
O0099096,C040430,2023-11-21,refunded,Web
O0099097,C001622,2024-08-11,completed,Web
O0099098,C028026,2024-04-14,refunded,Mobile
O0099099,C047655,2024-04-20,pending,Web
O0099100,C022387,2024-03-11,completed,Partner
O0099101,C047603,2023-01-18,refunded,Partner
O0099102,C038295,2023-03-23,refunded,Mobile
O0099103,C043416,2024-01-08,completed,Partner
O0099104,C031684,2023-06-09,completed,Mobile
O0099105,C000296,2023-01-27,pending,Partner
O0099106,C015539,2024-02-22,completed,Web
O0099107,C013804,2023-04-28,pending,Web
O0099108,C022819,2024-05-07,pending,Web
O0099109,C023799,2023-06-26,completed,Store
O0099110,C026158,2023-01-24,refunded,Web
O0099111,C048305,2023-08-16,completed,Store
O0099112,C005521,2023-04-20,completed,Web
O0099113,C023500,2023-10-20,refunded,Mobile
O0099114,C001251,2023-03-23,refunded,Web
O0099115,C016272,2023-05-05,completed,Web
O0099116,C032098,2023-05-09,completed,Store
O0099117,C028105,2023-12-29,completed,Partner
O0099118,C034889,2024-03-10,refunded,Store
O0099119,C016457,2024-02-14,completed,Store
O0099120,C030878,2023-09-01,pending,Web
O0099121,C015763,2023-09-24,completed,Web
O0099122,C027730,2023-06-29,completed,Web
O0099123,C026176,2023-09-16,pending,Partner
O0099124,C032841,2023-08-19,completed,Web
O0099125,C049130,2023-06-18,refunded,Mobile
O0099126,C015447,2024-02-15,refunded,Mobile
O0099127,C042510,2023-03-02,completed,Web
O0099128,C026896,2024-07-08,pending,Web
O0099129,C027436,2024-06-04,completed,Mobile
O0099130,C032610,2023-10-28,completed,Store
O0099131,C037333,2024-05-11,completed,Partner
O0099132,C046254,2024-07-10,completed,Partner
O0099133,C040850,2024-04-10,completed,Partner
O0099134,C002604,2023-07-08,pending,Store
O0099135,C016246,2023-06-29,completed,Store
O0099136,C023452,2024-10-09,refunded,Partner
O0099137,C027436,2023-05-30,completed,Partner
O0099138,C040780,2024-06-13,refunded,Web
O0099139,C013924,2023-06-19,completed,Store
O0099140,C008891,2024-01-08,completed,Mobile
O0099141,C026364,2023-12-30,completed,Web
O0099142,C002968,2023-03-14,completed,Web
O0099143,C032137,2023-08-28,completed,Web
O0099144,C021809,2024-09-15,refunded,Partner
O0099145,C039278,2023-04-30,pending,Partner
O0099146,C042517,2023-05-21,completed,Store
O0099147,C018635,2023-02-21,pending,Partner
O0099148,C006783,2023-02-12,refunded,Store
O0099149,C004827,2024-10-08,completed,Mobile
O0099150,C000088,2024-07-02,pending,Mobile
O0099151,C020276,2024-03-21,completed,Store
O0099152,C020116,2023-10-03,refunded,Partner
O0099153,C011946,2023-07-27,completed,Partner
O0099154,C002355,2023-01-05,completed,Web
O0099155,C011486,2023-05-08,completed,Web
O0099156,C021463,2023-04-20,completed,Mobile
O0099157,C007159,2024-11-08,refunded,Mobile
O0099158,C016426,2023-10-17,completed,Mobile
O0099159,C012889,2024-11-09,completed,Mobile
O0099160,C039524,2024-08-26,completed,Store
O0099161,C009057,2023-12-19,completed,Mobile
O0099162,C001372,2023-12-23,completed,Partner
O0099163,C015171,2024-07-22,completed,Web
O0099164,C033181,2024-06-07,completed,Partner
O0099165,C032269,2023-12-12,completed,Store
O0099166,C042251,2023-07-17,completed,Partner
O0099167,C039060,2024-06-21,completed,Partner
O0099168,C021826,2024-07-19,pending,Mobile
O0099169,C002495,2024-10-28,completed,Mobile
O0099170,C037875,2023-09-21,refunded,Mobile
O0099171,C036854,2024-06-01,refunded,Web
O0099172,C037123,2024-06-10,completed,Mobile
O0099173,C026369,2023-07-22,completed,Mobile
O0099174,C000384,2024-03-28,completed,Store
O0099175,C009063,2024-04-26,completed,Store
O0099176,C037699,2023-04-16,pending,Store
O0099177,C025691,2023-12-06,completed,Store
O0099178,C009609,2023-05-08,completed,Store
O0099179,C003137,2024-02-22,refunded,Web
O0099180,C004734,2023-12-05,refunded,Web
O0099181,C040612,2024-08-26,refunded,Mobile
O0099182,C008568,2023-05-11,refunded,Partner
O0099183,C004552,2023-03-21,refunded,Partner
O0099184,C015727,2023-01-28,completed,Web
O0099185,C037975,2024-02-19,completed,Mobile
O0099186,C038439,2023-07-01,completed,Store
O0099187,C045456,2024-10-14,refunded,Store
O0099188,C014446,2023-03-14,refunded,Web
O0099189,C018603,2024-01-08,completed,Store
O0099190,C025610,2024-04-17,refunded,Web
O0099191,C046953,2024-11-02,completed,Store
O0099192,C012934,2024-07-21,completed,Mobile
O0099193,C043630,2023-07-05,refunded,Web
O0099194,C001678,2024-09-19,completed,Partner
O0099195,C038449,2023-09-14,completed,Mobile
O0099196,C023220,2023-05-25,pending,Mobile
O0099197,C020436,2023-09-02,completed,Web
O0099198,C022826,2024-05-12,completed,Web
O0099199,C031711,2024-09-20,completed,Mobile
O0099200,C000459,2024-01-16,completed,Store
O0099201,C024237,2023-03-03,completed,Web
O0099202,C015660,2024-10-20,completed,Store
O0099203,C040940,2024-11-28,completed,Store
O0099204,C008375,2024-04-26,pending,Mobile
O0099205,C032879,2023-10-15,completed,Partner
O0099206,C003479,2023-06-06,completed,Mobile
O0099207,C026227,2023-05-10,pending,Partner
O0099208,C036696,2023-03-18,refunded,Mobile
O0099209,C011790,2024-02-15,refunded,Web
O0099210,C023321,2023-06-08,completed,Web
O0099211,C028762,2024-02-06,completed,Mobile
O0099212,C013673,2023-03-07,refunded,Store
O0099213,C021876,2024-04-04,refunded,Store
O0099214,C025224,2024-07-05,pending,Partner
O0099215,C046181,2023-06-10,completed,Store
O0099216,C002969,2024-10-06,refunded,Partner
O0099217,C002571,2023-03-22,completed,Partner
O0099218,C041202,2024-07-07,pending,Store
O0099219,C003069,2023-03-26,completed,Mobile
O0099220,C046363,2024-07-11,refunded,Store
O0099221,C031202,2023-03-09,completed,Mobile
O0099222,C048429,2023-09-16,completed,Web
O0099223,C002069,2024-02-19,completed,Web
O0099224,C012175,2024-07-22,pending,Store
O0099225,C046422,2024-01-24,completed,Mobile
O0099226,C036335,2024-02-21,refunded,Store
O0099227,C007703,2024-05-22,completed,Partner
O0099228,C030872,2023-12-11,completed,Store
O0099229,C022255,2024-08-10,completed,Web
O0099230,C031161,2024-06-10,completed,Store
O0099231,C034001,2023-10-02,refunded,Mobile
O0099232,C030593,2023-10-14,completed,Mobile
O0099233,C008967,2024-01-09,completed,Store
O0099234,C012872,2024-03-26,completed,Web
O0099235,C035470,2023-01-08,completed,Mobile
O0099236,C018958,2024-10-19,completed,Web
O0099237,C038783,2023-03-27,completed,Mobile
O0099238,C037313,2024-10-08,refunded,Store
O0099239,C023032,2023-08-24,refunded,Partner
O0099240,C027602,2023-08-30,completed,Web
O0099241,C010160,2023-10-13,refunded,Partner
O0099242,C003245,2023-05-01,completed,Partner
O0099243,C019030,2023-12-30,completed,Mobile
O0099244,C026424,2024-02-08,completed,Web
O0099245,C028933,2024-05-18,completed,Mobile
O0099246,C030133,2023-02-20,completed,Mobile
O0099247,C023780,2024-09-08,completed,Mobile
O0099248,C037455,2023-10-19,pending,Mobile
O0099249,C043652,2024-04-22,completed,Store
O0099250,C003348,2024-02-05,pending,Web
O0099251,C025755,2023-10-02,pending,Mobile
O0099252,C009296,2023-12-02,pending,Web
O0099253,C000687,2024-01-11,completed,Store
O0099254,C014356,2024-10-14,completed,Partner
O0099255,C004530,2024-02-24,completed,Partner
O0099256,C015992,2024-03-10,completed,Store
O0099257,C011114,2024-09-21,refunded,Web
O0099258,C046943,2024-03-21,completed,Partner
O0099259,C020589,2023-04-27,refunded,Web
O0099260,C017004,2024-06-05,completed,Mobile
O0099261,C030568,2023-03-26,completed,Partner
O0099262,C011046,2024-09-29,completed,Partner
O0099263,C019930,2023-07-06,pending,Mobile
O0099264,C043149,2024-05-18,completed,Partner
O0099265,C027794,2023-06-09,completed,Store
O0099266,C017473,2023-05-20,pending,Web
O0099267,C013599,2023-08-23,completed,Partner
O0099268,C032285,2023-04-09,completed,Store
O0099269,C014836,2023-10-30,pending,Mobile
O0099270,C014566,2024-11-10,completed,Mobile
O0099271,C025123,2023-06-11,pending,Store
O0099272,C047447,2024-04-14,pending,Mobile
O0099273,C012972,2024-05-15,completed,Mobile
O0099274,C002467,2023-01-15,refunded,Web
O0099275,C014123,2024-10-07,completed,Partner
O0099276,C046039,2023-10-06,refunded,Store
O0099277,C032579,2024-10-19,refunded,Partner
O0099278,C016933,2024-01-02,completed,Mobile
O0099279,C022879,2023-11-28,refunded,Mobile
O0099280,C011750,2023-03-21,completed,Store
O0099281,C009565,2024-03-16,completed,Web
O0099282,C000029,2023-07-20,completed,Web
O0099283,C002477,2023-09-18,completed,Mobile
O0099284,C049112,2023-05-15,completed,Mobile
O0099285,C035176,2023-07-26,completed,Store
O0099286,C017511,2024-11-17,completed,Store
O0099287,C032533,2023-07-15,completed,Mobile
O0099288,C048066,2024-09-22,completed,Web
O0099289,C020122,2023-11-18,completed,Mobile
O0099290,C003273,2024-02-15,pending,Web
O0099291,C014142,2023-10-13,refunded,Store
O0099292,C039820,2023-11-22,completed,Partner
O0099293,C034020,2024-04-01,refunded,Partner
O0099294,C000812,2023-02-01,completed,Mobile
O0099295,C006954,2023-09-03,refunded,Partner
O0099296,C040733,2024-03-26,pending,Partner
O0099297,C047650,2024-10-10,completed,Mobile
O0099298,C024247,2024-03-23,completed,Web
O0099299,C007801,2024-07-10,completed,Web
O0099300,C012348,2023-01-30,completed,Mobile
O0099301,C007755,2024-09-17,refunded,Mobile
O0099302,C032004,2024-08-10,completed,Mobile
O0099303,C005055,2024-06-30,completed,Store
O0099304,C017526,2023-01-14,completed,Store
O0099305,C032417,2023-12-04,pending,Store
O0099306,C011867,2024-03-07,completed,Store
O0099307,C049187,2023-02-01,completed,Partner
O0099308,C020137,2024-10-28,refunded,Web
O0099309,C016199,2023-10-26,completed,Partner
O0099310,C004743,2023-08-01,refunded,Store
O0099311,C035149,2024-06-05,completed,Mobile
O0099312,C049744,2023-10-30,refunded,Partner
O0099313,C010866,2023-09-27,completed,Partner
O0099314,C045948,2024-03-15,completed,Partner
O0099315,C002612,2023-06-17,refunded,Store
O0099316,C009798,2023-05-20,refunded,Web
O0099317,C017935,2023-10-15,completed,Store
O0099318,C016560,2023-10-08,completed,Mobile
O0099319,C013088,2024-02-10,completed,Mobile
O0099320,C008498,2023-06-27,pending,Partner
O0099321,C008573,2023-01-18,completed,Store
O0099322,C034806,2023-10-10,completed,Web
O0099323,C033920,2023-02-21,completed,Partner
O0099324,C016010,2023-06-27,completed,Web
O0099325,C006965,2023-11-14,refunded,Web
O0099326,C020050,2024-07-02,completed,Mobile
O0099327,C000968,2024-07-18,refunded,Store
O0099328,C049411,2023-05-02,completed,Partner
O0099329,C043670,2024-10-17,completed,Mobile
O0099330,C037100,2024-02-04,completed,Mobile
O0099331,C015459,2023-01-18,refunded,Mobile
O0099332,C011452,2023-03-09,completed,Store
O0099333,C009131,2024-06-17,completed,Mobile
O0099334,C004045,2023-02-24,pending,Partner
O0099335,C020449,2023-09-25,pending,Partner
O0099336,C046995,2024-10-21,completed,Partner
O0099337,C046454,2023-08-06,completed,Partner
O0099338,C049071,2023-02-01,completed,Partner
O0099339,C049379,2023-12-25,completed,Store
O0099340,C031499,2024-05-24,refunded,Mobile
O0099341,C019169,2023-12-21,pending,Web
O0099342,C040970,2024-10-20,completed,Partner
O0099343,C044423,2024-09-07,completed,Store
O0099344,C042244,2023-04-21,completed,Web
O0099345,C029541,2023-05-22,pending,Store
O0099346,C042487,2024-01-10,pending,Partner
O0099347,C049169,2023-09-06,refunded,Partner
O0099348,C033139,2024-06-27,completed,Store
O0099349,C011587,2024-11-07,completed,Web
O0099350,C018808,2024-05-19,pending,Web
O0099351,C029464,2024-05-25,completed,Store
O0099352,C006282,2023-10-08,completed,Partner
O0099353,C021097,2024-09-07,refunded,Web
O0099354,C043831,2024-08-05,completed,Store
O0099355,C003085,2023-11-05,completed,Web
O0099356,C011607,2023-06-12,completed,Mobile
O0099357,C042838,2023-07-19,completed,Web
O0099358,C004216,2024-07-11,pending,Partner
O0099359,C010353,2024-05-19,completed,Partner
O0099360,C031047,2024-10-23,refunded,Mobile
O0099361,C025957,2023-11-02,completed,Partner
O0099362,C046412,2024-03-13,completed,Partner
O0099363,C019627,2024-10-04,pending,Partner
O0099364,C016289,2024-08-30,completed,Web
O0099365,C023252,2023-11-25,completed,Store
O0099366,C015914,2023-05-09,pending,Web
O0099367,C030428,2023-03-03,pending,Store
O0099368,C013290,2023-11-18,pending,Partner
O0099369,C026166,2023-02-07,pending,Store
O0099370,C024582,2024-11-27,completed,Store
O0099371,C018314,2023-05-05,completed,Web
O0099372,C038263,2023-02-24,completed,Web
O0099373,C036265,2023-06-18,completed,Store
O0099374,C044451,2023-04-29,completed,Web
O0099375,C024953,2024-10-28,completed,Store
O0099376,C037838,2024-08-22,completed,Store
O0099377,C018887,2024-05-30,completed,Partner
O0099378,C005353,2023-09-03,completed,Web
O0099379,C036411,2023-09-11,completed,Mobile
O0099380,C043167,2024-02-20,completed,Partner
O0099381,C043610,2023-09-03,completed,Partner
O0099382,C041434,2023-11-19,completed,Mobile
O0099383,C002770,2023-06-09,refunded,Web
O0099384,C010582,2023-05-07,completed,Partner
O0099385,C024315,2024-02-26,completed,Store
O0099386,C016133,2024-10-11,refunded,Partner
O0099387,C038411,2023-08-14,completed,Partner
O0099388,C044183,2023-12-23,completed,Store
O0099389,C003832,2023-05-14,completed,Web
O0099390,C006360,2024-04-09,completed,Store
O0099391,C014491,2024-05-02,completed,Store
O0099392,C046580,2024-08-29,refunded,Partner
O0099393,C040717,2023-01-05,refunded,Store
O0099394,C039395,2023-08-30,completed,Store
O0099395,C041582,2024-02-14,completed,Partner
O0099396,C004107,2024-11-17,refunded,Web
O0099397,C002534,2023-02-15,refunded,Store
O0099398,C020784,2023-05-12,refunded,Mobile
O0099399,C007774,2023-07-01,refunded,Web
O0099400,C006195,2024-01-14,completed,Mobile
O0099401,C044438,2024-02-16,completed,Mobile
O0099402,C023367,2023-11-21,completed,Web
O0099403,C008096,2024-10-15,completed,Store
O0099404,C030154,2023-05-13,completed,Store
O0099405,C049273,2023-07-28,completed,Store
O0099406,C036496,2023-05-18,completed,Partner
O0099407,C018805,2023-02-24,completed,Web
O0099408,C027348,2024-07-21,completed,Store
O0099409,C008894,2023-08-29,pending,Mobile
O0099410,C000637,2023-02-24,completed,Store
O0099411,C012520,2023-12-29,refunded,Mobile
O0099412,C043091,2024-08-13,pending,Mobile
O0099413,C013441,2023-01-23,completed,Store
O0099414,C005712,2023-07-04,completed,Web
O0099415,C047510,2024-04-07,completed,Web
O0099416,C049500,2023-05-28,completed,Web
O0099417,C003701,2023-12-31,pending,Store
O0099418,C038887,2024-02-14,completed,Store
O0099419,C042872,2024-06-17,completed,Store
O0099420,C004594,2024-05-17,refunded,Mobile
O0099421,C045672,2024-02-18,completed,Mobile
O0099422,C049007,2023-04-10,completed,Mobile
O0099423,C027172,2023-09-03,completed,Mobile
O0099424,C025020,2023-05-20,completed,Store
O0099425,C000771,2023-10-07,completed,Web
O0099426,C003766,2023-04-28,completed,Store
O0099427,C015038,2023-12-10,completed,Store
O0099428,C011048,2023-05-23,completed,Web
O0099429,C040767,2023-03-28,completed,Web
O0099430,C038471,2023-09-19,completed,Store
O0099431,C026650,2023-02-12,completed,Partner
O0099432,C040656,2023-05-14,completed,Mobile
O0099433,C007143,2024-03-13,completed,Partner
O0099434,C025997,2024-05-12,completed,Store
O0099435,C006769,2023-11-21,pending,Mobile
O0099436,C000599,2024-07-24,pending,Web
O0099437,C046197,2023-03-29,completed,Web
O0099438,C037538,2023-12-27,completed,Partner
O0099439,C014145,2024-03-09,refunded,Web
O0099440,C017663,2024-05-03,pending,Web
O0099441,C001329,2024-02-02,refunded,Mobile
O0099442,C015092,2024-08-02,completed,Partner
O0099443,C045884,2023-11-09,completed,Store
O0099444,C037745,2023-12-09,completed,Partner
O0099445,C045930,2024-09-12,completed,Partner
O0099446,C028680,2024-02-13,completed,Mobile
O0099447,C019685,2024-05-17,pending,Mobile
O0099448,C046198,2023-07-16,completed,Store
O0099449,C031007,2024-11-15,completed,Partner
O0099450,C024753,2023-02-16,pending,Mobile
O0099451,C037250,2023-11-27,refunded,Store
O0099452,C001826,2023-08-05,completed,Mobile
O0099453,C013754,2023-06-05,refunded,Web
O0099454,C038180,2023-05-18,completed,Mobile
O0099455,C020920,2024-04-22,completed,Partner
O0099456,C012920,2024-04-03,completed,Store
O0099457,C048091,2024-03-01,completed,Store
O0099458,C036955,2024-04-09,completed,Web
O0099459,C009659,2024-03-16,refunded,Store
O0099460,C025810,2024-01-26,completed,Mobile
O0099461,C005593,2024-02-01,completed,Web
O0099462,C038808,2023-05-11,completed,Store
O0099463,C013433,2023-01-22,completed,Partner
O0099464,C006357,2024-05-21,completed,Store
O0099465,C039418,2024-02-11,completed,Partner
O0099466,C012819,2024-09-16,completed,Store
O0099467,C042122,2024-09-17,completed,Mobile
O0099468,C006743,2023-10-28,completed,Store
O0099469,C011271,2023-05-27,refunded,Web
O0099470,C020996,2024-06-28,completed,Web
O0099471,C027067,2024-10-06,completed,Web
O0099472,C042259,2023-12-23,refunded,Web
O0099473,C031880,2023-05-09,completed,Web
O0099474,C045210,2024-11-23,refunded,Web
O0099475,C037727,2023-03-20,completed,Web
O0099476,C041382,2023-04-28,completed,Store
O0099477,C010905,2024-02-20,pending,Mobile
O0099478,C011537,2024-06-03,pending,Store
O0099479,C040933,2023-01-30,completed,Partner
O0099480,C022495,2023-07-21,completed,Mobile
O0099481,C003047,2023-03-30,completed,Web
O0099482,C046797,2023-11-05,refunded,Mobile
O0099483,C009980,2024-10-15,completed,Partner
O0099484,C029111,2024-04-07,completed,Partner
O0099485,C045678,2023-04-30,completed,Store
O0099486,C046691,2024-10-24,completed,Web
O0099487,C031021,2023-02-18,completed,Store
O0099488,C045818,2024-10-26,refunded,Mobile
O0099489,C027396,2024-02-17,refunded,Mobile
O0099490,C034183,2023-03-16,completed,Web
O0099491,C030905,2023-05-24,completed,Store
O0099492,C003547,2024-01-02,completed,Mobile
O0099493,C007561,2023-03-01,refunded,Web
O0099494,C037847,2023-04-26,refunded,Partner
O0099495,C013578,2024-01-07,pending,Web
O0099496,C017425,2023-11-27,completed,Web
O0099497,C033260,2024-09-17,refunded,Store
O0099498,C004158,2023-06-18,completed,Web
O0099499,C012901,2024-11-20,refunded,Store
O0099500,C015420,2023-07-11,completed,Partner
O0099501,C033853,2023-12-28,pending,Web
O0099502,C029082,2023-05-02,completed,Store
O0099503,C049582,2023-01-11,completed,Partner
O0099504,C026061,2024-05-18,completed,Web
O0099505,C011651,2023-09-19,refunded,Store
O0099506,C028499,2024-06-08,completed,Store
O0099507,C009881,2023-03-07,refunded,Web
O0099508,C013414,2024-06-30,refunded,Mobile
O0099509,C012906,2024-09-01,completed,Store
O0099510,C006635,2024-11-15,completed,Partner
O0099511,C026563,2024-03-01,completed,Store
O0099512,C023072,2023-01-17,completed,Web
O0099513,C010490,2023-03-25,refunded,Mobile
O0099514,C006958,2023-12-14,completed,Mobile
O0099515,C021280,2023-05-10,completed,Store
O0099516,C033957,2024-02-12,refunded,Store
O0099517,C016265,2023-01-06,completed,Mobile
O0099518,C026817,2023-03-14,completed,Web
O0099519,C000349,2023-04-20,refunded,Store
O0099520,C012329,2024-04-18,completed,Mobile
O0099521,C006262,2023-08-01,completed,Partner
O0099522,C000031,2024-07-02,completed,Web
O0099523,C024212,2024-02-19,completed,Web
O0099524,C032600,2024-11-14,completed,Web
O0099525,C038581,2023-05-06,refunded,Mobile
O0099526,C031993,2024-11-12,completed,Web
O0099527,C002326,2024-10-02,refunded,Mobile
O0099528,C048013,2024-07-21,completed,Partner
O0099529,C038553,2024-05-13,refunded,Web
O0099530,C033092,2023-10-05,refunded,Mobile
O0099531,C013711,2024-11-09,refunded,Store
O0099532,C033343,2024-08-13,pending,Partner
O0099533,C026764,2023-01-31,completed,Web
O0099534,C002911,2024-04-11,completed,Partner
O0099535,C011312,2023-08-27,completed,Mobile
O0099536,C027195,2024-07-20,refunded,Mobile
O0099537,C049422,2024-08-24,completed,Mobile
O0099538,C041853,2023-05-29,refunded,Partner
O0099539,C036659,2023-03-11,pending,Store
O0099540,C020980,2024-06-29,completed,Store
O0099541,C009818,2023-12-22,completed,Mobile
O0099542,C037720,2024-07-17,completed,Mobile
O0099543,C047441,2023-09-07,completed,Partner
O0099544,C035553,2023-12-22,completed,Web
O0099545,C026916,2024-01-25,completed,Partner
O0099546,C016049,2023-12-20,completed,Mobile
O0099547,C044651,2023-11-19,completed,Partner
O0099548,C025754,2023-06-30,completed,Store
O0099549,C013455,2024-04-11,completed,Store
O0099550,C045625,2024-08-03,completed,Web
O0099551,C040439,2024-10-15,completed,Web
O0099552,C002732,2024-06-12,refunded,Store
O0099553,C048872,2024-02-04,refunded,Store
O0099554,C040302,2023-05-02,pending,Store
O0099555,C010238,2024-08-17,completed,Partner
O0099556,C034613,2023-01-06,completed,Mobile
O0099557,C006097,2023-04-24,completed,Web
O0099558,C007023,2023-05-24,completed,Mobile
O0099559,C004835,2024-10-23,pending,Partner
O0099560,C038029,2023-05-18,completed,Web
O0099561,C023079,2024-11-26,refunded,Partner
O0099562,C013423,2024-09-02,completed,Web
O0099563,C036074,2024-01-01,completed,Mobile
O0099564,C018497,2023-05-24,completed,Mobile
O0099565,C031815,2024-11-06,completed,Mobile
O0099566,C028540,2023-11-20,pending,Web
O0099567,C002851,2023-08-31,completed,Store
O0099568,C024370,2023-09-26,completed,Web
O0099569,C024943,2023-08-10,completed,Partner
O0099570,C041895,2023-02-13,completed,Mobile
O0099571,C048300,2023-07-24,refunded,Mobile
O0099572,C027536,2024-04-17,refunded,Store
O0099573,C028257,2023-05-15,completed,Partner
O0099574,C009412,2023-05-11,pending,Mobile
O0099575,C002349,2023-06-09,pending,Partner
O0099576,C021959,2024-03-12,completed,Store
O0099577,C048088,2023-08-15,refunded,Partner
O0099578,C044458,2024-05-23,completed,Mobile
O0099579,C003446,2024-03-09,completed,Mobile
O0099580,C048105,2023-09-19,completed,Partner
