payment_id,order_id,amount,method,payment_date
PAY00135017,O0090140,1221.73,credit_card,2024-01-26
PAY00135018,O0090140,1388.53,boleto,2024-02-05
PAY00135019,O0090141,813.97,credit_card,2023-09-29
PAY00135020,O0090142,55.7,debit_card,2024-10-13
PAY00135021,O0090143,494.9,pix,2024-06-20
PAY00135022,O0090143,932.41,pix,2023-05-19
PAY00135023,O0090144,1372.12,pix,2023-08-29
PAY00135024,O0090144,887.32,debit_card,2023-04-29
PAY00135025,O0090145,1018.57,credit_card,2024-08-14
PAY00135026,O0090146,1070.59,debit_card,2024-10-14
PAY00135027,O0090146,766.52,debit_card,2023-10-30
PAY00135028,O0090147,982.12,voucher,2024-09-15
PAY00135029,O0090147,1844.73,debit_card,2023-10-01
PAY00135030,O0090148,1175.45,pix,2023-10-14
PAY00135031,O0090148,273.04,boleto,2023-10-16
PAY00135032,O0090149,1832.57,credit_card,2023-09-01
PAY00135033,O0090150,1213.07,voucher,2023-09-03
PAY00135034,O0090151,1377.76,debit_card,2024-06-30
PAY00135035,O0090151,1383.2,credit_card,2024-09-19
PAY00135036,O0090152,1289.64,voucher,2024-02-26
PAY00135037,O0090152,475.62,credit_card,2024-08-10
PAY00135038,O0090153,62.64,credit_card,2024-04-22
PAY00135039,O0090153,1021.42,voucher,2023-08-21
PAY00135040,O0090154,453.35,debit_card,2024-07-02
PAY00135041,O0090154,1556.73,pix,2024-05-06
PAY00135042,O0090155,594.99,boleto,2023-08-28
PAY00135043,O0090155,1078.25,debit_card,2024-04-29
PAY00135044,O0090156,1834.02,voucher,2023-12-02
PAY00135045,O0090157,1493.55,voucher,2023-01-12
PAY00135046,O0090157,972.65,boleto,2023-04-12
PAY00135047,O0090158,1631.4,credit_card,2023-01-18
PAY00135048,O0090158,611.98,debit_card,2024-09-21
PAY00135049,O0090159,1957.46,boleto,2023-07-23
PAY00135050,O0090159,125.18,boleto,2024-11-28
PAY00135051,O0090160,1712.72,debit_card,2024-10-21
PAY00135052,O0090160,1625.15,voucher,2024-06-02
PAY00135053,O0090161,1102.61,voucher,2024-07-10
PAY00135054,O0090162,848.84,boleto,2024-06-05
PAY00135055,O0090162,377.67,pix,2024-02-18
PAY00135056,O0090163,1557.88,pix,2024-07-02
PAY00135057,O0090163,1008.82,pix,2023-04-10
PAY00135058,O0090164,781.6,debit_card,2024-01-03
PAY00135059,O0090165,701.1,voucher,2024-08-26
PAY00135060,O0090165,11.82,boleto,2023-11-27
PAY00135061,O0090166,1687.83,debit_card,2024-05-05
PAY00135062,O0090166,124.9,credit_card,2023-12-07
PAY00135063,O0090167,1935.64,voucher,2024-05-24
PAY00135064,O0090168,635.55,voucher,2023-03-31
PAY00135065,O0090169,969.05,credit_card,2023-09-26
PAY00135066,O0090170,993.92,pix,2024-08-09
PAY00135067,O0090170,438.06,debit_card,2024-10-29
PAY00135068,O0090171,612.75,boleto,2024-11-15
PAY00135069,O0090172,281.18,debit_card,2023-02-06
PAY00135070,O0090172,423.68,voucher,2024-09-02
PAY00135071,O0090173,923.03,credit_card,2023-03-31
PAY00135072,O0090173,1239.48,pix,2024-10-11
PAY00135073,O0090174,844.38,boleto,2023-08-21
PAY00135074,O0090175,924.88,pix,2024-05-22
PAY00135075,O0090176,1807.68,debit_card,2023-01-17
PAY00135076,O0090176,1622.87,debit_card,2023-10-28
PAY00135077,O0090177,1440.82,voucher,2023-03-12
PAY00135078,O0090178,1613.3,credit_card,2024-11-29
PAY00135079,O0090179,96.95,pix,2024-01-06
PAY00135080,O0090180,954.72,pix,2023-12-30
PAY00135081,O0090181,1618.75,pix,2023-09-25
PAY00135082,O0090181,731.53,pix,2023-04-19
PAY00135083,O0090182,1976.6,credit_card,2023-12-07
PAY00135084,O0090183,1073.06,pix,2023-02-11
PAY00135085,O0090183,972.64,boleto,2024-06-26
PAY00135086,O0090184,29.68,voucher,2023-01-15
PAY00135087,O0090185,1341.0,voucher,2023-07-22
PAY00135088,O0090186,1733.65,pix,2024-02-17
PAY00135089,O0090187,1035.95,debit_card,2024-03-29
PAY00135090,O0090187,1433.71,debit_card,2023-10-19
PAY00135091,O0090188,1611.01,credit_card,2023-04-04
PAY00135092,O0090189,178.09,voucher,2023-03-04
PAY00135093,O0090190,1001.23,boleto,2023-04-13
PAY00135094,O0090191,1881.19,voucher,2023-07-08
PAY00135095,O0090192,1397.13,boleto,2023-02-11
PAY00135096,O0090193,1106.77,voucher,2023-05-14
PAY00135097,O0090193,1379.87,credit_card,2024-06-26
PAY00135098,O0090194,991.6,credit_card,2023-11-27
PAY00135099,O0090195,24.49,credit_card,2024-08-03
PAY00135100,O0090196,1597.56,pix,2024-02-13
PAY00135101,O0090196,1279.02,boleto,2024-03-21
PAY00135102,O0090197,724.14,pix,2023-04-06
PAY00135103,O0090198,960.52,credit_card,2023-09-19
PAY00135104,O0090198,1575.05,credit_card,2024-08-08
PAY00135105,O0090199,1406.02,pix,2024-06-23
PAY00135106,O0090200,416.36,boleto,2024-06-02
PAY00135107,O0090201,922.11,boleto,2023-04-01
PAY00135108,O0090202,464.31,debit_card,2023-03-16
PAY00135109,O0090203,1967.07,debit_card,2024-11-03
PAY00135110,O0090203,1593.22,debit_card,2023-05-06
PAY00135111,O0090204,646.38,credit_card,2023-06-15
PAY00135112,O0090204,1205.05,pix,2024-02-03
PAY00135113,O0090205,433.49,boleto,2023-03-10
PAY00135114,O0090205,152.51,credit_card,2024-11-29
PAY00135115,O0090206,1473.43,voucher,2023-05-24
PAY00135116,O0090206,826.76,boleto,2024-02-15
PAY00135117,O0090207,1607.68,boleto,2023-09-07
PAY00135118,O0090208,932.01,boleto,2023-11-20
PAY00135119,O0090208,1000.53,credit_card,2023-05-05
PAY00135120,O0090209,349.13,credit_card,2023-07-10
PAY00135121,O0090209,1691.2,boleto,2024-01-25
PAY00135122,O0090210,800.56,voucher,2024-02-01
PAY00135123,O0090211,754.87,debit_card,2024-10-22
PAY00135124,O0090211,882.16,credit_card,2024-03-31
PAY00135125,O0090212,671.21,voucher,2023-08-31
PAY00135126,O0090213,428.33,voucher,2023-09-30
PAY00135127,O0090214,1046.33,pix,2023-04-08
PAY00135128,O0090215,337.82,debit_card,2023-11-09
PAY00135129,O0090215,1840.38,voucher,2023-10-10
PAY00135130,O0090216,733.76,debit_card,2023-01-16
PAY00135131,O0090216,555.25,voucher,2024-03-19
PAY00135132,O0090217,671.87,pix,2023-11-24
PAY00135133,O0090217,795.87,debit_card,2023-06-05
PAY00135134,O0090218,403.9,boleto,2023-09-17
PAY00135135,O0090219,694.62,debit_card,2023-12-24
PAY00135136,O0090220,766.6,boleto,2023-02-02
PAY00135137,O0090220,321.88,voucher,2023-08-31
PAY00135138,O0090221,1607.64,voucher,2023-02-17
PAY00135139,O0090221,1373.05,voucher,2024-06-18
PAY00135140,O0090222,1229.76,debit_card,2024-06-01
PAY00135141,O0090223,547.55,debit_card,2023-05-30
PAY00135142,O0090224,1814.58,credit_card,2024-01-14
PAY00135143,O0090225,1354.61,pix,2023-05-10
PAY00135144,O0090226,1504.2,boleto,2024-11-19
PAY00135145,O0090226,329.56,voucher,2024-09-21
PAY00135146,O0090227,1872.8,pix,2024-07-19
PAY00135147,O0090227,464.5,pix,2024-09-24
PAY00135148,O0090228,1385.65,voucher,2023-07-04
PAY00135149,O0090229,1230.98,boleto,2023-01-29
PAY00135150,O0090229,1659.98,credit_card,2023-12-24
PAY00135151,O0090230,152.95,debit_card,2023-04-24
PAY00135152,O0090230,1730.48,boleto,2023-03-30
PAY00135153,O0090231,460.39,pix,2024-07-05
PAY00135154,O0090232,132.44,pix,2023-02-16
PAY00135155,O0090232,160.39,boleto,2023-10-03
PAY00135156,O0090233,1406.87,boleto,2023-09-21
PAY00135157,O0090233,1289.95,boleto,2024-03-28
PAY00135158,O0090234,172.53,voucher,2023-08-26
PAY00135159,O0090234,105.87,debit_card,2023-10-20
PAY00135160,O0090235,1640.16,credit_card,2024-06-16
PAY00135161,O0090236,217.71,voucher,2024-12-01
PAY00135162,O0090236,492.33,boleto,2024-03-24
PAY00135163,O0090237,1642.07,voucher,2023-12-29
PAY00135164,O0090237,889.53,credit_card,2024-10-09
PAY00135165,O0090238,1227.53,credit_card,2024-07-30
PAY00135166,O0090239,1048.72,credit_card,2024-10-28
PAY00135167,O0090239,1055.42,voucher,2023-04-05
PAY00135168,O0090240,774.68,debit_card,2024-03-27
PAY00135169,O0090240,712.09,boleto,2024-06-26
PAY00135170,O0090241,1367.7,boleto,2024-02-23
PAY00135171,O0090241,1026.14,boleto,2023-06-22
PAY00135172,O0090242,1331.52,credit_card,2023-05-23
PAY00135173,O0090243,1825.41,voucher,2023-07-10
PAY00135174,O0090243,625.11,voucher,2023-05-10
PAY00135175,O0090244,720.5,credit_card,2023-01-10
PAY00135176,O0090245,1471.79,pix,2023-12-20
PAY00135177,O0090245,790.06,boleto,2023-10-12
PAY00135178,O0090246,1820.3,credit_card,2024-01-04
PAY00135179,O0090247,147.64,credit_card,2023-02-16
PAY00135180,O0090248,689.74,voucher,2023-05-09
PAY00135181,O0090249,1705.49,boleto,2024-03-29
PAY00135182,O0090249,841.77,boleto,2024-03-12
PAY00135183,O0090250,321.96,credit_card,2023-07-13
PAY00135184,O0090251,85.68,boleto,2023-07-15
PAY00135185,O0090251,1767.5,boleto,2024-08-09
PAY00135186,O0090252,1339.17,boleto,2024-11-23
PAY00135187,O0090253,1701.85,pix,2024-08-17
PAY00135188,O0090253,138.24,pix,2024-06-23
PAY00135189,O0090254,1750.83,voucher,2024-08-03
PAY00135190,O0090254,849.89,debit_card,2023-08-30
PAY00135191,O0090255,369.44,debit_card,2023-08-18
PAY00135192,O0090256,554.2,credit_card,2023-06-20
PAY00135193,O0090256,44.07,credit_card,2023-04-29
PAY00135194,O0090257,1135.62,credit_card,2023-04-24
PAY00135195,O0090258,214.79,debit_card,2023-01-12
PAY00135196,O0090259,1465.25,voucher,2023-08-06
PAY00135197,O0090259,1122.18,voucher,2024-03-25
PAY00135198,O0090260,1693.75,voucher,2023-02-03
PAY00135199,O0090260,1490.8,voucher,2024-11-07
PAY00135200,O0090261,1637.36,boleto,2023-02-21
PAY00135201,O0090261,723.21,credit_card,2024-08-02
PAY00135202,O0090262,385.09,debit_card,2023-02-09
PAY00135203,O0090263,1613.1,debit_card,2024-04-23
PAY00135204,O0090263,1833.69,boleto,2023-02-28
PAY00135205,O0090264,1168.55,debit_card,2024-02-16
PAY00135206,O0090264,1356.05,boleto,2023-09-16
PAY00135207,O0090265,195.51,debit_card,2023-12-07
PAY00135208,O0090265,1792.67,debit_card,2024-01-26
PAY00135209,O0090266,554.82,pix,2023-10-03
PAY00135210,O0090267,1817.42,voucher,2024-06-22
PAY00135211,O0090268,1446.91,debit_card,2023-11-26
PAY00135212,O0090268,596.09,pix,2023-08-03
PAY00135213,O0090269,1933.68,credit_card,2024-10-06
PAY00135214,O0090269,1024.34,pix,2023-01-20
PAY00135215,O0090270,1372.55,debit_card,2024-04-03
PAY00135216,O0090271,1074.33,boleto,2024-02-15
PAY00135217,O0090272,497.43,voucher,2024-08-14
PAY00135218,O0090273,1730.73,pix,2024-04-23
PAY00135219,O0090273,569.47,debit_card,2023-06-01
PAY00135220,O0090274,1966.49,boleto,2023-04-03
PAY00135221,O0090274,1574.94,boleto,2023-09-08
PAY00135222,O0090275,991.81,debit_card,2023-10-15
PAY00135223,O0090276,995.45,voucher,2024-10-23
PAY00135224,O0090276,251.08,credit_card,2023-05-01
PAY00135225,O0090277,1042.65,voucher,2024-03-05
PAY00135226,O0090277,285.89,boleto,2023-05-29
PAY00135227,O0090278,125.66,voucher,2023-04-25
PAY00135228,O0090278,189.78,voucher,2024-10-23
PAY00135229,O0090279,315.24,boleto,2024-10-27
PAY00135230,O0090279,1699.06,debit_card,2023-01-01
PAY00135231,O0090280,122.76,debit_card,2023-08-01
PAY00135232,O0090280,1982.49,voucher,2024-01-26
PAY00135233,O0090281,1073.32,boleto,2024-02-01
PAY00135234,O0090281,1693.7,debit_card,2024-08-18
PAY00135235,O0090282,65.22,credit_card,2023-09-26
PAY00135236,O0090283,970.78,debit_card,2023-09-18
PAY00135237,O0090284,220.02,credit_card,2023-05-26
PAY00135238,O0090284,1385.68,pix,2024-07-03
PAY00135239,O0090285,1465.98,boleto,2023-06-27
PAY00135240,O0090285,479.78,credit_card,2024-10-02
PAY00135241,O0090286,39.65,debit_card,2024-04-19
PAY00135242,O0090286,1553.63,boleto,2023-08-12
PAY00135243,O0090287,70.76,voucher,2023-09-05
PAY00135244,O0090287,1483.52,debit_card,2023-01-18
PAY00135245,O0090288,1750.7,voucher,2023-07-19
PAY00135246,O0090288,1065.87,debit_card,2023-10-30
PAY00135247,O0090289,287.12,debit_card,2024-07-24
PAY00135248,O0090290,70.16,voucher,2024-02-23
PAY00135249,O0090291,996.07,debit_card,2023-06-09
PAY00135250,O0090292,1160.95,credit_card,2024-02-01
PAY00135251,O0090292,1146.25,debit_card,2024-05-31
PAY00135252,O0090293,1752.75,boleto,2024-11-25
PAY00135253,O0090294,229.99,voucher,2023-09-08
PAY00135254,O0090294,1748.46,credit_card,2023-09-04
PAY00135255,O0090295,1951.79,credit_card,2024-06-28
PAY00135256,O0090295,1726.43,pix,2023-07-20
PAY00135257,O0090296,727.69,pix,2024-02-08
PAY00135258,O0090297,1920.37,pix,2024-07-19
PAY00135259,O0090298,728.67,credit_card,2023-12-08
PAY00135260,O0090298,851.4,pix,2024-01-05
PAY00135261,O0090299,391.12,credit_card,2024-06-14
PAY00135262,O0090300,210.75,debit_card,2023-11-02
PAY00135263,O0090300,1783.4,debit_card,2024-10-10
PAY00135264,O0090301,760.36,debit_card,2023-10-05
PAY00135265,O0090302,1359.36,pix,2024-08-23
PAY00135266,O0090303,1069.41,credit_card,2023-08-26
PAY00135267,O0090304,376.56,debit_card,2023-02-20
PAY00135268,O0090304,1615.56,credit_card,2023-09-07
PAY00135269,O0090305,574.51,voucher,2023-08-04
PAY00135270,O0090306,1784.38,pix,2023-08-18
PAY00135271,O0090306,1337.59,debit_card,2024-03-06
PAY00135272,O0090307,745.43,credit_card,2023-06-09
PAY00135273,O0090308,831.31,pix,2024-06-14
PAY00135274,O0090308,868.15,pix,2024-02-27
PAY00135275,O0090309,1466.12,credit_card,2024-04-12
PAY00135276,O0090309,1097.23,debit_card,2023-03-21
PAY00135277,O0090310,144.16,debit_card,2024-11-29
PAY00135278,O0090310,1944.89,voucher,2024-01-29
PAY00135279,O0090311,1351.24,boleto,2024-07-04
PAY00135280,O0090311,932.38,voucher,2023-07-07
PAY00135281,O0090312,645.25,boleto,2024-05-29
PAY00135282,O0090312,1675.92,voucher,2023-02-26
PAY00135283,O0090313,1393.87,voucher,2024-11-21
PAY00135284,O0090313,1911.12,pix,2024-08-17
PAY00135285,O0090314,1791.37,pix,2024-09-13
PAY00135286,O0090315,1467.98,boleto,2024-03-09
PAY00135287,O0090315,1821.73,debit_card,2024-01-02
PAY00135288,O0090316,145.29,voucher,2024-08-19
PAY00135289,O0090317,766.78,boleto,2023-11-14
PAY00135290,O0090318,278.79,debit_card,2023-09-20
PAY00135291,O0090319,499.24,credit_card,2024-11-09
PAY00135292,O0090320,213.27,credit_card,2024-06-04
PAY00135293,O0090320,1388.53,boleto,2024-06-08
PAY00135294,O0090321,11.08,debit_card,2024-03-18
PAY00135295,O0090321,666.22,boleto,2024-03-06
PAY00135296,O0090322,176.17,boleto,2023-11-14
PAY00135297,O0090323,1796.58,voucher,2023-10-15
PAY00135298,O0090323,475.44,credit_card,2023-03-10
PAY00135299,O0090324,1982.49,credit_card,2024-04-30
PAY00135300,O0090324,229.6,pix,2023-08-03
PAY00135301,O0090325,1406.83,boleto,2024-09-02
PAY00135302,O0090325,601.59,voucher,2023-09-01
PAY00135303,O0090326,898.01,pix,2023-01-09
PAY00135304,O0090327,1705.56,credit_card,2023-09-29
PAY00135305,O0090328,135.94,voucher,2024-11-18
PAY00135306,O0090328,344.19,credit_card,2024-09-23
PAY00135307,O0090329,862.97,credit_card,2023-11-12
PAY00135308,O0090329,302.01,boleto,2023-10-07
PAY00135309,O0090330,1794.17,boleto,2023-07-25
PAY00135310,O0090330,1917.02,voucher,2023-07-29
PAY00135311,O0090331,1566.58,pix,2024-04-01
PAY00135312,O0090331,314.75,pix,2023-05-08
PAY00135313,O0090332,1579.08,boleto,2023-02-20
PAY00135314,O0090332,1459.93,voucher,2024-05-22
PAY00135315,O0090333,283.88,boleto,2024-03-19
PAY00135316,O0090334,710.89,debit_card,2024-10-05
PAY00135317,O0090335,618.41,credit_card,2024-05-14
PAY00135318,O0090335,1439.73,voucher,2024-10-14
PAY00135319,O0090336,1328.42,debit_card,2023-01-04
PAY00135320,O0090336,309.01,credit_card,2024-11-13
PAY00135321,O0090337,448.67,credit_card,2023-12-30
PAY00135322,O0090337,895.42,pix,2023-02-17
PAY00135323,O0090338,993.12,voucher,2023-10-07
PAY00135324,O0090338,13.87,debit_card,2024-01-21
PAY00135325,O0090339,1331.17,credit_card,2023-05-26
PAY00135326,O0090340,787.67,debit_card,2024-05-20
PAY00135327,O0090341,1437.95,voucher,2024-07-21
PAY00135328,O0090342,622.6,voucher,2023-11-26
PAY00135329,O0090342,785.95,debit_card,2023-12-08
PAY00135330,O0090343,1280.78,pix,2024-05-29
PAY00135331,O0090343,997.67,debit_card,2024-10-13
PAY00135332,O0090344,1125.61,credit_card,2024-04-02
PAY00135333,O0090344,699.91,voucher,2023-01-19
PAY00135334,O0090345,398.43,pix,2024-03-03
PAY00135335,O0090345,421.1,boleto,2024-04-16
PAY00135336,O0090346,1930.44,boleto,2024-06-23
PAY00135337,O0090346,1449.08,boleto,2023-05-02
PAY00135338,O0090347,1112.92,credit_card,2023-05-10
PAY00135339,O0090347,1740.51,boleto,2023-05-23
PAY00135340,O0090348,1064.05,credit_card,2023-06-16
PAY00135341,O0090349,1711.18,boleto,2023-06-30
PAY00135342,O0090350,1443.53,debit_card,2024-08-31
PAY00135343,O0090351,409.26,pix,2023-12-08
PAY00135344,O0090351,131.93,credit_card,2023-04-27
PAY00135345,O0090352,192.31,boleto,2023-04-23
PAY00135346,O0090352,1605.86,boleto,2023-04-20
PAY00135347,O0090353,455.87,pix,2023-08-05
PAY00135348,O0090354,895.99,voucher,2024-08-29
PAY00135349,O0090354,763.92,boleto,2023-05-17
PAY00135350,O0090355,1621.82,boleto,2024-08-24
PAY00135351,O0090355,550.9,boleto,2024-11-27
PAY00135352,O0090356,1013.48,pix,2023-05-08
PAY00135353,O0090357,485.01,boleto,2023-11-23
PAY00135354,O0090357,1118.85,debit_card,2023-05-03
PAY00135355,O0090358,1805.93,boleto,2024-03-31
PAY00135356,O0090359,1951.7,voucher,2023-05-18
PAY00135357,O0090360,499.99,pix,2024-08-22
PAY00135358,O0090361,321.85,boleto,2023-08-13
PAY00135359,O0090362,266.94,debit_card,2024-10-13
PAY00135360,O0090362,821.19,pix,2023-03-24
PAY00135361,O0090363,1013.7,voucher,2024-05-15
PAY00135362,O0090363,1923.14,debit_card,2023-01-04
PAY00135363,O0090364,1704.89,debit_card,2023-01-27
PAY00135364,O0090365,257.23,voucher,2024-05-30
PAY00135365,O0090366,962.9,boleto,2024-11-11
PAY00135366,O0090367,1864.57,boleto,2024-10-30
PAY00135367,O0090368,728.84,voucher,2024-02-01
PAY00135368,O0090369,429.72,pix,2024-08-07
PAY00135369,O0090370,597.03,boleto,2024-11-01
PAY00135370,O0090370,1540.32,pix,2023-12-17
PAY00135371,O0090371,201.1,boleto,2024-08-07
PAY00135372,O0090372,1051.24,credit_card,2023-03-07
PAY00135373,O0090372,1669.15,debit_card,2024-02-18
PAY00135374,O0090373,746.82,credit_card,2024-05-17
PAY00135375,O0090373,695.74,boleto,2024-04-05
PAY00135376,O0090374,591.97,voucher,2024-09-19
PAY00135377,O0090374,943.41,credit_card,2024-10-05
PAY00135378,O0090375,796.18,credit_card,2023-03-18
PAY00135379,O0090375,735.59,voucher,2024-08-02
PAY00135380,O0090376,1268.92,credit_card,2024-08-09
PAY00135381,O0090377,1425.65,credit_card,2023-12-21
PAY00135382,O0090377,84.28,pix,2024-10-01
PAY00135383,O0090378,969.76,debit_card,2023-09-22
PAY00135384,O0090379,1201.99,pix,2024-01-29
PAY00135385,O0090380,335.22,voucher,2024-06-07
PAY00135386,O0090380,311.31,debit_card,2024-11-18
PAY00135387,O0090381,469.41,debit_card,2023-02-22
PAY00135388,O0090381,1440.24,boleto,2023-10-03
PAY00135389,O0090382,1532.52,credit_card,2023-04-18
PAY00135390,O0090382,486.82,voucher,2023-07-09
PAY00135391,O0090383,859.37,boleto,2023-12-09
PAY00135392,O0090384,728.44,boleto,2024-10-16
PAY00135393,O0090385,1826.57,pix,2023-04-05
PAY00135394,O0090385,807.78,voucher,2024-11-09
PAY00135395,O0090386,752.13,debit_card,2023-12-04
PAY00135396,O0090387,987.2,credit_card,2023-12-02
PAY00135397,O0090388,1779.19,voucher,2023-09-01
PAY00135398,O0090388,578.96,boleto,2023-01-13
PAY00135399,O0090389,1759.18,pix,2024-04-06
PAY00135400,O0090390,1044.98,pix,2024-06-02
PAY00135401,O0090391,427.24,voucher,2024-03-15
PAY00135402,O0090392,1751.78,pix,2024-08-18
PAY00135403,O0090393,1883.07,pix,2024-03-24
PAY00135404,O0090393,1541.18,credit_card,2024-04-16
PAY00135405,O0090394,1745.73,voucher,2023-12-11
PAY00135406,O0090395,241.9,credit_card,2023-07-02
PAY00135407,O0090396,497.96,credit_card,2023-10-09
PAY00135408,O0090397,1773.55,voucher,2023-07-28
PAY00135409,O0090397,84.36,boleto,2024-05-08
PAY00135410,O0090398,333.85,boleto,2024-10-02
PAY00135411,O0090398,870.64,voucher,2023-12-30
PAY00135412,O0090399,325.67,voucher,2023-09-25
PAY00135413,O0090399,1063.66,boleto,2023-05-18
PAY00135414,O0090400,1221.19,voucher,2024-05-04
PAY00135415,O0090400,677.52,boleto,2024-01-07
PAY00135416,O0090401,1439.51,voucher,2023-12-14
PAY00135417,O0090402,734.85,boleto,2023-02-22
PAY00135418,O0090403,233.32,boleto,2024-06-21
PAY00135419,O0090403,1090.22,credit_card,2023-07-28
PAY00135420,O0090404,313.99,credit_card,2024-02-26
PAY00135421,O0090405,569.38,debit_card,2024-10-18
PAY00135422,O0090405,1237.1,credit_card,2023-08-29
PAY00135423,O0090406,1348.29,credit_card,2024-01-04
PAY00135424,O0090406,1865.1,boleto,2024-07-17
PAY00135425,O0090407,768.76,voucher,2023-11-03
PAY00135426,O0090408,750.22,debit_card,2023-06-25
PAY00135427,O0090408,1346.75,boleto,2024-03-21
PAY00135428,O0090409,458.83,credit_card,2024-11-21
PAY00135429,O0090410,1961.31,boleto,2024-02-20
PAY00135430,O0090410,32.15,credit_card,2024-05-25
PAY00135431,O0090411,76.15,voucher,2024-08-03
PAY00135432,O0090412,387.22,debit_card,2024-06-16
PAY00135433,O0090413,24.28,debit_card,2024-07-17
PAY00135434,O0090413,437.63,credit_card,2024-08-19
PAY00135435,O0090414,122.64,boleto,2023-02-21
PAY00135436,O0090414,420.66,credit_card,2023-10-04
PAY00135437,O0090415,245.01,credit_card,2023-12-11
PAY00135438,O0090416,1633.6,voucher,2024-11-11
PAY00135439,O0090417,1688.05,boleto,2024-03-05
PAY00135440,O0090417,88.09,debit_card,2023-02-03
PAY00135441,O0090418,1576.4,debit_card,2023-07-29
PAY00135442,O0090418,467.56,boleto,2024-07-01
PAY00135443,O0090419,1312.49,voucher,2023-12-07
PAY00135444,O0090420,1539.79,voucher,2023-01-07
PAY00135445,O0090420,552.34,pix,2024-03-04
PAY00135446,O0090421,1566.24,voucher,2023-09-03
PAY00135447,O0090422,87.01,boleto,2023-04-11
PAY00135448,O0090422,697.04,voucher,2023-11-19
PAY00135449,O0090423,1798.75,boleto,2024-05-26
PAY00135450,O0090424,1713.87,debit_card,2024-07-09
PAY00135451,O0090425,970.96,voucher,2024-03-18
PAY00135452,O0090425,1312.95,debit_card,2024-03-11
PAY00135453,O0090426,265.33,boleto,2024-06-19
PAY00135454,O0090427,1355.89,debit_card,2024-09-19
PAY00135455,O0090428,686.68,voucher,2024-05-18
PAY00135456,O0090428,368.18,credit_card,2023-09-29
PAY00135457,O0090429,1431.17,debit_card,2024-09-13
PAY00135458,O0090429,121.24,pix,2024-01-11
PAY00135459,O0090430,29.48,voucher,2023-10-28
PAY00135460,O0090431,1683.43,debit_card,2023-06-15
PAY00135461,O0090431,877.37,boleto,2024-01-05
PAY00135462,O0090432,853.53,debit_card,2023-04-13
PAY00135463,O0090433,1432.9,credit_card,2023-10-05
PAY00135464,O0090433,1805.33,pix,2024-03-30
PAY00135465,O0090434,905.53,credit_card,2024-01-28
PAY00135466,O0090435,1163.15,credit_card,2024-09-25
PAY00135467,O0090436,406.61,voucher,2023-03-26
PAY00135468,O0090437,70.42,boleto,2024-06-25
PAY00135469,O0090438,1953.03,credit_card,2023-05-09
PAY00135470,O0090439,493.38,credit_card,2023-12-13
PAY00135471,O0090440,1725.53,pix,2024-05-05
PAY00135472,O0090440,541.56,pix,2024-05-26
PAY00135473,O0090441,871.16,pix,2024-09-21
PAY00135474,O0090442,298.79,voucher,2024-03-20
PAY00135475,O0090442,387.35,credit_card,2023-03-01
PAY00135476,O0090443,533.54,boleto,2024-04-17
PAY00135477,O0090444,1824.15,voucher,2023-07-24
PAY00135478,O0090444,797.23,debit_card,2024-05-02
PAY00135479,O0090445,680.15,credit_card,2023-03-28
PAY00135480,O0090446,1378.55,credit_card,2024-03-05
PAY00135481,O0090446,1125.3,credit_card,2023-06-28
PAY00135482,O0090447,515.21,pix,2024-11-29
PAY00135483,O0090448,1394.72,pix,2024-02-08
PAY00135484,O0090448,771.96,credit_card,2024-05-19
PAY00135485,O0090449,1152.04,voucher,2023-02-21
PAY00135486,O0090450,943.78,voucher,2023-02-27
PAY00135487,O0090451,188.42,debit_card,2023-09-21
PAY00135488,O0090451,95.59,voucher,2023-01-07
PAY00135489,O0090452,515.78,voucher,2024-06-21
PAY00135490,O0090452,1143.58,debit_card,2023-09-18
PAY00135491,O0090453,106.76,pix,2023-06-09
PAY00135492,O0090454,855.69,debit_card,2024-08-29
PAY00135493,O0090454,1557.22,boleto,2023-03-26
PAY00135494,O0090455,1579.5,debit_card,2024-10-23
PAY00135495,O0090456,1205.5,pix,2023-05-25
PAY00135496,O0090457,67.97,debit_card,2024-01-18
PAY00135497,O0090457,1555.2,pix,2023-11-04
PAY00135498,O0090458,117.99,boleto,2023-09-02
PAY00135499,O0090458,1481.79,voucher,2023-07-26
PAY00135500,O0090459,1620.41,voucher,2023-07-30
PAY00135501,O0090459,1620.6,voucher,2023-01-25
PAY00135502,O0090460,352.05,debit_card,2024-08-30
PAY00135503,O0090461,193.48,boleto,2023-06-04
PAY00135504,O0090461,1816.85,credit_card,2023-03-08
PAY00135505,O0090462,1295.06,pix,2023-09-19
PAY00135506,O0090463,1722.68,voucher,2023-01-04
PAY00135507,O0090463,1994.18,boleto,2023-12-09
PAY00135508,O0090464,242.77,voucher,2023-11-21
PAY00135509,O0090464,955.2,voucher,2024-03-08
PAY00135510,O0090465,1710.29,voucher,2023-10-30
PAY00135511,O0090466,1747.64,voucher,2023-04-14
PAY00135512,O0090467,1580.91,voucher,2024-05-07
PAY00135513,O0090467,854.7,boleto,2023-04-25
PAY00135514,O0090468,1000.63,boleto,2023-12-17
PAY00135515,O0090469,707.72,credit_card,2024-11-06
PAY00135516,O0090469,89.06,boleto,2024-07-01
PAY00135517,O0090470,860.06,voucher,2024-08-13
PAY00135518,O0090470,1419.97,credit_card,2023-02-08
PAY00135519,O0090471,755.65,debit_card,2023-12-02
PAY00135520,O0090471,1369.17,voucher,2023-12-19
