preference_id,consumer_id,category,preference_score
PF00111171,CON0024590,Entertainment,4
PF00111172,CON0025113,Electronics,3
PF00111173,CON0044439,Electronics,8
PF00111174,CON0061219,Fashion,6
PF00111175,CON0093464,Home,2
PF00111176,CON0035922,Travel,1
PF00111177,CON0062001,Groceries,4
PF00111178,CON0086360,Electronics,7
PF00111179,CON0034862,Travel,7
PF00111180,CON0053571,Electronics,7
PF00111181,CON0023112,Entertainment,8
PF00111182,CON0025842,Entertainment,1
PF00111183,CON0058891,Health,8
PF00111184,CON0068951,Groceries,1
PF00111185,CON0077772,Home,1
PF00111186,CON0030021,Entertainment,8
PF00111187,CON0090981,Home,1
PF00111188,CON0042069,Groceries,9
PF00111189,CON0048874,Electronics,6
PF00111190,CON0057481,Automotive,5
PF00111191,CON0082016,Entertainment,7
PF00111192,CON0061575,Electronics,5
PF00111193,CON0093710,Entertainment,8
PF00111194,CON0070697,Travel,7
PF00111195,CON0050591,Fashion,10
PF00111196,CON0088103,Automotive,7
PF00111197,CON0009248,Entertainment,4
PF00111198,CON0088666,Automotive,7
PF00111199,CON0088955,Health,6
PF00111200,CON0083533,Fashion,2
PF00111201,CON0053993,Groceries,8
PF00111202,CON0070205,Automotive,9
PF00111203,CON0068410,Travel,1
PF00111204,CON0090223,Home,10
PF00111205,CON0026947,Electronics,1
PF00111206,CON0065465,Home,6
PF00111207,CON0098401,Automotive,6
PF00111208,CON0070013,Fashion,3
PF00111209,CON0033573,Electronics,8
PF00111210,CON0023816,Fashion,7
PF00111211,CON0086872,Travel,5
PF00111212,CON0042103,Electronics,6
PF00111213,CON0013553,Health,6
PF00111214,CON0007273,Home,5
PF00111215,CON0016890,Fashion,6
PF00111216,CON0047489,Entertainment,6
PF00111217,CON0090632,Groceries,5
PF00111218,CON0005437,Electronics,1
PF00111219,CON0038832,Health,6
PF00111220,CON0093228,Home,5
PF00111221,CON0017755,Home,1
PF00111222,CON0005709,Groceries,6
PF00111223,CON0070220,Fashion,6
PF00111224,CON0059120,Electronics,7
PF00111225,CON0088603,Entertainment,9
PF00111226,CON0069829,Groceries,10
PF00111227,CON0058819,Fashion,7
PF00111228,CON0065628,Groceries,7
PF00111229,CON0020521,Home,5
PF00111230,CON0018748,Electronics,1
PF00111231,CON0034214,Groceries,8
PF00111232,CON0059841,Health,6
PF00111233,CON0088924,Electronics,2
PF00111234,CON0059430,Fashion,4
PF00111235,CON0008631,Entertainment,8
PF00111236,CON0023920,Groceries,9
PF00111237,CON0017627,Home,3
PF00111238,CON0000437,Entertainment,6
PF00111239,CON0043803,Groceries,3
PF00111240,CON0084357,Groceries,1
PF00111241,CON0006770,Groceries,3
PF00111242,CON0037659,Travel,2
PF00111243,CON0095050,Health,5
PF00111244,CON0072029,Electronics,1
PF00111245,CON0014924,Health,9
PF00111246,CON0040653,Fashion,10
PF00111247,CON0042876,Fashion,9
PF00111248,CON0086712,Automotive,3
PF00111249,CON0042133,Travel,10
PF00111250,CON0062429,Fashion,6
PF00111251,CON0096321,Travel,10
PF00111252,CON0031387,Groceries,9
PF00111253,CON0058227,Health,5
PF00111254,CON0043914,Travel,8
PF00111255,CON0038499,Travel,8
PF00111256,CON0009747,Health,3
PF00111257,CON0081668,Electronics,7
PF00111258,CON0094716,Automotive,4
PF00111259,CON0072941,Travel,5
PF00111260,CON0063776,Health,4
PF00111261,CON0007101,Fashion,7
PF00111262,CON0001644,Entertainment,1
PF00111263,CON0078847,Electronics,3
PF00111264,CON0081841,Fashion,7
PF00111265,CON0083726,Travel,8
PF00111266,CON0088380,Entertainment,4
PF00111267,CON0031219,Fashion,6
PF00111268,CON0057523,Fashion,1
PF00111269,CON0099540,Health,4
PF00111270,CON0086087,Entertainment,10
PF00111271,CON0097706,Entertainment,1
PF00111272,CON0000001,Travel,7
PF00111273,CON0044837,Health,10
PF00111274,CON0065596,Health,3
PF00111275,CON0034258,Groceries,8
PF00111276,CON0028768,Automotive,7
PF00111277,CON0085148,Electronics,5
PF00111278,CON0087638,Health,4
PF00111279,CON0072504,Electronics,2
PF00111280,CON0014737,Travel,6
PF00111281,CON0025585,Automotive,10
PF00111282,CON0075731,Entertainment,4
PF00111283,CON0089726,Electronics,1
PF00111284,CON0090898,Automotive,6
PF00111285,CON0009714,Electronics,2
PF00111286,CON0056751,Electronics,5
PF00111287,CON0069730,Entertainment,7
PF00111288,CON0035673,Travel,7
PF00111289,CON0081604,Automotive,1
PF00111290,CON0069094,Health,3
PF00111291,CON0079654,Groceries,6
PF00111292,CON0079856,Health,7
PF00111293,CON0033655,Automotive,10
PF00111294,CON0089472,Entertainment,9
PF00111295,CON0076498,Automotive,7
PF00111296,CON0058109,Electronics,5
PF00111297,CON0028539,Entertainment,7
PF00111298,CON0022663,Entertainment,6
PF00111299,CON0029990,Groceries,7
PF00111300,CON0075038,Travel,7
PF00111301,CON0036805,Health,10
PF00111302,CON0022321,Electronics,6
PF00111303,CON0050490,Automotive,7
PF00111304,CON0010627,Home,10
PF00111305,CON0075283,Health,4
PF00111306,CON0054452,Electronics,7
PF00111307,CON0034590,Entertainment,6
PF00111308,CON0077154,Entertainment,5
PF00111309,CON0085785,Electronics,1
PF00111310,CON0053170,Automotive,4
PF00111311,CON0023609,Health,3
PF00111312,CON0064463,Entertainment,5
PF00111313,CON0006944,Fashion,6
PF00111314,CON0033411,Electronics,2
PF00111315,CON0026452,Automotive,5
PF00111316,CON0069472,Groceries,2
PF00111317,CON0054328,Entertainment,9
PF00111318,CON0063149,Electronics,1
PF00111319,CON0096549,Entertainment,8
PF00111320,CON0087830,Entertainment,1
PF00111321,CON0031724,Groceries,9
PF00111322,CON0088535,Health,5
PF00111323,CON0016670,Automotive,1
PF00111324,CON0059162,Automotive,8
PF00111325,CON0081462,Travel,1
PF00111326,CON0003431,Travel,8
PF00111327,CON0046089,Health,8
PF00111328,CON0057417,Automotive,9
PF00111329,CON0005213,Automotive,3
PF00111330,CON0083688,Health,3
PF00111331,CON0077376,Electronics,6
PF00111332,CON0022917,Travel,4
PF00111333,CON0049515,Travel,1
PF00111334,CON0027725,Automotive,1
PF00111335,CON0059744,Travel,10
PF00111336,CON0062259,Home,7
PF00111337,CON0024552,Health,1
PF00111338,CON0058066,Travel,2
PF00111339,CON0062948,Electronics,3
PF00111340,CON0055862,Automotive,8
PF00111341,CON0060145,Home,4
PF00111342,CON0084077,Automotive,4
PF00111343,CON0090640,Automotive,3
PF00111344,CON0000126,Automotive,2
PF00111345,CON0006591,Health,9
PF00111346,CON0040261,Home,5
PF00111347,CON0050994,Groceries,1
PF00111348,CON0040196,Electronics,7
PF00111349,CON0085727,Electronics,6
PF00111350,CON0096103,Groceries,3
PF00111351,CON0069996,Entertainment,10
PF00111352,CON0028245,Groceries,6
PF00111353,CON0090163,Travel,5
PF00111354,CON0047151,Home,10
PF00111355,CON0043702,Health,6
PF00111356,CON0040974,Electronics,4
PF00111357,CON0068046,Groceries,9
PF00111358,CON0084036,Electronics,4
PF00111359,CON0041504,Travel,2
PF00111360,CON0082326,Health,10
PF00111361,CON0063345,Fashion,10
PF00111362,CON0030727,Travel,1
PF00111363,CON0040104,Entertainment,9
PF00111364,CON0034284,Travel,4
PF00111365,CON0029948,Home,9
PF00111366,CON0002603,Fashion,4
PF00111367,CON0033830,Automotive,1
PF00111368,CON0053807,Health,2
PF00111369,CON0033340,Health,10
PF00111370,CON0044880,Home,10
PF00111371,CON0027417,Groceries,8
PF00111372,CON0055504,Entertainment,5
PF00111373,CON0049751,Groceries,9
PF00111374,CON0069672,Travel,8
PF00111375,CON0088044,Travel,5
PF00111376,CON0051906,Entertainment,7
PF00111377,CON0044626,Fashion,2
PF00111378,CON0079790,Entertainment,8
PF00111379,CON0097916,Groceries,2
PF00111380,CON0005999,Electronics,5
PF00111381,CON0017970,Fashion,7
PF00111382,CON0082391,Automotive,1
PF00111383,CON0057280,Travel,2
PF00111384,CON0061198,Travel,7
PF00111385,CON0012277,Fashion,2
PF00111386,CON0034162,Home,10
PF00111387,CON0028871,Electronics,2
PF00111388,CON0009603,Groceries,2
PF00111389,CON0078144,Automotive,7
PF00111390,CON0098701,Entertainment,3
PF00111391,CON0048132,Health,9
PF00111392,CON0051268,Electronics,7
PF00111393,CON0090793,Electronics,10
PF00111394,CON0081777,Groceries,10
PF00111395,CON0038682,Automotive,2
PF00111396,CON0062110,Automotive,2
PF00111397,CON0032333,Health,8
PF00111398,CON0067487,Home,1
PF00111399,CON0058197,Entertainment,3
PF00111400,CON0014597,Home,3
PF00111401,CON0036507,Automotive,4
PF00111402,CON0066912,Groceries,7
PF00111403,CON0017813,Groceries,6
PF00111404,CON0044181,Fashion,9
PF00111405,CON0089798,Fashion,2
PF00111406,CON0061790,Fashion,5
PF00111407,CON0096594,Automotive,1
PF00111408,CON0048613,Electronics,4
PF00111409,CON0010489,Entertainment,10
PF00111410,CON0022884,Groceries,7
PF00111411,CON0030231,Travel,9
PF00111412,CON0010356,Automotive,5
PF00111413,CON0085889,Automotive,8
PF00111414,CON0057837,Electronics,10
PF00111415,CON0062558,Automotive,6
PF00111416,CON0078356,Travel,1
PF00111417,CON0063305,Automotive,3
PF00111418,CON0041197,Entertainment,5
PF00111419,CON0096753,Entertainment,6
PF00111420,CON0002520,Groceries,9
PF00111421,CON0011209,Home,8
PF00111422,CON0092569,Entertainment,10
PF00111423,CON0023175,Groceries,8
PF00111424,CON0044960,Travel,2
PF00111425,CON0019014,Groceries,3
PF00111426,CON0024148,Fashion,8
PF00111427,CON0011237,Automotive,8
PF00111428,CON0007089,Travel,1
PF00111429,CON0049753,Travel,10
PF00111430,CON0021356,Entertainment,8
PF00111431,CON0042887,Automotive,4
PF00111432,CON0028793,Fashion,10
PF00111433,CON0053386,Travel,2
PF00111434,CON0016428,Automotive,2
PF00111435,CON0072917,Automotive,7
PF00111436,CON0082395,Groceries,10
PF00111437,CON0030269,Groceries,7
PF00111438,CON0011957,Electronics,8
PF00111439,CON0007321,Groceries,5
PF00111440,CON0015689,Health,1
PF00111441,CON0020189,Electronics,6
PF00111442,CON0003117,Health,6
PF00111443,CON0096368,Automotive,9
PF00111444,CON0042934,Automotive,2
PF00111445,CON0050622,Fashion,3
PF00111446,CON0014295,Health,9
PF00111447,CON0041581,Health,6
PF00111448,CON0011146,Home,8
PF00111449,CON0012709,Travel,4
PF00111450,CON0088519,Travel,1
PF00111451,CON0077796,Travel,4
PF00111452,CON0058970,Health,3
PF00111453,CON0069319,Automotive,6
PF00111454,CON0006592,Groceries,7
PF00111455,CON0013698,Entertainment,10
PF00111456,CON0082950,Travel,8
PF00111457,CON0066652,Fashion,5
PF00111458,CON0076748,Travel,1
PF00111459,CON0033014,Automotive,7
PF00111460,CON0013361,Home,6
PF00111461,CON0050282,Entertainment,7
PF00111462,CON0019356,Home,8
PF00111463,CON0045533,Automotive,6
PF00111464,CON0099992,Groceries,1
PF00111465,CON0041860,Travel,6
PF00111466,CON0075753,Fashion,9
PF00111467,CON0017935,Home,2
PF00111468,CON0035932,Groceries,6
PF00111469,CON0005366,Fashion,10
PF00111470,CON0006079,Electronics,1
PF00111471,CON0054012,Home,1
PF00111472,CON0051756,Travel,3
PF00111473,CON0059197,Fashion,4
PF00111474,CON0003278,Travel,5
PF00111475,CON0025421,Electronics,1
PF00111476,CON0007576,Entertainment,2
PF00111477,CON0002636,Entertainment,3
PF00111478,CON0048788,Automotive,7
PF00111479,CON0087997,Electronics,5
PF00111480,CON0065490,Entertainment,2
PF00111481,CON0062822,Home,4
PF00111482,CON0091854,Entertainment,3
PF00111483,CON0076394,Entertainment,7
PF00111484,CON0096631,Home,9
PF00111485,CON0078586,Entertainment,1
PF00111486,CON0002355,Fashion,6
PF00111487,CON0060692,Travel,6
PF00111488,CON0079573,Home,2
PF00111489,CON0048465,Electronics,4
PF00111490,CON0035592,Electronics,4
PF00111491,CON0037573,Health,10
PF00111492,CON0096299,Fashion,9
PF00111493,CON0012033,Entertainment,2
PF00111494,CON0096595,Groceries,8
PF00111495,CON0042338,Automotive,5
PF00111496,CON0031648,Health,7
PF00111497,CON0060812,Travel,10
PF00111498,CON0024711,Groceries,1
PF00111499,CON0015442,Health,9
PF00111500,CON0024599,Home,7
PF00111501,CON0012346,Fashion,5
PF00111502,CON0050845,Entertainment,6
PF00111503,CON0035320,Entertainment,6
PF00111504,CON0021786,Electronics,5
PF00111505,CON0058914,Fashion,10
PF00111506,CON0085823,Automotive,1
PF00111507,CON0037485,Automotive,1
PF00111508,CON0069593,Fashion,8
PF00111509,CON0074012,Electronics,1
PF00111510,CON0042443,Automotive,6
PF00111511,CON0099781,Entertainment,10
PF00111512,CON0037962,Health,3
PF00111513,CON0099584,Groceries,9
PF00111514,CON0013985,Health,9
PF00111515,CON0080036,Groceries,7
PF00111516,CON0016589,Fashion,5
PF00111517,CON0022892,Travel,6
PF00111518,CON0040696,Travel,5
PF00111519,CON0048643,Entertainment,7
PF00111520,CON0057152,Travel,3
PF00111521,CON0079659,Groceries,10
PF00111522,CON0057941,Fashion,8
PF00111523,CON0057222,Automotive,10
PF00111524,CON0015243,Home,10
PF00111525,CON0080850,Health,2
PF00111526,CON0065327,Fashion,10
PF00111527,CON0026500,Entertainment,10
PF00111528,CON0055371,Home,2
PF00111529,CON0065947,Entertainment,4
PF00111530,CON0029061,Automotive,2
PF00111531,CON0081214,Health,2
PF00111532,CON0058899,Entertainment,3
PF00111533,CON0023163,Electronics,2
PF00111534,CON0052936,Electronics,6
PF00111535,CON0016683,Groceries,2
PF00111536,CON0081255,Home,4
PF00111537,CON0036452,Travel,6
PF00111538,CON0053139,Health,6
PF00111539,CON0064948,Automotive,6
PF00111540,CON0037090,Electronics,3
PF00111541,CON0051925,Entertainment,1
PF00111542,CON0047392,Home,3
PF00111543,CON0007479,Fashion,4
PF00111544,CON0076636,Travel,1
PF00111545,CON0010188,Fashion,5
PF00111546,CON0064306,Entertainment,4
PF00111547,CON0070578,Automotive,8
PF00111548,CON0045646,Health,2
PF00111549,CON0007908,Electronics,8
PF00111550,CON0081761,Electronics,1
PF00111551,CON0023039,Fashion,2
PF00111552,CON0088126,Home,10
PF00111553,CON0074676,Health,10
PF00111554,CON0067741,Fashion,6
PF00111555,CON0046173,Home,10
PF00111556,CON0086338,Fashion,9
PF00111557,CON0029857,Entertainment,7
PF00111558,CON0076642,Travel,7
PF00111559,CON0072765,Home,7
PF00111560,CON0025033,Fashion,10
PF00111561,CON0098592,Home,6
PF00111562,CON0047406,Entertainment,3
PF00111563,CON0098653,Travel,10
PF00111564,CON0026705,Automotive,3
PF00111565,CON0034949,Electronics,7
PF00111566,CON0080636,Fashion,4
PF00111567,CON0046146,Fashion,9
PF00111568,CON0088215,Groceries,3
PF00111569,CON0046055,Travel,7
PF00111570,CON0057949,Fashion,3
PF00111571,CON0057958,Home,5
PF00111572,CON0009690,Travel,9
PF00111573,CON0088308,Automotive,1
PF00111574,CON0085180,Automotive,5
PF00111575,CON0017393,Groceries,8
PF00111576,CON0099230,Automotive,5
PF00111577,CON0072113,Health,8
PF00111578,CON0018094,Groceries,7
PF00111579,CON0009309,Electronics,9
PF00111580,CON0032462,Health,10
PF00111581,CON0045708,Fashion,6
PF00111582,CON0090988,Fashion,9
PF00111583,CON0009001,Automotive,4
PF00111584,CON0020034,Home,1
PF00111585,CON0031213,Travel,10
PF00111586,CON0085813,Travel,9
PF00111587,CON0066526,Groceries,5
PF00111588,CON0036702,Electronics,10
PF00111589,CON0038117,Entertainment,10
PF00111590,CON0091974,Groceries,4
PF00111591,CON0093026,Groceries,9
PF00111592,CON0014240,Automotive,1
PF00111593,CON0090139,Electronics,6
PF00111594,CON0015598,Electronics,4
PF00111595,CON0068564,Entertainment,1
PF00111596,CON0079796,Groceries,4
PF00111597,CON0031209,Fashion,6
PF00111598,CON0080951,Automotive,9
PF00111599,CON0007030,Travel,5
PF00111600,CON0070705,Travel,4
PF00111601,CON0082130,Electronics,1
PF00111602,CON0039627,Home,9
PF00111603,CON0034718,Electronics,8
PF00111604,CON0075051,Groceries,3
PF00111605,CON0038076,Electronics,4
PF00111606,CON0038310,Groceries,5
PF00111607,CON0011525,Entertainment,9
PF00111608,CON0007444,Home,5
PF00111609,CON0069209,Automotive,1
PF00111610,CON0002871,Groceries,7
PF00111611,CON0098820,Fashion,4
PF00111612,CON0072262,Automotive,4
PF00111613,CON0080944,Electronics,4
PF00111614,CON0048162,Automotive,3
PF00111615,CON0076820,Travel,4
PF00111616,CON0032259,Automotive,10
PF00111617,CON0070046,Entertainment,10
PF00111618,CON0045412,Automotive,6
PF00111619,CON0054854,Automotive,2
PF00111620,CON0064203,Home,6
PF00111621,CON0037812,Travel,2
PF00111622,CON0052447,Travel,10
PF00111623,CON0066807,Automotive,10
PF00111624,CON0072268,Entertainment,2
PF00111625,CON0029924,Groceries,10
PF00111626,CON0097200,Health,6
PF00111627,CON0002916,Groceries,10
PF00111628,CON0029388,Home,9
PF00111629,CON0089619,Health,4
PF00111630,CON0075788,Home,10
PF00111631,CON0047317,Automotive,8
PF00111632,CON0041175,Automotive,7
PF00111633,CON0068940,Fashion,8
PF00111634,CON0068928,Home,4
PF00111635,CON0014132,Fashion,8
PF00111636,CON0081652,Groceries,5
PF00111637,CON0093712,Automotive,1
PF00111638,CON0034515,Entertainment,3
PF00111639,CON0021616,Automotive,2
PF00111640,CON0058693,Travel,10
PF00111641,CON0023706,Home,8
PF00111642,CON0067602,Entertainment,1
PF00111643,CON0011606,Travel,8
PF00111644,CON0029768,Automotive,6
PF00111645,CON0043680,Travel,2
PF00111646,CON0079062,Groceries,9
PF00111647,CON0035300,Entertainment,8
PF00111648,CON0073476,Groceries,8
PF00111649,CON0042230,Travel,2
PF00111650,CON0041430,Fashion,3
PF00111651,CON0025489,Automotive,5
PF00111652,CON0071270,Fashion,10
PF00111653,CON0033511,Entertainment,4
PF00111654,CON0017416,Home,8
PF00111655,CON0088765,Electronics,1
PF00111656,CON0067043,Automotive,7
PF00111657,CON0043370,Home,6
PF00111658,CON0098457,Travel,4
PF00111659,CON0040309,Electronics,7
PF00111660,CON0063725,Home,4
PF00111661,CON0019530,Electronics,7
PF00111662,CON0041823,Health,4
PF00111663,CON0062104,Electronics,6
PF00111664,CON0065073,Automotive,9
PF00111665,CON0008529,Travel,1
PF00111666,CON0057056,Fashion,1
PF00111667,CON0088936,Health,4
PF00111668,CON0051307,Entertainment,7
PF00111669,CON0092340,Entertainment,9
PF00111670,CON0074310,Groceries,9
PF00111671,CON0029555,Health,1
PF00111672,CON0074150,Travel,8
PF00111673,CON0006005,Health,9
PF00111674,CON0080042,Home,2
PF00111675,CON0037102,Home,3
PF00111676,CON0010567,Entertainment,2
PF00111677,CON0069641,Fashion,3
PF00111678,CON0018560,Health,8
PF00111679,CON0035295,Automotive,1
PF00111680,CON0063350,Fashion,10
PF00111681,CON0005713,Automotive,4
PF00111682,CON0092034,Health,2
PF00111683,CON0092641,Travel,1
PF00111684,CON0065730,Home,3
PF00111685,CON0092981,Home,9
PF00111686,CON0039572,Electronics,5
PF00111687,CON0025480,Home,7
PF00111688,CON0019191,Entertainment,8
PF00111689,CON0059130,Health,9
PF00111690,CON0029735,Entertainment,7
PF00111691,CON0063623,Entertainment,3
PF00111692,CON0022554,Fashion,1
PF00111693,CON0079900,Fashion,10
PF00111694,CON0044657,Electronics,7
PF00111695,CON0084437,Health,7
PF00111696,CON0069311,Entertainment,1
PF00111697,CON0032326,Groceries,1
PF00111698,CON0022281,Automotive,6
PF00111699,CON0034187,Health,3
PF00111700,CON0058757,Home,9
PF00111701,CON0045146,Automotive,5
PF00111702,CON0069735,Home,9
PF00111703,CON0002056,Automotive,6
PF00111704,CON0072990,Home,2
PF00111705,CON0048247,Health,1
PF00111706,CON0068108,Travel,6
PF00111707,CON0048294,Fashion,2
PF00111708,CON0049706,Travel,2
PF00111709,CON0032334,Electronics,1
PF00111710,CON0082692,Home,7
PF00111711,CON0091896,Health,2
PF00111712,CON0068959,Electronics,1
PF00111713,CON0094665,Automotive,6
PF00111714,CON0082335,Automotive,3
PF00111715,CON0042398,Fashion,9
PF00111716,CON0088125,Electronics,1
PF00111717,CON0091432,Home,6
PF00111718,CON0008184,Entertainment,5
PF00111719,CON0032217,Travel,6
PF00111720,CON0006716,Groceries,1
PF00111721,CON0060866,Electronics,8
PF00111722,CON0067612,Fashion,8
PF00111723,CON0015848,Electronics,6
PF00111724,CON0083830,Home,7
PF00111725,CON0031214,Travel,1
PF00111726,CON0063909,Travel,8
PF00111727,CON0040238,Fashion,7
PF00111728,CON0023517,Electronics,2
PF00111729,CON0052389,Electronics,8
PF00111730,CON0036583,Groceries,3
PF00111731,CON0028553,Fashion,7
PF00111732,CON0015987,Fashion,9
PF00111733,CON0048735,Groceries,7
PF00111734,CON0098857,Entertainment,2
PF00111735,CON0031314,Home,5
PF00111736,CON0066210,Automotive,5
PF00111737,CON0048524,Automotive,3
PF00111738,CON0012053,Health,5
PF00111739,CON0070285,Travel,2
PF00111740,CON0008468,Groceries,10
PF00111741,CON0023347,Health,7
PF00111742,CON0075184,Entertainment,9
PF00111743,CON0079512,Automotive,4
PF00111744,CON0053117,Electronics,7
PF00111745,CON0093281,Groceries,3
PF00111746,CON0014318,Home,2
PF00111747,CON0024769,Electronics,10
PF00111748,CON0061829,Electronics,1
PF00111749,CON0020682,Automotive,10
PF00111750,CON0028065,Electronics,5
PF00111751,CON0093553,Travel,2
PF00111752,CON0008760,Home,2
PF00111753,CON0096696,Fashion,8
PF00111754,CON0013462,Entertainment,1
PF00111755,CON0059929,Home,8
PF00111756,CON0017602,Fashion,9
PF00111757,CON0089902,Health,10
PF00111758,CON0001938,Entertainment,3
PF00111759,CON0066754,Electronics,4
PF00111760,CON0071169,Home,10
PF00111761,CON0065863,Electronics,2
PF00111762,CON0006413,Electronics,7
PF00111763,CON0056102,Entertainment,8
PF00111764,CON0040904,Travel,6
PF00111765,CON0064241,Fashion,2
PF00111766,CON0065165,Home,5
PF00111767,CON0067558,Groceries,8
PF00111768,CON0018660,Electronics,2
PF00111769,CON0088014,Electronics,5
PF00111770,CON0076425,Groceries,3
PF00111771,CON0091683,Groceries,9
PF00111772,CON0079881,Automotive,10
PF00111773,CON0058813,Automotive,4
PF00111774,CON0071851,Home,7
PF00111775,CON0083370,Electronics,1
PF00111776,CON0039823,Groceries,8
PF00111777,CON0041751,Home,1
PF00111778,CON0085844,Electronics,3
PF00111779,CON0040329,Travel,5
PF00111780,CON0034383,Home,6
PF00111781,CON0055615,Groceries,2
PF00111782,CON0036925,Health,9
PF00111783,CON0032497,Entertainment,9
PF00111784,CON0032677,Fashion,6
PF00111785,CON0059374,Fashion,6
PF00111786,CON0028450,Groceries,10
PF00111787,CON0095154,Entertainment,5
PF00111788,CON0005988,Automotive,10
PF00111789,CON0069827,Travel,1
PF00111790,CON0090336,Groceries,3
PF00111791,CON0024821,Fashion,7
PF00111792,CON0025964,Travel,1
PF00111793,CON0066136,Health,6
PF00111794,CON0078971,Automotive,10
PF00111795,CON0001490,Health,3
PF00111796,CON0072947,Electronics,5
PF00111797,CON0034541,Travel,10
PF00111798,CON0056775,Electronics,7
PF00111799,CON0087410,Automotive,1
PF00111800,CON0053159,Home,1
PF00111801,CON0029054,Health,7
PF00111802,CON0007985,Health,3
PF00111803,CON0072924,Automotive,5
PF00111804,CON0020567,Travel,3
PF00111805,CON0017033,Automotive,8
PF00111806,CON0002976,Automotive,4
PF00111807,CON0029260,Automotive,5
PF00111808,CON0036890,Health,10
PF00111809,CON0095638,Entertainment,5
PF00111810,CON0039235,Health,6
PF00111811,CON0049920,Travel,1
PF00111812,CON0094686,Travel,2
PF00111813,CON0012129,Electronics,3
PF00111814,CON0011915,Home,4
PF00111815,CON0029883,Fashion,5
PF00111816,CON0072897,Health,7
PF00111817,CON0024818,Home,10
PF00111818,CON0065734,Travel,10
PF00111819,CON0032282,Health,4
PF00111820,CON0058451,Home,4
PF00111821,CON0078613,Health,10
PF00111822,CON0079413,Fashion,5
PF00111823,CON0056286,Home,1
PF00111824,CON0020772,Travel,10
PF00111825,CON0045009,Travel,8
PF00111826,CON0029015,Electronics,7
PF00111827,CON0051955,Groceries,8
PF00111828,CON0096026,Health,9
PF00111829,CON0092072,Home,6
PF00111830,CON0044759,Entertainment,10
PF00111831,CON0053867,Automotive,3
PF00111832,CON0028436,Entertainment,5
PF00111833,CON0017457,Fashion,7
PF00111834,CON0036772,Automotive,1
PF00111835,CON0026303,Travel,5
PF00111836,CON0044242,Fashion,5
PF00111837,CON0045995,Travel,10
PF00111838,CON0011472,Home,8
PF00111839,CON0009816,Entertainment,4
PF00111840,CON0062893,Entertainment,3
PF00111841,CON0069746,Travel,1
PF00111842,CON0076456,Entertainment,3
PF00111843,CON0098856,Electronics,10
PF00111844,CON0019950,Home,2
PF00111845,CON0005879,Health,4
PF00111846,CON0003809,Electronics,5
PF00111847,CON0093363,Entertainment,1
PF00111848,CON0028902,Electronics,9
PF00111849,CON0070009,Groceries,5
PF00111850,CON0084418,Fashion,8
PF00111851,CON0080325,Entertainment,2
PF00111852,CON0025336,Home,1
PF00111853,CON0013729,Groceries,9
PF00111854,CON0072287,Home,2
PF00111855,CON0072324,Travel,7
PF00111856,CON0022758,Electronics,1
PF00111857,CON0094120,Home,2
PF00111858,CON0096763,Entertainment,10
PF00111859,CON0045373,Travel,1
PF00111860,CON0054956,Fashion,1
PF00111861,CON0021502,Electronics,8
PF00111862,CON0098022,Automotive,7
PF00111863,CON0084333,Travel,5
PF00111864,CON0042092,Home,7
PF00111865,CON0077030,Automotive,4
PF00111866,CON0079782,Entertainment,3
PF00111867,CON0044154,Electronics,1
PF00111868,CON0085274,Fashion,1
PF00111869,CON0037681,Fashion,9
PF00111870,CON0018114,Fashion,9
PF00111871,CON0090913,Automotive,6
PF00111872,CON0072558,Electronics,10
PF00111873,CON0066781,Automotive,2
PF00111874,CON0096100,Health,8
PF00111875,CON0022554,Fashion,2
PF00111876,CON0016560,Groceries,1
PF00111877,CON0040437,Travel,8
PF00111878,CON0085712,Home,9
PF00111879,CON0032474,Electronics,6
PF00111880,CON0075841,Automotive,8
PF00111881,CON0036097,Travel,6
PF00111882,CON0033733,Electronics,8
PF00111883,CON0015225,Electronics,9
PF00111884,CON0002986,Groceries,9
PF00111885,CON0064004,Entertainment,9
PF00111886,CON0007795,Electronics,4
PF00111887,CON0075261,Automotive,4
PF00111888,CON0027698,Groceries,5
PF00111889,CON0013867,Fashion,7
PF00111890,CON0059504,Home,6
PF00111891,CON0032356,Groceries,4
PF00111892,CON0048663,Travel,8
PF00111893,CON0035083,Electronics,4
PF00111894,CON0089303,Entertainment,4
PF00111895,CON0068167,Fashion,3
PF00111896,CON0042572,Groceries,10
PF00111897,CON0069838,Groceries,10
PF00111898,CON0002754,Automotive,4
PF00111899,CON0043183,Travel,3
PF00111900,CON0060741,Automotive,8
PF00111901,CON0050110,Travel,2
PF00111902,CON0004564,Health,8
PF00111903,CON0009964,Electronics,9
PF00111904,CON0058782,Groceries,5
PF00111905,CON0022922,Entertainment,10
PF00111906,CON0049332,Travel,7
PF00111907,CON0085235,Home,8
PF00111908,CON0096444,Health,10
PF00111909,CON0020286,Electronics,6
PF00111910,CON0038705,Electronics,3
PF00111911,CON0044522,Home,5
PF00111912,CON0033559,Automotive,7
PF00111913,CON0041989,Travel,5
PF00111914,CON0098114,Groceries,2
PF00111915,CON0035504,Automotive,4
PF00111916,CON0027314,Home,3
PF00111917,CON0073278,Entertainment,7
PF00111918,CON0089629,Fashion,1
PF00111919,CON0067720,Groceries,7
PF00111920,CON0015231,Home,5
PF00111921,CON0087640,Travel,4
PF00111922,CON0033853,Home,9
PF00111923,CON0030023,Automotive,1
