employee_id,department,role,hire_date,tenure_months,salary,performance_score,status
E964,Operations,Junior,2019-01-01,73,139750,1.8,active
E965,Engineering,Senior,2019-01-01,73,114637,2.4,active
E966,HR,Senior,2019-01-02,73,47501,4.0,left
E967,HR,Director,2019-01-02,73,155084,2.8,active
E968,Engineering,Intern,2019-01-01,73,55225,2.6,active
E969,Finance,Manager,2019-01-02,73,115711,2.1,active
E970,Finance,Junior,2019-01-01,73,140722,2.0,active
E971,Sales,Intern,2019-01-01,73,155322,1.1,active
E972,Operations,Junior,2019-01-02,73,113225,2.5,active
E973,Finance,Manager,2019-01-01,73,43305,4.2,active
E974,Finance,Manager,2019-01-02,73,43909,4.8,left
E975,Marketing,Senior,2019-01-01,73,136545,2.9,left
E976,Marketing,Junior,2019-01-01,73,150160,2.5,active
E977,Engineering,Intern,2019-01-02,73,107519,3.6,active
E978,Marketing,Manager,2019-01-01,73,63548,4.7,active
E979,HR,Junior,2019-01-02,73,169567,2.8,active
E980,HR,Junior,2019-01-02,73,106219,1.6,active
E981,Marketing,Manager,2019-01-01,73,95020,2.9,active
E982,HR,Senior,2019-01-01,73,62754,2.3,active
E983,Marketing,Senior,2019-01-01,73,53791,2.4,active
E984,HR,Director,2019-01-02,73,139548,2.1,active
E985,Finance,Junior,2019-01-02,73,84860,2.1,left
E986,Marketing,Manager,2019-01-02,73,74214,3.8,active
E987,Operations,Senior,2019-01-01,73,160377,1.0,active
E988,Operations,Manager,2019-01-01,73,50565,4.4,left
E989,Engineering,Intern,2019-01-01,73,85945,3.5,active
E990,Operations,Senior,2019-01-02,73,69306,1.8,left
E991,Operations,Manager,2019-01-01,73,112562,2.2,active
E992,Operations,Junior,2019-01-01,73,103027,4.1,active
E993,Finance,Manager,2019-01-02,73,91700,1.3,active
E994,HR,Junior,2019-01-01,73,154995,2.8,left
E995,HR,Junior,2019-01-02,73,93744,3.1,active
E996,HR,Manager,2019-01-02,73,100022,4.3,active
E997,Finance,Director,2019-01-02,73,144190,1.6,active
E998,Engineering,Director,2019-01-01,73,90454,3.0,left
E999,Sales,Junior,2019-01-02,73,178483,2.8,left
E1000,HR,Junior,2019-01-02,73,75290,1.2,active
E1001,Engineering,Senior,2019-01-02,73,70900,2.5,active
E1002,HR,Director,2019-01-01,73,106203,2.7,active
E1003,Sales,Senior,2019-01-02,73,107000,2.8,active
E1004,Operations,Intern,2019-01-02,73,154847,4.1,left
E1005,Engineering,Junior,2019-01-02,73,172362,3.9,active
E1006,Sales,Manager,2019-01-01,73,138318,4.9,active
E1007,Marketing,Intern,2019-01-02,73,141066,1.2,active
E1008,Operations,Director,2019-01-02,73,105096,1.0,active
E1009,Sales,Manager,2019-01-02,73,152298,2.7,left
E1010,HR,Intern,2019-01-02,73,48207,4.2,active
E1011,Finance,Director,2019-01-01,73,111004,1.9,active
E1012,Finance,Junior,2019-01-02,73,128963,2.8,active
E1013,Marketing,Director,2019-01-02,73,173122,1.2,active
E1014,Operations,Manager,2019-01-02,73,107529,4.3,left
E1015,Marketing,Intern,2019-01-01,73,76054,2.9,active
E1016,Operations,Intern,2019-01-02,73,76037,1.2,active
E1017,Sales,Junior,2019-01-01,73,44322,3.1,active
E1018,Sales,Intern,2019-01-01,73,60886,2.1,active
E1019,Sales,Intern,2019-01-01,73,132063,3.1,active
E1020,Engineering,Manager,2019-01-01,73,150408,2.2,left
E1021,Engineering,Senior,2019-01-01,73,164905,4.9,active
E1022,Engineering,Junior,2019-01-02,73,174572,4.3,active
E1023,Finance,Director,2019-01-01,73,71259,2.2,active
E1024,Sales,Intern,2019-01-02,73,167174,4.9,active
E1025,Finance,Director,2019-01-01,73,57034,3.9,active
E1026,Finance,Manager,2019-01-02,73,125668,1.8,active
E1027,Sales,Manager,2019-01-01,73,91741,1.5,active
E1028,Marketing,Junior,2019-01-01,73,172777,4.9,active
E1029,Engineering,Director,2019-01-02,73,65301,2.8,left
E1030,Operations,Manager,2019-01-02,73,68954,1.6,active
E1031,Marketing,Director,2019-01-01,73,56069,1.8,active
E1032,Engineering,Senior,2019-01-02,73,174648,4.0,active
E1033,Marketing,Junior,2019-01-02,73,84614,2.0,left
E1034,Sales,Senior,2019-01-01,73,153422,2.4,active
E1035,Finance,Senior,2019-01-01,73,106764,1.6,active
E1036,Sales,Manager,2019-01-02,73,140625,2.6,active
E1037,Engineering,Manager,2019-01-02,73,85326,5.0,left
E1038,Engineering,Director,2019-01-01,73,100422,4.3,active
E1039,Engineering,Junior,2019-01-02,73,171263,1.9,left
E1040,Engineering,Junior,2019-01-01,73,162318,1.8,active
E1041,Finance,Manager,2019-01-02,73,90875,1.1,active
E1042,Sales,Director,2019-01-01,73,169378,2.4,active
E1043,Marketing,Junior,2019-01-01,73,100485,1.8,left
E1044,Marketing,Senior,2019-01-02,73,78218,1.9,active
E1045,Engineering,Intern,2019-01-02,73,58109,2.7,active
E1046,Marketing,Manager,2019-01-01,73,165903,2.6,left
E1047,Operations,Manager,2019-01-01,73,115893,4.7,active
E1048,Sales,Intern,2019-01-02,73,73502,1.0,active
E1049,Operations,Senior,2019-01-02,73,157838,1.1,active
E1050,Engineering,Junior,2019-01-01,73,113970,4.0,active
E1051,HR,Manager,2019-01-02,73,42551,1.2,left
E1052,Operations,Senior,2019-01-01,73,152157,2.7,left
E1053,Operations,Intern,2019-01-02,73,120126,1.5,active
E1054,Engineering,Junior,2019-01-02,73,52780,3.3,active
E1055,HR,Junior,2019-01-01,73,86701,4.4,active
E1056,Finance,Director,2019-01-02,73,129306,4.7,active
E1057,Finance,Director,2019-01-02,73,126507,1.1,active
E1058,HR,Director,2019-01-01,73,159836,1.7,active
E1059,Marketing,Manager,2019-01-01,73,126675,2.0,left
E1060,Operations,Director,2019-01-02,73,135941,4.9,active
E1061,Marketing,Intern,2019-01-02,73,132764,4.2,active
E1062,Finance,Senior,2019-01-02,73,148443,4.9,active
E1063,Operations,Intern,2019-01-01,73,81773,3.8,left
E1064,Sales,Director,2019-01-01,73,150100,2.8,active
E1065,HR,Senior,2019-01-01,73,82598,4.5,active
E1066,Operations,Intern,2019-01-01,73,128676,2.2,left
E1067,HR,Junior,2019-01-02,73,160501,4.4,left
E1068,Marketing,Director,2019-01-02,73,49769,3.7,active
E1069,HR,Senior,2019-01-02,73,68458,3.5,active
E1070,HR,Senior,2019-01-02,73,147286,2.1,active
E1071,Marketing,Junior,2019-01-01,73,150369,3.0,active
E1072,Finance,Junior,2019-01-02,73,113786,1.0,active
E1073,Engineering,Manager,2019-01-01,73,83431,3.7,active
E1074,HR,Manager,2019-01-01,73,126102,1.9,active
E1075,HR,Senior,2019-01-02,73,66640,1.8,active
E1076,Finance,Manager,2019-01-01,73,150776,3.5,left
E1077,Engineering,Intern,2019-01-02,73,144743,4.2,active
E1078,HR,Intern,2019-01-01,73,146046,2.9,active
E1079,Marketing,Director,2019-01-01,73,177511,3.9,left
E1080,Finance,Intern,2019-01-01,73,55683,3.5,left
E1081,Marketing,Intern,2019-01-01,73,108666,1.5,left
E1082,Sales,Intern,2019-01-01,73,175538,3.8,left
E1083,HR,Senior,2019-01-02,73,42132,2.3,active
E1084,Operations,Junior,2019-01-02,73,104977,1.4,left
E1085,Finance,Senior,2019-01-01,73,178980,2.7,active
E1086,Finance,Director,2019-01-02,73,175124,1.6,active
E1087,Finance,Junior,2019-01-02,73,148094,3.5,active
E1088,Operations,Junior,2019-01-01,73,41352,4.3,active
E1089,HR,Director,2019-01-02,73,80163,3.9,active
E1090,Operations,Manager,2019-01-01,73,118308,2.4,active
E1091,Engineering,Director,2019-01-02,73,113538,1.4,active
E1092,Sales,Manager,2019-01-01,73,163563,4.0,active
E1093,Marketing,Senior,2019-01-02,73,64745,2.2,active
E1094,Finance,Manager,2019-01-01,73,174617,3.9,left
E1095,Finance,Intern,2019-01-01,73,118933,4.5,active
E1096,Marketing,Manager,2019-01-02,73,63348,4.5,active
E1097,Engineering,Intern,2019-01-02,73,40188,2.5,active
E1098,Engineering,Director,2019-01-01,73,171706,1.6,active
E1099,Operations,Senior,2019-01-02,73,77057,1.7,active
E1100,Engineering,Senior,2019-01-02,73,120669,2.6,active
E1101,HR,Junior,2019-01-02,73,122886,1.8,active
E1102,Marketing,Director,2019-01-02,73,73334,4.0,active
E1103,Operations,Senior,2019-01-01,73,125065,3.0,active
E1104,Sales,Junior,2019-01-01,73,135461,3.2,active
E1105,Finance,Director,2019-01-02,73,152907,4.3,active
E1106,Marketing,Senior,2019-01-02,73,156364,2.5,active
E1107,HR,Intern,2019-01-01,73,132926,4.1,left
E1108,Operations,Senior,2019-01-02,73,70171,5.0,active
E1109,HR,Director,2019-01-02,73,137754,3.9,left
E1110,Engineering,Junior,2019-01-01,73,64860,1.8,active
E1111,Operations,Senior,2019-01-02,73,178215,3.1,active
E1112,Operations,Senior,2019-01-01,73,138531,4.1,left
E1113,Marketing,Intern,2019-01-02,73,79212,3.3,active
E1114,HR,Intern,2019-01-01,73,94586,2.1,active
E1115,Marketing,Senior,2019-01-02,73,94035,1.0,active
E1116,HR,Senior,2019-01-02,73,142668,1.1,left
E1117,Sales,Junior,2019-01-01,73,47340,2.9,active
E1118,Marketing,Junior,2019-01-01,73,115887,1.5,left
E1119,Finance,Senior,2019-01-01,73,112539,4.0,active
E1120,Sales,Senior,2019-01-02,73,104861,2.6,active
E1121,Operations,Junior,2019-01-01,73,98256,3.9,active
E1122,Sales,Intern,2019-01-01,73,134176,2.2,active
E1123,HR,Manager,2019-01-02,73,142547,2.7,active
E1124,Marketing,Manager,2019-01-01,73,81932,2.4,active
E1125,Engineering,Manager,2019-01-01,73,163228,4.6,active
E1126,Sales,Manager,2019-01-02,73,115014,4.3,active
E1127,Engineering,Senior,2019-01-02,73,52880,3.1,left
E1128,Finance,Manager,2019-01-01,73,125286,4.0,left
E1129,HR,Senior,2019-01-01,73,159522,2.5,active
E1130,Sales,Manager,2019-01-02,73,104016,3.4,left
E1131,Engineering,Manager,2019-01-02,73,49468,2.5,left
E1132,Marketing,Manager,2019-01-01,73,136703,1.9,active
E1133,Finance,Senior,2019-01-01,73,115945,1.7,active
E1134,Operations,Intern,2019-01-02,73,45965,1.5,active
E1135,Finance,Intern,2019-01-01,73,176132,2.0,active
E1136,Operations,Intern,2019-01-02,73,63510,1.6,active
E1137,Engineering,Director,2019-01-02,73,174403,5.0,active
E1138,Sales,Intern,2019-01-01,73,101605,3.2,active
E1139,HR,Senior,2019-01-02,73,124561,4.5,active
E1140,Marketing,Intern,2019-01-02,73,78501,2.9,active
E1141,HR,Intern,2019-01-02,73,81170,4.7,active
E1142,Sales,Junior,2019-01-02,73,178664,4.5,left
E1143,HR,Senior,2019-01-02,73,57169,1.3,active
E1144,Marketing,Junior,2019-01-01,73,140558,3.7,left
E1145,Marketing,Director,2019-01-01,73,178957,1.5,active
E1146,Operations,Manager,2019-01-01,73,94716,2.5,active
E1147,Sales,Intern,2019-01-01,73,132767,4.7,active
E1148,Sales,Senior,2019-01-01,73,118256,1.1,active
E1149,Marketing,Director,2019-01-02,73,143149,1.5,left
E1150,HR,Senior,2019-01-02,73,79053,2.5,left
E1151,Marketing,Senior,2019-01-01,73,54041,4.1,left
E1152,Operations,Director,2019-01-02,73,169995,3.1,active
E1153,Marketing,Senior,2019-01-02,73,56806,2.4,active
E1154,Engineering,Junior,2019-01-01,73,136182,4.0,active
E1155,Operations,Director,2019-01-01,73,167308,1.2,active
E1156,Marketing,Manager,2019-01-01,73,146525,3.5,active
E1157,Operations,Intern,2019-01-01,73,128040,3.9,active
E1158,Sales,Intern,2019-01-02,73,114903,3.5,left
E1159,Finance,Intern,2019-01-01,73,79845,1.7,active
E1160,Marketing,Senior,2019-01-01,73,52829,3.5,active
E1161,Marketing,Senior,2019-01-01,73,128895,1.2,active
E1162,Finance,Senior,2019-01-01,73,157495,3.5,active
E1163,Operations,Director,2019-01-01,73,93925,3.7,left
E1164,HR,Junior,2019-01-02,73,86890,3.5,active
E1165,Engineering,Intern,2019-01-02,73,50688,2.2,active
E1166,Engineering,Intern,2019-01-01,73,126951,3.7,active
E1167,Sales,Intern,2019-01-02,73,57750,3.6,active
E1168,Engineering,Junior,2019-01-02,73,117971,4.3,active
E1169,Sales,Junior,2019-01-01,73,71880,2.2,active
E1170,HR,Senior,2019-01-01,73,145607,3.4,active
E1171,Finance,Director,2019-01-01,73,93043,1.1,left
E1172,Finance,Senior,2019-01-01,73,83282,2.4,left
E1173,Finance,Junior,2019-01-01,73,53825,1.5,active
E1174,Operations,Intern,2019-01-01,73,42670,4.5,active
E1175,Marketing,Intern,2019-01-02,73,86046,3.1,active
E1176,Sales,Manager,2019-01-02,73,95634,2.5,active
E1177,Engineering,Junior,2019-01-02,73,54784,4.4,left
E1178,Engineering,Director,2019-01-01,73,88194,4.2,active
E1179,Engineering,Manager,2019-01-01,73,52930,1.3,active
E1180,HR,Director,2019-01-02,73,44971,1.8,active
E1181,Engineering,Intern,2019-01-01,73,97506,1.6,left
E1182,HR,Director,2019-01-02,73,115335,2.8,active
E1183,Sales,Junior,2019-01-01,73,133351,1.4,active
E1184,Sales,Manager,2019-01-01,73,56979,4.4,left
E1185,Finance,Junior,2019-01-02,73,72428,4.0,active
E1186,Finance,Junior,2019-01-02,73,105374,4.5,active
E1187,Operations,Junior,2019-01-01,73,112075,4.5,active
E1188,Sales,Director,2019-01-01,73,156354,4.4,active
E1189,Operations,Director,2019-01-01,73,139059,3.9,left
E1190,Operations,Director,2019-01-01,73,74155,1.9,active
E1191,Finance,Junior,2019-01-02,73,148584,1.5,active
E1192,HR,Senior,2019-01-02,73,76129,3.0,active
E1193,Sales,Junior,2019-01-01,73,59263,1.8,left
E1194,Marketing,Director,2019-01-01,73,175344,3.8,active
E1195,Sales,Intern,2019-01-01,73,50764,3.2,active
E1196,Finance,Manager,2019-01-01,73,101001,3.7,active
E1197,Sales,Senior,2019-01-02,73,149818,4.8,active
E1198,Operations,Junior,2019-01-02,73,101945,2.7,active
E1199,Engineering,Director,2019-01-01,73,120604,1.7,active
E1200,Operations,Intern,2019-01-02,73,78103,4.0,active
E1201,Finance,Senior,2019-01-01,73,146126,2.4,active
E1202,Operations,Intern,2019-01-01,73,127583,1.1,active
E1203,Sales,Intern,2019-01-01,73,40592,4.0,active
E1204,HR,Intern,2019-01-02,73,161668,2.3,active
E1205,Marketing,Manager,2019-01-01,73,46854,3.8,active
E1206,Engineering,Manager,2019-01-02,73,114457,2.2,active
E1207,Sales,Senior,2019-01-02,73,94201,3.5,active
E1208,Sales,Director,2019-01-02,73,135472,2.6,active
E1209,Operations,Director,2019-01-01,73,131587,4.4,left
E1210,Engineering,Director,2019-01-01,73,85442,1.2,active
E1211,HR,Intern,2019-01-01,73,83145,2.7,active
E1212,Operations,Intern,2019-01-02,73,90447,3.2,active
E1213,Operations,Senior,2019-01-01,73,153722,2.4,active
E1214,Engineering,Junior,2019-01-02,73,87742,2.0,left
E1215,Finance,Intern,2019-01-02,73,132786,4.0,active
E1216,Marketing,Junior,2019-01-02,73,57289,2.4,active
E1217,Operations,Intern,2019-01-02,73,89821,3.2,active
E1218,Finance,Senior,2019-01-02,73,89533,2.8,left
E1219,HR,Senior,2019-01-02,73,153310,4.7,active
E1220,HR,Manager,2019-01-02,73,162558,1.5,active
E1221,Sales,Director,2019-01-02,73,43275,4.1,active
E1222,Finance,Manager,2019-01-02,73,129548,4.2,active
E1223,Operations,Manager,2019-01-02,73,50616,3.7,left
E1224,Finance,Director,2019-01-01,73,42183,4.1,active
E1225,Operations,Manager,2019-01-02,73,118752,3.7,active
E1226,Finance,Junior,2019-01-02,73,60709,3.5,active
E1227,Marketing,Director,2019-01-02,73,105723,4.1,active
E1228,HR,Junior,2019-01-01,73,155397,1.5,active
E1229,HR,Manager,2019-01-01,73,165782,4.1,active
E1230,Marketing,Senior,2019-01-01,73,140872,3.3,active
E1231,Marketing,Junior,2019-01-01,73,123833,3.7,left
E1232,HR,Director,2019-01-02,73,163067,4.2,active
E1233,Engineering,Senior,2019-01-02,73,121382,2.8,active
E1234,HR,Manager,2019-01-01,73,138926,2.6,active
E1235,HR,Director,2019-01-01,73,174144,4.6,active
E1236,Operations,Intern,2019-01-01,73,158508,1.3,left
E1237,Finance,Director,2019-01-01,73,101214,2.9,active
E1238,HR,Senior,2019-01-01,73,84013,3.9,left
E1239,Finance,Junior,2019-01-02,73,176548,2.3,left
E1240,HR,Intern,2019-01-02,73,77234,3.0,left
E1241,Engineering,Intern,2019-01-02,73,107649,4.9,active
E1242,HR,Director,2019-01-01,73,117245,1.9,active
E1243,Engineering,Senior,2019-01-01,73,125600,4.0,active
E1244,Marketing,Manager,2019-01-01,73,99614,4.5,active
E1245,Marketing,Junior,2019-01-01,73,101086,3.1,active
E1246,Marketing,Director,2019-01-02,73,75612,2.8,active
E1247,Marketing,Manager,2019-01-02,73,84117,2.5,left
E1248,Engineering,Senior,2019-01-01,73,102448,2.7,active
E1249,Engineering,Director,2019-01-02,73,97330,2.8,active
E1250,Operations,Intern,2019-01-01,73,42713,2.5,active
E1251,Sales,Junior,2019-01-01,73,151421,4.8,active
E1252,Finance,Director,2019-01-01,73,123637,2.4,active
E1253,Sales,Senior,2019-01-01,73,125391,1.7,active
E1254,Sales,Manager,2019-01-01,73,166916,4.1,left
E1255,Engineering,Junior,2019-01-02,73,85571,3.0,active
E1256,Engineering,Junior,2019-01-01,73,108006,1.5,left
E1257,Finance,Director,2019-01-02,73,114637,4.2,active
E1258,Operations,Intern,2019-01-01,73,44813,3.5,active
E1259,Marketing,Senior,2019-01-01,73,82155,2.1,left
E1260,HR,Manager,2019-01-01,73,169096,4.6,left
E1261,Operations,Junior,2019-01-02,73,118711,5.0,active
E1262,Sales,Manager,2019-01-02,73,141125,3.8,active
E1263,Finance,Junior,2019-01-02,73,119486,4.3,active
E1264,Marketing,Intern,2019-01-01,73,129200,4.1,left
E1265,Operations,Director,2019-01-02,73,135213,3.7,active
E1266,Engineering,Director,2019-01-01,73,170578,4.9,active
E1267,Engineering,Manager,2019-01-02,73,142269,2.4,active
E1268,Marketing,Intern,2019-01-02,73,139884,1.4,active
E1269,Sales,Director,2019-01-01,73,62772,3.9,left
E1270,Operations,Director,2019-01-01,73,108404,2.8,left
E1271,Finance,Intern,2019-01-02,73,154446,2.3,active
E1272,HR,Senior,2019-01-01,73,46040,3.0,active
E1273,HR,Senior,2019-01-02,73,55397,1.1,active
E1274,Operations,Junior,2019-01-02,73,81132,1.2,active
E1275,Marketing,Intern,2019-01-01,73,55465,3.0,active
E1276,Marketing,Manager,2019-01-02,73,132905,2.8,active
E1277,Engineering,Manager,2019-01-01,73,156669,4.2,active
E1278,Sales,Director,2019-01-01,73,68571,4.8,active
E1279,Operations,Manager,2019-01-01,73,164947,3.6,active
E1280,Operations,Manager,2019-01-02,73,116855,3.8,active
E1281,Operations,Junior,2019-01-02,73,71466,3.0,active
E1282,HR,Director,2019-01-01,73,53631,2.2,active
E1283,HR,Manager,2019-01-01,73,148673,1.7,left
E1284,Engineering,Director,2019-01-02,73,95506,2.4,active
E1285,Operations,Director,2019-01-02,73,152305,1.9,active
E1286,Finance,Senior,2019-01-02,73,134518,3.3,active
E1287,HR,Intern,2019-01-02,73,106402,3.9,active
E1288,Finance,Director,2019-01-02,73,130311,2.4,active
E1289,Engineering,Director,2019-01-01,73,156131,1.3,active
E1290,Finance,Senior,2019-01-02,73,70240,3.8,active
E1291,Operations,Junior,2019-01-01,73,160716,1.9,left
E1292,Sales,Senior,2019-01-01,73,120215,4.3,left
E1293,Operations,Manager,2019-01-02,73,142175,2.0,active
E1294,Operations,Director,2019-01-02,73,100912,1.8,active
E1295,Operations,Manager,2019-01-02,73,163700,4.2,active
E1296,Engineering,Director,2019-01-01,73,168248,1.3,active
E1297,Engineering,Intern,2019-01-02,73,54054,1.0,active
E1298,Engineering,Intern,2019-01-01,73,163926,2.8,active
E1299,Marketing,Senior,2019-01-02,73,41172,3.8,left
E1300,Sales,Intern,2019-01-02,73,144422,4.9,left
E1301,Marketing,Manager,2019-01-01,73,169165,4.9,left
E1302,Operations,Junior,2019-01-01,73,140491,4.3,active
E1303,Operations,Intern,2019-01-02,73,96762,2.7,active
E1304,Operations,Director,2019-01-02,73,44983,1.9,active
E1305,Marketing,Director,2019-01-02,73,140208,2.6,active
E1306,Engineering,Senior,2019-01-01,73,81521,1.9,active
E1307,Operations,Manager,2019-01-02,73,54377,4.5,active
E1308,Engineering,Junior,2019-01-02,73,96956,2.2,active
E1309,Marketing,Manager,2019-01-02,73,108205,4.4,active
E1310,Operations,Manager,2019-01-02,73,102174,4.9,active
E1311,Operations,Manager,2019-01-01,73,57757,4.8,active
E1312,HR,Intern,2019-01-01,73,101265,4.6,active
E1313,HR,Junior,2019-01-01,73,89585,2.3,active
E1314,HR,Director,2019-01-02,73,116860,4.8,left
E1315,Engineering,Manager,2019-01-02,73,90032,3.8,active
E1316,Finance,Junior,2019-01-01,73,176184,1.5,active
E1317,Engineering,Junior,2019-01-01,73,81118,1.2,active
E1318,Operations,Junior,2019-01-01,73,85566,4.0,active
E1319,HR,Director,2019-01-02,73,121170,4.2,left
E1320,Finance,Manager,2019-01-01,73,162934,2.3,active
E1321,Sales,Manager,2019-01-01,73,119594,2.7,active
E1322,Sales,Junior,2019-01-02,73,135210,3.6,active
E1323,Sales,Senior,2019-01-02,73,63028,1.4,active
E1324,Operations,Director,2019-01-02,73,146828,4.2,active
E1325,Engineering,Intern,2019-01-02,73,40763,4.8,active
E1326,HR,Manager,2019-01-02,73,114621,4.4,active
E1327,Operations,Intern,2019-01-01,73,124884,1.2,active
E1328,Operations,Junior,2019-01-01,73,100260,3.4,active
E1329,Marketing,Intern,2019-01-01,73,73870,3.8,active
E1330,Operations,Intern,2019-01-01,73,164959,1.0,active
E1331,Sales,Intern,2019-01-02,73,51189,3.4,left
E1332,Marketing,Intern,2019-01-01,73,43934,4.5,active
E1333,Marketing,Manager,2019-01-02,73,71721,2.6,active
E1334,Operations,Junior,2019-01-02,73,50511,1.3,active
E1335,Marketing,Junior,2019-01-01,73,143549,1.8,active
E1336,Marketing,Director,2019-01-01,73,122040,4.5,active
E1337,Sales,Manager,2019-01-01,73,121243,4.7,active
E1338,Operations,Intern,2019-01-02,73,162990,1.3,left
E1339,Sales,Manager,2019-01-02,73,60846,3.7,active
E1340,Operations,Junior,2019-01-02,73,121459,5.0,active
E1341,Finance,Director,2019-01-02,73,106930,3.6,active
E1342,Finance,Senior,2019-01-01,73,73557,1.7,left
E1343,HR,Junior,2019-01-01,73,157970,4.2,active
E1344,Sales,Intern,2019-01-01,73,47961,3.0,active
E1345,Sales,Manager,2019-01-01,73,100261,1.7,active
E1346,Sales,Manager,2019-01-01,73,174277,3.3,left
E1347,Operations,Director,2019-01-02,73,153313,1.6,active
E1348,Operations,Senior,2019-01-02,73,177401,4.9,active
E1349,Sales,Manager,2019-01-01,73,164622,3.9,active
E1350,HR,Manager,2019-01-01,73,148146,3.9,active
E1351,Marketing,Director,2019-01-02,73,154282,3.8,active
E1352,Operations,Director,2019-01-01,73,144578,2.9,active
E1353,HR,Director,2019-01-02,73,63671,1.8,active
E1354,Operations,Director,2019-01-02,73,137411,3.3,active
E1355,Engineering,Intern,2019-01-01,73,63403,4.8,active
E1356,Marketing,Manager,2019-01-02,73,64617,3.9,active
E1357,Sales,Manager,2019-01-01,73,105294,4.5,active
E1358,Operations,Director,2019-01-02,73,103072,2.0,active
E1359,Finance,Junior,2019-01-01,73,168613,1.7,active
E1360,Operations,Senior,2019-01-01,73,71962,3.9,active
E1361,Operations,Senior,2019-01-02,73,83982,3.6,active
E1362,Engineering,Intern,2019-01-01,73,119364,3.7,left
E1363,Engineering,Manager,2019-01-01,73,161181,1.0,active
E1364,Finance,Director,2019-01-01,73,131040,2.7,active
E1365,Operations,Junior,2019-01-01,73,61110,3.2,left
E1366,Operations,Intern,2019-01-02,73,75813,1.2,active
E1367,Operations,Junior,2019-01-02,73,133979,1.3,active
E1368,Sales,Senior,2019-01-01,73,163444,4.9,active
E1369,Marketing,Junior,2019-01-02,73,178459,1.0,left
E1370,Finance,Senior,2019-01-01,73,138088,3.5,active
E1371,Marketing,Director,2019-01-02,73,75966,4.4,active
E1372,Finance,Manager,2019-01-01,73,170072,3.2,active
E1373,Sales,Senior,2019-01-01,73,52759,4.6,active
E1374,Finance,Director,2019-01-01,73,96155,3.4,left
E1375,Engineering,Senior,2019-01-01,73,103986,1.4,left
E1376,Finance,Director,2019-01-01,73,58832,3.0,active
E1377,HR,Senior,2019-01-01,73,49236,4.5,left
E1378,HR,Director,2019-01-01,73,126671,2.5,active
E1379,HR,Director,2019-01-01,73,150886,2.3,active
E1380,Engineering,Senior,2019-01-01,73,104696,3.9,active
E1381,Finance,Intern,2019-01-02,73,120851,2.7,left
E1382,Operations,Manager,2019-01-01,73,177838,4.3,active
E1383,Finance,Manager,2019-01-01,73,96241,3.0,active
E1384,Operations,Director,2019-01-02,73,175468,1.8,active
E1385,Marketing,Senior,2019-01-02,73,62693,4.2,active
E1386,Marketing,Senior,2019-01-02,73,103342,1.2,active
E1387,Sales,Director,2019-01-01,73,70931,1.2,active
E1388,Finance,Director,2019-01-02,73,45139,1.6,active
E1389,Finance,Director,2019-01-01,73,176590,3.7,left
E1390,Marketing,Intern,2019-01-01,73,163835,4.7,active
E1391,Marketing,Junior,2019-01-01,73,82269,4.5,active
E1392,HR,Senior,2019-01-02,73,155019,1.1,active
E1393,Operations,Director,2019-01-01,73,179932,2.2,left
E1394,Marketing,Intern,2019-01-02,73,62679,2.3,active
E1395,Engineering,Manager,2019-01-02,73,84739,4.4,active
E1396,Marketing,Senior,2019-01-01,73,170819,1.6,active
E1397,Engineering,Director,2019-01-02,73,138136,4.4,active
E1398,HR,Director,2019-01-02,73,42140,4.4,left
E1399,Marketing,Junior,2019-01-02,73,100775,2.5,active
E1400,Marketing,Manager,2019-01-02,73,172826,3.2,active
E1401,Engineering,Junior,2019-01-01,73,91914,2.5,active
E1402,Engineering,Manager,2019-01-01,73,119138,3.1,left
E1403,Sales,Director,2019-01-01,73,51468,3.8,active
E1404,Marketing,Director,2019-01-01,73,150930,1.9,active
E1405,Finance,Intern,2019-01-02,73,161599,3.7,active
E1406,Operations,Intern,2019-01-01,73,168240,1.7,active
E1407,Marketing,Junior,2019-01-02,73,117684,3.4,active
E1408,Marketing,Senior,2019-01-01,73,41732,2.9,active
E1409,Engineering,Junior,2019-01-01,73,45212,1.6,active
E1410,Marketing,Director,2019-01-02,73,42295,1.8,active
E1411,Sales,Junior,2019-01-02,73,66636,2.1,active
E1412,Operations,Senior,2019-01-02,73,107137,2.6,active
E1413,Finance,Intern,2019-01-02,73,76161,2.7,active
E1414,Engineering,Manager,2019-01-01,73,76875,1.4,active
E1415,Marketing,Manager,2019-01-02,73,101031,2.2,active
E1416,Engineering,Intern,2019-01-01,73,66240,2.4,active
E1417,Engineering,Senior,2019-01-02,73,162321,1.3,left
E1418,Sales,Manager,2019-01-02,73,42326,2.7,active
E1419,Sales,Intern,2019-01-02,73,75257,1.9,active
E1420,Finance,Director,2019-01-01,73,41856,1.8,active
E1421,Finance,Director,2019-01-02,73,170790,2.4,left
E1422,Marketing,Manager,2019-01-01,73,102021,2.6,active
E1423,Engineering,Intern,2019-01-02,73,169238,1.0,active
E1424,Marketing,Director,2019-01-02,73,179480,2.9,active
E1425,Marketing,Manager,2019-01-01,73,89603,4.3,active
E1426,Sales,Junior,2019-01-02,73,49552,4.7,active
E1427,HR,Junior,2019-01-01,73,120414,1.5,active
E1428,HR,Manager,2019-01-02,73,165996,1.2,active
E1429,Operations,Manager,2019-01-01,73,156906,1.0,active
E1430,Finance,Senior,2019-01-01,73,65370,2.5,active
