campaign_id,campaign_name,channel,date,impressions,clicks,leads,spend,revenue
M688,Campaign 4,TikTok,2024-07-18,411777,17177,2436,2233.33,1854.72
M689,Campaign 8,Email,2024-09-24,414495,6309,344,17902.58,67873.0
M690,Campaign 7,Email,2024-08-21,361563,12368,995,5858.76,15681.23
M691,Campaign 7,Instagram,2024-05-24,419671,12681,1332,17188.33,44333.87
M692,Campaign 8,Email,2024-09-14,119147,3409,404,8719.84,31325.27
M693,Campaign 3,TikTok,2024-02-02,276595,10786,1187,13795.82,16029.31
M694,Campaign 5,Email,2024-12-25,239910,6838,928,13573.68,42521.38
M695,Campaign 12,Instagram,2024-01-14,125832,4257,788,18411.61,9862.4
M696,Campaign 1,Google Ads,2024-02-12,296497,3749,397,1221.08,3239.34
M697,Campaign 8,Facebook,2024-02-20,260818,8666,632,672.12,2402.18
M698,Campaign 2,Instagram,2024-05-15,317832,6633,1108,9393.89,24270.54
M699,Campaign 11,Email,2024-08-17,309767,12028,1225,10074.48,38478.7
M700,Campaign 3,TikTok,2024-08-18,18785,577,31,11074.03,29338.37
M701,Campaign 5,Instagram,2024-12-04,232488,11116,1188,2158.67,8033.17
M702,Campaign 3,TikTok,2024-05-30,46626,1115,139,16102.04,57453.06
M703,Campaign 11,LinkedIn,2024-03-30,294280,4046,515,5885.57,8708.96
M704,Campaign 12,Facebook,2024-08-31,117184,1490,99,6736.01,12701.15
M705,Campaign 6,Facebook,2024-02-26,163317,3206,250,928.39,3682.39
M706,Campaign 6,LinkedIn,2024-12-14,215859,7191,549,3120.48,6762.06
M707,Campaign 6,Instagram,2024-04-12,17562,761,125,17298.5,51871.54
M708,Campaign 2,TikTok,2024-05-29,175836,5109,726,10750.98,41062.62
M709,Campaign 1,TikTok,2024-09-13,204432,5619,382,5009.83,8623.68
M710,Campaign 7,Email,2024-06-20,300198,7248,1042,9347.4,15078.24
M711,Campaign 12,Email,2024-08-04,170507,7223,1201,6743.83,24195.97
M712,Campaign 2,Instagram,2024-11-07,472783,5833,1032,13584.05,8056.63
M713,Campaign 6,Instagram,2024-03-18,227947,2785,410,13356.24,23186.88
M714,Campaign 6,Instagram,2024-10-16,488897,5738,935,19743.17,71232.56
M715,Campaign 3,Google Ads,2024-04-03,284326,12484,2130,8050.98,28603.38
M716,Campaign 3,Facebook,2024-04-15,236432,11584,747,5473.84,21836.1
M717,Campaign 8,Email,2024-06-22,223495,8447,779,5891.05,19774.16
M718,Campaign 3,LinkedIn,2024-03-03,355724,13864,2216,14304.88,54215.48
M719,Campaign 11,Email,2024-02-20,101733,2308,178,5998.56,6201.13
M720,Campaign 8,Google Ads,2024-07-06,21067,967,157,15777.64,37001.93
M721,Campaign 11,Google Ads,2024-12-27,28957,1387,154,2702.99,8702.6
M722,Campaign 7,Google Ads,2024-11-06,443128,12906,704,8724.86,15131.93
M723,Campaign 9,Email,2024-04-19,116332,1424,163,11494.74,33520.97
M724,Campaign 7,Instagram,2024-12-16,128481,4778,599,13531.33,53451.52
M725,Campaign 11,Facebook,2024-10-15,409755,5391,644,15752.13,37422.2
M726,Campaign 12,Google Ads,2024-06-15,445523,21957,1425,3155.88,5864.71
M727,Campaign 5,Google Ads,2024-07-06,238572,7016,597,829.89,2926.79
M728,Campaign 3,Instagram,2024-09-22,304482,14314,2558,15113.26,28511.21
M729,Campaign 6,Google Ads,2024-09-28,391715,5266,870,16130.13,12980.33
M730,Campaign 11,LinkedIn,2024-04-25,54632,1389,214,1213.7,3814.57
M731,Campaign 2,Google Ads,2024-03-16,51415,2405,173,10469.35,24295.55
M732,Campaign 1,Instagram,2024-02-10,205639,4252,569,13172.71,20610.18
M733,Campaign 12,LinkedIn,2024-03-28,160575,3692,595,9254.17,16103.33
M734,Campaign 10,Google Ads,2024-11-18,343621,16111,2972,13741.2,30843.17
M735,Campaign 3,Email,2024-07-22,351215,4593,896,4539.73,13079.55
M736,Campaign 8,Instagram,2024-11-10,344259,15809,1941,6882.32,13098.31
M737,Campaign 6,Google Ads,2024-03-04,332125,12755,715,15170.09,45356.18
M738,Campaign 12,LinkedIn,2024-05-25,361002,17711,1651,16976.97,63135.0
M739,Campaign 10,LinkedIn,2024-08-16,50152,1526,206,5839.52,14762.05
M740,Campaign 10,Google Ads,2024-03-29,25647,518,91,2277.59,4908.53
M741,Campaign 3,Email,2024-10-04,423985,20360,2988,1439.34,2335.58
M742,Campaign 3,LinkedIn,2024-06-23,354401,9882,798,7766.26,20432.89
M743,Campaign 10,Google Ads,2024-11-25,333239,11794,1115,11911.47,19972.84
M744,Campaign 1,Facebook,2024-03-15,46550,545,37,9576.53,25850.8
M745,Campaign 11,Email,2024-06-06,299390,11396,2144,13850.19,11388.61
M746,Campaign 12,Facebook,2024-02-09,397097,5368,313,12946.95,40208.0
M747,Campaign 4,LinkedIn,2024-07-30,224955,6228,996,8636.25,5024.75
M748,Campaign 11,Facebook,2024-11-07,21325,427,74,4744.32,18158.1
M749,Campaign 11,TikTok,2024-09-17,230606,5859,630,11025.89,14307.93
M750,Campaign 5,Facebook,2024-10-29,299397,13056,824,3213.77,7932.17
M751,Campaign 3,Facebook,2024-01-01,176312,6503,1023,11873.58,43512.76
M752,Campaign 3,Facebook,2024-10-19,279556,5816,628,10032.19,13395.81
M753,Campaign 5,Instagram,2024-03-25,67111,1406,115,10438.91,16532.38
M754,Campaign 11,Facebook,2024-08-22,350693,6630,1076,3349.06,5131.03
M755,Campaign 6,Facebook,2024-05-24,374476,13009,2221,17815.93,39626.12
M756,Campaign 10,Facebook,2024-04-02,162961,5080,825,9126.64,12376.72
M757,Campaign 1,Email,2024-04-28,245149,2500,429,7800.26,17053.72
M758,Campaign 7,LinkedIn,2024-01-07,210508,7294,879,10283.7,28042.62
M759,Campaign 7,Email,2024-08-01,143333,4044,676,10202.73,10494.05
M760,Campaign 9,Google Ads,2024-03-10,165064,5739,646,17374.35,9561.78
M761,Campaign 10,Google Ads,2024-01-12,83952,2014,167,1283.31,2945.4
M762,Campaign 11,Google Ads,2024-05-18,465957,18101,2392,12819.11,17144.27
M763,Campaign 7,LinkedIn,2024-11-11,479527,17714,3162,15880.45,23411.88
M764,Campaign 8,LinkedIn,2024-01-08,465216,17332,1994,4747.75,14821.52
M765,Campaign 3,LinkedIn,2024-09-01,188878,2087,393,8355.89,28558.82
M766,Campaign 5,Instagram,2024-05-14,412070,10208,972,9428.67,5714.74
M767,Campaign 12,Email,2024-09-30,100832,2842,478,2347.23,3318.62
M768,Campaign 5,Google Ads,2024-10-23,229746,9469,770,9755.51,23902.3
M769,Campaign 5,LinkedIn,2024-07-23,497936,9013,752,4104.21,4725.07
M770,Campaign 9,Email,2024-06-14,386830,12280,2010,17793.34,48752.69
M771,Campaign 9,Google Ads,2024-12-22,444181,9722,1707,18336.33,11414.96
M772,Campaign 3,Instagram,2024-06-05,397722,15003,1517,8195.32,28323.16
M773,Campaign 8,Google Ads,2024-07-03,216076,8211,569,3782.54,5289.85
M774,Campaign 2,Email,2024-04-25,114662,2426,261,1937.24,5432.96
M775,Campaign 7,TikTok,2024-05-09,65761,3024,429,14867.25,31878.07
M776,Campaign 8,LinkedIn,2024-05-28,447890,21716,4241,7479.64,7546.19
M777,Campaign 7,LinkedIn,2024-03-01,190605,8120,564,10079.1,19433.87
M778,Campaign 12,Instagram,2024-01-19,102961,1100,125,7880.6,15158.7
M779,Campaign 9,Instagram,2024-12-17,287500,13969,953,17835.08,60126.64
M780,Campaign 2,Facebook,2024-03-28,345102,4483,299,5234.34,6463.3
M781,Campaign 8,Facebook,2024-11-19,332358,16331,1595,17745.47,64753.47
M782,Campaign 1,TikTok,2024-01-05,402083,5556,856,11798.64,15463.38
M783,Campaign 12,Instagram,2024-10-17,326961,6179,607,10836.02,19634.14
M784,Campaign 8,TikTok,2024-06-10,133853,4436,226,3195.6,9757.31
M785,Campaign 10,TikTok,2024-05-02,479207,16649,958,9961.69,30426.63
M786,Campaign 1,TikTok,2024-10-01,486614,13019,1522,10269.63,31467.08
M787,Campaign 1,LinkedIn,2024-02-26,236556,2935,545,6020.61,16483.82
M788,Campaign 12,Instagram,2024-03-03,110808,3236,251,9308.31,10524.54
M789,Campaign 11,Facebook,2024-08-16,226592,6380,987,10462.71,17385.47
M790,Campaign 2,Facebook,2024-02-21,353278,4107,651,14687.14,14300.1
M791,Campaign 1,TikTok,2024-11-10,387791,4864,721,19200.08,58220.17
M792,Campaign 10,Instagram,2024-04-07,65161,3136,219,2849.99,7512.15
M793,Campaign 3,Google Ads,2024-01-08,191041,5525,1021,2108.2,1528.85
M794,Campaign 12,TikTok,2024-09-09,283045,6529,796,15943.34,61095.28
M795,Campaign 3,Facebook,2024-07-02,498809,21981,1683,13734.89,20613.29
M796,Campaign 10,TikTok,2024-06-25,226304,8476,1259,19352.43,73839.42
M797,Campaign 9,LinkedIn,2024-02-29,60640,2223,137,12486.82,31149.21
M798,Campaign 12,LinkedIn,2024-07-09,261553,7456,1371,6626.24,14261.81
M799,Campaign 2,Email,2024-03-22,191263,8928,1357,11389.09,28971.38
M800,Campaign 1,Google Ads,2024-10-27,172553,6912,427,6378.02,8743.23
M801,Campaign 5,LinkedIn,2024-03-18,420084,5929,948,8409.0,21745.31
M802,Campaign 9,Instagram,2024-07-13,25079,586,81,19687.13,55649.67
M803,Campaign 5,Instagram,2024-12-23,95882,1135,205,3352.24,3639.3
M804,Campaign 12,TikTok,2024-11-28,304410,8211,921,3570.75,11502.81
M805,Campaign 1,Email,2024-01-08,480444,21489,3391,10169.02,11611.06
M806,Campaign 5,Google Ads,2024-04-21,221316,9213,1772,1239.08,3846.11
M807,Campaign 2,Facebook,2024-12-06,440044,8664,1560,13674.28,43613.11
M808,Campaign 5,LinkedIn,2024-09-29,230324,4918,850,2092.24,2468.44
M809,Campaign 9,Google Ads,2024-01-10,478600,10743,1148,10104.42,10351.88
M810,Campaign 9,Instagram,2024-07-10,324054,8863,1240,10732.95,6037.53
M811,Campaign 8,LinkedIn,2024-04-21,433236,8989,1566,16907.6,55975.16
M812,Campaign 3,Instagram,2024-08-15,79486,1166,168,3450.32,9685.15
M813,Campaign 3,TikTok,2024-08-18,142849,5128,753,6576.13,16832.37
M814,Campaign 11,Facebook,2024-11-18,120547,1399,87,4396.77,2633.38
M815,Campaign 4,Instagram,2024-12-08,307452,3645,710,9455.8,34500.13
M816,Campaign 6,TikTok,2024-07-21,288596,13702,2108,5945.24,22435.45
M817,Campaign 2,TikTok,2024-06-15,52640,1562,144,17674.34,37916.96
M818,Campaign 10,Google Ads,2024-03-20,254959,10213,1890,1709.12,5298.08
M819,Campaign 7,Facebook,2024-09-03,294660,9408,1716,10358.06,18294.38
M820,Campaign 7,Google Ads,2024-09-21,266365,5625,447,11501.55,20355.27
M821,Campaign 5,LinkedIn,2024-01-03,471769,13194,1331,17528.28,56461.34
M822,Campaign 11,LinkedIn,2024-06-21,168674,7948,853,17806.15,60783.62
M823,Campaign 6,TikTok,2024-06-02,400851,6191,784,13539.85,7837.94
M824,Campaign 3,Instagram,2024-07-06,156209,6754,810,5182.47,13817.38
M825,Campaign 7,Google Ads,2024-04-14,79283,1853,96,8848.48,29327.92
M826,Campaign 5,TikTok,2024-04-24,85894,3360,344,11949.27,39540.93
M827,Campaign 2,TikTok,2024-11-29,199344,2886,428,1875.34,6995.98
M828,Campaign 1,Google Ads,2024-10-05,405394,4055,604,12084.59,48237.28
M829,Campaign 1,Facebook,2024-01-28,285997,10494,1007,5973.95,4989.13
M830,Campaign 3,TikTok,2024-09-14,410660,4533,435,10457.4,31266.46
M831,Campaign 11,Facebook,2024-08-30,452956,7871,715,19770.6,70521.38
M832,Campaign 3,Instagram,2024-09-11,329713,9414,1874,4307.75,14275.76
M833,Campaign 2,LinkedIn,2024-08-10,69983,1832,269,2515.21,2845.22
M834,Campaign 10,Email,2024-11-06,105591,4932,482,17840.02,56501.08
M835,Campaign 12,Google Ads,2024-09-26,48820,2431,390,15805.19,47830.48
M836,Campaign 8,Instagram,2024-10-13,268079,12934,2079,10489.47,27730.19
M837,Campaign 9,Email,2024-03-08,360047,11573,1916,4851.27,10406.78
M838,Campaign 7,TikTok,2024-10-12,166492,1681,143,17311.08,13696.34
M839,Campaign 8,Facebook,2024-11-28,124064,1445,278,16825.53,18618.21
M840,Campaign 1,Instagram,2024-10-13,64750,885,104,4423.33,12232.7
M841,Campaign 8,Email,2024-06-02,23236,257,50,18983.13,23948.95
M842,Campaign 2,LinkedIn,2024-09-23,190922,5072,893,19793.79,58054.71
M843,Campaign 4,Email,2024-04-29,244763,3004,193,19743.23,59072.22
M844,Campaign 1,Facebook,2024-03-03,76901,1283,246,17367.75,49880.83
M845,Campaign 8,TikTok,2024-08-27,311957,10413,1383,9595.35,9278.7
M846,Campaign 11,Facebook,2024-08-16,252787,11498,1332,9696.99,38409.35
M847,Campaign 1,Instagram,2024-07-28,40308,420,47,4921.66,9528.97
M848,Campaign 10,LinkedIn,2024-10-05,345680,8624,1479,6759.3,20907.42
M849,Campaign 11,LinkedIn,2024-09-03,424013,6114,569,1087.65,4303.42
M850,Campaign 4,Instagram,2024-04-10,38353,469,90,9069.33,5096.52
M851,Campaign 7,Google Ads,2024-12-31,423348,4620,310,4270.65,4800.35
M852,Campaign 8,Google Ads,2024-08-19,479465,20677,2485,14538.93,33690.76
M853,Campaign 2,LinkedIn,2024-05-13,111439,5563,339,6649.85,14261.16
M854,Campaign 8,Instagram,2024-03-14,196467,7253,370,16990.22,56328.24
M855,Campaign 6,LinkedIn,2024-04-13,393409,9021,1461,18473.99,15809.75
M856,Campaign 11,LinkedIn,2024-01-21,357633,16357,2768,3558.92,11187.42
M857,Campaign 7,TikTok,2024-01-03,202552,5369,678,4145.29,4363.33
M858,Campaign 8,Google Ads,2024-07-15,411116,9618,1224,5777.49,13419.16
M859,Campaign 10,Google Ads,2024-04-06,160967,5987,1093,2857.51,9705.6
M860,Campaign 11,Instagram,2024-03-16,445915,20445,2046,7343.88,11023.17
M861,Campaign 11,Instagram,2024-04-27,33054,731,100,16693.7,43902.34
M862,Campaign 9,Instagram,2024-07-22,456710,11590,586,15088.18,41146.12
M863,Campaign 12,TikTok,2024-04-18,197712,5481,430,8535.01,11091.63
M864,Campaign 10,TikTok,2024-04-17,238171,9135,1092,8598.3,21807.72
M865,Campaign 1,Instagram,2024-03-26,347178,7924,567,12860.41,47357.1
M866,Campaign 4,Email,2024-10-01,69894,2594,367,7214.4,8042.98
M867,Campaign 10,LinkedIn,2024-05-24,455859,15531,2959,18861.29,74140.67
M868,Campaign 9,Instagram,2024-02-18,311808,3576,445,9376.72,19996.11
M869,Campaign 5,Instagram,2024-07-23,10996,389,50,13528.89,46898.48
M870,Campaign 4,Google Ads,2024-08-02,239058,3279,436,6578.62,3348.81
M871,Campaign 6,Email,2024-03-06,16730,780,64,16640.24,33892.18
M872,Campaign 7,Email,2024-10-25,278844,8039,1187,4708.3,16194.13
M873,Campaign 2,Instagram,2024-01-04,139073,2215,283,17694.37,20575.43
M874,Campaign 8,LinkedIn,2024-03-30,493471,9907,1054,11173.73,20844.7
M875,Campaign 2,TikTok,2024-02-15,469983,14023,1758,880.26,2183.19
M876,Campaign 3,Facebook,2024-10-19,176843,4066,251,9568.65,24711.43
M877,Campaign 7,TikTok,2024-07-22,224676,10252,1695,12963.18,20792.36
M878,Campaign 1,LinkedIn,2024-06-12,379546,17747,2715,11141.79,33243.68
M879,Campaign 8,TikTok,2024-01-22,418068,19108,1302,9689.68,15274.3
M880,Campaign 12,Instagram,2024-11-23,451889,10891,1959,8782.79,26776.98
M881,Campaign 9,LinkedIn,2024-10-12,285923,6658,1009,6487.83,16382.4
M882,Campaign 10,Google Ads,2024-04-14,456737,15759,3092,2086.96,4205.61
M883,Campaign 11,TikTok,2024-08-06,417736,18008,2411,11700.81,26808.27
M884,Campaign 11,Email,2024-06-20,402449,11286,2182,3126.75,11536.94
M885,Campaign 11,LinkedIn,2024-03-10,354440,8276,1546,5240.83,10224.34
M886,Campaign 2,Email,2024-02-20,115237,1679,259,4674.71,14240.06
M887,Campaign 12,Facebook,2024-06-23,229416,5127,717,12129.29,17400.63
M888,Campaign 1,Email,2024-06-04,185084,3538,705,18409.67,64875.72
M889,Campaign 1,Google Ads,2024-11-03,424370,19682,2720,12128.47,36365.88
M890,Campaign 9,Email,2024-06-14,46111,1493,231,11910.04,40399.03
M891,Campaign 9,LinkedIn,2024-09-17,40022,677,63,7992.99,13038.33
M892,Campaign 10,Google Ads,2024-09-28,188519,7058,886,15602.28,24285.97
M893,Campaign 6,LinkedIn,2024-12-05,373693,11046,2088,4293.49,10524.27
M894,Campaign 5,LinkedIn,2024-08-02,124165,4593,234,15569.92,25693.91
M895,Campaign 5,Email,2024-09-25,160980,2646,436,2455.48,4822.31
M896,Campaign 12,Email,2024-04-21,349703,7429,1481,5956.69,10351.17
M897,Campaign 7,LinkedIn,2024-01-14,335697,8400,1091,9414.11,16701.72
M898,Campaign 4,Facebook,2024-09-21,445223,11992,1006,17368.56,63598.28
M899,Campaign 4,TikTok,2024-10-02,342969,15417,989,9306.68,31999.67
M900,Campaign 6,LinkedIn,2024-08-10,154893,6968,1163,4537.75,9237.43
M901,Campaign 11,Google Ads,2024-07-01,179371,2350,436,11321.71,39881.02
M902,Campaign 1,Instagram,2024-01-18,44284,717,67,15462.77,49736.67
M903,Campaign 3,Google Ads,2024-12-19,30261,323,60,2290.57,6049.13
M904,Campaign 6,Email,2024-09-29,192848,2058,363,13818.61,54163.18
M905,Campaign 7,Facebook,2024-11-28,57706,2223,111,13377.33,8675.5
M906,Campaign 11,TikTok,2024-02-14,216303,4040,303,18284.16,55542.07
M907,Campaign 3,LinkedIn,2024-08-25,426373,14321,1735,3047.03,9517.85
M908,Campaign 10,LinkedIn,2024-07-15,313160,4068,390,19571.17,27711.66
M909,Campaign 5,Google Ads,2024-05-27,33088,485,93,7018.56,16063.44
M910,Campaign 12,Email,2024-05-15,349900,9749,1445,11567.36,9470.44
M911,Campaign 11,Instagram,2024-09-29,52160,885,104,13359.31,20822.5
M912,Campaign 3,TikTok,2024-01-19,74040,2039,316,3501.11,9744.91
M913,Campaign 5,Facebook,2024-12-16,394298,4000,773,15310.84,54738.78
M914,Campaign 7,Google Ads,2024-05-08,438395,4535,262,7773.53,13538.75
M915,Campaign 7,Facebook,2024-06-05,94677,3361,497,6412.11,17453.28
M916,Campaign 7,Facebook,2024-11-20,155777,5782,808,10481.63,39045.45
M917,Campaign 3,Email,2024-02-02,241780,7603,1135,6092.88,18038.64
M918,Campaign 12,TikTok,2024-02-11,411542,17826,1928,2703.59,8987.45
M919,Campaign 9,LinkedIn,2024-05-22,203433,6157,686,17633.0,14009.21
M920,Campaign 4,Google Ads,2024-12-25,123436,2719,199,15980.03,47769.9
M921,Campaign 7,Facebook,2024-09-21,167167,3341,559,1699.95,6094.33
M922,Campaign 3,Facebook,2024-03-12,458352,6839,1131,14526.71,8617.1
M923,Campaign 8,LinkedIn,2024-10-04,22348,588,77,11969.29,44447.16
M924,Campaign 7,Email,2024-02-24,60678,2290,443,18457.89,43580.72
M925,Campaign 2,Email,2024-09-24,299749,4959,395,9558.55,24959.99
M926,Campaign 8,Facebook,2024-09-11,128804,5802,1059,17287.82,58915.1
M927,Campaign 10,TikTok,2024-10-07,245954,3186,622,8763.91,4819.57
M928,Campaign 2,LinkedIn,2024-02-09,356760,6590,366,6533.47,24983.85
M929,Campaign 7,Google Ads,2024-09-03,379595,17442,1842,2599.03,7111.52
M930,Campaign 8,Facebook,2024-09-29,460912,18360,1862,14738.33,14402.91
M931,Campaign 2,TikTok,2024-12-24,213104,7850,1023,10489.39,30853.82
M932,Campaign 7,Instagram,2024-08-30,21315,805,91,13160.32,31170.3
M933,Campaign 5,TikTok,2024-09-20,256108,7109,379,5270.1,7667.91
M934,Campaign 11,Instagram,2024-07-25,259778,4449,399,9657.7,13658.0
M935,Campaign 8,Instagram,2024-02-18,168078,6848,1235,1779.7,1827.99
M936,Campaign 1,Instagram,2024-11-11,290601,3009,337,2207.03,8260.84
M937,Campaign 5,Google Ads,2024-02-28,125872,4912,307,1014.35,1275.26
M938,Campaign 3,Google Ads,2024-07-16,89020,1970,359,14590.97,37179.32
M939,Campaign 12,Instagram,2024-12-03,267580,8212,919,16658.47,50752.58
M940,Campaign 7,Instagram,2024-11-09,355306,8343,1156,4842.16,17804.47
M941,Campaign 5,LinkedIn,2024-09-27,235419,9263,1465,3116.31,2033.71
M942,Campaign 4,Instagram,2024-08-27,74809,1689,152,15144.63,14458.8
M943,Campaign 5,Email,2024-09-21,82585,1184,205,12302.98,45004.96
M944,Campaign 12,Email,2024-03-01,120587,3562,625,8455.22,23067.28
M945,Campaign 5,TikTok,2024-03-14,51268,1659,194,14889.95,45421.2
M946,Campaign 9,Email,2024-05-14,243618,3276,620,7287.61,10748.14
M947,Campaign 8,Email,2024-05-05,460018,15354,1282,15632.65,56888.82
M948,Campaign 3,LinkedIn,2024-01-30,248802,5916,671,1909.53,4405.65
M949,Campaign 11,Instagram,2024-10-10,95452,1360,99,3907.84,12302.26
M950,Campaign 5,Email,2024-03-27,307796,5730,365,6897.97,5230.79
M951,Campaign 3,Google Ads,2024-05-14,43423,1795,152,16225.73,18584.05
M952,Campaign 8,TikTok,2024-05-21,301069,14373,2634,14719.27,21973.29
M953,Campaign 6,Instagram,2024-08-11,88217,3901,244,8648.29,28912.76
M954,Campaign 4,TikTok,2024-02-14,304114,3532,538,16440.1,27974.59
M955,Campaign 5,Instagram,2024-03-13,138432,3596,715,14641.28,30265.9
M956,Campaign 12,Google Ads,2024-10-26,381366,9913,1191,12183.99,42039.91
M957,Campaign 4,TikTok,2024-05-09,431809,18172,2957,6457.26,5605.59
M958,Campaign 5,TikTok,2024-06-20,120139,3310,580,1842.27,4338.57
M959,Campaign 4,Facebook,2024-02-19,147849,6511,554,18025.13,40058.38
M960,Campaign 9,Email,2024-04-05,32410,739,63,7627.27,29001.01
M961,Campaign 8,Google Ads,2024-11-03,211890,6414,779,10548.08,23930.15
M962,Campaign 6,LinkedIn,2024-10-16,420932,17822,2626,894.34,2598.05
M963,Campaign 8,LinkedIn,2024-10-14,419300,13982,1341,6576.09,12046.41
M964,Campaign 3,LinkedIn,2024-08-09,116692,4728,903,19709.42,26258.0
M965,Campaign 9,Google Ads,2024-01-26,422734,4282,665,4451.66,2989.82
M966,Campaign 7,Google Ads,2024-05-02,55978,2512,222,15810.61,34459.83
M967,Campaign 2,Email,2024-07-07,170740,6661,500,10249.19,27593.88
M968,Campaign 3,Instagram,2024-01-30,449222,20189,4017,10127.87,7920.7
M969,Campaign 12,Instagram,2024-08-08,94275,3479,559,8511.0,22750.85
M970,Campaign 9,Instagram,2024-07-09,290022,14305,2793,8864.67,15709.36
M971,Campaign 12,Email,2024-02-03,494336,19099,3211,12148.73,47917.58
M972,Campaign 9,Instagram,2024-09-11,190965,7002,730,2212.9,4061.47
M973,Campaign 10,TikTok,2024-03-03,467347,20978,3962,16836.92,38276.98
M974,Campaign 11,Facebook,2024-07-16,269559,10493,966,5526.57,4816.18
M975,Campaign 4,Email,2024-05-20,122877,2862,198,12221.45,37803.97
M976,Campaign 7,Facebook,2024-07-20,29530,798,89,9435.27,27105.08
M977,Campaign 12,LinkedIn,2024-11-19,29501,994,192,7982.46,8694.96
M978,Campaign 10,Instagram,2024-01-24,417888,14869,1408,4808.35,13185.38
M979,Campaign 12,Instagram,2024-02-05,262603,9648,657,10131.29,22980.52
M980,Campaign 10,TikTok,2024-10-09,202150,5365,553,7005.26,20302.49
M981,Campaign 6,TikTok,2024-01-01,481130,13608,1896,19218.98,14953.81
M982,Campaign 8,Instagram,2024-02-01,344398,7929,1510,9679.54,31280.99
M983,Campaign 9,Google Ads,2024-01-12,344650,15566,1058,16083.0,41363.09
M984,Campaign 9,Email,2024-07-20,69858,1483,256,7773.33,15100.16
M985,Campaign 4,Google Ads,2024-07-22,58940,2850,348,2865.79,3042.48
M986,Campaign 11,Instagram,2024-11-13,303945,9708,1224,10241.06,6006.13
M987,Campaign 3,LinkedIn,2024-12-02,310452,6037,489,13902.66,50408.16
M988,Campaign 4,LinkedIn,2024-02-02,283648,13140,2286,19777.16,26523.1
M989,Campaign 4,Google Ads,2024-06-05,204953,8670,563,14498.65,7402.62
M990,Campaign 5,Instagram,2024-07-17,117203,5367,887,3042.04,9759.8
M991,Campaign 7,Instagram,2024-08-17,279856,7074,1022,12870.64,39982.0
M992,Campaign 6,Instagram,2024-12-01,233523,2618,483,19714.33,60433.21
M993,Campaign 9,Instagram,2024-12-29,198886,2936,214,7100.06,9535.6
M994,Campaign 3,Instagram,2024-09-09,389704,13050,1489,16979.15,29429.42
M995,Campaign 7,TikTok,2024-10-20,179528,2380,362,1750.62,5830.72
M996,Campaign 4,Email,2024-11-23,97368,3950,581,19132.63,32941.46
M997,Campaign 8,TikTok,2024-11-10,287441,10026,727,11344.71,14668.83
M998,Campaign 7,Email,2024-03-17,135539,3407,560,4944.45,3325.44
M999,Campaign 9,Instagram,2024-01-16,477839,22333,3688,15027.83,11489.78
M1000,Campaign 10,Facebook,2024-05-02,154118,6705,351,983.59,722.2
M1001,Campaign 9,TikTok,2024-04-19,165006,6357,990,1077.21,1135.17
M1002,Campaign 11,Instagram,2024-08-26,414048,12125,2316,12369.69,41057.08
M1003,Campaign 5,Facebook,2024-10-29,10690,129,18,9961.16,18305.15
M1004,Campaign 9,LinkedIn,2024-04-06,246584,3759,219,5236.04,5310.95
M1005,Campaign 2,LinkedIn,2024-10-20,87583,1155,91,1899.5,4652.93
M1006,Campaign 8,Email,2024-04-25,396815,11087,1096,10320.67,11178.22
M1007,Campaign 11,LinkedIn,2024-03-30,177331,7838,1460,4105.67,14731.29
M1008,Campaign 7,TikTok,2024-09-25,183992,8277,1440,17536.91,69020.55
M1009,Campaign 4,Email,2024-10-26,468965,21577,1960,4087.1,11554.34
M1010,Campaign 8,Facebook,2024-05-13,240782,4828,846,15337.36,21072.21
M1011,Campaign 2,LinkedIn,2024-05-23,410868,13514,2263,12987.09,31476.14
M1012,Campaign 8,TikTok,2024-06-25,246363,2830,298,15477.28,35421.76
M1013,Campaign 9,Email,2024-07-14,114641,3300,323,13551.44,7438.84
M1014,Campaign 2,Instagram,2024-12-18,96558,4777,691,4417.04,5799.19
M1015,Campaign 2,Email,2024-06-03,210224,9811,1289,14977.79,57096.52
M1016,Campaign 12,TikTok,2024-12-26,185585,2900,565,13406.5,25858.32
M1017,Campaign 5,TikTok,2024-01-12,244362,9937,1716,7882.07,13334.07
M1018,Campaign 6,LinkedIn,2024-10-31,245074,3721,436,5400.58,19078.98
M1019,Campaign 5,Google Ads,2024-01-10,353106,14031,860,15788.7,11120.98
M1020,Campaign 9,LinkedIn,2024-04-20,350754,5964,883,15065.6,53850.96
M1021,Campaign 10,Google Ads,2024-05-24,214263,6715,516,13482.04,18478.1
M1022,Campaign 11,LinkedIn,2024-04-29,156742,3181,539,4671.27,9745.33
M1023,Campaign 4,Email,2024-04-20,32661,1626,134,13546.18,19716.22
M1024,Campaign 3,TikTok,2024-02-26,127916,2871,155,19914.12,69918.6
M1025,Campaign 3,TikTok,2024-08-29,371735,16338,1822,4961.17,13114.64
M1026,Campaign 4,LinkedIn,2024-07-25,57053,1668,249,16729.91,18109.7
M1027,Campaign 12,Google Ads,2024-10-28,433797,10605,707,18985.28,15223.03
M1028,Campaign 11,TikTok,2024-02-14,140591,1706,286,14647.49,18409.13
M1029,Campaign 3,Instagram,2024-01-10,271530,7367,996,2168.22,4730.39
M1030,Campaign 10,Facebook,2024-07-26,443887,15403,1986,2849.92,5487.17
M1031,Campaign 10,Instagram,2024-12-05,308244,11264,1928,19682.94,67571.6
