transaction_id,customer_id,transaction_date,product,channel,amount,status
T922,C1720,2024-07-20,Mortgage,Web,378.89,completed
T923,C1119,2024-06-16,Loan,Mobile,2565.29,refunded
T924,C1646,2024-07-23,Loan,Partner,2314.11,completed
T925,C1603,2024-06-10,Credit Card,Branch,4330.38,completed
T926,C1093,2024-04-12,Loan,Branch,3676.25,completed
T927,C1999,2024-10-26,Mortgage,Mobile,4845.32,completed
T928,C1863,2024-04-02,Savings,Web,2283.32,completed
T929,C1204,2024-02-09,Savings,API,3305.78,completed
T930,C1860,2024-12-12,Credit Card,Mobile,1647.52,completed
T931,C1569,2024-12-26,Credit Card,Web,4747.05,completed
T932,C1168,2024-11-19,Checking,Mobile,2678.71,completed
T933,C1157,2024-07-04,Investment,Branch,2563.32,completed
T934,C1547,2024-08-28,Checking,API,4725.36,refunded
T935,C1261,2024-06-05,Loan,Web,1838.38,refunded
T936,C1643,2024-02-14,Investment,API,4576.04,refunded
T937,C1305,2024-09-18,Checking,Partner,2416.22,completed
T938,C1787,2024-08-06,Mortgage,API,3871.62,pending
T939,C1532,2024-06-11,Loan,Branch,4766.08,pending
T940,C1033,2024-01-25,Savings,API,3761.44,completed
T941,C1129,2024-10-24,Investment,Mobile,24.69,completed
T942,C1228,2024-04-09,Investment,API,1599.27,completed
T943,C1343,2024-03-23,Checking,Branch,300.53,completed
T944,C1510,2024-12-26,Loan,Web,3820.03,refunded
T945,C1595,2024-06-21,Loan,Web,94.87,completed
T946,C1672,2024-09-15,Savings,Mobile,1036.57,refunded
T947,C1053,2024-08-04,Investment,Mobile,2888.69,completed
T948,C1064,2024-10-08,Investment,Branch,4856.08,pending
T949,C1868,2024-07-23,Mortgage,Mobile,729.39,completed
T950,C1913,2024-07-12,Savings,Web,4342.84,completed
T951,C1015,2024-06-07,Loan,Web,3977.57,refunded
T952,C1196,2024-12-12,Mortgage,API,3560.41,refunded
T953,C1155,2024-01-28,Loan,Mobile,2032.11,pending
T954,C1960,2024-01-10,Savings,Web,2716.46,completed
T955,C1486,2024-08-03,Savings,Web,3694.6,pending
T956,C1300,2024-03-17,Checking,Partner,847.58,completed
T957,C1432,2024-08-25,Savings,Web,4641.66,completed
T958,C1376,2024-12-03,Mortgage,API,3698.66,completed
T959,C1509,2024-10-18,Credit Card,Partner,1260.21,refunded
T960,C1737,2024-08-29,Investment,Mobile,1718.77,refunded
T961,C1573,2024-06-20,Credit Card,Mobile,3746.28,completed
T962,C1104,2024-04-18,Investment,Web,2707.36,completed
T963,C1103,2024-07-02,Savings,Branch,3823.55,completed
T964,C1711,2024-07-11,Credit Card,Mobile,4691.09,completed
T965,C1495,2024-04-26,Savings,Partner,3882.68,pending
T966,C1753,2024-03-15,Mortgage,API,1624.08,pending
T967,C1363,2024-06-10,Loan,API,4068.72,completed
T968,C1156,2024-06-16,Checking,Mobile,4350.24,refunded
T969,C1826,2024-11-12,Mortgage,Web,2136.75,completed
T970,C1380,2024-08-30,Savings,Branch,2455.9,completed
T971,C1331,2024-03-15,Investment,Branch,2969.63,completed
T972,C1902,2024-09-18,Credit Card,Branch,3241.44,refunded
T973,C1654,2024-02-28,Checking,API,2131.98,completed
T974,C1478,2024-05-30,Loan,Branch,3280.59,completed
T975,C1974,2024-11-10,Savings,Branch,2524.59,refunded
T976,C1661,2024-01-10,Investment,Mobile,4679.87,completed
T977,C1076,2024-06-23,Checking,Mobile,4438.86,pending
T978,C1182,2024-09-28,Savings,API,1575.49,refunded
T979,C1989,2024-06-29,Loan,Branch,1016.28,pending
T980,C1596,2024-08-04,Investment,Mobile,4611.44,pending
T981,C1868,2024-02-11,Savings,API,1464.09,pending
T982,C1262,2024-12-10,Credit Card,Partner,979.59,refunded
T983,C1953,2024-11-04,Mortgage,Partner,1346.47,completed
T984,C1692,2024-09-06,Loan,Web,1992.83,refunded
T985,C1634,2024-05-20,Investment,Mobile,186.96,completed
T986,C1530,2024-05-12,Loan,Web,3754.59,pending
T987,C1309,2024-03-23,Credit Card,Web,2797.46,refunded
T988,C1763,2024-06-05,Credit Card,Partner,3836.39,pending
T989,C1956,2024-05-10,Mortgage,Mobile,2734.67,completed
T990,C1867,2024-09-04,Investment,Web,4116.18,pending
T991,C1457,2024-05-05,Checking,Branch,4941.46,completed
T992,C1438,2024-09-04,Mortgage,API,190.11,completed
T993,C1079,2024-04-12,Savings,API,3928.51,completed
T994,C1371,2024-03-24,Loan,Mobile,1242.76,pending
T995,C1501,2024-02-12,Investment,Web,3884.13,pending
T996,C1732,2024-01-22,Investment,API,1468.79,refunded
T997,C1782,2024-09-25,Credit Card,API,1598.39,completed
T998,C1067,2024-04-29,Mortgage,API,501.39,pending
T999,C1407,2024-04-06,Loan,Branch,3598.87,completed
T1000,C1165,2024-05-27,Checking,Mobile,936.4,pending
T1001,C1195,2024-05-06,Checking,Mobile,3294.59,completed
T1002,C1054,2024-03-12,Mortgage,Web,3642.84,completed
T1003,C1146,2024-11-26,Checking,Web,2988.09,pending
T1004,C1748,2024-12-04,Checking,Web,2499.52,completed
T1005,C1048,2024-07-27,Checking,Branch,4771.22,completed
T1006,C1835,2024-11-07,Checking,Web,3165.28,completed
T1007,C1727,2024-11-30,Checking,Mobile,3813.32,pending
T1008,C1272,2024-08-18,Savings,Web,4994.9,pending
T1009,C1701,2024-02-29,Investment,Partner,2925.58,refunded
T1010,C1408,2024-02-02,Credit Card,API,4245.6,completed
T1011,C1940,2024-12-27,Savings,Web,1921.29,pending
T1012,C1505,2024-07-13,Savings,Web,3497.04,refunded
T1013,C1465,2024-08-30,Savings,Mobile,3536.42,completed
T1014,C1143,2024-03-29,Mortgage,Web,4724.69,pending
T1015,C1744,2024-05-25,Checking,Web,4036.08,completed
T1016,C1525,2024-04-27,Savings,Partner,2516.22,completed
T1017,C1911,2024-10-19,Mortgage,Branch,4568.24,completed
T1018,C1153,2024-10-25,Checking,Partner,57.12,pending
T1019,C1414,2024-10-23,Loan,API,4684.84,completed
T1020,C1025,2024-10-26,Investment,Partner,4361.93,pending
T1021,C1936,2024-09-15,Loan,Branch,3722.37,completed
T1022,C1220,2024-09-08,Checking,Mobile,1000.35,completed
T1023,C1652,2024-07-15,Loan,Mobile,4629.38,completed
T1024,C1307,2024-11-11,Credit Card,Web,4886.42,completed
T1025,C1559,2024-02-24,Loan,API,1036.82,refunded
T1026,C1793,2024-01-23,Loan,Mobile,2926.39,refunded
T1027,C1816,2024-11-25,Checking,Branch,910.29,pending
T1028,C1698,2024-12-20,Loan,Branch,3265.42,refunded
T1029,C1063,2024-10-28,Savings,Web,3671.62,completed
T1030,C1997,2024-07-14,Mortgage,Partner,1710.67,pending
T1031,C1911,2024-05-07,Loan,Partner,2086.82,completed
T1032,C1871,2024-03-30,Savings,Mobile,1500.9,completed
T1033,C1896,2024-07-04,Mortgage,Partner,2436.51,completed
T1034,C1134,2024-07-26,Savings,Web,2333.82,refunded
T1035,C1497,2024-05-12,Loan,Partner,1020.3,completed
T1036,C1140,2024-10-21,Loan,API,1831.29,completed
T1037,C1855,2024-01-11,Investment,Web,2150.98,completed
T1038,C1486,2024-08-28,Loan,Branch,3225.51,completed
T1039,C1611,2024-04-25,Investment,API,4966.71,completed
T1040,C1807,2024-12-06,Savings,API,3471.89,completed
T1041,C1165,2024-09-07,Credit Card,Partner,672.34,completed
T1042,C1303,2024-11-13,Savings,Web,4978.79,refunded
T1043,C1195,2024-12-01,Mortgage,Branch,3034.22,pending
T1044,C1162,2024-11-01,Credit Card,Partner,1540.56,completed
T1045,C1698,2024-11-03,Investment,Branch,1352.24,completed
T1046,C1627,2024-09-18,Mortgage,Mobile,3916.78,completed
T1047,C1260,2024-08-20,Mortgage,API,4185.78,completed
T1048,C1466,2024-07-05,Savings,Partner,1015.39,refunded
T1049,C1307,2024-01-27,Savings,Partner,522.18,refunded
T1050,C1306,2024-03-26,Mortgage,Mobile,997.76,completed
T1051,C1594,2024-06-29,Loan,API,717.3,refunded
T1052,C1161,2024-01-18,Mortgage,Web,1367.87,completed
T1053,C1118,2024-09-09,Mortgage,Mobile,93.71,completed
T1054,C1098,2024-02-06,Credit Card,Web,3356.86,completed
T1055,C1308,2024-03-29,Loan,Mobile,3009.15,completed
T1056,C1813,2024-01-25,Investment,Mobile,1570.84,refunded
T1057,C1920,2024-04-23,Credit Card,Web,1290.14,completed
T1058,C1915,2024-02-13,Investment,Partner,4161.08,refunded
T1059,C1736,2024-10-11,Checking,Branch,3475.75,refunded
T1060,C1615,2024-08-19,Investment,Web,2930.73,pending
T1061,C1772,2024-01-05,Savings,Branch,2420.69,refunded
T1062,C1938,2024-11-17,Checking,Mobile,77.18,completed
T1063,C1595,2024-04-07,Mortgage,Partner,1453.7,completed
T1064,C1342,2024-11-26,Credit Card,Mobile,2029.81,pending
T1065,C1554,2024-02-26,Savings,Web,2216.23,completed
T1066,C1583,2024-04-02,Credit Card,Web,137.85,completed
T1067,C1387,2024-08-04,Investment,API,2211.41,refunded
T1068,C1697,2024-09-04,Credit Card,Mobile,2676.03,pending
T1069,C1471,2024-01-25,Mortgage,Mobile,1103.44,completed
T1070,C1935,2024-09-25,Investment,Partner,1833.11,completed
T1071,C1768,2024-10-10,Checking,API,1096.5,pending
T1072,C1170,2024-04-29,Investment,Mobile,4164.52,pending
T1073,C1240,2024-04-29,Savings,Partner,1281.11,pending
T1074,C1831,2024-07-20,Checking,Branch,3835.34,completed
T1075,C1672,2024-01-04,Investment,Mobile,4481.99,refunded
T1076,C1311,2024-07-10,Savings,Partner,4578.87,completed
T1077,C1865,2024-08-29,Checking,Partner,1182.25,completed
T1078,C1052,2024-02-29,Loan,Mobile,865.1,completed
T1079,C1788,2024-05-31,Loan,Mobile,3163.06,completed
T1080,C1871,2024-12-02,Checking,API,3638.45,pending
T1081,C1375,2024-01-16,Loan,Mobile,3978.8,completed
T1082,C1188,2024-11-27,Mortgage,Partner,3178.98,completed
T1083,C1298,2024-01-16,Credit Card,Mobile,3999.08,refunded
T1084,C1588,2024-12-30,Credit Card,Web,1729.64,refunded
T1085,C1579,2024-12-18,Checking,API,3498.0,pending
T1086,C1581,2024-02-03,Savings,Partner,3719.32,completed
T1087,C1057,2024-06-13,Credit Card,Web,1507.31,refunded
T1088,C1757,2024-09-18,Mortgage,Web,4915.82,completed
T1089,C1055,2024-07-24,Credit Card,Mobile,2930.09,completed
T1090,C1430,2024-06-17,Investment,API,3660.37,refunded
T1091,C1716,2024-03-26,Checking,Web,172.51,completed
T1092,C1560,2024-09-30,Investment,Mobile,1021.67,completed
T1093,C1623,2024-09-06,Loan,Mobile,1494.62,completed
T1094,C1329,2024-07-10,Investment,Web,2983.76,completed
T1095,C1904,2024-09-21,Investment,API,3677.38,completed
T1096,C1192,2024-02-28,Loan,API,2023.56,pending
T1097,C1717,2024-03-31,Investment,Branch,4127.72,pending
T1098,C1760,2024-09-13,Savings,Mobile,3438.1,refunded
T1099,C1047,2024-03-05,Checking,Partner,2218.43,pending
T1100,C1773,2024-06-11,Credit Card,API,458.5,completed
T1101,C1929,2024-02-11,Loan,Mobile,922.16,completed
T1102,C1540,2024-05-26,Mortgage,Partner,3488.63,completed
T1103,C1316,2024-06-23,Loan,Web,2144.58,completed
T1104,C1386,2024-06-06,Credit Card,Mobile,3005.26,pending
T1105,C1153,2024-05-21,Credit Card,Branch,535.02,completed
T1106,C1540,2024-06-12,Credit Card,Web,545.33,completed
T1107,C1195,2024-07-30,Investment,Branch,1163.62,completed
T1108,C1854,2024-08-13,Loan,Mobile,1303.27,refunded
T1109,C1327,2024-02-01,Investment,Web,2232.65,completed
T1110,C1367,2024-11-03,Savings,Partner,4255.32,completed
T1111,C1618,2024-09-02,Investment,Web,409.43,pending
T1112,C1246,2024-12-09,Savings,API,4755.38,completed
T1113,C1125,2024-06-03,Savings,API,3515.03,refunded
T1114,C1527,2024-05-14,Mortgage,Branch,2623.24,refunded
T1115,C1417,2024-12-30,Checking,Partner,703.54,completed
T1116,C1306,2024-03-19,Savings,Mobile,4961.9,completed
T1117,C1604,2024-12-09,Checking,Mobile,358.76,pending
T1118,C1530,2024-06-24,Loan,Web,4107.08,completed
T1119,C1955,2024-03-30,Credit Card,Partner,788.67,pending
T1120,C1701,2024-12-14,Investment,Branch,4103.6,completed
T1121,C1769,2024-11-01,Credit Card,API,3486.25,refunded
T1122,C1778,2024-12-23,Loan,Mobile,2201.68,completed
T1123,C1989,2024-11-29,Checking,Branch,608.77,completed
T1124,C1609,2024-05-22,Mortgage,Web,3593.4,completed
T1125,C1407,2024-02-13,Checking,Mobile,2953.35,pending
T1126,C1732,2024-09-09,Savings,Branch,1816.92,completed
T1127,C1891,2024-08-18,Checking,Branch,739.84,refunded
T1128,C1917,2024-05-18,Savings,API,4998.87,completed
T1129,C1394,2024-07-08,Savings,Web,3675.51,completed
T1130,C1648,2024-11-18,Checking,Web,1704.42,refunded
T1131,C1880,2024-02-15,Checking,Mobile,2333.45,completed
T1132,C1316,2024-11-11,Investment,API,2152.49,completed
T1133,C1292,2024-05-13,Checking,Branch,4577.42,pending
T1134,C1474,2024-12-08,Loan,Partner,4453.85,pending
T1135,C1445,2024-01-14,Loan,Partner,3003.13,completed
T1136,C1945,2024-06-01,Credit Card,API,763.36,refunded
T1137,C1615,2024-09-30,Savings,Web,4837.76,refunded
T1138,C1228,2024-03-26,Credit Card,Web,1842.89,completed
T1139,C1223,2024-05-28,Credit Card,API,265.4,completed
T1140,C1005,2024-10-31,Loan,Web,4142.18,completed
T1141,C1792,2024-12-23,Savings,Branch,2190.05,pending
T1142,C1963,2024-03-18,Investment,Mobile,2173.78,refunded
T1143,C1177,2024-03-18,Mortgage,Mobile,2978.78,completed
T1144,C1114,2024-02-02,Mortgage,Mobile,2061.63,completed
T1145,C1937,2024-05-08,Savings,Web,335.7,refunded
T1146,C1292,2024-06-06,Credit Card,Mobile,3109.45,refunded
T1147,C1378,2024-06-09,Credit Card,Mobile,2917.47,completed
T1148,C1424,2024-01-23,Savings,Branch,1627.23,pending
T1149,C1442,2024-02-25,Checking,API,1255.76,completed
T1150,C1131,2024-06-28,Mortgage,Branch,794.08,completed
T1151,C1736,2024-01-24,Checking,Web,736.47,completed
T1152,C1181,2024-12-11,Investment,Web,3244.71,completed
T1153,C1226,2024-06-13,Loan,Web,3630.61,refunded
T1154,C1914,2024-12-18,Investment,API,995.34,completed
T1155,C1699,2024-06-26,Savings,API,2295.34,completed
T1156,C1084,2024-02-17,Investment,Partner,2143.05,completed
T1157,C1971,2024-10-30,Credit Card,Partner,2701.82,refunded
T1158,C1542,2024-04-04,Mortgage,Branch,1504.69,completed
T1159,C1931,2024-05-24,Mortgage,Mobile,1485.75,completed
T1160,C1085,2024-06-12,Checking,Web,1278.55,completed
T1161,C1378,2024-02-04,Checking,Mobile,3606.18,completed
T1162,C1303,2024-03-31,Loan,Mobile,3706.82,completed
T1163,C1241,2024-11-24,Savings,Partner,2172.36,completed
T1164,C1571,2024-07-20,Mortgage,Partner,4125.95,refunded
T1165,C1083,2024-12-06,Checking,Branch,4845.75,completed
T1166,C1010,2024-03-29,Loan,Partner,2030.57,pending
T1167,C1251,2024-10-30,Credit Card,Web,4400.77,refunded
T1168,C1822,2024-06-03,Investment,Partner,2580.16,pending
T1169,C1190,2024-03-13,Savings,Web,224.29,completed
T1170,C1710,2024-06-01,Investment,Branch,4003.26,completed
T1171,C1064,2024-06-16,Investment,Mobile,4722.78,pending
T1172,C1619,2024-12-04,Checking,Branch,835.86,pending
T1173,C1569,2024-12-07,Savings,Partner,1272.23,completed
T1174,C1907,2024-02-06,Mortgage,Branch,1172.63,refunded
T1175,C1607,2024-07-17,Savings,Branch,2041.22,completed
T1176,C1545,2024-05-27,Credit Card,API,2723.64,completed
T1177,C1342,2024-03-02,Investment,Branch,1315.6,completed
T1178,C1414,2024-05-14,Loan,Partner,1857.66,refunded
T1179,C1339,2024-02-17,Credit Card,Web,192.86,completed
T1180,C1751,2024-10-04,Checking,API,1233.23,refunded
T1181,C1081,2024-07-28,Credit Card,Web,955.2,pending
T1182,C1662,2024-12-07,Loan,Web,3059.16,pending
T1183,C1265,2024-11-03,Loan,Mobile,1096.49,completed
T1184,C1415,2024-08-02,Mortgage,API,2045.4,pending
T1185,C1318,2024-02-14,Savings,Branch,2134.01,completed
T1186,C1177,2024-02-03,Credit Card,Branch,2126.5,completed
T1187,C1383,2024-10-21,Investment,Branch,1300.63,completed
T1188,C1032,2024-08-28,Loan,Partner,3352.62,completed
T1189,C1132,2024-08-26,Mortgage,Mobile,391.4,pending
T1190,C1817,2024-04-22,Mortgage,API,4838.76,refunded
T1191,C1347,2024-01-25,Loan,Branch,97.27,refunded
T1192,C1158,2024-06-29,Loan,API,2620.42,refunded
T1193,C1166,2024-07-15,Mortgage,Web,112.49,completed
T1194,C1728,2024-06-14,Checking,Branch,1118.76,refunded
T1195,C1752,2024-03-21,Savings,Web,705.79,completed
T1196,C1713,2024-02-24,Savings,Branch,4640.75,refunded
T1197,C1559,2024-06-04,Investment,Web,1763.44,pending
T1198,C1363,2024-06-20,Investment,Branch,1559.18,pending
T1199,C1830,2024-09-20,Savings,Web,3866.37,completed
T1200,C1023,2024-03-12,Mortgage,Branch,843.47,completed
T1201,C1326,2024-04-16,Mortgage,Partner,1318.5,completed
T1202,C1915,2024-06-04,Mortgage,Mobile,4438.11,completed
T1203,C1380,2024-01-27,Credit Card,Mobile,953.67,completed
T1204,C1948,2024-03-18,Savings,API,4460.07,completed
T1205,C1218,2024-02-28,Savings,Branch,2612.23,refunded
T1206,C1836,2024-09-03,Loan,Mobile,1968.07,pending
T1207,C1066,2024-12-25,Savings,Mobile,3504.12,refunded
T1208,C1315,2024-03-12,Loan,Partner,3574.23,completed
T1209,C1939,2024-01-22,Savings,API,3211.68,refunded
T1210,C1728,2024-11-30,Checking,Mobile,4801.26,completed
T1211,C1091,2024-02-12,Loan,Partner,735.52,pending
T1212,C1879,2024-09-15,Credit Card,Web,2218.47,completed
T1213,C1476,2024-10-02,Mortgage,Branch,2036.13,refunded
T1214,C1407,2024-11-20,Mortgage,Mobile,2081.11,completed
T1215,C1831,2024-09-01,Checking,Partner,1036.71,completed
T1216,C1082,2024-10-31,Investment,API,2425.46,pending
T1217,C1908,2024-10-21,Savings,Branch,378.81,completed
T1218,C1315,2024-07-16,Mortgage,Web,1019.62,completed
T1219,C1632,2024-09-20,Mortgage,Web,1021.71,completed
T1220,C1976,2024-02-20,Mortgage,Web,307.82,refunded
T1221,C1042,2024-08-02,Checking,Branch,1825.02,refunded
T1222,C1256,2024-06-07,Investment,Web,4607.73,refunded
T1223,C1752,2024-12-09,Mortgage,Branch,4801.24,completed
T1224,C1382,2024-05-21,Investment,API,2213.85,refunded
T1225,C1596,2024-07-13,Checking,API,4093.43,completed
T1226,C1934,2024-12-25,Savings,Web,4739.72,completed
T1227,C1321,2024-03-15,Checking,Web,4350.81,pending
T1228,C1411,2024-04-26,Savings,Partner,2350.04,completed
T1229,C1457,2024-01-07,Loan,Branch,2865.85,completed
T1230,C1290,2024-07-20,Loan,Web,3275.57,completed
T1231,C1972,2024-02-11,Credit Card,Mobile,4471.44,pending
T1232,C1974,2024-04-19,Loan,Partner,3598.17,completed
T1233,C1471,2024-10-08,Loan,Web,3882.66,pending
T1234,C1908,2024-05-18,Savings,Partner,3304.48,completed
T1235,C1577,2024-07-05,Savings,Web,4845.84,refunded
T1236,C1499,2024-01-06,Savings,API,3901.24,completed
T1237,C1854,2024-06-28,Loan,Partner,3256.68,pending
T1238,C1902,2024-06-17,Investment,Mobile,1925.09,pending
T1239,C1688,2024-07-18,Checking,Branch,4972.11,refunded
T1240,C1250,2024-04-17,Credit Card,Branch,4049.96,completed
T1241,C1067,2024-08-03,Mortgage,Mobile,639.91,completed
T1242,C1059,2024-02-02,Credit Card,Branch,1793.97,completed
T1243,C1032,2024-12-18,Mortgage,API,2865.02,completed
T1244,C1596,2024-05-01,Investment,API,4334.72,completed
T1245,C1237,2024-06-25,Mortgage,API,1523.28,completed
T1246,C1714,2024-04-08,Checking,Mobile,3167.9,refunded
T1247,C1745,2024-08-28,Checking,Mobile,3731.38,completed
T1248,C1016,2024-05-20,Investment,Web,1481.89,completed
T1249,C1748,2024-03-02,Investment,API,4984.8,pending
T1250,C1089,2024-11-21,Credit Card,Mobile,4103.12,completed
T1251,C1228,2024-10-18,Loan,API,3695.93,refunded
T1252,C1575,2024-06-12,Mortgage,Web,3482.05,completed
T1253,C1612,2024-12-31,Investment,Branch,511.68,completed
T1254,C1104,2024-06-25,Loan,Partner,1006.12,completed
T1255,C1472,2024-06-29,Loan,Branch,3884.56,completed
T1256,C1921,2024-06-25,Savings,Branch,3177.43,refunded
T1257,C1089,2024-08-07,Investment,API,2011.96,completed
T1258,C1589,2024-02-16,Loan,Mobile,3843.0,completed
T1259,C1661,2024-08-12,Credit Card,Web,793.0,refunded
T1260,C1566,2024-10-01,Investment,Mobile,1608.76,completed
T1261,C1422,2024-02-01,Investment,Mobile,1650.13,completed
T1262,C1001,2024-01-24,Checking,Web,2687.69,refunded
T1263,C1784,2024-09-12,Loan,Web,443.7,completed
T1264,C1980,2024-12-24,Investment,Branch,3749.27,completed
T1265,C1496,2024-06-25,Loan,Partner,1611.51,refunded
T1266,C1158,2024-01-14,Loan,Mobile,1906.58,pending
T1267,C1211,2024-10-05,Checking,API,22.52,completed
T1268,C1187,2024-09-27,Savings,Mobile,3281.2,pending
T1269,C1200,2024-03-02,Loan,API,4646.27,refunded
T1270,C1655,2024-06-04,Investment,Mobile,651.64,refunded
T1271,C1572,2024-04-06,Investment,Mobile,1390.76,completed
T1272,C1431,2024-07-30,Loan,API,2993.95,pending
T1273,C1103,2024-11-12,Investment,Branch,3015.93,completed
T1274,C1411,2024-04-18,Mortgage,Mobile,4647.31,completed
T1275,C1500,2024-01-09,Credit Card,Branch,2941.32,completed
T1276,C1487,2024-09-11,Credit Card,Branch,464.23,completed
T1277,C1391,2024-09-02,Loan,API,1561.5,completed
T1278,C1234,2024-03-06,Loan,Web,388.85,completed
T1279,C1430,2024-05-08,Savings,Mobile,365.03,refunded
T1280,C1522,2024-10-02,Savings,Partner,2014.93,completed
T1281,C1615,2024-01-12,Checking,Branch,3885.43,refunded
T1282,C1205,2024-09-29,Savings,Branch,4188.27,completed
T1283,C1221,2024-06-13,Savings,Web,3665.75,completed
T1284,C1849,2024-09-03,Checking,Mobile,1784.79,completed
T1285,C1029,2024-08-18,Loan,API,2989.16,completed
T1286,C1371,2024-06-11,Credit Card,API,2588.8,pending
T1287,C1127,2024-06-20,Loan,API,2653.52,refunded
T1288,C1396,2024-09-11,Investment,Web,1017.1,pending
T1289,C1942,2024-09-13,Loan,Branch,45.83,completed
T1290,C1182,2024-11-25,Savings,Web,4895.83,pending
T1291,C1056,2024-06-02,Mortgage,Branch,493.89,completed
T1292,C1018,2024-06-02,Investment,Mobile,1650.34,completed
T1293,C1347,2024-12-08,Credit Card,Mobile,3308.81,completed
T1294,C1489,2024-01-24,Credit Card,Web,2959.12,completed
T1295,C1998,2024-05-15,Checking,Mobile,3855.94,completed
T1296,C1162,2024-08-01,Credit Card,Partner,2728.56,completed
T1297,C1564,2024-05-04,Investment,Mobile,3072.53,refunded
T1298,C1959,2024-05-10,Savings,API,1381.48,completed
T1299,C1388,2024-08-10,Loan,Partner,1498.15,completed
T1300,C1575,2024-03-05,Investment,Branch,3432.91,refunded
T1301,C1838,2024-08-27,Checking,Branch,2952.04,completed
T1302,C1393,2024-07-30,Loan,Partner,3243.23,completed
T1303,C1918,2024-09-11,Credit Card,Web,4027.01,completed
T1304,C1938,2024-11-27,Checking,Branch,683.03,completed
T1305,C1373,2024-08-20,Mortgage,Branch,1350.09,refunded
T1306,C1155,2024-07-08,Loan,Web,76.23,refunded
T1307,C1427,2024-08-17,Credit Card,Branch,1263.92,completed
T1308,C1968,2024-11-02,Checking,API,2156.3,refunded
T1309,C1586,2024-07-14,Investment,Partner,3827.81,completed
T1310,C1414,2024-06-28,Checking,API,4152.36,completed
T1311,C1626,2024-10-15,Credit Card,Web,770.13,completed
T1312,C1494,2024-07-05,Loan,API,2580.96,completed
T1313,C1635,2024-08-11,Loan,Web,2486.35,completed
T1314,C1844,2024-01-17,Mortgage,Web,3485.65,pending
T1315,C1908,2024-09-07,Loan,Partner,4426.58,refunded
T1316,C1319,2024-09-27,Credit Card,Web,804.58,pending
T1317,C1985,2024-12-08,Mortgage,API,1297.03,completed
T1318,C1298,2024-09-29,Credit Card,Mobile,3612.85,completed
T1319,C1734,2024-09-18,Mortgage,Web,692.26,pending
T1320,C1691,2024-10-19,Credit Card,Partner,4612.59,refunded
T1321,C1701,2024-12-16,Checking,Branch,1542.8,completed
T1322,C1700,2024-12-25,Mortgage,Web,147.65,completed
T1323,C1656,2024-05-04,Credit Card,Mobile,2503.66,completed
T1324,C1559,2024-08-07,Mortgage,Mobile,3575.32,completed
T1325,C1923,2024-02-28,Checking,Web,4348.68,pending
T1326,C1914,2024-08-29,Loan,Branch,4729.15,completed
T1327,C1589,2024-09-22,Credit Card,API,4815.13,pending
T1328,C1363,2024-07-24,Mortgage,Partner,2540.2,completed
T1329,C1565,2024-01-28,Checking,Mobile,2998.19,refunded
T1330,C1519,2024-07-25,Checking,API,792.77,refunded
T1331,C1644,2024-04-12,Checking,Mobile,3930.3,refunded
T1332,C1433,2024-11-24,Mortgage,Mobile,3276.0,completed
T1333,C1059,2024-03-09,Investment,Branch,4984.22,completed
T1334,C1691,2024-07-24,Savings,Branch,2629.63,completed
T1335,C1170,2024-05-16,Investment,Branch,1459.26,completed
T1336,C1446,2024-06-29,Checking,Mobile,3194.29,refunded
T1337,C1211,2024-12-15,Mortgage,Partner,988.86,completed
T1338,C1533,2024-06-19,Investment,Mobile,4303.64,completed
T1339,C1721,2024-08-27,Checking,Web,1224.96,completed
T1340,C1554,2024-10-04,Loan,Web,2528.1,completed
T1341,C1929,2024-05-24,Mortgage,Web,3496.75,completed
T1342,C1132,2024-05-29,Loan,Web,851.3,refunded
T1343,C1216,2024-03-11,Credit Card,Web,1054.73,refunded
T1344,C1069,2024-11-05,Mortgage,Mobile,1883.0,completed
T1345,C1244,2024-02-12,Investment,Partner,3735.32,completed
T1346,C1369,2024-12-22,Investment,API,1563.45,completed
T1347,C1963,2024-08-02,Loan,API,4829.46,completed
T1348,C1098,2024-10-28,Loan,Web,1181.49,completed
T1349,C1428,2024-05-30,Checking,Partner,302.76,completed
T1350,C1596,2024-03-16,Loan,API,3980.4,completed
T1351,C1038,2024-03-04,Checking,Mobile,3204.03,completed
T1352,C1344,2024-06-02,Loan,Branch,691.35,refunded
T1353,C1253,2024-04-24,Loan,API,2520.12,completed
T1354,C1362,2024-10-20,Mortgage,Mobile,1694.51,completed
T1355,C1113,2024-05-13,Credit Card,API,3451.01,completed
T1356,C1658,2024-03-19,Savings,Mobile,3212.63,completed
T1357,C1627,2024-11-05,Savings,API,1089.07,completed
T1358,C1546,2024-07-09,Savings,Web,4968.82,refunded
T1359,C1240,2024-10-10,Savings,Mobile,361.77,completed
T1360,C1561,2024-02-18,Savings,Branch,3680.54,pending
T1361,C1799,2024-09-18,Checking,API,1405.23,completed
T1362,C1164,2024-06-13,Savings,Branch,1531.4,completed
T1363,C1453,2024-10-29,Mortgage,API,3647.52,completed
T1364,C1365,2024-01-14,Mortgage,Branch,2635.05,completed
T1365,C1418,2024-11-02,Mortgage,API,229.04,pending
T1366,C1345,2024-12-24,Credit Card,Partner,3805.25,completed
T1367,C1736,2024-01-09,Checking,Web,2359.94,pending
T1368,C1969,2024-07-13,Investment,Web,311.21,completed
T1369,C1005,2024-08-05,Savings,Mobile,2483.35,completed
T1370,C1827,2024-10-03,Loan,Web,1619.28,pending
