user_id,signup_date,plan,top_feature,sessions,days_active,mrr,status
U968,2024-02-08,Pro,AI Insights,73,29,277.54,active
U969,2024-03-19,Pro,API,35,18,247.09,active
U970,2023-11-20,Pro,Integrations,170,25,350.82,active
U971,2024-01-01,Enterprise,Automation,97,19,57.12,active
U972,2023-06-07,Pro,Reports,61,3,492.49,active
U973,2023-12-16,Business,Reports,183,21,335.42,active
U974,2023-04-23,Free,Dashboard,189,8,304.05,active
U975,2023-05-25,Pro,API,11,5,387.3,active
U976,2024-04-10,Free,AI Insights,146,8,48.87,churned
U977,2024-03-03,Enterprise,Integrations,101,2,173.24,active
U978,2023-11-04,Free,API,199,21,161.01,trial
U979,2023-08-28,Free,Dashboard,93,18,366.3,active
U980,2023-11-16,Business,Dashboard,38,3,368.39,active
U981,2023-03-26,Free,AI Insights,195,26,85.1,active
U982,2024-03-01,Free,Reports,147,6,1.62,churned
U983,2023-05-08,Pro,Reports,140,9,410.33,active
U984,2024-04-13,Enterprise,Dashboard,37,27,415.34,trial
U985,2023-07-29,Pro,Reports,49,4,207.32,churned
U986,2023-12-21,Free,Reports,70,21,83.27,active
U987,2024-04-13,Enterprise,Dashboard,89,3,349.73,trial
U988,2023-09-14,Free,Integrations,11,17,428.05,trial
U989,2024-03-13,Enterprise,API,65,6,262.44,churned
U990,2023-04-20,Business,AI Insights,96,16,228.75,active
U991,2023-06-23,Business,Dashboard,92,12,274.08,trial
U992,2023-02-19,Pro,Dashboard,132,18,232.76,trial
U993,2023-09-22,Free,Reports,13,0,330.93,churned
U994,2023-03-08,Enterprise,Dashboard,103,11,228.18,trial
U995,2024-01-17,Free,Integrations,184,2,221.84,active
U996,2024-01-17,Enterprise,Dashboard,2,3,83.65,active
U997,2023-02-22,Pro,Dashboard,121,24,42.8,churned
U998,2023-02-23,Business,Dashboard,146,11,63.42,active
U999,2023-10-17,Pro,Automation,188,17,69.08,active
U1000,2023-02-20,Free,API,179,1,44.65,active
U1001,2023-05-11,Enterprise,Reports,141,2,362.99,churned
U1002,2023-01-13,Free,Reports,167,30,397.62,active
U1003,2024-04-28,Enterprise,Automation,72,13,112.88,trial
U1004,2023-05-27,Business,Reports,176,22,194.42,active
U1005,2023-04-15,Free,Reports,132,12,418.63,active
U1006,2023-05-09,Free,Dashboard,29,20,413.81,trial
U1007,2023-10-18,Enterprise,AI Insights,44,30,405.05,trial
U1008,2023-04-01,Free,Integrations,175,29,56.81,active
U1009,2023-11-12,Business,Dashboard,1,20,96.73,churned
U1010,2023-11-03,Enterprise,Automation,134,26,343.01,active
U1011,2024-03-13,Pro,Dashboard,120,2,316.65,active
U1012,2023-11-17,Pro,Reports,181,15,113.97,active
U1013,2023-10-27,Enterprise,API,12,10,14.48,active
U1014,2023-07-19,Business,Dashboard,47,13,216.49,churned
U1015,2023-09-21,Enterprise,Automation,100,27,205.45,active
U1016,2024-03-15,Pro,Reports,0,14,475.37,churned
U1017,2023-08-12,Business,API,145,25,235.33,active
U1018,2023-08-22,Pro,AI Insights,187,20,321.55,trial
U1019,2023-04-11,Enterprise,Reports,39,27,129.5,active
U1020,2023-11-03,Pro,Dashboard,156,2,406.28,active
U1021,2023-06-03,Free,AI Insights,164,19,85.28,active
U1022,2023-05-16,Free,Automation,188,1,394.2,churned
U1023,2023-05-30,Enterprise,AI Insights,96,17,27.08,trial
U1024,2024-01-20,Business,Reports,58,3,95.73,active
U1025,2023-04-08,Free,Dashboard,173,22,281.69,churned
U1026,2023-10-08,Business,Dashboard,126,2,315.3,active
U1027,2024-01-04,Business,AI Insights,99,27,435.47,active
U1028,2023-01-29,Business,AI Insights,180,28,256.55,active
U1029,2023-08-14,Enterprise,AI Insights,125,29,402.9,active
U1030,2023-05-13,Free,Dashboard,155,7,377.9,active
U1031,2024-01-26,Enterprise,Integrations,129,11,171.78,active
U1032,2023-12-12,Free,AI Insights,53,5,144.62,trial
U1033,2023-01-06,Pro,AI Insights,170,7,420.91,active
U1034,2024-05-01,Business,API,76,10,117.58,trial
U1035,2023-12-24,Business,AI Insights,137,1,208.78,churned
U1036,2023-11-09,Free,Reports,188,1,277.8,active
U1037,2023-10-17,Enterprise,API,4,12,111.67,active
U1038,2024-02-19,Enterprise,Automation,135,5,353.67,active
U1039,2023-09-27,Free,Integrations,60,26,158.29,churned
U1040,2023-09-14,Pro,Dashboard,61,6,483.7,active
U1041,2023-09-24,Free,API,69,24,181.66,active
U1042,2023-01-30,Enterprise,Integrations,55,3,162.18,active
U1043,2023-11-10,Business,API,27,19,109.46,active
U1044,2024-02-23,Business,Dashboard,61,1,221.59,trial
U1045,2023-07-04,Pro,Integrations,103,22,50.71,churned
U1046,2023-01-17,Free,Integrations,196,20,113.7,active
U1047,2024-03-12,Free,AI Insights,130,30,199.41,active
U1048,2023-07-22,Free,AI Insights,7,3,191.81,trial
U1049,2023-03-04,Pro,Reports,81,7,214.32,trial
U1050,2023-04-15,Enterprise,Reports,197,23,247.28,active
U1051,2024-04-12,Free,API,193,22,168.1,active
U1052,2023-04-11,Enterprise,API,175,0,223.54,active
U1053,2023-04-25,Enterprise,Integrations,129,17,489.28,trial
U1054,2023-09-28,Free,API,80,26,446.67,churned
U1055,2023-06-17,Free,API,156,16,192.4,trial
U1056,2024-01-21,Free,Dashboard,102,12,53.26,trial
U1057,2024-02-21,Pro,Reports,0,13,280.65,active
U1058,2024-03-06,Business,AI Insights,118,24,249.08,active
U1059,2023-12-02,Enterprise,Automation,102,27,484.78,trial
U1060,2023-09-05,Business,API,158,17,56.69,active
U1061,2024-04-10,Free,API,180,5,190.69,active
U1062,2024-02-10,Business,Integrations,154,20,127.67,churned
U1063,2024-05-02,Free,Dashboard,146,3,101.71,active
U1064,2023-03-06,Free,API,19,19,18.29,active
U1065,2023-01-08,Business,Reports,99,25,87.37,trial
U1066,2024-03-12,Enterprise,Reports,103,27,101.51,active
U1067,2024-03-20,Enterprise,AI Insights,20,23,84.53,trial
U1068,2023-04-28,Pro,Dashboard,39,6,147.52,active
U1069,2023-10-07,Business,Integrations,148,16,211.19,active
U1070,2023-06-17,Pro,Automation,113,3,374.96,active
U1071,2023-06-22,Free,Integrations,55,2,181.65,active
U1072,2023-04-19,Business,API,103,4,192.03,churned
U1073,2023-08-19,Pro,Automation,165,4,17.88,trial
U1074,2023-01-20,Pro,AI Insights,12,10,100.68,trial
U1075,2024-04-27,Free,Dashboard,20,17,321.2,churned
U1076,2023-12-30,Pro,Dashboard,114,6,228.74,trial
U1077,2023-09-30,Free,Automation,99,1,453.33,active
U1078,2023-01-18,Free,Reports,153,0,3.98,active
U1079,2023-12-17,Free,Automation,100,13,496.72,active
U1080,2023-04-23,Pro,Automation,90,11,212.71,active
U1081,2023-05-02,Enterprise,AI Insights,126,8,62.08,active
U1082,2023-09-19,Business,AI Insights,162,24,9.97,active
U1083,2023-04-27,Business,Integrations,38,12,386.28,active
U1084,2024-02-21,Pro,Dashboard,95,11,360.95,active
U1085,2023-04-17,Pro,Automation,51,24,53.41,active
U1086,2023-12-14,Pro,Reports,179,10,333.27,churned
U1087,2024-03-03,Pro,Automation,105,17,472.77,active
U1088,2024-03-01,Enterprise,API,0,10,264.9,churned
U1089,2023-09-11,Free,AI Insights,190,5,428.04,trial
U1090,2023-07-27,Free,Dashboard,89,28,316.55,active
U1091,2023-02-28,Free,Dashboard,159,30,338.84,churned
U1092,2023-01-25,Enterprise,Integrations,38,10,387.91,trial
U1093,2023-04-07,Business,AI Insights,14,16,288.67,active
U1094,2023-06-14,Pro,Dashboard,158,8,419.69,active
U1095,2023-09-05,Business,Dashboard,162,3,207.81,active
U1096,2023-06-20,Business,API,182,15,470.57,trial
U1097,2023-12-30,Free,Dashboard,35,30,12.58,trial
U1098,2023-02-14,Free,Dashboard,106,14,484.89,churned
U1099,2024-02-21,Business,AI Insights,40,4,219.72,active
U1100,2023-01-27,Enterprise,AI Insights,99,4,69.78,trial
U1101,2023-01-25,Enterprise,Dashboard,161,13,127.24,active
U1102,2023-12-01,Business,Dashboard,30,22,132.11,churned
U1103,2023-05-21,Free,Integrations,39,20,9.8,trial
U1104,2023-05-12,Free,Integrations,15,24,327.37,active
U1105,2024-05-08,Free,Dashboard,172,15,382.08,trial
U1106,2023-07-29,Pro,Reports,199,6,131.51,trial
U1107,2023-01-30,Business,AI Insights,123,5,427.09,churned
U1108,2023-03-02,Pro,AI Insights,18,10,420.74,trial
U1109,2024-03-02,Business,Integrations,92,0,408.05,active
U1110,2023-08-12,Enterprise,Integrations,56,25,255.16,churned
U1111,2023-08-26,Pro,Integrations,154,18,55.14,active
U1112,2023-06-29,Enterprise,AI Insights,79,9,447.89,active
U1113,2023-02-24,Free,AI Insights,175,5,238.46,trial
U1114,2023-04-04,Enterprise,Integrations,3,5,48.37,active
U1115,2024-05-11,Enterprise,Integrations,58,29,219.81,trial
U1116,2023-09-04,Enterprise,AI Insights,196,7,420.89,trial
U1117,2023-03-31,Free,Integrations,75,22,211.42,active
U1118,2023-08-05,Pro,Integrations,5,26,317.58,churned
U1119,2023-10-18,Business,AI Insights,129,20,352.18,active
U1120,2023-02-01,Pro,API,131,0,238.02,active
U1121,2023-06-01,Pro,Integrations,2,16,401.87,active
U1122,2023-09-01,Pro,Integrations,115,19,143.03,trial
U1123,2023-04-18,Business,Integrations,172,19,317.94,active
U1124,2023-11-13,Free,Integrations,107,9,436.05,active
U1125,2024-03-19,Free,Reports,146,18,226.31,active
U1126,2024-01-26,Pro,Integrations,47,8,314.09,active
U1127,2023-06-12,Pro,Automation,131,10,466.89,trial
U1128,2024-04-02,Business,AI Insights,76,23,493.09,trial
U1129,2023-10-06,Pro,Automation,47,1,166.61,active
U1130,2024-01-24,Pro,Automation,182,14,81.48,trial
U1131,2023-07-25,Enterprise,AI Insights,121,14,435.33,trial
U1132,2023-10-07,Enterprise,Dashboard,13,12,307.03,active
U1133,2024-03-17,Business,Automation,179,9,119.49,active
U1134,2023-04-23,Pro,Integrations,168,30,234.32,active
U1135,2023-11-07,Pro,Integrations,34,14,295.45,active
U1136,2023-04-13,Free,AI Insights,26,19,283.51,active
U1137,2023-09-30,Enterprise,Dashboard,132,13,99.01,churned
U1138,2024-03-16,Pro,Reports,68,6,396.27,trial
U1139,2023-06-08,Free,AI Insights,113,29,411.56,trial
U1140,2023-07-17,Pro,API,69,17,477.93,trial
U1141,2023-05-30,Pro,Integrations,176,13,53.61,churned
U1142,2023-08-15,Free,API,153,0,269.85,churned
U1143,2023-03-03,Enterprise,Automation,64,8,105.44,active
U1144,2023-08-18,Business,Automation,161,4,14.65,active
U1145,2023-04-04,Enterprise,Reports,115,14,172.83,active
U1146,2024-04-09,Enterprise,Integrations,116,17,171.25,active
U1147,2023-06-09,Pro,Reports,117,15,408.2,active
U1148,2024-03-30,Free,API,92,26,398.89,active
U1149,2024-01-15,Enterprise,Integrations,171,9,168.42,active
U1150,2024-04-03,Pro,AI Insights,17,3,156.26,active
U1151,2023-04-18,Enterprise,Reports,85,9,132.44,trial
U1152,2023-01-13,Business,Automation,141,8,433.21,active
U1153,2023-11-05,Business,Automation,200,23,255.4,active
U1154,2023-07-11,Enterprise,Integrations,66,7,203.12,churned
U1155,2023-05-11,Free,Dashboard,47,1,393.02,churned
U1156,2023-09-01,Free,Automation,34,10,326.83,active
U1157,2023-10-12,Business,Automation,174,5,489.64,churned
U1158,2023-04-16,Enterprise,Integrations,31,27,264.55,churned
U1159,2023-10-08,Pro,Dashboard,15,9,385.2,active
U1160,2023-01-12,Business,Integrations,116,29,404.46,trial
U1161,2023-08-18,Business,AI Insights,20,22,294.71,active
U1162,2024-04-15,Free,Dashboard,57,18,479.68,active
U1163,2023-06-16,Pro,AI Insights,179,12,223.49,churned
U1164,2023-09-30,Business,Integrations,22,17,165.48,churned
U1165,2024-01-20,Business,Integrations,74,10,63.08,trial
U1166,2023-12-10,Enterprise,Dashboard,161,17,13.83,active
U1167,2023-04-27,Free,Automation,43,30,110.87,active
U1168,2023-03-14,Free,Dashboard,25,13,433.96,trial
U1169,2023-09-18,Business,Reports,111,3,17.98,active
U1170,2023-01-04,Business,Automation,36,5,491.28,active
U1171,2024-02-23,Enterprise,Reports,157,11,71.0,churned
U1172,2023-07-08,Pro,Automation,186,4,137.08,trial
U1173,2023-09-02,Pro,Reports,46,3,157.14,active
U1174,2023-01-30,Business,API,78,20,188.5,trial
U1175,2024-05-03,Business,Reports,144,2,142.29,active
U1176,2023-12-27,Free,Reports,135,20,360.95,active
U1177,2023-05-25,Business,Dashboard,30,8,299.69,churned
U1178,2023-06-13,Business,Integrations,138,13,195.35,active
U1179,2023-10-25,Pro,Integrations,96,5,402.72,trial
U1180,2024-01-05,Business,Automation,180,4,36.23,active
U1181,2023-10-24,Free,Automation,78,13,42.27,churned
U1182,2023-08-30,Pro,AI Insights,31,2,266.23,active
U1183,2024-03-29,Free,AI Insights,78,17,305.5,active
U1184,2024-02-10,Free,AI Insights,181,18,309.62,active
U1185,2023-07-09,Enterprise,Dashboard,139,7,341.39,trial
U1186,2024-05-07,Free,Integrations,154,29,118.34,trial
U1187,2023-01-19,Business,Integrations,44,3,435.13,active
U1188,2024-01-30,Free,Reports,110,29,130.15,active
U1189,2024-02-04,Business,Automation,147,21,433.75,churned
U1190,2023-04-26,Enterprise,API,180,6,405.71,churned
U1191,2023-01-23,Enterprise,Dashboard,123,14,326.7,trial
U1192,2024-02-04,Free,Reports,125,17,180.65,active
U1193,2023-11-16,Free,API,30,19,13.62,active
U1194,2023-12-09,Business,Dashboard,192,4,161.67,churned
U1195,2023-02-27,Business,API,98,8,247.03,active
U1196,2023-09-29,Pro,Reports,3,0,149.53,active
U1197,2023-02-16,Free,API,133,2,456.95,active
U1198,2024-03-08,Pro,Dashboard,185,22,346.18,active
U1199,2024-03-08,Pro,Reports,190,3,168.03,active
U1200,2023-10-23,Business,Dashboard,85,5,130.93,active
U1201,2023-12-04,Pro,Reports,181,13,439.73,trial
U1202,2023-10-02,Free,API,184,30,262.46,active
U1203,2023-04-07,Pro,Automation,6,0,467.66,active
U1204,2023-12-21,Business,API,163,30,241.72,active
U1205,2024-03-24,Pro,API,71,6,195.6,trial
U1206,2023-07-24,Business,Automation,108,24,134.57,active
U1207,2023-03-31,Free,Automation,179,20,431.97,churned
U1208,2024-02-12,Free,API,86,30,251.97,trial
U1209,2023-04-12,Free,Reports,62,8,429.78,active
U1210,2024-02-25,Pro,Reports,38,13,178.16,trial
U1211,2023-07-16,Free,AI Insights,176,27,466.46,active
U1212,2024-04-04,Business,Dashboard,94,28,169.66,active
U1213,2024-03-13,Business,Automation,103,0,455.58,churned
U1214,2024-01-21,Enterprise,Reports,136,30,423.55,active
U1215,2024-02-14,Pro,Dashboard,165,6,271.95,trial
U1216,2023-07-13,Enterprise,API,187,18,44.37,churned
U1217,2023-01-07,Pro,Reports,149,14,404.67,trial
U1218,2024-01-24,Business,Integrations,9,15,178.22,active
U1219,2023-09-08,Business,Reports,178,25,38.78,active
U1220,2024-03-01,Enterprise,AI Insights,61,15,499.49,churned
U1221,2023-06-21,Free,API,153,21,88.94,churned
U1222,2023-10-11,Pro,Automation,183,15,432.41,trial
U1223,2024-02-26,Enterprise,API,48,11,241.35,trial
U1224,2023-06-26,Business,AI Insights,3,29,313.44,active
U1225,2023-12-15,Enterprise,Integrations,24,19,8.36,active
U1226,2023-08-28,Enterprise,Automation,23,25,329.46,trial
U1227,2023-08-31,Business,API,20,4,300.25,active
U1228,2023-03-31,Free,Reports,105,27,417.57,active
U1229,2023-04-16,Free,Integrations,44,7,341.63,active
U1230,2023-04-08,Business,Automation,14,3,11.34,active
U1231,2023-10-15,Free,Reports,145,2,138.27,active
U1232,2024-05-04,Business,API,183,12,336.0,active
U1233,2024-02-29,Enterprise,AI Insights,4,18,333.86,active
U1234,2023-07-20,Enterprise,Automation,182,9,196.36,churned
U1235,2023-06-06,Enterprise,Automation,47,7,169.16,active
U1236,2024-05-09,Business,AI Insights,146,22,236.97,active
U1237,2023-01-31,Free,API,0,27,379.91,active
U1238,2024-04-10,Business,Automation,91,21,212.83,active
U1239,2023-12-08,Business,AI Insights,37,4,228.62,trial
U1240,2024-01-02,Business,AI Insights,92,23,197.7,churned
U1241,2024-02-18,Pro,Automation,70,22,18.69,active
U1242,2024-04-19,Pro,Reports,46,8,463.01,active
U1243,2023-10-25,Pro,Reports,199,25,98.99,active
U1244,2024-04-02,Pro,Dashboard,95,14,286.39,active
U1245,2023-08-11,Free,Reports,151,11,158.65,trial
U1246,2023-03-20,Free,AI Insights,104,12,191.64,active
U1247,2023-06-20,Business,Automation,193,22,53.29,active
U1248,2023-05-13,Free,API,79,29,434.47,active
U1249,2023-04-07,Enterprise,AI Insights,97,3,419.6,active
U1250,2023-11-03,Pro,AI Insights,143,22,323.7,trial
U1251,2023-08-10,Pro,Automation,113,17,492.83,churned
U1252,2023-10-08,Business,Reports,193,23,384.99,active
U1253,2023-04-28,Business,Reports,75,23,161.41,active
U1254,2023-08-22,Free,Reports,93,25,75.52,active
U1255,2023-09-27,Free,Dashboard,144,27,141.96,active
U1256,2024-02-11,Pro,Reports,186,21,352.97,active
U1257,2024-02-28,Free,Dashboard,51,27,18.26,active
U1258,2024-01-17,Enterprise,API,124,20,223.91,churned
U1259,2023-09-03,Free,Reports,74,12,136.67,trial
U1260,2024-05-02,Free,Automation,101,22,26.43,churned
U1261,2023-03-25,Enterprise,Integrations,197,12,449.33,active
U1262,2023-02-25,Pro,Automation,54,0,455.57,trial
U1263,2024-02-12,Pro,Integrations,103,27,262.43,churned
U1264,2023-05-06,Free,AI Insights,175,8,100.79,active
U1265,2023-09-23,Enterprise,Dashboard,71,14,454.38,trial
U1266,2023-03-30,Pro,AI Insights,152,16,497.54,active
U1267,2024-04-27,Enterprise,Dashboard,7,14,463.47,active
U1268,2023-04-15,Free,AI Insights,20,21,177.22,active
U1269,2023-12-08,Pro,Reports,129,22,476.45,active
U1270,2023-08-16,Pro,AI Insights,120,14,348.99,active
U1271,2023-07-02,Business,Integrations,7,16,37.06,active
U1272,2023-08-30,Enterprise,Reports,19,27,411.27,active
U1273,2024-04-01,Enterprise,Integrations,164,8,356.53,active
U1274,2023-03-23,Business,Automation,129,22,217.77,churned
U1275,2023-07-23,Business,AI Insights,48,14,28.95,trial
U1276,2024-02-21,Pro,Automation,92,24,483.58,active
U1277,2023-09-22,Pro,Automation,140,28,256.41,active
U1278,2023-05-07,Enterprise,Integrations,128,13,209.75,trial
U1279,2024-03-23,Business,Integrations,45,1,345.8,trial
U1280,2023-02-10,Free,Reports,193,9,469.66,active
U1281,2023-04-15,Business,AI Insights,7,12,17.05,trial
U1282,2023-10-21,Free,Integrations,192,5,173.83,active
U1283,2024-03-07,Pro,API,41,5,136.03,churned
U1284,2024-04-07,Business,Dashboard,118,26,108.02,trial
U1285,2023-08-02,Pro,Dashboard,159,27,109.42,active
U1286,2023-03-10,Free,Reports,156,12,397.42,active
U1287,2024-01-19,Enterprise,Automation,29,22,374.72,active
U1288,2023-09-01,Free,API,160,16,415.62,active
U1289,2024-04-28,Business,AI Insights,38,12,262.64,active
U1290,2023-02-26,Pro,API,28,3,93.05,churned
U1291,2024-01-08,Enterprise,Integrations,196,15,23.5,churned
U1292,2023-05-08,Free,Reports,92,0,84.86,trial
U1293,2023-11-22,Enterprise,API,13,12,394.58,trial
U1294,2023-04-01,Pro,Reports,149,14,297.21,trial
U1295,2023-11-23,Free,Dashboard,109,5,338.95,active
U1296,2023-06-19,Business,Automation,18,13,428.26,active
U1297,2023-05-09,Enterprise,Automation,25,22,346.18,churned
U1298,2023-05-10,Pro,Automation,26,10,457.91,churned
U1299,2024-03-09,Free,API,51,25,78.37,active
U1300,2023-11-06,Free,Reports,91,9,11.87,active
U1301,2023-09-30,Free,Reports,122,4,426.62,active
U1302,2024-04-24,Free,Reports,21,29,149.95,trial
U1303,2023-07-27,Free,AI Insights,21,25,356.37,churned
U1304,2024-04-11,Pro,API,11,6,96.88,churned
U1305,2023-03-31,Pro,Dashboard,187,9,150.81,churned
U1306,2023-02-15,Free,Integrations,147,7,70.77,trial
U1307,2024-04-08,Pro,Reports,102,4,147.47,trial
U1308,2023-03-05,Enterprise,Automation,52,17,379.66,active
U1309,2024-05-15,Free,Reports,126,1,10.96,active
U1310,2023-02-14,Business,Integrations,97,16,19.72,active
U1311,2023-03-20,Enterprise,Dashboard,46,14,424.1,active
U1312,2023-01-16,Enterprise,Dashboard,27,21,85.69,churned
U1313,2023-04-25,Business,Automation,28,4,1.24,churned
U1314,2023-04-27,Enterprise,API,137,26,24.92,active
U1315,2023-12-05,Free,Integrations,138,10,159.75,active
U1316,2024-03-13,Enterprise,Reports,108,22,68.16,active
U1317,2023-05-01,Enterprise,Reports,92,20,72.28,active
U1318,2023-01-19,Enterprise,Automation,112,2,88.4,active
U1319,2024-02-25,Business,Reports,173,4,29.91,active
U1320,2024-03-06,Pro,Automation,16,30,489.21,churned
U1321,2023-05-29,Business,AI Insights,0,4,84.17,active
U1322,2023-04-24,Pro,Integrations,143,15,71.22,active
U1323,2023-03-04,Business,AI Insights,120,22,335.84,active
U1324,2024-03-03,Business,AI Insights,186,24,443.99,active
U1325,2023-10-01,Pro,Automation,151,15,110.35,churned
U1326,2023-09-09,Business,Automation,53,23,342.05,trial
U1327,2024-05-04,Pro,AI Insights,186,26,376.09,churned
U1328,2024-04-04,Business,Dashboard,95,26,94.98,active
U1329,2024-04-16,Free,Reports,199,0,168.4,active
U1330,2023-08-08,Enterprise,Integrations,130,7,267.63,trial
U1331,2024-02-25,Pro,Automation,79,18,42.31,active
U1332,2023-11-25,Enterprise,AI Insights,79,13,56.39,active
U1333,2023-08-01,Enterprise,Dashboard,126,10,436.49,active
U1334,2023-12-30,Free,Reports,82,12,143.12,trial
U1335,2024-03-28,Pro,Integrations,181,30,466.86,active
U1336,2024-03-28,Pro,Integrations,132,14,362.06,trial
U1337,2024-02-24,Business,AI Insights,155,27,183.8,active
U1338,2023-06-24,Business,API,49,17,9.35,trial
U1339,2023-08-02,Free,Dashboard,24,25,298.5,trial
U1340,2023-05-19,Pro,AI Insights,51,29,44.19,churned
U1341,2023-01-23,Pro,Reports,116,8,427.0,active
U1342,2023-11-06,Free,Reports,53,22,62.93,active
U1343,2023-12-07,Pro,AI Insights,149,9,179.88,trial
U1344,2024-04-15,Pro,Integrations,102,16,385.9,active
U1345,2023-03-28,Free,Dashboard,57,27,213.04,active
U1346,2024-04-06,Pro,Automation,104,7,177.65,active
U1347,2023-09-24,Enterprise,Integrations,6,18,360.44,active
U1348,2023-07-10,Business,Automation,118,4,423.93,active
U1349,2024-05-02,Business,API,106,30,96.24,active
U1350,2023-06-14,Business,API,127,15,283.07,active
U1351,2023-03-09,Free,Dashboard,176,9,165.39,trial
U1352,2023-12-15,Free,Reports,65,18,309.55,active
U1353,2024-02-01,Business,Integrations,125,29,30.03,churned
U1354,2023-10-17,Pro,Reports,26,27,300.91,trial
U1355,2023-10-06,Business,Integrations,12,30,272.33,active
U1356,2023-12-31,Pro,Automation,93,6,7.41,active
U1357,2024-03-29,Free,API,79,8,295.14,churned
U1358,2024-03-16,Pro,AI Insights,32,18,42.92,active
U1359,2024-02-12,Enterprise,Integrations,44,15,297.87,active
U1360,2023-07-04,Free,Integrations,169,0,296.84,active
U1361,2023-09-28,Business,Reports,77,28,122.69,trial
U1362,2023-10-28,Enterprise,Dashboard,58,29,24.77,active
U1363,2023-11-06,Enterprise,AI Insights,62,21,282.77,active
U1364,2023-06-28,Business,Automation,123,6,53.79,active
U1365,2024-04-08,Pro,API,181,29,314.88,trial
U1366,2023-07-14,Pro,Reports,108,25,108.0,active
U1367,2023-11-05,Enterprise,API,40,19,466.26,active
U1368,2023-07-26,Pro,API,52,13,241.72,churned
U1369,2024-03-22,Enterprise,Automation,193,24,468.57,active
U1370,2023-04-11,Business,API,101,29,96.34,active
U1371,2023-12-08,Pro,Integrations,164,12,297.66,active
U1372,2023-09-03,Business,Reports,107,12,300.78,trial
U1373,2023-09-22,Free,Reports,80,29,159.13,active
U1374,2024-01-26,Pro,API,183,14,114.33,trial
U1375,2023-02-19,Pro,AI Insights,59,22,332.92,churned
U1376,2023-11-19,Free,AI Insights,111,14,491.88,active
U1377,2023-03-13,Free,Automation,87,16,373.76,active
U1378,2024-03-17,Business,Dashboard,150,6,308.52,active
U1379,2024-01-09,Pro,Reports,46,27,29.69,active
U1380,2023-10-05,Pro,Integrations,43,25,126.98,trial
U1381,2023-01-12,Pro,AI Insights,173,6,357.08,active
U1382,2023-08-17,Business,AI Insights,108,10,9.12,active
U1383,2023-03-22,Business,Dashboard,135,2,106.28,active
U1384,2023-12-09,Business,Integrations,127,29,224.27,churned
U1385,2023-08-26,Enterprise,API,191,30,131.88,trial
U1386,2023-05-27,Enterprise,AI Insights,164,30,334.62,churned
U1387,2023-11-14,Pro,Automation,193,5,348.94,trial
U1388,2023-10-20,Business,Reports,132,21,25.1,trial
U1389,2023-06-06,Pro,API,64,22,290.11,active
U1390,2023-08-23,Pro,Integrations,133,6,245.47,trial
U1391,2023-12-01,Enterprise,AI Insights,50,18,477.13,active
U1392,2023-05-31,Business,Integrations,86,3,388.06,active
U1393,2023-11-03,Business,Integrations,95,1,298.0,active
U1394,2023-06-19,Business,Dashboard,54,30,125.34,active
U1395,2023-12-07,Enterprise,API,144,30,78.36,active
U1396,2023-08-02,Free,Integrations,31,23,330.06,active
U1397,2023-12-04,Business,Integrations,184,5,270.85,trial
U1398,2024-03-26,Enterprise,Automation,163,10,471.89,trial
U1399,2023-04-12,Pro,Dashboard,91,24,270.6,active
U1400,2024-04-09,Pro,Dashboard,12,20,158.4,active
U1401,2023-03-13,Business,Dashboard,62,5,422.64,trial
U1402,2024-04-05,Pro,Dashboard,121,10,475.47,active
U1403,2024-01-17,Free,Reports,170,25,240.41,active
U1404,2023-02-15,Enterprise,AI Insights,32,12,472.79,trial
U1405,2024-03-25,Business,Automation,138,20,493.59,active
U1406,2023-09-28,Free,API,166,6,35.9,churned
U1407,2023-04-07,Free,AI Insights,4,23,249.73,active
U1408,2023-04-20,Pro,Dashboard,143,9,89.99,churned
U1409,2024-03-04,Free,Automation,44,27,288.7,active
U1410,2024-02-01,Pro,API,35,4,140.84,active
U1411,2023-04-06,Pro,Automation,107,9,414.4,churned
U1412,2023-01-24,Pro,Integrations,38,8,421.87,active
U1413,2024-04-15,Business,Reports,192,19,321.22,active
U1414,2024-05-09,Pro,Integrations,87,0,175.82,active
U1415,2023-04-26,Pro,Integrations,173,3,359.44,trial
U1416,2023-06-01,Enterprise,AI Insights,199,1,406.2,active
U1417,2023-03-04,Free,Automation,89,26,269.75,churned
U1418,2023-05-03,Business,Integrations,114,7,207.27,active
U1419,2023-05-05,Business,Reports,17,0,461.71,active
U1420,2023-07-01,Business,Dashboard,194,11,229.82,active
U1421,2024-01-25,Pro,Reports,50,13,235.62,active
U1422,2024-04-18,Enterprise,Dashboard,169,7,92.12,active
U1423,2023-07-06,Business,API,94,20,247.84,trial
U1424,2024-05-06,Free,Integrations,157,29,91.13,churned
U1425,2023-06-20,Business,API,104,16,481.25,active
U1426,2023-11-23,Enterprise,Automation,77,24,66.13,active
U1427,2024-02-05,Pro,AI Insights,99,11,33.63,active
U1428,2023-07-13,Free,AI Insights,78,27,460.95,trial
U1429,2023-09-24,Pro,API,152,12,453.59,churned
U1430,2023-05-25,Enterprise,Integrations,161,29,24.79,active
U1431,2023-04-29,Free,AI Insights,105,28,130.09,active
U1432,2023-01-09,Business,AI Insights,107,18,26.02,active
U1433,2023-12-19,Free,Dashboard,25,27,446.3,active
U1434,2024-02-24,Enterprise,Dashboard,152,10,167.03,active
U1435,2024-01-10,Business,Dashboard,172,7,332.02,active
