shipment_id,sku,warehouse,order_date,ship_date,lead_time_days,quantity,cost,status
S706,SKU7643,East DC,2024-01-25,2024-01-28,3,396,130.24,delivered
S707,SKU1141,East DC,2024-10-16,2024-10-22,6,20,128.82,delayed
S708,SKU1703,South DC,2024-11-19,2024-11-25,6,104,43.1,delayed
S709,SKU7642,West DC,2024-03-30,2024-03-31,1,356,62.29,delivered
S710,SKU5092,Central DC,2024-08-09,2024-08-15,6,259,149.09,delayed
S711,SKU7592,Central DC,2024-02-29,2024-03-14,14,432,142.57,delivered
S712,SKU1313,East DC,2024-08-22,2024-09-04,13,428,41.88,in_transit
S713,SKU3368,South DC,2024-03-13,2024-03-26,13,206,160.43,delivered
S714,SKU9349,West DC,2024-07-16,2024-07-22,6,199,48.17,delivered
S715,SKU9344,South DC,2024-06-26,2024-07-09,13,438,170.13,delivered
S716,SKU4373,West DC,2024-07-02,2024-07-04,2,214,178.46,delayed
S717,SKU5847,East DC,2024-07-21,2024-07-22,1,132,112.91,delivered
S718,SKU8036,East DC,2024-09-19,2024-09-25,6,150,135.58,delivered
S719,SKU2279,East DC,2024-08-11,2024-08-15,4,428,58.89,delivered
S720,SKU4417,Central DC,2024-11-09,2024-11-14,5,174,78.25,in_transit
S721,SKU2279,West DC,2024-08-03,2024-08-08,5,1,80.7,delivered
S722,SKU9875,Central DC,2024-06-20,2024-06-22,2,449,181.86,in_transit
S723,SKU5847,West DC,2024-04-01,2024-04-07,6,7,13.7,delivered
S724,SKU4787,East DC,2024-11-21,2024-11-23,2,317,125.32,in_transit
S725,SKU5826,South DC,2024-11-20,2024-11-22,2,346,60.81,delivered
S726,SKU3280,East DC,2024-11-25,2024-12-03,8,416,155.95,delayed
S727,SKU9344,South DC,2024-04-26,2024-05-09,13,441,24.78,delivered
S728,SKU1141,South DC,2024-09-05,2024-09-13,8,131,131.07,delivered
S729,SKU4417,Central DC,2024-04-27,2024-04-29,2,303,159.43,delivered
S730,SKU7880,South DC,2024-07-27,2024-08-10,14,228,107.01,delivered
S731,SKU1313,East DC,2024-08-19,2024-08-21,2,217,9.63,in_transit
S732,SKU1703,West DC,2024-08-29,2024-09-01,3,354,35.12,in_transit
S733,SKU9738,East DC,2024-02-29,2024-03-10,10,279,173.66,in_transit
S734,SKU9738,East DC,2024-11-07,2024-11-19,12,260,10.81,delivered
S735,SKU1703,South DC,2024-03-01,2024-03-14,13,424,11.46,delayed
S736,SKU1313,Central DC,2024-05-05,2024-05-11,6,244,99.27,delivered
S737,SKU7642,Central DC,2024-04-23,2024-04-25,2,93,159.49,in_transit
S738,SKU4373,South DC,2024-05-22,2024-05-28,6,335,91.24,delivered
S739,SKU4417,East DC,2024-10-01,2024-10-08,7,164,22.11,delivered
S740,SKU1703,East DC,2024-12-27,2025-01-04,8,243,183.46,delivered
S741,SKU3302,South DC,2024-01-28,2024-01-31,3,221,98.76,delivered
S742,SKU1009,East DC,2024-04-16,2024-04-30,14,119,179.08,delivered
S743,SKU4359,East DC,2024-12-04,2024-12-13,9,4,144.62,delivered
S744,SKU4359,South DC,2024-06-27,2024-07-04,7,236,54.04,delivered
S745,SKU2002,West DC,2024-06-30,2024-07-04,4,314,12.54,delivered
S746,SKU9349,West DC,2024-04-16,2024-04-22,6,149,35.76,in_transit
S747,SKU9648,West DC,2024-08-30,2024-09-03,4,353,104.72,delivered
S748,SKU9349,South DC,2024-09-09,2024-09-11,2,147,72.7,delayed
S749,SKU4417,South DC,2024-04-11,2024-04-17,6,433,6.14,delivered
S750,SKU9648,West DC,2024-06-29,2024-07-06,7,19,26.33,delivered
S751,SKU8432,West DC,2024-11-27,2024-12-05,8,3,92.1,delayed
S752,SKU4373,East DC,2024-09-25,2024-10-05,10,299,58.92,delayed
S753,SKU4944,West DC,2024-02-10,2024-02-14,4,176,131.88,delivered
S754,SKU2110,West DC,2024-08-24,2024-08-25,1,94,35.62,delivered
S755,SKU3368,West DC,2024-07-23,2024-08-06,14,390,32.07,in_transit
S756,SKU3525,East DC,2024-07-11,2024-07-18,7,235,59.56,delayed
S757,SKU7642,Central DC,2024-07-09,2024-07-11,2,280,82.64,in_transit
S758,SKU1141,East DC,2024-01-07,2024-01-18,11,96,12.67,delivered
S759,SKU1441,West DC,2024-11-05,2024-11-09,4,461,54.93,delivered
S760,SKU7880,West DC,2024-08-31,2024-09-12,12,265,185.42,delayed
S761,SKU1703,Central DC,2024-04-19,2024-04-23,4,368,8.47,delivered
S762,SKU2110,East DC,2024-11-18,2024-11-24,6,419,25.92,in_transit
S763,SKU5092,Central DC,2024-12-17,2024-12-22,5,23,152.97,delivered
S764,SKU3302,South DC,2024-06-24,2024-06-27,3,175,103.68,delayed
S765,SKU4787,South DC,2024-11-16,2024-11-30,14,23,136.48,in_transit
S766,SKU6442,Central DC,2024-03-23,2024-04-03,11,316,119.63,delivered
S767,SKU9344,Central DC,2024-09-27,2024-10-10,13,497,126.81,delivered
S768,SKU8562,South DC,2024-06-07,2024-06-13,6,435,110.9,delayed
S769,SKU9360,Central DC,2024-06-30,2024-07-02,2,455,113.54,delivered
S770,SKU4373,Central DC,2024-07-23,2024-07-30,7,327,126.54,delivered
S771,SKU3173,West DC,2024-01-11,2024-01-22,11,280,32.71,delivered
S772,SKU9360,Central DC,2024-11-21,2024-12-04,13,156,164.67,delivered
S773,SKU2002,Central DC,2024-03-09,2024-03-10,1,256,161.51,delayed
S774,SKU3525,West DC,2024-06-14,2024-06-18,4,169,193.51,delivered
S775,SKU4154,West DC,2024-01-03,2024-01-16,13,398,66.48,delivered
S776,SKU2724,Central DC,2024-07-26,2024-07-27,1,209,115.7,delivered
S777,SKU7642,Central DC,2024-05-02,2024-05-09,7,139,174.6,in_transit
S778,SKU4373,West DC,2024-04-20,2024-05-03,13,226,128.2,delivered
S779,SKU7643,South DC,2024-08-06,2024-08-09,3,265,70.17,delivered
S780,SKU1313,Central DC,2024-01-11,2024-01-12,1,278,23.76,delivered
S781,SKU5092,East DC,2024-09-15,2024-09-24,9,167,7.26,delivered
S782,SKU3302,East DC,2024-08-08,2024-08-22,14,72,142.5,delayed
S783,SKU7087,West DC,2024-12-13,2024-12-26,13,123,83.72,delivered
S784,SKU1070,South DC,2024-11-14,2024-11-22,8,349,185.95,delivered
S785,SKU2279,East DC,2024-03-20,2024-03-30,10,336,71.77,delivered
S786,SKU2724,Central DC,2024-07-12,2024-07-13,1,295,123.68,delivered
S787,SKU1313,East DC,2024-10-22,2024-10-25,3,300,131.03,in_transit
S788,SKU2724,Central DC,2024-03-09,2024-03-16,7,224,168.66,delivered
S789,SKU7592,Central DC,2024-01-08,2024-01-10,2,59,110.63,delivered
S790,SKU2110,South DC,2024-04-29,2024-05-05,6,419,74.29,delivered
S791,SKU6006,East DC,2024-11-30,2024-12-11,11,43,117.5,delivered
S792,SKU7643,Central DC,2024-03-27,2024-04-01,5,29,99.34,delivered
S793,SKU6835,South DC,2024-05-14,2024-05-23,9,439,118.65,delivered
S794,SKU1411,South DC,2024-02-22,2024-03-06,13,251,173.15,delivered
S795,SKU7643,South DC,2024-01-26,2024-01-29,3,439,170.25,delivered
S796,SKU1009,South DC,2024-05-29,2024-06-10,12,333,156.2,delayed
S797,SKU1009,Central DC,2024-10-05,2024-10-09,4,277,36.64,delayed
S798,SKU5092,East DC,2024-07-24,2024-08-02,9,29,185.97,in_transit
S799,SKU1313,Central DC,2024-08-18,2024-08-31,13,254,105.75,in_transit
S800,SKU5910,Central DC,2024-11-28,2024-12-06,8,220,103.28,delivered
S801,SKU7592,West DC,2024-09-12,2024-09-18,6,362,77.12,delivered
S802,SKU4944,Central DC,2024-03-13,2024-03-25,12,211,167.77,delayed
S803,SKU1070,South DC,2024-09-28,2024-10-09,11,408,153.93,delivered
S804,SKU8036,Central DC,2024-06-15,2024-06-29,14,348,59.97,in_transit
S805,SKU4944,West DC,2024-05-23,2024-05-31,8,146,91.55,delayed
S806,SKU9349,East DC,2024-08-17,2024-08-24,7,8,87.63,delayed
S807,SKU7592,West DC,2024-12-28,2025-01-04,7,295,154.09,in_transit
S808,SKU3302,East DC,2024-12-20,2024-12-26,6,420,175.23,delivered
S809,SKU3027,Central DC,2024-07-15,2024-07-21,6,144,169.7,delayed
S810,SKU6442,East DC,2024-07-22,2024-07-25,3,418,37.92,delivered
S811,SKU2668,East DC,2024-07-11,2024-07-15,4,169,153.73,delivered
S812,SKU1141,East DC,2024-05-17,2024-05-29,12,420,70.07,delivered
S813,SKU2724,East DC,2024-05-08,2024-05-19,11,198,188.56,delivered
S814,SKU2002,West DC,2024-07-20,2024-08-02,13,161,128.86,delivered
S815,SKU7642,East DC,2024-01-16,2024-01-17,1,287,135.28,delivered
S816,SKU4359,South DC,2024-04-09,2024-04-14,5,422,35.2,delivered
S817,SKU5528,Central DC,2024-08-29,2024-09-05,7,269,61.13,delayed
S818,SKU9360,East DC,2024-09-22,2024-09-30,8,192,122.42,delivered
S819,SKU5847,West DC,2024-12-16,2024-12-27,11,311,187.43,in_transit
S820,SKU5826,West DC,2024-01-21,2024-02-03,13,171,162.83,delivered
S821,SKU3302,Central DC,2024-12-25,2025-01-08,14,243,30.99,delayed
S822,SKU9360,South DC,2024-06-02,2024-06-11,9,441,129.67,in_transit
S823,SKU3368,East DC,2024-06-13,2024-06-23,10,9,123.39,delivered
S824,SKU7880,South DC,2024-06-05,2024-06-10,5,426,26.0,in_transit
S825,SKU9344,South DC,2024-03-22,2024-03-31,9,30,61.56,delivered
S826,SKU6006,West DC,2024-03-20,2024-03-24,4,449,103.57,in_transit
S827,SKU3173,East DC,2024-07-20,2024-07-22,2,204,139.72,delivered
S828,SKU9344,West DC,2024-08-31,2024-09-14,14,185,160.22,delayed
S829,SKU5873,West DC,2024-12-28,2025-01-08,11,164,195.7,delivered
S830,SKU5910,East DC,2024-04-14,2024-04-23,9,397,9.83,delayed
S831,SKU2279,East DC,2024-09-27,2024-10-04,7,489,21.21,delivered
S832,SKU5910,West DC,2024-06-24,2024-07-03,9,128,104.68,in_transit
S833,SKU1070,West DC,2024-08-31,2024-09-02,2,465,185.59,delivered
S834,SKU5826,West DC,2024-09-11,2024-09-23,12,407,138.5,delayed
S835,SKU1703,West DC,2024-12-31,2025-01-06,6,315,107.7,delayed
S836,SKU6006,West DC,2024-09-16,2024-09-30,14,206,9.8,delivered
S837,SKU3368,Central DC,2024-12-05,2024-12-19,14,433,176.34,delivered
S838,SKU8036,West DC,2024-07-07,2024-07-21,14,258,59.84,delivered
S839,SKU5092,West DC,2024-07-06,2024-07-19,13,172,46.24,delivered
S840,SKU9349,East DC,2024-08-10,2024-08-19,9,249,36.76,delayed
S841,SKU3173,Central DC,2024-08-10,2024-08-18,8,490,191.54,delivered
S842,SKU3027,South DC,2024-05-28,2024-06-04,7,301,126.6,delivered
S843,SKU5873,West DC,2024-02-14,2024-02-21,7,297,21.07,delayed
S844,SKU2724,West DC,2024-12-25,2025-01-02,8,312,31.6,delivered
S845,SKU9875,South DC,2024-09-30,2024-10-11,11,388,15.04,in_transit
S846,SKU3302,South DC,2024-09-15,2024-09-20,5,433,127.16,delivered
S847,SKU5092,Central DC,2024-07-05,2024-07-14,9,99,76.42,delivered
S848,SKU1141,Central DC,2024-07-02,2024-07-09,7,155,57.55,delayed
S849,SKU2110,South DC,2024-03-29,2024-04-12,14,425,135.64,delivered
S850,SKU7592,East DC,2024-10-24,2024-10-28,4,55,33.19,delayed
S851,SKU7642,East DC,2024-03-02,2024-03-13,11,464,158.11,delivered
S852,SKU7592,South DC,2024-07-06,2024-07-16,10,312,40.79,delivered
S853,SKU3280,East DC,2024-09-04,2024-09-06,2,40,41.96,in_transit
S854,SKU5847,South DC,2024-01-03,2024-01-14,11,466,153.97,delayed
S855,SKU1441,South DC,2024-03-28,2024-04-08,11,483,165.34,delivered
S856,SKU8036,West DC,2024-12-27,2025-01-04,8,141,183.96,delayed
S857,SKU4359,South DC,2024-03-14,2024-03-26,12,333,198.39,in_transit
S858,SKU3302,East DC,2024-03-05,2024-03-15,10,48,70.21,in_transit
S859,SKU9565,Central DC,2024-08-08,2024-08-14,6,262,164.75,delivered
S860,SKU7979,West DC,2024-01-18,2024-01-28,10,48,8.9,delivered
S861,SKU1441,Central DC,2024-08-14,2024-08-15,1,157,31.84,delivered
S862,SKU1070,East DC,2024-05-12,2024-05-23,11,193,114.41,delayed
S863,SKU2668,East DC,2024-02-14,2024-02-16,2,272,162.54,delivered
S864,SKU7087,West DC,2024-11-12,2024-11-18,6,495,25.43,delivered
S865,SKU8562,East DC,2024-09-10,2024-09-16,6,370,117.02,in_transit
S866,SKU4359,West DC,2024-04-16,2024-04-28,12,499,111.69,delayed
S867,SKU5528,West DC,2024-02-23,2024-03-04,10,175,100.83,delivered
S868,SKU7346,South DC,2024-09-22,2024-09-28,6,44,150.62,delivered
S869,SKU7346,South DC,2024-04-01,2024-04-15,14,481,178.1,delivered
S870,SKU7592,East DC,2024-03-07,2024-03-08,1,409,37.47,in_transit
S871,SKU4787,South DC,2024-05-11,2024-05-24,13,403,119.96,delivered
S872,SKU5847,East DC,2024-08-30,2024-09-07,8,344,49.62,delivered
S873,SKU2668,East DC,2024-08-21,2024-08-27,6,4,131.05,delivered
S874,SKU4787,South DC,2024-06-15,2024-06-21,6,173,164.13,delivered
S875,SKU9349,East DC,2024-08-20,2024-08-31,11,500,137.83,in_transit
S876,SKU1070,East DC,2024-02-12,2024-02-15,3,25,118.68,delivered
S877,SKU7087,West DC,2024-12-05,2024-12-12,7,497,115.49,delivered
S878,SKU5910,South DC,2024-03-22,2024-03-25,3,404,53.7,delivered
S879,SKU1313,Central DC,2024-05-26,2024-06-08,13,323,19.69,in_transit
S880,SKU2724,South DC,2024-02-03,2024-02-05,2,290,145.14,delayed
S881,SKU3280,East DC,2024-07-24,2024-07-26,2,190,58.37,delivered
S882,SKU9349,South DC,2024-03-23,2024-03-28,5,1,63.69,delivered
S883,SKU1070,East DC,2024-02-29,2024-03-06,6,294,160.95,delivered
S884,SKU1009,East DC,2024-09-16,2024-09-18,2,293,93.63,in_transit
S885,SKU1441,Central DC,2024-02-04,2024-02-16,12,85,173.98,delivered
S886,SKU4944,West DC,2024-07-15,2024-07-20,5,450,190.69,delivered
S887,SKU8562,South DC,2024-05-22,2024-05-31,9,411,111.05,delivered
S888,SKU3173,East DC,2024-06-28,2024-07-07,9,105,53.28,delivered
S889,SKU3027,Central DC,2024-01-11,2024-01-19,8,111,80.89,delivered
S890,SKU3525,Central DC,2024-05-25,2024-05-29,4,47,56.16,delivered
S891,SKU1703,Central DC,2024-03-13,2024-03-20,7,398,134.26,delayed
S892,SKU3368,East DC,2024-05-11,2024-05-19,8,209,95.35,delayed
S893,SKU4154,Central DC,2024-01-24,2024-01-27,3,29,45.3,delayed
S894,SKU4373,East DC,2024-04-13,2024-04-21,8,138,13.15,delivered
S895,SKU1703,West DC,2024-06-16,2024-06-25,9,272,63.65,in_transit
S896,SKU2002,Central DC,2024-10-17,2024-10-23,6,3,171.45,delivered
S897,SKU6442,Central DC,2024-05-12,2024-05-15,3,203,131.32,delivered
S898,SKU4154,South DC,2024-04-11,2024-04-15,4,437,85.31,delivered
S899,SKU5910,West DC,2024-05-08,2024-05-20,12,117,175.42,in_transit
S900,SKU7880,West DC,2024-03-04,2024-03-05,1,11,9.16,delivered
S901,SKU3368,Central DC,2024-02-26,2024-03-01,4,454,100.29,delivered
S902,SKU5528,West DC,2024-05-17,2024-05-19,2,219,59.01,delivered
S903,SKU4417,West DC,2024-01-14,2024-01-19,5,274,182.59,delivered
S904,SKU3525,West DC,2024-09-11,2024-09-16,5,301,114.94,delivered
S905,SKU1441,West DC,2024-08-02,2024-08-15,13,60,165.39,delivered
S906,SKU6442,East DC,2024-06-06,2024-06-14,8,9,77.61,in_transit
S907,SKU2002,West DC,2024-03-22,2024-03-23,1,156,63.53,in_transit
S908,SKU2724,West DC,2024-11-23,2024-12-03,10,114,78.02,in_transit
S909,SKU1441,West DC,2024-02-15,2024-02-25,10,81,115.83,delayed
S910,SKU1141,East DC,2024-05-23,2024-06-05,13,103,188.17,delivered
S911,SKU8036,East DC,2024-03-17,2024-03-24,7,348,90.94,delayed
S912,SKU1070,South DC,2024-02-27,2024-02-29,2,421,179.22,delivered
S913,SKU8036,West DC,2024-01-15,2024-01-19,4,134,84.72,delivered
S914,SKU5910,East DC,2024-02-14,2024-02-17,3,402,164.4,delivered
S915,SKU2110,South DC,2024-08-25,2024-09-08,14,320,190.75,delivered
S916,SKU1141,Central DC,2024-04-07,2024-04-18,11,237,133.05,delivered
S917,SKU9360,West DC,2024-05-16,2024-05-17,1,41,172.7,delivered
S918,SKU9344,West DC,2024-12-08,2024-12-18,10,101,15.74,in_transit
S919,SKU9349,West DC,2024-05-18,2024-05-29,11,28,121.03,delayed
S920,SKU8562,East DC,2024-12-10,2024-12-22,12,462,21.38,delivered
S921,SKU7979,East DC,2024-04-26,2024-05-10,14,223,45.56,delayed
S922,SKU7979,Central DC,2024-12-14,2024-12-24,10,331,87.28,delivered
S923,SKU2668,East DC,2024-03-14,2024-03-28,14,477,160.22,delivered
S924,SKU4154,South DC,2024-03-24,2024-03-28,4,211,183.11,delivered
S925,SKU1703,West DC,2024-06-09,2024-06-10,1,456,127.25,delivered
S926,SKU8432,East DC,2024-12-08,2024-12-17,9,473,139.44,in_transit
S927,SKU3027,South DC,2024-09-05,2024-09-11,6,398,181.13,delayed
S928,SKU2002,West DC,2024-05-30,2024-06-03,4,277,175.9,delivered
S929,SKU4787,East DC,2024-01-18,2024-01-26,8,216,149.16,delivered
S930,SKU7642,Central DC,2024-02-22,2024-03-03,10,470,159.15,delivered
S931,SKU6006,Central DC,2024-03-08,2024-03-17,9,334,170.7,delayed
S932,SKU1070,West DC,2024-03-08,2024-03-11,3,438,159.37,delivered
S933,SKU9565,East DC,2024-12-28,2025-01-06,9,372,89.86,delivered
S934,SKU1441,West DC,2024-07-15,2024-07-29,14,329,194.15,in_transit
S935,SKU9349,West DC,2024-01-10,2024-01-19,9,402,104.24,delayed
S936,SKU9565,Central DC,2024-08-09,2024-08-22,13,445,81.58,delayed
S937,SKU8432,Central DC,2024-08-24,2024-08-26,2,54,109.57,delivered
S938,SKU5847,East DC,2024-08-08,2024-08-11,3,184,110.45,delivered
S939,SKU8432,South DC,2024-08-22,2024-08-24,2,124,101.84,delayed
S940,SKU5092,Central DC,2024-07-05,2024-07-10,5,476,135.13,delivered
S941,SKU7880,Central DC,2024-05-25,2024-06-04,10,348,149.38,delayed
S942,SKU4154,West DC,2024-06-22,2024-07-04,12,137,98.52,delivered
S943,SKU8036,South DC,2024-11-24,2024-11-26,2,8,160.27,delivered
S944,SKU7880,South DC,2024-02-02,2024-02-06,4,111,49.07,delivered
S945,SKU5873,East DC,2024-02-08,2024-02-15,7,319,165.42,delivered
S946,SKU6006,East DC,2024-01-18,2024-01-31,13,493,36.68,in_transit
S947,SKU6442,Central DC,2024-10-23,2024-10-26,3,111,26.78,delivered
S948,SKU1141,Central DC,2024-01-03,2024-01-14,11,251,5.58,in_transit
S949,SKU9344,West DC,2024-12-18,2024-12-20,2,278,97.01,in_transit
S950,SKU4787,West DC,2024-12-02,2024-12-03,1,254,154.82,delivered
S951,SKU5910,Central DC,2024-10-11,2024-10-15,4,469,73.46,delivered
S952,SKU1070,South DC,2024-06-12,2024-06-21,9,55,71.49,delivered
S953,SKU1141,East DC,2024-07-23,2024-07-29,6,306,151.98,delivered
S954,SKU6442,South DC,2024-09-05,2024-09-13,8,19,155.2,in_transit
S955,SKU6006,Central DC,2024-07-27,2024-08-09,13,339,41.13,delivered
S956,SKU4787,Central DC,2024-07-28,2024-08-06,9,86,186.47,delivered
S957,SKU2724,South DC,2024-08-15,2024-08-23,8,52,46.04,delivered
S958,SKU1441,South DC,2024-03-27,2024-03-28,1,435,176.34,delivered
S959,SKU5847,Central DC,2024-12-14,2024-12-19,5,247,154.31,delivered
S960,SKU3280,West DC,2024-10-07,2024-10-21,14,29,112.36,delayed
S961,SKU4787,West DC,2024-08-11,2024-08-21,10,331,25.49,in_transit
S962,SKU9344,Central DC,2024-07-07,2024-07-14,7,349,24.39,delivered
S963,SKU1441,South DC,2024-12-19,2024-12-21,2,166,79.65,in_transit
S964,SKU9738,East DC,2024-01-03,2024-01-07,4,326,29.72,delivered
S965,SKU6006,South DC,2024-03-29,2024-04-10,12,476,6.96,delivered
S966,SKU2668,Central DC,2024-07-28,2024-08-08,11,166,38.41,delivered
S967,SKU1070,Central DC,2024-10-27,2024-10-28,1,330,43.04,delivered
S968,SKU8432,Central DC,2024-04-20,2024-04-27,7,191,94.58,delivered
S969,SKU2002,Central DC,2024-05-04,2024-05-16,12,190,32.31,delivered
S970,SKU1313,South DC,2024-06-15,2024-06-21,6,467,143.57,delivered
S971,SKU5826,Central DC,2024-04-26,2024-05-02,6,19,39.91,delayed
S972,SKU4154,East DC,2024-04-19,2024-04-21,2,204,196.12,delivered
S973,SKU4359,Central DC,2024-09-30,2024-10-09,9,117,126.03,in_transit
S974,SKU1141,West DC,2024-08-26,2024-08-27,1,487,146.87,in_transit
S975,SKU7642,Central DC,2024-12-25,2024-12-27,2,451,157.88,in_transit
S976,SKU7346,Central DC,2024-01-29,2024-01-30,1,99,161.27,delivered
S977,SKU2668,West DC,2024-10-05,2024-10-09,4,444,54.95,in_transit
S978,SKU4787,Central DC,2024-01-31,2024-02-11,11,212,92.57,delivered
S979,SKU6835,West DC,2024-04-09,2024-04-11,2,240,153.11,delivered
S980,SKU7087,West DC,2024-05-07,2024-05-13,6,81,175.0,delivered
S981,SKU3280,East DC,2024-03-25,2024-03-26,1,225,109.93,delivered
S982,SKU2110,South DC,2024-06-27,2024-07-04,7,125,46.17,delivered
S983,SKU7592,South DC,2024-04-30,2024-05-13,13,52,82.52,delivered
S984,SKU9349,West DC,2024-03-27,2024-03-30,3,125,141.73,delivered
S985,SKU8432,South DC,2024-05-22,2024-05-31,9,35,59.85,delivered
S986,SKU9349,Central DC,2024-09-26,2024-10-10,14,341,123.14,in_transit
S987,SKU1411,West DC,2024-09-10,2024-09-11,1,116,49.72,delivered
S988,SKU4787,South DC,2024-02-06,2024-02-15,9,132,9.89,in_transit
S989,SKU2002,South DC,2024-09-11,2024-09-12,1,246,80.28,in_transit
S990,SKU1703,Central DC,2024-04-11,2024-04-24,13,17,176.76,in_transit
S991,SKU5826,Central DC,2024-05-28,2024-06-08,11,181,108.13,in_transit
S992,SKU9349,Central DC,2024-04-06,2024-04-10,4,326,56.16,delivered
S993,SKU3368,West DC,2024-07-22,2024-07-27,5,219,178.69,delayed
S994,SKU5910,Central DC,2024-12-16,2024-12-30,14,34,145.02,in_transit
S995,SKU6442,West DC,2024-08-13,2024-08-22,9,444,92.54,delivered
S996,SKU4417,East DC,2024-01-24,2024-01-25,1,464,25.07,delivered
S997,SKU9875,Central DC,2024-01-17,2024-01-28,11,447,53.34,delivered
S998,SKU3525,East DC,2024-10-24,2024-11-07,14,110,187.75,delivered
S999,SKU6442,Central DC,2024-11-24,2024-12-05,11,423,73.98,delayed
S1000,SKU7979,West DC,2024-12-11,2024-12-14,3,174,127.63,delayed
S1001,SKU7346,West DC,2024-09-29,2024-10-05,6,330,30.47,delivered
S1002,SKU6442,West DC,2024-07-14,2024-07-21,7,310,33.53,delayed
S1003,SKU4154,West DC,2024-02-24,2024-02-28,4,135,195.32,delayed
S1004,SKU2279,South DC,2024-12-21,2024-12-28,7,336,60.92,delivered
S1005,SKU4154,South DC,2024-09-07,2024-09-08,1,439,135.48,in_transit
S1006,SKU3302,Central DC,2024-02-10,2024-02-13,3,209,51.73,delivered
S1007,SKU5092,Central DC,2024-04-09,2024-04-16,7,439,45.35,in_transit
S1008,SKU1141,West DC,2024-02-28,2024-03-11,12,243,40.39,delivered
S1009,SKU9349,West DC,2024-07-14,2024-07-24,10,344,197.78,in_transit
S1010,SKU6442,Central DC,2024-03-21,2024-03-28,7,363,39.54,in_transit
S1011,SKU1703,Central DC,2024-06-05,2024-06-18,13,159,47.5,delivered
S1012,SKU2668,South DC,2024-07-19,2024-07-20,1,70,18.25,delayed
S1013,SKU9738,West DC,2024-11-30,2024-12-03,3,67,165.25,delivered
S1014,SKU8432,South DC,2024-06-02,2024-06-10,8,311,19.15,delivered
S1015,SKU3027,Central DC,2024-03-03,2024-03-09,6,87,64.96,delivered
S1016,SKU6835,West DC,2024-01-18,2024-01-29,11,461,77.89,in_transit
S1017,SKU3368,Central DC,2024-05-06,2024-05-10,4,426,135.87,delayed
S1018,SKU2110,Central DC,2024-05-07,2024-05-11,4,286,112.08,delayed
S1019,SKU3368,Central DC,2024-06-28,2024-07-07,9,421,61.34,delayed
S1020,SKU4417,West DC,2024-04-22,2024-05-05,13,333,11.09,delayed
S1021,SKU6835,South DC,2024-07-11,2024-07-16,5,474,67.04,delivered
S1022,SKU5826,South DC,2024-07-30,2024-08-09,10,246,15.45,in_transit
S1023,SKU3525,South DC,2024-12-18,2024-12-25,7,159,102.92,delivered
S1024,SKU9565,East DC,2024-01-31,2024-02-12,12,205,14.68,delivered
S1025,SKU3027,East DC,2024-02-20,2024-03-03,12,205,178.83,delivered
S1026,SKU9360,Central DC,2024-11-04,2024-11-12,8,277,99.03,delayed
S1027,SKU3173,South DC,2024-01-22,2024-01-30,8,388,26.17,delayed
S1028,SKU1703,Central DC,2024-09-27,2024-09-29,2,346,53.83,in_transit
S1029,SKU1313,South DC,2024-07-31,2024-08-11,11,309,152.7,delivered
S1030,SKU4787,South DC,2024-12-12,2024-12-17,5,117,142.05,in_transit
S1031,SKU4417,Central DC,2024-11-02,2024-11-09,7,410,16.89,delivered
S1032,SKU5092,East DC,2024-01-14,2024-01-26,12,238,65.7,delayed
S1033,SKU3525,South DC,2024-06-14,2024-06-27,13,110,143.24,delayed
S1034,SKU3302,South DC,2024-11-16,2024-11-30,14,3,136.29,delivered
S1035,SKU3302,South DC,2024-03-06,2024-03-19,13,254,100.99,delivered
S1036,SKU7592,West DC,2024-08-15,2024-08-24,9,135,84.02,in_transit
S1037,SKU6442,South DC,2024-07-27,2024-08-06,10,450,118.38,delayed
S1038,SKU5847,West DC,2024-09-18,2024-09-24,6,459,105.65,delivered
S1039,SKU4373,Central DC,2024-10-31,2024-11-10,10,334,41.6,delayed
S1040,SKU5847,Central DC,2024-10-08,2024-10-19,11,287,135.39,delayed
S1041,SKU1070,West DC,2024-01-20,2024-01-26,6,489,7.11,delivered
S1042,SKU1141,West DC,2024-12-25,2024-12-28,3,192,122.98,delayed
S1043,SKU4154,East DC,2024-08-30,2024-09-11,12,186,70.72,delayed
S1044,SKU3525,Central DC,2024-11-28,2024-12-01,3,481,140.17,delivered
S1045,SKU7642,Central DC,2024-04-09,2024-04-13,4,274,173.28,in_transit
S1046,SKU7346,East DC,2024-06-23,2024-06-24,1,100,159.29,delivered
S1047,SKU9360,Central DC,2024-05-31,2024-06-02,2,122,32.76,delivered
S1048,SKU4944,East DC,2024-05-21,2024-06-04,14,222,104.59,in_transit
S1049,SKU3280,East DC,2024-06-05,2024-06-07,2,36,56.7,delivered
S1050,SKU3173,Central DC,2024-07-27,2024-07-28,1,5,26.32,delivered
S1051,SKU6835,East DC,2024-04-26,2024-05-07,11,395,73.68,delivered
S1052,SKU4154,East DC,2024-11-28,2024-12-03,5,179,195.96,in_transit
S1053,SKU5092,Central DC,2024-02-16,2024-02-20,4,487,146.43,delivered
S1054,SKU5528,West DC,2024-08-24,2024-09-02,9,286,81.78,delivered
S1055,SKU1441,South DC,2024-05-26,2024-06-05,10,317,23.27,delivered
S1056,SKU2668,Central DC,2024-08-06,2024-08-09,3,306,90.97,delivered
S1057,SKU6835,East DC,2024-03-06,2024-03-15,9,336,95.07,in_transit
