consumer_id,age,gender,income_bracket,education,region
CON0055498,33,M,<25K,College,North
CON0055499,90,F,75-100K,Graduate,North
CON0055500,90,F,100K+,College,West
CON0055501,83,F,100K+,Graduate,West
CON0055502,49,M,50-75K,Graduate,South
CON0055503,32,F,75-100K,College,North
CON0055504,27,M,25-50K,HS,South
CON0055505,56,M,25-50K,College,East
CON0055506,62,F,100K+,HS,North
CON0055507,50,M,25-50K,College,South
CON0055508,25,M,100K+,Graduate,West
CON0055509,29,F,100K+,Bachelors,South
CON0055510,73,F,<25K,HS,South
CON0055511,57,F,50-75K,Bachelors,East
CON0055512,75,M,<25K,Bachelors,West
CON0055513,37,F,<25K,HS,West
CON0055514,82,F,<25K,Bachelors,North
CON0055515,23,F,100K+,HS,North
CON0055516,43,M,75-100K,Graduate,West
CON0055517,50,F,75-100K,Bachelors,South
CON0055518,51,F,100K+,HS,North
CON0055519,23,M,50-75K,Bachelors,North
CON0055520,69,M,<25K,College,West
CON0055521,63,F,50-75K,Bachelors,North
CON0055522,19,F,75-100K,College,East
CON0055523,27,M,50-75K,HS,South
CON0055524,90,M,<25K,Bachelors,South
CON0055525,86,F,75-100K,College,East
CON0055526,26,M,100K+,Bachelors,West
CON0055527,29,F,50-75K,Graduate,East
CON0055528,85,M,75-100K,College,West
CON0055529,42,M,25-50K,College,East
CON0055530,60,M,<25K,College,East
CON0055531,76,M,75-100K,Bachelors,West
CON0055532,19,F,100K+,HS,East
CON0055533,37,M,100K+,HS,South
CON0055534,77,F,100K+,HS,South
CON0055535,40,F,75-100K,Graduate,West
CON0055536,46,F,75-100K,HS,West
CON0055537,38,M,50-75K,College,North
CON0055538,56,M,25-50K,Graduate,North
CON0055539,39,F,<25K,College,North
CON0055540,41,M,100K+,College,East
CON0055541,33,F,100K+,HS,North
CON0055542,48,M,75-100K,Graduate,South
CON0055543,41,M,50-75K,Graduate,West
CON0055544,54,F,75-100K,Bachelors,North
CON0055545,58,M,<25K,Bachelors,East
CON0055546,27,F,50-75K,Graduate,North
CON0055547,75,F,75-100K,College,North
CON0055548,21,F,25-50K,Bachelors,South
CON0055549,73,M,100K+,College,South
CON0055550,63,M,<25K,Bachelors,North
CON0055551,63,F,<25K,HS,North
CON0055552,36,M,50-75K,HS,East
CON0055553,72,F,25-50K,Bachelors,South
CON0055554,31,F,25-50K,Bachelors,North
CON0055555,76,M,100K+,Bachelors,West
CON0055556,67,M,100K+,College,North
CON0055557,38,M,<25K,College,North
CON0055558,60,F,50-75K,Graduate,South
CON0055559,22,M,50-75K,Bachelors,East
CON0055560,51,F,75-100K,HS,North
CON0055561,77,M,100K+,HS,South
CON0055562,19,M,50-75K,College,West
CON0055563,51,M,50-75K,Graduate,West
CON0055564,44,M,100K+,College,East
CON0055565,70,M,100K+,Graduate,South
CON0055566,90,F,100K+,College,South
CON0055567,40,F,75-100K,HS,South
CON0055568,83,M,100K+,College,West
CON0055569,38,F,75-100K,HS,South
CON0055570,84,M,<25K,HS,South
CON0055571,43,M,25-50K,Bachelors,East
CON0055572,90,F,50-75K,Bachelors,North
CON0055573,60,M,25-50K,Graduate,South
CON0055574,23,M,<25K,Graduate,North
CON0055575,38,F,50-75K,College,East
CON0055576,86,F,75-100K,HS,South
CON0055577,51,M,25-50K,Graduate,South
CON0055578,36,F,75-100K,Graduate,South
CON0055579,61,M,100K+,Graduate,North
CON0055580,18,M,25-50K,HS,North
CON0055581,55,M,50-75K,HS,South
CON0055582,76,M,75-100K,Graduate,West
CON0055583,18,F,25-50K,College,West
CON0055584,36,F,75-100K,Bachelors,North
CON0055585,58,M,100K+,HS,East
CON0055586,46,F,100K+,Bachelors,North
CON0055587,21,F,75-100K,HS,South
CON0055588,75,M,50-75K,Bachelors,East
CON0055589,80,F,75-100K,Graduate,East
CON0055590,20,M,75-100K,HS,South
CON0055591,52,M,<25K,College,South
CON0055592,89,M,<25K,Graduate,South
CON0055593,24,M,100K+,Bachelors,South
CON0055594,39,M,50-75K,Bachelors,South
CON0055595,57,F,25-50K,HS,North
CON0055596,70,M,25-50K,HS,South
CON0055597,65,F,<25K,College,South
CON0055598,82,F,50-75K,Graduate,West
CON0055599,48,M,100K+,HS,East
CON0055600,85,F,50-75K,College,East
CON0055601,24,F,<25K,HS,South
CON0055602,22,F,75-100K,HS,East
CON0055603,81,M,<25K,College,West
CON0055604,81,F,50-75K,HS,West
CON0055605,34,M,75-100K,Bachelors,South
CON0055606,76,M,<25K,College,North
CON0055607,28,F,<25K,College,West
CON0055608,49,M,<25K,HS,East
CON0055609,84,M,50-75K,Graduate,South
CON0055610,48,M,25-50K,HS,South
CON0055611,47,F,75-100K,Graduate,South
CON0055612,54,F,25-50K,Graduate,South
CON0055613,71,F,<25K,Bachelors,South
CON0055614,85,M,50-75K,HS,West
CON0055615,33,M,50-75K,Bachelors,West
CON0055616,75,F,75-100K,Bachelors,West
CON0055617,89,M,75-100K,HS,East
CON0055618,53,M,100K+,Bachelors,North
CON0055619,31,F,100K+,College,East
CON0055620,73,F,50-75K,HS,West
CON0055621,36,F,50-75K,Graduate,North
CON0055622,64,F,<25K,Bachelors,East
CON0055623,90,M,<25K,Graduate,North
CON0055624,75,M,50-75K,Bachelors,South
CON0055625,42,F,50-75K,College,North
CON0055626,19,F,<25K,College,West
CON0055627,59,M,100K+,HS,West
CON0055628,67,F,50-75K,Graduate,North
CON0055629,83,F,100K+,College,East
CON0055630,64,F,50-75K,Bachelors,South
CON0055631,51,M,25-50K,Graduate,East
CON0055632,58,F,<25K,College,South
CON0055633,21,F,75-100K,College,East
CON0055634,76,F,50-75K,College,North
CON0055635,63,M,<25K,Bachelors,North
CON0055636,53,F,100K+,Graduate,North
CON0055637,29,F,100K+,HS,South
CON0055638,60,M,<25K,Bachelors,North
CON0055639,69,M,25-50K,Bachelors,South
CON0055640,57,F,75-100K,Bachelors,West
CON0055641,89,F,<25K,College,South
CON0055642,44,M,100K+,Graduate,West
CON0055643,61,F,75-100K,College,East
CON0055644,35,F,<25K,HS,West
CON0055645,35,F,50-75K,HS,East
CON0055646,89,M,<25K,HS,South
CON0055647,53,M,25-50K,Graduate,North
CON0055648,81,M,100K+,HS,North
CON0055649,48,F,25-50K,College,East
CON0055650,76,M,25-50K,Graduate,East
CON0055651,59,F,100K+,HS,West
CON0055652,51,F,25-50K,Graduate,West
CON0055653,47,M,<25K,Bachelors,East
CON0055654,41,F,25-50K,Graduate,West
CON0055655,35,M,50-75K,HS,West
CON0055656,53,F,50-75K,HS,South
CON0055657,51,F,25-50K,Bachelors,West
CON0055658,56,F,50-75K,Bachelors,South
CON0055659,19,M,100K+,Graduate,West
CON0055660,25,M,<25K,College,North
CON0055661,42,M,25-50K,Graduate,West
CON0055662,55,F,75-100K,Bachelors,East
CON0055663,75,M,25-50K,Bachelors,North
CON0055664,74,F,75-100K,HS,East
CON0055665,48,M,50-75K,Graduate,South
CON0055666,41,M,50-75K,HS,East
CON0055667,70,F,75-100K,Bachelors,West
CON0055668,76,F,100K+,College,South
CON0055669,25,F,25-50K,College,North
CON0055670,22,F,25-50K,HS,West
CON0055671,59,M,100K+,Bachelors,South
CON0055672,73,M,75-100K,Bachelors,South
CON0055673,25,M,75-100K,Bachelors,South
CON0055674,80,M,25-50K,Graduate,East
CON0055675,24,M,100K+,Bachelors,North
CON0055676,48,F,<25K,HS,East
CON0055677,85,F,50-75K,College,West
CON0055678,60,F,100K+,Graduate,East
CON0055679,79,M,<25K,College,North
CON0055680,90,M,75-100K,HS,East
CON0055681,61,F,<25K,Bachelors,East
CON0055682,29,F,50-75K,College,West
CON0055683,78,F,<25K,College,North
CON0055684,18,F,75-100K,Bachelors,North
CON0055685,18,M,<25K,Graduate,South
CON0055686,76,M,25-50K,Graduate,East
CON0055687,48,M,100K+,HS,South
CON0055688,58,F,25-50K,HS,North
CON0055689,36,F,100K+,HS,West
CON0055690,23,M,75-100K,College,West
CON0055691,19,M,50-75K,College,East
CON0055692,45,F,<25K,College,East
CON0055693,86,M,25-50K,HS,East
CON0055694,42,M,100K+,College,East
CON0055695,72,F,100K+,Bachelors,North
CON0055696,41,F,75-100K,College,North
CON0055697,76,F,75-100K,Bachelors,North
CON0055698,38,M,75-100K,College,North
CON0055699,27,M,100K+,College,West
CON0055700,43,M,100K+,College,North
CON0055701,21,M,100K+,College,North
CON0055702,25,M,75-100K,Bachelors,West
CON0055703,33,F,<25K,Bachelors,East
CON0055704,21,F,50-75K,Bachelors,East
CON0055705,55,F,25-50K,HS,West
CON0055706,55,M,100K+,Bachelors,South
CON0055707,59,F,<25K,College,East
CON0055708,46,M,25-50K,HS,East
CON0055709,76,F,<25K,Graduate,West
CON0055710,77,F,25-50K,Bachelors,West
CON0055711,65,M,50-75K,College,South
CON0055712,83,F,50-75K,Graduate,South
CON0055713,50,M,75-100K,Bachelors,West
CON0055714,84,F,50-75K,HS,South
CON0055715,90,F,25-50K,Bachelors,West
CON0055716,68,F,25-50K,Graduate,North
CON0055717,71,M,75-100K,Bachelors,South
CON0055718,28,F,75-100K,Bachelors,North
CON0055719,32,M,75-100K,College,South
CON0055720,70,F,100K+,Bachelors,East
CON0055721,64,F,<25K,Graduate,East
CON0055722,78,F,25-50K,College,North
CON0055723,37,M,100K+,Bachelors,South
CON0055724,70,M,100K+,Bachelors,North
CON0055725,86,F,25-50K,Graduate,South
CON0055726,62,F,75-100K,Graduate,West
CON0055727,86,M,25-50K,Bachelors,North
CON0055728,43,M,50-75K,Graduate,East
CON0055729,34,M,25-50K,HS,North
CON0055730,89,M,75-100K,Bachelors,East
CON0055731,25,F,50-75K,Graduate,East
CON0055732,33,F,50-75K,HS,West
CON0055733,80,M,50-75K,College,South
CON0055734,68,M,25-50K,Bachelors,North
CON0055735,26,M,75-100K,HS,North
CON0055736,24,M,75-100K,Bachelors,West
CON0055737,76,M,<25K,Graduate,South
CON0055738,74,F,100K+,Graduate,South
CON0055739,77,F,100K+,Bachelors,West
CON0055740,41,M,100K+,College,South
CON0055741,70,F,25-50K,Bachelors,South
CON0055742,90,M,75-100K,Graduate,East
CON0055743,69,F,75-100K,HS,South
CON0055744,53,M,<25K,Bachelors,West
CON0055745,62,F,25-50K,Bachelors,North
CON0055746,66,F,<25K,Graduate,East
CON0055747,56,M,75-100K,Graduate,East
CON0055748,22,M,75-100K,HS,North
CON0055749,56,M,75-100K,Graduate,South
CON0055750,47,M,<25K,HS,North
CON0055751,36,F,<25K,Graduate,South
CON0055752,51,F,75-100K,HS,West
CON0055753,49,F,25-50K,Graduate,West
CON0055754,38,M,50-75K,HS,East
CON0055755,31,M,25-50K,Graduate,South
CON0055756,35,F,50-75K,College,North
CON0055757,48,F,<25K,Bachelors,East
CON0055758,35,M,50-75K,HS,North
CON0055759,43,F,75-100K,Graduate,South
CON0055760,25,F,25-50K,HS,South
CON0055761,68,M,100K+,College,East
CON0055762,81,M,<25K,HS,North
CON0055763,42,F,100K+,Bachelors,South
CON0055764,48,M,25-50K,HS,South
CON0055765,39,M,50-75K,Bachelors,South
CON0055766,77,M,50-75K,Graduate,South
CON0055767,87,M,100K+,Bachelors,North
CON0055768,35,M,100K+,Bachelors,East
CON0055769,44,F,100K+,Bachelors,South
CON0055770,33,M,25-50K,HS,West
CON0055771,24,M,50-75K,Graduate,South
CON0055772,90,M,50-75K,Bachelors,South
CON0055773,39,M,75-100K,HS,South
CON0055774,53,F,50-75K,HS,North
CON0055775,24,F,50-75K,HS,South
CON0055776,32,F,<25K,HS,East
CON0055777,57,M,<25K,Graduate,East
CON0055778,77,F,25-50K,Bachelors,North
CON0055779,68,M,75-100K,Graduate,West
CON0055780,32,M,<25K,Graduate,East
CON0055781,31,M,25-50K,Graduate,South
CON0055782,68,M,25-50K,Bachelors,North
CON0055783,31,M,<25K,College,West
CON0055784,68,M,100K+,Graduate,North
CON0055785,79,F,25-50K,College,East
CON0055786,64,F,75-100K,College,North
CON0055787,37,F,25-50K,Bachelors,South
CON0055788,27,F,75-100K,Graduate,South
CON0055789,34,F,75-100K,Graduate,North
CON0055790,75,M,75-100K,HS,South
CON0055791,59,F,25-50K,College,East
CON0055792,86,M,25-50K,Bachelors,South
CON0055793,46,M,<25K,College,West
CON0055794,62,F,<25K,College,East
CON0055795,71,M,<25K,Graduate,North
CON0055796,44,M,50-75K,Bachelors,North
CON0055797,36,M,<25K,HS,West
CON0055798,85,M,100K+,HS,East
CON0055799,48,M,100K+,HS,North
CON0055800,88,M,100K+,College,North
CON0055801,78,M,25-50K,College,East
CON0055802,27,M,<25K,College,North
CON0055803,61,F,50-75K,Graduate,North
CON0055804,67,F,75-100K,HS,West
CON0055805,55,M,75-100K,Bachelors,West
CON0055806,80,M,50-75K,Graduate,East
CON0055807,28,M,25-50K,Graduate,North
CON0055808,89,M,75-100K,Bachelors,South
CON0055809,65,F,<25K,Bachelors,North
CON0055810,76,M,50-75K,Graduate,South
CON0055811,81,M,50-75K,Graduate,East
CON0055812,77,F,25-50K,College,West
CON0055813,71,F,25-50K,Bachelors,South
CON0055814,54,M,<25K,College,North
CON0055815,52,M,50-75K,Bachelors,South
CON0055816,45,F,100K+,HS,West
CON0055817,55,M,75-100K,College,West
CON0055818,85,F,50-75K,Bachelors,South
CON0055819,22,M,50-75K,College,East
CON0055820,34,F,<25K,HS,East
CON0055821,52,F,100K+,HS,South
CON0055822,56,F,<25K,Bachelors,South
CON0055823,67,F,<25K,Graduate,East
CON0055824,63,M,<25K,HS,North
CON0055825,69,F,<25K,Graduate,North
CON0055826,64,M,25-50K,Bachelors,North
CON0055827,82,F,100K+,College,East
CON0055828,52,F,100K+,Graduate,East
CON0055829,39,M,25-50K,Graduate,South
CON0055830,55,F,50-75K,HS,North
CON0055831,85,M,25-50K,HS,West
CON0055832,75,M,75-100K,HS,North
CON0055833,81,M,100K+,College,East
CON0055834,36,F,75-100K,College,East
CON0055835,46,F,50-75K,Bachelors,North
CON0055836,65,F,25-50K,College,West
CON0055837,67,M,100K+,HS,East
CON0055838,50,F,25-50K,College,West
CON0055839,75,F,50-75K,Bachelors,North
CON0055840,65,M,25-50K,Graduate,East
CON0055841,30,M,75-100K,College,East
CON0055842,58,M,<25K,College,East
CON0055843,53,M,<25K,Graduate,East
CON0055844,89,F,75-100K,College,North
CON0055845,68,M,50-75K,Graduate,South
CON0055846,86,F,100K+,Bachelors,South
CON0055847,39,F,25-50K,HS,South
CON0055848,24,F,75-100K,Graduate,East
CON0055849,44,M,50-75K,Bachelors,West
CON0055850,40,M,50-75K,Graduate,East
CON0055851,61,M,25-50K,College,West
CON0055852,45,M,100K+,College,North
CON0055853,60,F,75-100K,College,South
CON0055854,86,M,25-50K,Graduate,East
CON0055855,78,F,100K+,College,West
CON0055856,45,M,50-75K,Graduate,North
CON0055857,38,M,100K+,Bachelors,West
CON0055858,29,F,25-50K,Graduate,West
CON0055859,33,M,25-50K,Graduate,West
CON0055860,73,F,<25K,Bachelors,South
CON0055861,59,M,50-75K,HS,West
CON0055862,24,M,75-100K,Bachelors,South
CON0055863,33,F,100K+,College,South
CON0055864,65,M,75-100K,Graduate,East
CON0055865,29,F,75-100K,HS,South
CON0055866,39,M,50-75K,HS,West
CON0055867,61,F,25-50K,College,South
CON0055868,61,M,50-75K,HS,South
CON0055869,58,M,25-50K,Bachelors,South
CON0055870,88,F,75-100K,Graduate,West
CON0055871,74,F,25-50K,Graduate,West
CON0055872,51,M,100K+,College,North
CON0055873,75,M,<25K,HS,West
CON0055874,69,M,<25K,College,North
CON0055875,68,M,<25K,Bachelors,South
CON0055876,39,M,100K+,Graduate,West
CON0055877,56,M,25-50K,Bachelors,North
CON0055878,64,M,50-75K,College,West
CON0055879,27,M,<25K,College,South
CON0055880,76,F,50-75K,College,North
CON0055881,64,F,50-75K,Bachelors,West
CON0055882,45,F,75-100K,College,South
CON0055883,79,F,50-75K,HS,South
CON0055884,36,M,100K+,Bachelors,South
CON0055885,43,F,<25K,HS,West
CON0055886,57,M,75-100K,Graduate,North
CON0055887,35,F,75-100K,College,North
CON0055888,34,F,<25K,Bachelors,West
CON0055889,81,M,75-100K,College,East
CON0055890,77,M,50-75K,College,West
CON0055891,75,M,75-100K,Bachelors,East
CON0055892,73,F,100K+,College,East
CON0055893,31,F,75-100K,Graduate,South
CON0055894,68,F,50-75K,HS,East
CON0055895,27,M,50-75K,Bachelors,South
CON0055896,87,M,<25K,Bachelors,East
CON0055897,57,M,50-75K,Bachelors,South
CON0055898,79,M,50-75K,Graduate,East
CON0055899,28,M,100K+,HS,North
CON0055900,38,F,100K+,Graduate,West
CON0055901,67,F,<25K,HS,South
CON0055902,45,F,100K+,College,East
CON0055903,53,M,25-50K,College,South
CON0055904,43,F,50-75K,Bachelors,North
CON0055905,42,M,75-100K,HS,West
CON0055906,85,F,25-50K,College,South
CON0055907,53,F,100K+,HS,South
CON0055908,35,F,<25K,College,South
CON0055909,53,M,25-50K,College,East
CON0055910,42,M,100K+,Graduate,East
CON0055911,22,M,50-75K,Graduate,East
CON0055912,48,F,75-100K,Bachelors,West
CON0055913,61,F,25-50K,Bachelors,West
CON0055914,41,F,100K+,HS,North
CON0055915,88,F,75-100K,Bachelors,West
CON0055916,44,F,50-75K,HS,East
CON0055917,54,F,<25K,HS,East
CON0055918,32,M,25-50K,Graduate,South
CON0055919,46,F,50-75K,Graduate,East
CON0055920,57,M,25-50K,HS,South
CON0055921,69,M,50-75K,College,North
CON0055922,50,F,<25K,HS,North
CON0055923,79,M,<25K,HS,South
CON0055924,56,M,<25K,Graduate,North
CON0055925,78,M,<25K,Bachelors,South
CON0055926,74,M,25-50K,HS,West
CON0055927,43,M,25-50K,College,South
CON0055928,90,M,50-75K,Bachelors,East
CON0055929,51,F,100K+,Bachelors,North
CON0055930,72,M,75-100K,HS,South
CON0055931,23,M,50-75K,HS,East
CON0055932,71,M,25-50K,Bachelors,East
CON0055933,83,M,100K+,College,East
CON0055934,25,F,100K+,Bachelors,South
CON0055935,35,M,50-75K,College,South
CON0055936,25,M,75-100K,Graduate,South
CON0055937,88,M,25-50K,Graduate,East
CON0055938,90,M,50-75K,HS,South
CON0055939,79,M,75-100K,Graduate,South
CON0055940,23,F,<25K,College,West
CON0055941,53,F,50-75K,College,South
CON0055942,41,M,100K+,College,South
CON0055943,38,M,100K+,College,South
CON0055944,33,F,50-75K,College,East
CON0055945,70,M,75-100K,Bachelors,West
CON0055946,33,M,<25K,Graduate,West
CON0055947,85,M,25-50K,Bachelors,South
CON0055948,44,F,50-75K,HS,East
CON0055949,38,F,75-100K,Bachelors,East
CON0055950,28,F,100K+,College,West
CON0055951,80,F,50-75K,College,North
CON0055952,66,M,25-50K,Graduate,South
CON0055953,71,F,50-75K,College,North
CON0055954,87,F,50-75K,Graduate,North
CON0055955,30,M,75-100K,Graduate,South
CON0055956,87,M,25-50K,HS,West
CON0055957,23,F,25-50K,HS,South
CON0055958,44,F,25-50K,Bachelors,West
CON0055959,57,F,50-75K,Graduate,South
CON0055960,56,M,<25K,Graduate,West
CON0055961,59,M,75-100K,Bachelors,North
CON0055962,18,F,75-100K,College,West
CON0055963,28,M,<25K,HS,East
CON0055964,66,M,25-50K,Bachelors,South
CON0055965,51,M,50-75K,HS,North
CON0055966,54,F,100K+,College,West
CON0055967,63,F,25-50K,Graduate,South
CON0055968,68,M,75-100K,Bachelors,South
CON0055969,50,M,50-75K,HS,West
CON0055970,59,M,25-50K,Bachelors,West
CON0055971,48,F,75-100K,College,West
CON0055972,22,M,75-100K,Bachelors,East
CON0055973,23,M,50-75K,College,South
CON0055974,22,F,50-75K,Bachelors,South
CON0055975,50,M,<25K,Bachelors,North
CON0055976,48,F,50-75K,HS,West
CON0055977,65,F,75-100K,HS,North
CON0055978,19,M,50-75K,HS,East
CON0055979,44,F,100K+,HS,West
CON0055980,60,F,<25K,HS,North
CON0055981,43,F,<25K,College,West
CON0055982,20,M,50-75K,College,East
CON0055983,65,F,50-75K,Graduate,North
CON0055984,65,F,50-75K,Graduate,East
CON0055985,32,F,25-50K,HS,North
CON0055986,48,M,50-75K,Bachelors,South
CON0055987,87,F,<25K,Bachelors,South
CON0055988,73,F,50-75K,College,East
CON0055989,26,M,<25K,HS,East
CON0055990,53,M,<25K,College,East
CON0055991,90,F,100K+,Bachelors,South
CON0055992,59,F,<25K,College,South
CON0055993,32,M,75-100K,Bachelors,North
CON0055994,77,F,<25K,HS,East
CON0055995,60,M,<25K,Graduate,North
CON0055996,86,M,<25K,HS,South
CON0055997,67,F,25-50K,Bachelors,South
CON0055998,78,M,75-100K,HS,East
CON0055999,21,M,100K+,College,South
CON0056000,75,M,100K+,HS,East
CON0056001,28,F,75-100K,College,East
CON0056002,22,M,25-50K,HS,South
CON0056003,20,F,100K+,HS,North
CON0056004,58,M,50-75K,Graduate,South
CON0056005,83,F,25-50K,College,North
CON0056006,26,M,100K+,Graduate,East
CON0056007,60,M,50-75K,College,East
CON0056008,57,F,25-50K,College,West
CON0056009,18,F,75-100K,HS,East
CON0056010,74,M,<25K,Graduate,West
CON0056011,22,M,100K+,Graduate,North
CON0056012,71,F,75-100K,HS,West
CON0056013,25,M,25-50K,HS,North
CON0056014,87,M,75-100K,Bachelors,South
CON0056015,26,F,25-50K,College,East
CON0056016,51,F,75-100K,Graduate,East
CON0056017,65,M,25-50K,College,South
CON0056018,40,F,100K+,Bachelors,South
CON0056019,33,M,<25K,Graduate,South
CON0056020,50,F,<25K,Graduate,South
CON0056021,62,M,50-75K,College,South
CON0056022,64,M,100K+,Bachelors,North
CON0056023,77,F,25-50K,College,South
CON0056024,42,M,<25K,Graduate,North
CON0056025,80,F,50-75K,HS,South
CON0056026,61,M,<25K,College,South
CON0056027,75,M,50-75K,College,East
CON0056028,28,M,50-75K,Graduate,South
CON0056029,19,M,50-75K,College,West
CON0056030,66,F,50-75K,College,East
CON0056031,21,F,25-50K,College,East
CON0056032,20,M,25-50K,Bachelors,East
CON0056033,28,F,100K+,Graduate,North
CON0056034,49,F,<25K,Graduate,West
CON0056035,42,F,25-50K,HS,South
CON0056036,32,F,75-100K,College,South
CON0056037,37,M,25-50K,Graduate,North
CON0056038,71,M,75-100K,Bachelors,North
CON0056039,64,F,75-100K,HS,South
CON0056040,46,M,25-50K,Graduate,North
CON0056041,41,F,75-100K,Graduate,West
CON0056042,61,M,<25K,HS,South
CON0056043,73,M,100K+,HS,East
CON0056044,61,F,50-75K,College,East
CON0056045,82,M,25-50K,Bachelors,North
CON0056046,60,F,50-75K,College,West
CON0056047,48,F,100K+,HS,East
CON0056048,40,F,50-75K,Graduate,East
CON0056049,53,F,100K+,Bachelors,West
CON0056050,60,M,100K+,Graduate,South
CON0056051,73,M,50-75K,College,West
CON0056052,54,M,75-100K,HS,East
CON0056053,56,F,<25K,College,North
CON0056054,46,M,<25K,College,East
CON0056055,38,M,100K+,HS,North
CON0056056,20,F,<25K,College,South
CON0056057,86,M,25-50K,College,East
CON0056058,28,F,100K+,Bachelors,North
CON0056059,57,M,100K+,College,North
CON0056060,49,F,100K+,College,East
CON0056061,76,F,<25K,HS,North
CON0056062,33,M,100K+,Bachelors,North
CON0056063,34,F,25-50K,HS,North
CON0056064,25,M,75-100K,College,North
CON0056065,71,F,25-50K,HS,East
CON0056066,21,M,50-75K,Bachelors,South
CON0056067,55,M,<25K,College,South
CON0056068,60,F,25-50K,Graduate,East
CON0056069,24,F,25-50K,Graduate,North
CON0056070,24,F,100K+,Bachelors,West
CON0056071,87,F,50-75K,Graduate,West
CON0056072,63,F,50-75K,Graduate,West
CON0056073,27,F,75-100K,College,West
CON0056074,30,M,25-50K,HS,East
CON0056075,86,F,<25K,Graduate,West
CON0056076,31,M,25-50K,Graduate,North
CON0056077,65,F,25-50K,Graduate,North
CON0056078,79,F,50-75K,Bachelors,East
CON0056079,82,M,75-100K,HS,West
CON0056080,35,M,50-75K,HS,North
CON0056081,50,M,25-50K,Bachelors,South
CON0056082,45,M,50-75K,Graduate,North
CON0056083,54,F,100K+,Bachelors,South
CON0056084,40,M,100K+,Graduate,West
CON0056085,55,F,<25K,Graduate,North
CON0056086,21,M,100K+,College,South
CON0056087,42,F,100K+,HS,East
CON0056088,90,F,50-75K,College,North
CON0056089,69,F,75-100K,Graduate,South
CON0056090,83,F,<25K,College,North
CON0056091,28,M,<25K,Graduate,East
CON0056092,40,M,<25K,College,South
CON0056093,51,F,25-50K,HS,South
CON0056094,62,M,25-50K,College,North
CON0056095,70,M,75-100K,College,North
CON0056096,85,F,50-75K,Bachelors,North
CON0056097,78,M,<25K,Graduate,South
CON0056098,22,M,<25K,Graduate,East
CON0056099,88,M,<25K,Bachelors,East
CON0056100,36,F,100K+,Bachelors,South
CON0056101,65,F,50-75K,Graduate,South
CON0056102,29,M,50-75K,HS,West
CON0056103,67,M,75-100K,College,West
CON0056104,54,M,50-75K,Graduate,South
CON0056105,71,M,75-100K,Graduate,East
CON0056106,26,M,50-75K,Graduate,South
CON0056107,46,M,50-75K,Bachelors,West
CON0056108,80,M,25-50K,College,East
CON0056109,75,M,75-100K,Bachelors,North
CON0056110,85,M,50-75K,College,East
CON0056111,41,F,75-100K,Graduate,South
CON0056112,37,F,100K+,Graduate,East
CON0056113,78,M,50-75K,Bachelors,North
CON0056114,31,M,<25K,Graduate,East
CON0056115,81,M,75-100K,HS,West
CON0056116,53,M,100K+,College,North
CON0056117,88,F,25-50K,College,South
CON0056118,59,F,75-100K,Graduate,North
CON0056119,88,M,<25K,College,West
CON0056120,51,M,50-75K,Bachelors,North
CON0056121,80,M,75-100K,Bachelors,South
CON0056122,89,M,75-100K,HS,South
CON0056123,61,M,<25K,Graduate,North
CON0056124,45,F,25-50K,Graduate,North
CON0056125,48,M,100K+,HS,South
CON0056126,70,M,75-100K,Graduate,South
CON0056127,35,M,75-100K,College,East
CON0056128,75,F,100K+,Bachelors,West
CON0056129,89,M,75-100K,HS,East
CON0056130,80,F,100K+,Bachelors,North
CON0056131,60,F,<25K,Bachelors,North
CON0056132,66,F,25-50K,Graduate,North
CON0056133,87,M,25-50K,HS,South
CON0056134,37,F,75-100K,Bachelors,South
CON0056135,42,M,25-50K,HS,North
CON0056136,46,M,50-75K,Graduate,West
CON0056137,82,F,75-100K,HS,West
CON0056138,45,M,50-75K,Graduate,North
CON0056139,47,F,25-50K,Graduate,East
CON0056140,30,F,50-75K,HS,West
CON0056141,34,F,100K+,College,West
CON0056142,43,M,<25K,HS,North
CON0056143,66,M,100K+,Bachelors,North
CON0056144,47,M,75-100K,College,East
CON0056145,89,M,100K+,College,South
CON0056146,34,M,50-75K,Graduate,West
CON0056147,85,F,<25K,HS,North
CON0056148,27,F,25-50K,College,South
CON0056149,47,F,<25K,Graduate,South
CON0056150,33,F,<25K,College,West
CON0056151,49,M,75-100K,HS,West
CON0056152,30,F,100K+,Bachelors,West
CON0056153,43,F,25-50K,Bachelors,West
CON0056154,53,M,100K+,HS,South
CON0056155,27,M,75-100K,College,South
CON0056156,26,F,50-75K,HS,North
CON0056157,56,F,<25K,College,South
CON0056158,74,F,50-75K,College,West
CON0056159,23,M,25-50K,Bachelors,North
CON0056160,79,M,75-100K,HS,South
CON0056161,85,F,<25K,HS,North
CON0056162,40,M,100K+,College,West
CON0056163,62,F,<25K,Graduate,North
CON0056164,71,F,50-75K,Bachelors,South
CON0056165,84,F,<25K,Graduate,West
CON0056166,38,F,75-100K,HS,East
CON0056167,77,M,50-75K,Graduate,East
CON0056168,18,F,100K+,College,South
CON0056169,28,M,25-50K,Bachelors,East
CON0056170,76,F,50-75K,College,North
CON0056171,37,F,75-100K,Bachelors,South
CON0056172,51,M,<25K,Bachelors,North
CON0056173,29,M,25-50K,College,North
CON0056174,40,F,<25K,Graduate,North
CON0056175,84,M,75-100K,HS,South
CON0056176,34,M,50-75K,Graduate,West
