account_id,customer_id,account_type,balance,opened_date
A0029874,C015044,Savings,69650.68,2020-12-06
A0029875,C009603,Investment,22518.44,2020-08-20
A0029876,C016328,Credit,49691.85,2020-11-29
A0029877,C024807,Checking,34031.34,2020-08-19
A0029878,C029292,Checking,51842.54,2020-07-28
A0029879,C034088,Investment,23677.9,2020-12-15
A0029880,C000977,Savings,85774.9,2022-03-12
A0029881,C043711,Checking,62827.9,2019-07-01
A0029882,C012083,Checking,53486.67,2019-02-09
A0029883,C025399,Investment,80656.08,2019-12-18
A0029884,C009078,Savings,4271.92,2021-09-25
A0029885,C048084,Credit,28058.23,2019-11-19
A0029886,C016129,Credit,87892.55,2022-09-05
A0029887,C044197,Credit,27920.6,2019-03-22
A0029888,C030628,Checking,23598.97,2020-07-21
A0029889,C013924,Credit,6304.3,2020-05-10
A0029890,C007405,Investment,85611.83,2019-02-01
A0029891,C019582,Checking,16842.9,2022-11-09
A0029892,C005349,Investment,96153.98,2020-07-19
A0029893,C001144,Checking,18366.57,2019-06-19
A0029894,C040308,Checking,82546.47,2022-08-15
A0029895,C021954,Investment,6107.72,2019-11-08
A0029896,C040064,Savings,90711.13,2019-12-30
A0029897,C011462,Credit,41503.13,2023-01-13
A0029898,C033172,Checking,13303.27,2020-05-21
A0029899,C018741,Savings,75853.18,2023-02-09
A0029900,C030041,Investment,24167.64,2021-04-16
A0029901,C019136,Investment,8517.38,2020-12-24
A0029902,C043396,Credit,14416.37,2020-04-19
A0029903,C014265,Savings,2409.27,2019-08-01
A0029904,C020099,Investment,20445.05,2022-07-25
A0029905,C023194,Credit,51969.62,2020-08-19
A0029906,C009101,Credit,19010.16,2021-08-09
A0029907,C012669,Investment,64587.96,2019-10-09
A0029908,C045637,Investment,53100.45,2020-03-21
A0029909,C044848,Investment,3147.51,2019-07-23
A0029910,C032359,Savings,66104.11,2021-04-28
A0029911,C041553,Credit,51374.31,2022-10-05
A0029912,C032803,Checking,68606.39,2021-09-06
A0029913,C044234,Credit,41152.58,2019-04-21
A0029914,C042069,Savings,31082.94,2022-07-28
A0029915,C047799,Investment,42475.54,2022-07-03
A0029916,C002642,Savings,14629.42,2019-05-25
A0029917,C005260,Credit,83000.73,2020-11-20
A0029918,C002044,Investment,36210.88,2020-08-05
A0029919,C043848,Checking,80825.06,2022-10-24
A0029920,C039331,Savings,69581.87,2020-01-23
A0029921,C023844,Savings,58939.09,2020-01-26
A0029922,C041906,Savings,74237.36,2022-11-27
A0029923,C038952,Credit,26958.46,2021-12-31
A0029924,C000668,Credit,57873.96,2021-05-12
A0029925,C042093,Credit,96236.57,2022-04-06
A0029926,C020535,Checking,50411.76,2019-03-25
A0029927,C045111,Checking,32284.71,2019-09-18
A0029928,C046717,Investment,99311.05,2021-05-03
A0029929,C035834,Credit,74613.36,2021-03-15
A0029930,C009497,Credit,18049.8,2020-01-23
A0029931,C044887,Savings,19520.86,2022-07-19
A0029932,C001853,Checking,76987.87,2021-03-07
A0029933,C009674,Investment,63117.84,2022-01-11
A0029934,C036561,Checking,39402.65,2020-04-08
A0029935,C041562,Checking,88925.77,2022-04-19
A0029936,C023986,Credit,48771.61,2022-06-12
A0029937,C036682,Savings,23964.04,2020-03-21
A0029938,C023994,Savings,3487.84,2022-07-17
A0029939,C012513,Savings,52856.36,2020-03-22
A0029940,C025983,Savings,51137.01,2020-02-10
A0029941,C028658,Checking,47221.71,2019-12-06
A0029942,C003093,Investment,35271.94,2019-09-18
A0029943,C017122,Investment,22915.22,2022-07-04
A0029944,C014328,Savings,73464.55,2022-10-18
A0029945,C037694,Credit,71613.54,2019-12-02
A0029946,C011631,Checking,47518.36,2021-12-24
A0029947,C016672,Savings,27896.15,2022-01-12
A0029948,C047777,Savings,85558.81,2021-05-20
A0029949,C008405,Credit,59936.29,2020-08-13
A0029950,C009516,Checking,33208.06,2021-06-13
A0029951,C025750,Checking,91386.36,2023-01-22
A0029952,C010956,Savings,64952.98,2019-02-18
A0029953,C045294,Savings,5141.42,2021-10-31
A0029954,C021913,Savings,32163.64,2019-12-30
A0029955,C036204,Investment,23771.6,2020-02-17
A0029956,C016748,Checking,32494.84,2022-07-08
A0029957,C003787,Checking,90418.7,2020-08-17
A0029958,C013519,Credit,18735.07,2021-03-01
A0029959,C049829,Checking,34513.48,2022-10-05
A0029960,C015690,Investment,11760.35,2019-10-25
A0029961,C043480,Checking,22911.32,2022-02-04
A0029962,C035175,Credit,40026.85,2022-01-02
A0029963,C029237,Credit,2970.83,2021-07-09
A0029964,C015006,Savings,26498.44,2021-07-05
A0029965,C021833,Savings,38604.64,2020-09-18
A0029966,C033250,Savings,6873.3,2020-12-25
A0029967,C043727,Credit,94787.4,2022-07-13
A0029968,C017069,Checking,65769.54,2019-05-28
A0029969,C042493,Investment,18882.44,2022-01-18
A0029970,C036497,Checking,30469.09,2021-06-22
A0029971,C005584,Savings,21919.29,2021-07-30
A0029972,C049305,Checking,38407.61,2021-03-12
A0029973,C023267,Savings,7785.27,2021-12-04
A0029974,C007438,Checking,10750.03,2020-09-19
A0029975,C017526,Savings,89040.49,2020-02-17
A0029976,C007503,Checking,98067.39,2020-09-24
A0029977,C017264,Credit,53629.47,2020-04-28
A0029978,C027787,Checking,62749.54,2020-04-14
A0029979,C019847,Credit,8412.86,2020-05-23
A0029980,C046390,Savings,48114.04,2021-01-17
A0029981,C033076,Checking,72381.19,2020-01-17
A0029982,C000334,Investment,87234.97,2020-02-27
A0029983,C010308,Checking,52110.25,2020-02-27
A0029984,C026766,Credit,23080.01,2020-04-14
A0029985,C011272,Credit,68809.8,2021-06-29
A0029986,C013583,Checking,48491.97,2019-04-27
A0029987,C016374,Credit,59540.57,2022-04-15
A0029988,C041984,Credit,72021.63,2021-06-25
A0029989,C017262,Credit,93217.5,2020-08-05
A0029990,C047449,Checking,92244.72,2022-10-18
A0029991,C040616,Credit,12845.29,2021-06-19
A0029992,C026177,Credit,62495.13,2022-12-26
A0029993,C006499,Investment,13960.88,2021-12-01
A0029994,C046687,Savings,12696.41,2020-11-12
A0029995,C013832,Savings,52186.7,2022-12-06
A0029996,C007379,Checking,19001.88,2022-06-01
A0029997,C007045,Investment,7460.29,2019-05-30
A0029998,C037970,Checking,28226.67,2020-11-26
A0029999,C032059,Credit,95831.13,2019-12-16
A0030000,C026342,Investment,38864.77,2022-03-10
A0030001,C001315,Credit,7625.43,2021-02-10
A0030002,C021712,Checking,15682.59,2021-12-27
A0030003,C016996,Savings,82845.75,2019-01-24
A0030004,C031755,Savings,81326.54,2019-12-03
A0030005,C012190,Credit,99129.29,2020-02-28
A0030006,C036808,Checking,80790.59,2022-05-31
A0030007,C023639,Savings,36928.72,2019-01-04
A0030008,C014757,Investment,11864.43,2020-05-18
A0030009,C029756,Checking,29328.77,2022-06-26
A0030010,C019488,Credit,44973.15,2020-10-03
A0030011,C038609,Credit,5340.02,2019-02-06
A0030012,C004964,Credit,84403.68,2019-09-02
A0030013,C038642,Savings,59356.72,2019-11-29
A0030014,C021455,Investment,94701.54,2019-02-19
A0030015,C011156,Credit,70960.88,2020-11-01
A0030016,C013461,Savings,35517.13,2021-12-29
A0030017,C002155,Investment,22079.15,2020-03-11
A0030018,C012783,Investment,33996.81,2021-04-02
A0030019,C021473,Investment,92523.43,2021-12-09
A0030020,C024283,Savings,98553.05,2021-02-22
A0030021,C032039,Investment,13388.99,2022-07-18
A0030022,C042265,Investment,29107.76,2020-07-05
A0030023,C000879,Investment,55041.95,2021-07-02
A0030024,C001438,Investment,8166.73,2019-12-24
A0030025,C048508,Checking,73190.84,2019-12-11
A0030026,C036762,Credit,72379.22,2022-08-29
A0030027,C025902,Investment,13103.4,2019-09-21
A0030028,C002324,Investment,71639.92,2019-07-28
A0030029,C023645,Credit,19277.65,2020-04-09
A0030030,C020593,Savings,66276.58,2020-03-09
A0030031,C035926,Investment,42544.85,2020-01-10
A0030032,C036050,Credit,8114.02,2022-06-23
A0030033,C031114,Checking,26232.35,2019-04-02
A0030034,C038666,Credit,94604.54,2022-09-30
A0030035,C022449,Checking,35232.97,2019-05-30
A0030036,C045094,Credit,97852.55,2022-01-27
A0030037,C014091,Investment,16877.0,2019-05-03
A0030038,C003628,Credit,82454.19,2021-02-04
A0030039,C029607,Credit,83468.92,2019-09-29
A0030040,C047301,Checking,12907.13,2022-04-06
A0030041,C037505,Checking,16048.17,2021-01-13
A0030042,C042113,Investment,5997.26,2021-09-26
A0030043,C004785,Checking,26457.68,2019-03-22
A0030044,C030602,Checking,48947.5,2021-09-22
A0030045,C039366,Investment,82565.6,2022-05-11
A0030046,C030888,Checking,83278.32,2021-12-02
A0030047,C019683,Credit,78707.44,2022-10-30
A0030048,C046250,Investment,96875.53,2020-04-30
A0030049,C028500,Investment,68293.86,2022-02-21
A0030050,C045584,Credit,13255.16,2020-09-26
A0030051,C046485,Checking,18141.86,2021-01-14
A0030052,C019869,Savings,48440.3,2019-05-21
A0030053,C040718,Credit,89410.26,2019-12-07
A0030054,C043763,Savings,89827.9,2021-03-21
A0030055,C041543,Checking,6425.82,2022-06-28
A0030056,C001977,Credit,43171.1,2022-06-07
A0030057,C007072,Credit,14189.95,2022-04-08
A0030058,C007304,Credit,64900.61,2021-02-12
A0030059,C040098,Checking,28298.45,2021-05-16
A0030060,C048094,Savings,10511.41,2019-01-03
A0030061,C045368,Checking,74540.21,2022-05-18
A0030062,C035409,Credit,98417.99,2019-09-18
A0030063,C014073,Investment,22149.47,2019-03-01
A0030064,C046235,Credit,48312.4,2021-09-21
A0030065,C024376,Savings,38114.36,2020-04-13
A0030066,C000848,Investment,40743.95,2021-07-29
A0030067,C038064,Checking,85591.35,2021-05-13
A0030068,C004468,Checking,76265.89,2020-11-01
A0030069,C043264,Savings,91368.57,2020-03-01
A0030070,C029764,Savings,54357.43,2019-03-02
A0030071,C036616,Credit,17966.36,2021-04-14
A0030072,C017432,Checking,15188.81,2021-03-07
A0030073,C011165,Investment,3279.13,2021-08-06
A0030074,C009199,Investment,44756.91,2021-07-19
A0030075,C040800,Checking,41836.93,2021-11-10
A0030076,C008214,Checking,14677.99,2021-02-09
A0030077,C033453,Credit,35752.29,2022-02-11
A0030078,C016702,Credit,17583.78,2020-02-10
A0030079,C020727,Credit,12377.18,2020-10-03
A0030080,C009307,Checking,42760.58,2023-01-03
A0030081,C028685,Investment,40312.28,2021-10-21
A0030082,C017659,Credit,80294.32,2022-06-10
A0030083,C014770,Checking,20653.68,2022-11-06
A0030084,C041852,Credit,59353.29,2021-08-16
A0030085,C045363,Credit,36715.82,2022-09-01
A0030086,C049822,Credit,41821.0,2023-01-12
A0030087,C012360,Savings,75690.1,2021-05-12
A0030088,C000687,Savings,83313.15,2020-03-26
A0030089,C009839,Checking,3190.68,2021-05-22
A0030090,C014960,Investment,23622.17,2019-04-06
A0030091,C013220,Credit,24341.31,2019-11-29
A0030092,C028285,Investment,80890.61,2020-11-05
A0030093,C020618,Savings,14075.57,2019-06-12
A0030094,C034623,Credit,50421.54,2022-11-15
A0030095,C031820,Savings,87659.9,2021-08-01
A0030096,C016592,Investment,69138.62,2020-04-18
A0030097,C030767,Credit,59339.46,2021-05-14
A0030098,C039330,Credit,36761.12,2019-04-02
A0030099,C047962,Savings,50479.86,2021-02-02
A0030100,C023195,Credit,89018.73,2022-07-11
A0030101,C046108,Checking,24938.68,2019-01-21
A0030102,C049186,Savings,29556.01,2022-05-09
A0030103,C047511,Savings,51859.28,2020-08-24
A0030104,C009415,Checking,56652.0,2021-05-16
A0030105,C004911,Savings,18400.41,2020-04-06
A0030106,C013866,Investment,41536.07,2019-04-06
A0030107,C044980,Checking,45598.81,2020-03-10
A0030108,C035246,Credit,88560.04,2022-06-15
A0030109,C026349,Savings,73764.77,2019-04-29
A0030110,C036818,Credit,43767.95,2020-02-04
A0030111,C026249,Investment,81992.09,2020-11-23
A0030112,C023359,Investment,84269.87,2021-12-08
A0030113,C030624,Checking,24490.41,2019-04-07
A0030114,C011553,Investment,73487.84,2022-03-28
A0030115,C036401,Investment,76143.76,2020-08-01
A0030116,C020475,Credit,94490.21,2019-10-02
A0030117,C001086,Savings,42071.21,2019-02-09
A0030118,C027407,Investment,59980.25,2020-04-09
A0030119,C008456,Savings,76466.49,2020-12-21
A0030120,C038508,Credit,40442.85,2022-10-18
A0030121,C048893,Savings,34940.28,2019-12-03
A0030122,C017702,Savings,29527.34,2022-06-25
A0030123,C042281,Checking,87671.15,2022-12-13
A0030124,C024934,Checking,86779.45,2022-04-08
A0030125,C001546,Checking,23792.54,2019-08-10
A0030126,C044344,Investment,45082.16,2021-06-13
A0030127,C014038,Checking,99636.53,2020-08-06
A0030128,C038871,Savings,16468.94,2022-03-29
A0030129,C048989,Investment,33600.74,2022-09-09
A0030130,C018370,Checking,12578.08,2020-12-31
A0030131,C010095,Investment,45876.27,2020-12-16
A0030132,C007767,Credit,83192.18,2021-09-17
A0030133,C041277,Savings,85024.81,2019-05-29
A0030134,C009745,Investment,61225.1,2021-06-19
A0030135,C027466,Investment,36668.42,2021-01-15
A0030136,C032635,Savings,59046.7,2019-06-13
A0030137,C033660,Checking,34519.67,2019-10-27
A0030138,C026530,Savings,2218.64,2021-04-18
A0030139,C037405,Savings,19768.03,2020-12-19
A0030140,C049371,Investment,26540.75,2021-10-21
A0030141,C015179,Credit,61609.09,2021-11-30
A0030142,C024138,Credit,45969.27,2021-11-26
A0030143,C043336,Credit,47963.51,2019-08-03
A0030144,C021611,Credit,34185.44,2019-10-28
A0030145,C000562,Credit,90298.67,2021-03-19
A0030146,C013406,Investment,96065.86,2022-04-19
A0030147,C002345,Checking,36623.79,2022-05-23
A0030148,C032179,Investment,71006.58,2022-11-23
A0030149,C042758,Investment,55185.48,2020-12-07
A0030150,C005994,Credit,90699.98,2022-08-27
A0030151,C040857,Credit,77624.9,2022-03-19
A0030152,C043117,Investment,13030.18,2022-01-26
A0030153,C003186,Credit,98569.01,2019-11-30
A0030154,C012508,Investment,79961.76,2023-01-03
A0030155,C010610,Checking,19839.4,2020-10-21
A0030156,C016818,Savings,53659.06,2021-10-28
A0030157,C038355,Savings,72721.68,2021-06-16
A0030158,C003775,Credit,63164.47,2021-05-27
A0030159,C035618,Savings,57159.3,2021-06-09
A0030160,C017590,Savings,52480.9,2019-08-26
A0030161,C003628,Investment,7133.43,2021-07-24
A0030162,C041898,Checking,48330.88,2023-01-19
A0030163,C024961,Savings,83470.3,2020-08-09
A0030164,C000732,Savings,39179.97,2020-09-24
A0030165,C009148,Savings,3743.13,2020-08-12
A0030166,C003402,Credit,84788.39,2020-07-15
A0030167,C044820,Investment,83912.09,2021-08-09
A0030168,C029997,Checking,62804.15,2020-11-14
A0030169,C010365,Credit,14402.95,2020-02-18
A0030170,C040694,Investment,23490.28,2022-08-06
A0030171,C045906,Credit,92575.89,2019-12-09
A0030172,C009032,Investment,62928.25,2022-09-25
A0030173,C010382,Savings,32084.5,2020-05-14
A0030174,C044067,Savings,58237.16,2023-01-25
A0030175,C002090,Credit,8895.15,2020-04-23
A0030176,C000170,Savings,3433.91,2019-06-23
A0030177,C043172,Checking,87220.4,2022-11-13
A0030178,C003881,Checking,21647.14,2019-01-11
A0030179,C042389,Credit,22883.26,2020-06-01
A0030180,C047032,Credit,76266.81,2020-08-05
A0030181,C036199,Savings,48470.04,2021-11-01
A0030182,C041684,Savings,79715.06,2022-02-10
A0030183,C028840,Credit,55863.63,2019-01-30
A0030184,C004905,Credit,56086.27,2020-06-09
A0030185,C018319,Checking,44310.18,2022-12-01
A0030186,C005527,Checking,99880.72,2022-08-29
A0030187,C006255,Savings,87173.85,2021-02-28
A0030188,C033374,Credit,45193.39,2020-05-20
A0030189,C040902,Checking,72770.07,2019-03-27
A0030190,C040309,Checking,60905.29,2022-06-08
A0030191,C008018,Savings,92866.66,2019-09-04
A0030192,C037931,Savings,49619.72,2019-08-07
A0030193,C034762,Credit,25993.89,2019-06-02
A0030194,C042898,Savings,20701.3,2021-09-24
A0030195,C004732,Savings,54025.93,2021-06-01
A0030196,C015041,Checking,97886.95,2020-07-27
A0030197,C023816,Investment,57957.97,2019-09-24
A0030198,C012089,Checking,62770.03,2019-12-23
A0030199,C044305,Investment,41809.25,2022-09-10
A0030200,C042715,Investment,68026.52,2021-08-12
A0030201,C009333,Credit,91614.04,2020-06-28
A0030202,C013676,Credit,28631.09,2020-04-07
A0030203,C013892,Savings,14029.88,2021-01-24
A0030204,C040115,Savings,20342.5,2022-03-17
A0030205,C018322,Checking,77199.14,2020-01-09
A0030206,C011254,Investment,20167.15,2020-11-18
A0030207,C012770,Savings,72645.88,2022-06-18
A0030208,C046654,Credit,24660.14,2021-01-25
A0030209,C045062,Credit,91572.43,2020-09-22
A0030210,C032046,Savings,75184.91,2021-11-11
A0030211,C012269,Checking,6196.54,2022-02-23
A0030212,C029431,Savings,90883.56,2020-06-04
A0030213,C036411,Investment,6104.86,2022-07-29
A0030214,C007998,Investment,91851.1,2020-03-09
A0030215,C035537,Checking,64261.37,2020-07-22
A0030216,C006601,Investment,81472.2,2021-01-22
A0030217,C020496,Savings,75065.38,2021-07-17
A0030218,C006984,Savings,52479.44,2021-11-29
A0030219,C047844,Savings,10673.07,2022-06-22
A0030220,C032191,Credit,65282.98,2022-08-27
A0030221,C015631,Investment,3365.86,2019-01-26
A0030222,C043831,Savings,50964.15,2020-09-30
A0030223,C001748,Investment,44412.06,2020-10-27
A0030224,C009347,Savings,50547.47,2022-01-27
A0030225,C026202,Checking,78946.67,2020-10-21
A0030226,C040383,Checking,141.98,2020-12-15
A0030227,C032966,Credit,6984.78,2021-11-16
A0030228,C046770,Savings,79508.6,2019-08-25
A0030229,C049953,Credit,20594.14,2021-08-16
A0030230,C036537,Checking,2324.73,2020-04-08
A0030231,C046788,Investment,52177.93,2020-07-17
A0030232,C021015,Credit,13611.2,2021-01-25
A0030233,C023301,Credit,59349.14,2021-10-16
A0030234,C039957,Checking,84990.24,2020-06-17
A0030235,C013343,Investment,12636.17,2019-05-03
A0030236,C030235,Investment,72940.8,2022-12-18
A0030237,C032638,Credit,18769.51,2022-09-11
A0030238,C019279,Checking,82204.79,2021-06-20
A0030239,C021256,Credit,30252.6,2022-10-27
A0030240,C037420,Checking,87901.55,2019-01-31
A0030241,C023963,Savings,88204.14,2019-07-10
A0030242,C049865,Savings,26061.31,2023-01-15
A0030243,C021697,Credit,81161.66,2019-01-29
A0030244,C002908,Investment,56144.96,2021-04-20
A0030245,C045266,Checking,47942.49,2021-11-30
A0030246,C040036,Investment,23993.43,2021-03-31
A0030247,C029407,Checking,15330.74,2020-02-19
A0030248,C038439,Checking,22869.85,2023-02-06
A0030249,C010591,Investment,64903.0,2021-02-11
A0030250,C043727,Savings,57046.84,2021-12-11
A0030251,C021025,Savings,5478.9,2022-12-09
A0030252,C015999,Investment,88488.86,2019-02-05
A0030253,C035632,Savings,28651.77,2022-11-15
A0030254,C012743,Checking,28640.74,2020-06-15
A0030255,C046406,Investment,42926.32,2022-03-11
A0030256,C015201,Credit,51180.43,2020-02-05
A0030257,C017054,Checking,64770.74,2021-12-27
A0030258,C011276,Checking,18220.56,2022-04-15
A0030259,C017662,Checking,89230.91,2020-02-07
A0030260,C005668,Credit,31950.64,2020-09-22
A0030261,C002670,Savings,39485.36,2020-03-11
A0030262,C029930,Investment,23768.58,2020-05-05
A0030263,C011258,Investment,66520.64,2021-06-18
A0030264,C016020,Savings,87495.77,2022-04-28
A0030265,C040819,Checking,89188.89,2019-09-22
A0030266,C007563,Credit,76230.48,2019-07-25
A0030267,C013932,Credit,86598.85,2021-04-13
A0030268,C020083,Savings,52937.87,2021-04-12
A0030269,C024058,Savings,98295.92,2021-03-29
A0030270,C047733,Credit,60643.2,2021-04-19
A0030271,C047564,Checking,25984.32,2020-04-19
A0030272,C027152,Savings,12073.7,2022-08-07
A0030273,C046145,Investment,72234.22,2021-02-28
A0030274,C018333,Investment,48467.47,2019-06-24
A0030275,C004046,Credit,55287.36,2023-01-04
A0030276,C042809,Checking,40939.7,2021-06-02
A0030277,C044429,Investment,2509.39,2019-08-18
A0030278,C001962,Checking,94875.91,2023-01-07
A0030279,C004590,Savings,87923.33,2020-06-09
A0030280,C046597,Credit,42238.5,2020-08-09
A0030281,C041383,Checking,6785.33,2022-08-28
A0030282,C031621,Credit,1603.74,2019-01-27
A0030283,C000971,Savings,46655.98,2021-05-03
A0030284,C032499,Investment,14480.41,2019-07-09
A0030285,C041400,Checking,78120.4,2021-06-02
A0030286,C011096,Investment,8585.3,2022-12-09
A0030287,C033140,Checking,67232.5,2019-09-05
A0030288,C042616,Credit,68852.68,2022-01-28
A0030289,C016854,Savings,83214.0,2021-08-15
A0030290,C042282,Savings,26776.63,2022-06-22
A0030291,C019648,Credit,72496.93,2020-05-18
A0030292,C033015,Savings,81873.51,2020-11-13
A0030293,C047072,Savings,54032.01,2020-01-25
A0030294,C037209,Investment,67671.83,2019-03-28
A0030295,C032344,Credit,57171.82,2022-09-28
A0030296,C021477,Savings,931.78,2019-09-10
A0030297,C012197,Credit,99200.93,2019-09-21
A0030298,C037107,Investment,48980.0,2019-12-20
A0030299,C030313,Investment,48224.14,2021-06-03
A0030300,C036314,Credit,66765.58,2019-04-15
A0030301,C029374,Investment,42961.46,2022-08-03
A0030302,C029075,Savings,49217.77,2020-07-24
A0030303,C014154,Investment,5018.72,2021-09-25
A0030304,C026270,Savings,17227.25,2021-10-06
A0030305,C039636,Credit,9379.37,2020-08-05
A0030306,C022810,Credit,91400.05,2020-03-07
A0030307,C029476,Credit,8884.37,2020-01-25
A0030308,C020707,Investment,30491.8,2022-11-08
A0030309,C041796,Savings,51868.68,2023-01-06
A0030310,C018750,Savings,50223.96,2019-04-10
A0030311,C030484,Credit,42847.71,2022-12-23
A0030312,C042682,Savings,93241.15,2021-06-02
A0030313,C031059,Credit,65437.97,2020-09-26
A0030314,C042708,Credit,63775.72,2022-09-06
A0030315,C027075,Checking,89600.87,2022-10-04
A0030316,C015808,Credit,80027.02,2019-08-12
A0030317,C048874,Investment,97791.83,2021-09-25
A0030318,C020878,Investment,75284.7,2021-06-08
A0030319,C006532,Checking,29017.27,2020-12-24
A0030320,C007831,Investment,71598.39,2021-02-10
A0030321,C009129,Credit,97485.33,2019-04-23
A0030322,C029788,Investment,29476.34,2022-10-28
A0030323,C033908,Credit,7864.12,2022-01-27
A0030324,C037711,Savings,14580.82,2021-09-07
A0030325,C011345,Savings,12210.58,2021-05-31
A0030326,C003418,Checking,85074.48,2019-01-27
A0030327,C046936,Checking,4367.0,2020-10-01
A0030328,C039693,Savings,43435.9,2022-05-27
A0030329,C039930,Savings,31301.5,2020-01-27
A0030330,C026411,Checking,54768.64,2022-03-06
A0030331,C025879,Credit,77199.86,2020-12-17
A0030332,C011700,Investment,64069.34,2019-04-05
A0030333,C013315,Credit,41379.82,2020-10-02
A0030334,C024117,Savings,1030.83,2022-10-23
A0030335,C039895,Credit,83898.21,2019-04-16
A0030336,C025305,Credit,63916.71,2021-07-15
A0030337,C035243,Savings,40213.85,2021-01-25
A0030338,C021121,Checking,61088.04,2022-08-01
A0030339,C035928,Investment,14902.98,2022-01-08
A0030340,C031121,Credit,93476.52,2020-06-09
A0030341,C032192,Savings,4296.93,2019-07-03
A0030342,C011444,Savings,2103.4,2019-09-03
A0030343,C018908,Investment,63772.96,2020-02-23
A0030344,C048447,Checking,13145.09,2019-09-14
A0030345,C031945,Investment,87419.29,2019-08-19
A0030346,C008550,Credit,45606.87,2021-12-03
A0030347,C026682,Checking,52813.03,2022-09-25
A0030348,C028708,Investment,39136.36,2019-06-10
A0030349,C041121,Savings,59654.98,2020-05-12
A0030350,C017724,Investment,19485.04,2019-03-14
A0030351,C013483,Checking,92362.78,2022-07-24
A0030352,C002857,Credit,84797.47,2020-03-06
A0030353,C039414,Checking,20983.1,2021-03-13
A0030354,C016232,Credit,14017.67,2022-12-22
A0030355,C034185,Investment,20323.46,2021-11-08
A0030356,C024427,Investment,54925.99,2021-08-24
A0030357,C025956,Savings,1011.62,2021-01-28
A0030358,C030181,Savings,29926.24,2019-09-22
A0030359,C038271,Credit,1566.51,2020-08-18
A0030360,C019313,Checking,56709.36,2021-10-24
A0030361,C038593,Credit,97145.8,2021-12-05
A0030362,C031024,Savings,75047.65,2022-11-30
A0030363,C005125,Checking,80611.43,2021-11-24
A0030364,C042908,Credit,17414.67,2020-12-07
A0030365,C040457,Credit,77841.51,2019-09-21
A0030366,C012777,Savings,98355.57,2023-01-21
A0030367,C046151,Savings,21456.89,2019-11-04
A0030368,C037876,Savings,36634.47,2019-09-09
A0030369,C027621,Checking,24472.23,2022-09-25
A0030370,C035291,Savings,16675.52,2021-07-29
A0030371,C030057,Credit,1586.86,2020-01-30
A0030372,C040151,Savings,3497.37,2019-11-25
A0030373,C004002,Savings,37873.03,2022-12-10
A0030374,C035455,Credit,3867.02,2022-12-29
A0030375,C039719,Savings,9691.25,2020-03-22
A0030376,C046876,Checking,56994.79,2019-12-09
A0030377,C044804,Savings,68524.03,2022-01-19
A0030378,C045854,Credit,25813.37,2021-11-24
A0030379,C040734,Savings,84951.25,2022-06-02
A0030380,C046569,Credit,84528.59,2022-02-22
A0030381,C038850,Savings,11126.97,2022-10-02
A0030382,C002569,Credit,41203.49,2022-02-13
A0030383,C018544,Savings,4066.04,2021-04-25
A0030384,C044307,Checking,28280.15,2020-01-07
A0030385,C048167,Savings,2956.37,2021-02-24
A0030386,C008592,Investment,64200.33,2023-02-03
A0030387,C003588,Checking,71582.29,2020-01-27
A0030388,C001781,Savings,59511.79,2019-08-17
A0030389,C033834,Credit,31816.82,2020-03-13
A0030390,C030744,Credit,82940.68,2022-11-21
A0030391,C035591,Savings,26310.63,2023-01-22
A0030392,C049270,Investment,77561.4,2021-06-12
A0030393,C023088,Investment,28853.13,2021-09-20
A0030394,C000823,Investment,686.7,2019-01-02
A0030395,C040136,Savings,33583.65,2022-04-14
A0030396,C003058,Savings,37277.55,2019-07-22
A0030397,C028017,Investment,82247.3,2021-11-15
A0030398,C035085,Savings,74079.05,2020-12-25
A0030399,C008091,Investment,41939.62,2020-05-17
A0030400,C046905,Savings,54863.03,2021-12-20
A0030401,C039658,Savings,18807.38,2019-02-27
A0030402,C029484,Savings,12007.62,2020-03-07
A0030403,C044023,Savings,75529.29,2019-02-05
A0030404,C005207,Investment,74045.41,2022-01-23
A0030405,C008872,Checking,43074.95,2020-05-25
A0030406,C013652,Checking,22578.82,2022-01-28
A0030407,C002719,Savings,24214.31,2022-12-27
A0030408,C043507,Investment,59411.72,2020-01-04
A0030409,C038624,Checking,36742.44,2022-04-13
A0030410,C014654,Checking,49885.82,2020-12-29
A0030411,C046299,Credit,79605.99,2022-03-30
A0030412,C029940,Checking,88086.57,2019-08-22
A0030413,C005949,Checking,44036.84,2020-09-20
A0030414,C029796,Savings,15006.16,2020-12-08
A0030415,C008097,Investment,55364.97,2020-10-25
A0030416,C024138,Checking,4457.26,2021-08-17
A0030417,C011092,Savings,49898.37,2020-11-23
A0030418,C036004,Savings,87811.1,2022-01-25
A0030419,C049243,Checking,92674.83,2021-07-11
A0030420,C013810,Checking,8372.08,2023-01-04
A0030421,C033618,Checking,62980.12,2022-08-19
A0030422,C023106,Checking,82420.45,2019-04-18
A0030423,C036156,Savings,92520.46,2019-09-06
A0030424,C010772,Checking,8443.67,2020-10-15
A0030425,C020720,Savings,40109.54,2022-12-22
A0030426,C025373,Savings,43271.65,2020-12-29
A0030427,C044433,Investment,66047.87,2020-03-28
A0030428,C040643,Investment,22159.34,2022-08-14
A0030429,C022636,Credit,26455.02,2020-02-26
A0030430,C020275,Checking,3054.54,2021-08-17
A0030431,C028171,Savings,1246.47,2021-09-21
A0030432,C030455,Credit,80421.9,2021-10-21
