loan_id,customer_id,loan_date,amount,interest_rate,term_months,status
L018400,C043040,2020-10-26,442554.33,9.76,36,defaulted
L018401,C047581,2020-05-01,274529.05,13.22,12,paid
L018402,C038309,2021-12-16,76194.63,13.84,24,active
L018403,C015890,2022-08-16,236369.35,9.3,48,paid
L018404,C045032,2020-05-05,491792.3,11.83,48,active
L018405,C020272,2022-01-12,395572.66,13.18,12,active
L018406,C043116,2022-01-27,126649.5,8.1,60,paid
L018407,C029798,2023-02-22,393345.41,9.68,24,active
L018408,C034775,2021-01-10,44000.5,8.83,24,defaulted
L018409,C028280,2022-10-22,480568.57,7.95,48,defaulted
L018410,C004378,2020-01-06,319717.7,5.67,60,paid
L018411,C014755,2021-10-18,275004.59,5.93,24,active
L018412,C032775,2021-07-05,374277.31,3.38,60,active
L018413,C024075,2020-04-19,143172.68,14.58,24,active
L018414,C048327,2022-09-10,273959.09,12.67,48,active
L018415,C000320,2022-06-28,310097.46,4.3,48,active
L018416,C047366,2020-03-09,76367.43,10.32,36,paid
L018417,C017488,2022-11-16,130878.59,8.76,24,active
L018418,C002814,2020-09-13,223573.77,10.05,36,paid
L018419,C045518,2021-10-03,354718.03,13.69,60,active
L018420,C022376,2022-09-14,73419.51,4.32,12,active
L018421,C028577,2020-04-03,13875.74,4.02,12,defaulted
L018422,C007045,2021-07-14,425687.51,9.8,48,paid
L018423,C040260,2021-03-15,372062.97,9.65,12,defaulted
L018424,C008499,2022-03-12,102182.48,15.0,48,active
L018425,C031281,2020-11-05,120699.76,4.9,36,active
L018426,C017644,2020-02-07,125376.51,7.13,12,paid
L018427,C030752,2021-01-25,201522.13,8.34,24,active
L018428,C043411,2022-03-08,271375.03,13.53,24,paid
L018429,C015507,2020-11-23,115142.65,14.62,60,defaulted
L018430,C043064,2022-03-05,23932.77,6.64,24,active
L018431,C000101,2021-11-17,322142.82,5.92,36,active
L018432,C022747,2022-10-02,425522.34,12.15,60,active
L018433,C038421,2022-08-15,292487.11,12.13,48,paid
L018434,C048015,2020-06-13,18279.67,5.41,48,paid
L018435,C032581,2021-07-03,270274.73,10.05,24,paid
L018436,C039460,2020-04-02,207259.22,9.58,60,defaulted
L018437,C028721,2021-01-03,287644.46,14.01,24,active
L018438,C022400,2022-05-10,87725.8,9.68,36,paid
L018439,C040367,2023-02-15,204186.25,7.7,12,active
L018440,C016846,2021-06-12,238483.25,12.11,12,active
L018441,C049899,2021-05-16,214275.0,14.1,24,active
L018442,C010443,2021-06-14,82317.78,6.54,60,active
L018443,C000559,2023-02-26,261997.78,4.12,48,paid
L018444,C004408,2022-05-05,499149.08,10.97,48,active
L018445,C047830,2022-01-02,8405.83,4.57,48,defaulted
L018446,C034385,2020-10-03,144270.63,14.22,60,active
L018447,C043413,2021-09-06,455809.91,9.01,60,paid
L018448,C033765,2021-01-08,251794.05,12.21,12,paid
L018449,C003326,2022-12-19,283559.72,14.45,12,active
L018450,C009335,2021-05-07,180304.93,7.5,24,active
L018451,C008352,2021-02-07,77077.06,7.12,36,paid
L018452,C016103,2021-09-22,472944.53,10.38,24,active
L018453,C036907,2020-12-29,88928.09,8.6,60,active
L018454,C017716,2020-12-02,80295.06,11.04,36,defaulted
L018455,C031071,2021-07-18,96053.76,9.55,48,active
L018456,C041699,2022-01-17,331152.46,3.06,12,active
L018457,C009674,2021-12-12,291391.31,14.4,12,paid
L018458,C022132,2021-05-21,495606.53,6.84,24,active
L018459,C025202,2021-06-24,180882.44,12.29,12,active
L018460,C023860,2022-10-17,130309.18,13.99,48,active
L018461,C031918,2020-01-17,34204.95,9.32,36,active
L018462,C022961,2021-11-12,343794.86,6.57,12,paid
L018463,C025327,2020-07-13,298923.05,6.07,12,defaulted
L018464,C008815,2022-02-01,390483.28,10.44,24,paid
L018465,C011300,2021-12-18,22645.91,8.03,24,active
L018466,C003493,2023-01-21,256688.39,10.19,60,paid
L018467,C014178,2020-10-07,211176.37,14.62,12,active
L018468,C036170,2022-03-29,155499.02,4.47,12,active
L018469,C034786,2021-07-25,43037.66,9.19,36,active
L018470,C005002,2021-07-11,384245.83,13.33,48,active
L018471,C018266,2023-01-14,490942.39,3.96,48,paid
L018472,C036647,2023-04-06,495220.04,10.46,24,paid
L018473,C032491,2022-02-21,88951.43,14.95,12,active
L018474,C010873,2021-09-20,212643.04,10.25,36,paid
L018475,C021610,2020-04-17,482241.56,13.72,12,active
L018476,C047315,2022-01-20,209290.65,4.92,24,active
L018477,C002027,2021-06-07,114088.03,11.51,48,active
L018478,C048497,2020-04-02,470632.36,10.47,12,active
L018479,C030877,2020-01-28,158534.34,11.7,12,active
L018480,C041611,2022-03-08,309750.49,6.17,12,active
L018481,C010780,2020-05-21,343011.71,11.46,60,paid
L018482,C046014,2022-03-16,281743.0,5.91,12,defaulted
L018483,C017720,2020-11-19,316319.76,8.75,36,active
L018484,C033436,2022-07-31,439736.42,10.52,12,active
L018485,C039197,2023-03-05,365395.67,10.04,24,paid
L018486,C015528,2022-12-16,109250.06,8.8,60,defaulted
L018487,C048501,2022-04-20,84612.22,14.51,60,paid
L018488,C000142,2021-05-04,106819.44,6.84,48,active
L018489,C039818,2022-02-17,409753.21,9.31,48,active
L018490,C007743,2021-11-25,343455.05,11.38,36,paid
L018491,C042951,2023-04-03,177999.6,3.49,48,active
L018492,C025872,2020-03-31,61866.93,5.33,36,active
L018493,C023463,2021-12-02,122589.14,3.23,24,paid
L018494,C038152,2020-03-29,111331.09,12.74,36,active
L018495,C031583,2021-06-23,425403.96,7.34,36,paid
L018496,C015612,2022-05-31,32934.45,14.1,48,paid
L018497,C045612,2020-11-10,417757.56,5.5,24,paid
L018498,C028054,2022-05-04,338275.1,14.46,36,active
L018499,C014590,2020-12-01,238022.66,10.97,48,active
L018500,C004165,2023-02-26,221915.77,10.18,60,active
L018501,C029434,2021-04-04,439500.06,4.59,24,active
L018502,C022650,2020-03-04,10898.25,13.82,24,active
L018503,C049680,2021-07-30,183386.24,8.9,60,paid
L018504,C048943,2022-12-27,492036.99,10.67,24,active
L018505,C021380,2020-03-25,272486.9,9.93,36,paid
L018506,C046532,2022-07-21,93188.85,9.83,48,active
L018507,C029358,2021-11-14,97259.16,9.53,12,defaulted
L018508,C045439,2021-04-16,425727.96,14.18,36,paid
L018509,C013076,2022-09-25,482169.67,12.6,24,paid
L018510,C045967,2021-06-04,133267.75,15.0,24,active
L018511,C033769,2020-02-20,9160.2,14.28,60,active
L018512,C046318,2020-02-07,38215.15,9.95,60,active
L018513,C025354,2020-12-05,237380.84,12.11,60,active
L018514,C014619,2021-10-21,44286.61,13.72,60,active
L018515,C033447,2021-12-17,244910.43,4.62,36,active
L018516,C014836,2020-11-12,424051.0,8.71,12,defaulted
L018517,C036716,2023-02-02,135564.6,10.94,48,active
L018518,C003536,2021-05-03,155806.27,8.02,36,active
L018519,C003527,2021-11-17,72975.86,8.69,24,defaulted
L018520,C017634,2022-12-31,321246.41,8.02,60,active
L018521,C046783,2022-09-08,421763.26,10.88,60,active
L018522,C002193,2022-01-05,127058.26,9.92,24,defaulted
L018523,C015609,2021-10-30,29806.11,13.0,48,active
L018524,C035611,2023-02-14,313729.25,8.82,36,paid
L018525,C032431,2021-04-06,54511.09,10.74,36,active
L018526,C028626,2020-11-30,132675.37,6.21,12,active
L018527,C014977,2021-05-09,147650.57,12.45,48,active
L018528,C022295,2020-02-04,50567.64,4.53,12,active
L018529,C038733,2023-02-14,86744.91,3.19,36,defaulted
L018530,C018097,2023-04-13,41360.79,14.07,36,active
L018531,C049380,2023-01-05,428852.88,11.28,12,active
L018532,C006628,2022-08-11,233744.18,8.17,36,defaulted
L018533,C044672,2021-11-15,328366.84,3.73,48,defaulted
L018534,C038727,2023-03-15,72124.73,4.86,48,active
L018535,C009897,2021-07-12,71754.3,13.38,24,active
L018536,C043489,2021-11-27,64480.34,9.88,12,paid
L018537,C031840,2022-10-04,98577.94,4.92,12,defaulted
L018538,C029757,2020-12-03,261965.98,7.13,12,active
L018539,C001708,2023-01-24,422696.04,6.51,24,active
L018540,C037806,2021-11-05,58357.85,6.56,12,active
L018541,C018184,2022-11-16,379861.85,3.86,12,active
L018542,C014041,2020-09-29,327615.75,12.92,24,active
L018543,C020981,2022-10-07,421663.44,6.75,12,active
L018544,C018616,2022-08-29,185922.81,14.28,36,defaulted
L018545,C029124,2021-01-11,215111.14,7.76,48,paid
L018546,C034236,2022-09-15,100060.67,14.94,36,active
L018547,C018844,2023-02-14,252385.58,11.67,60,paid
L018548,C013388,2021-01-26,481312.74,5.18,24,active
L018549,C028510,2020-03-04,279608.64,3.44,48,active
L018550,C031678,2022-12-06,93537.58,8.65,60,defaulted
L018551,C020293,2020-09-12,75373.45,7.27,60,paid
L018552,C034432,2020-02-02,267082.63,3.31,12,active
L018553,C016057,2022-05-31,463132.88,5.65,24,defaulted
L018554,C001992,2022-04-17,328919.47,10.12,48,active
L018555,C020129,2022-08-05,494374.25,4.3,12,paid
L018556,C044991,2020-01-26,441649.86,7.37,48,active
L018557,C030541,2020-02-15,138813.53,5.25,48,defaulted
L018558,C008551,2021-12-30,126187.19,3.87,48,active
L018559,C015021,2022-06-10,183655.14,8.46,12,active
L018560,C045497,2022-02-22,40000.01,9.7,24,paid
L018561,C030821,2023-03-25,466107.35,4.35,60,active
L018562,C008634,2022-11-23,430080.41,8.25,60,defaulted
L018563,C043925,2021-01-02,378474.82,12.24,24,defaulted
L018564,C000980,2020-05-15,331884.25,13.27,24,active
L018565,C011770,2021-06-30,23459.6,14.07,24,defaulted
L018566,C007809,2021-08-25,281751.75,14.1,48,active
L018567,C039937,2021-06-19,465339.42,7.61,48,paid
L018568,C004885,2020-12-11,247390.93,13.36,36,active
L018569,C009398,2023-02-09,60988.35,9.81,60,paid
L018570,C020044,2021-03-11,120451.96,7.57,48,defaulted
L018571,C018092,2022-09-03,264417.14,7.02,12,paid
L018572,C045732,2020-01-26,335352.23,9.56,60,defaulted
L018573,C020740,2020-12-23,486924.57,14.57,48,active
L018574,C001170,2021-06-08,490881.45,14.17,60,defaulted
L018575,C029859,2020-04-23,328438.22,12.26,36,defaulted
L018576,C035685,2021-11-07,186434.38,4.93,60,defaulted
L018577,C037598,2021-08-31,490397.95,11.43,48,active
L018578,C017792,2022-06-15,261520.33,4.96,60,paid
L018579,C029742,2021-09-10,242620.04,12.58,60,active
L018580,C030569,2021-06-12,421482.19,6.22,48,defaulted
L018581,C004725,2021-06-14,227536.67,3.06,60,paid
L018582,C032905,2022-07-23,162496.32,12.37,12,paid
L018583,C047758,2021-12-01,489344.47,3.28,36,active
L018584,C021522,2021-06-08,94796.7,11.32,60,defaulted
L018585,C017694,2020-05-06,274377.51,9.77,12,active
L018586,C021404,2021-07-30,204414.88,3.8,60,active
L018587,C033827,2021-10-05,83171.31,13.53,12,active
L018588,C048141,2020-09-26,276141.89,8.91,36,defaulted
L018589,C002737,2021-10-07,59618.48,9.29,48,defaulted
L018590,C010872,2020-08-08,426027.93,10.59,48,defaulted
L018591,C029900,2021-12-19,19949.26,10.39,36,paid
L018592,C008401,2020-11-27,466753.88,4.32,60,active
L018593,C006634,2022-06-15,402835.49,5.5,48,defaulted
L018594,C007311,2022-01-29,433163.7,3.65,24,active
L018595,C003973,2020-08-25,297013.12,13.61,36,active
L018596,C003762,2022-09-22,47454.19,7.69,48,defaulted
L018597,C015975,2020-06-29,294777.41,10.34,24,defaulted
L018598,C024762,2022-12-12,259906.07,4.76,12,active
L018599,C006621,2021-06-21,157213.03,4.19,24,active
L018600,C008044,2022-11-22,219791.29,8.93,24,active
L018601,C034349,2021-12-03,447980.56,8.23,36,paid
L018602,C016360,2022-04-23,104088.04,4.96,36,defaulted
L018603,C045583,2021-11-01,54010.37,5.87,36,paid
L018604,C012056,2022-03-13,238086.54,7.6,48,active
L018605,C035812,2022-07-29,271244.55,8.07,36,active
L018606,C028635,2020-10-02,115261.69,3.2,48,active
L018607,C049624,2020-02-09,251070.43,6.83,12,paid
L018608,C035338,2021-05-22,460647.12,5.0,36,paid
L018609,C046745,2021-08-28,79885.7,10.75,12,defaulted
L018610,C003000,2020-02-21,74288.97,10.23,12,paid
L018611,C032978,2020-07-19,38102.4,6.16,24,active
L018612,C009190,2020-05-16,106223.28,8.36,24,paid
L018613,C047056,2021-06-20,498098.79,14.95,60,active
L018614,C017613,2021-03-15,42812.37,3.48,60,defaulted
L018615,C028385,2020-02-22,29258.11,6.43,36,paid
L018616,C036559,2023-01-10,148810.92,5.56,60,paid
L018617,C017905,2021-09-01,48311.74,8.19,48,paid
L018618,C030359,2020-08-06,98364.58,3.84,48,active
L018619,C014592,2022-10-20,39437.55,4.7,60,defaulted
L018620,C016957,2021-08-31,466539.31,11.66,36,paid
L018621,C044011,2020-07-07,279321.78,6.33,48,active
L018622,C044031,2023-03-06,112892.48,3.59,48,active
L018623,C002553,2020-06-07,42334.92,8.95,12,active
L018624,C023126,2021-04-02,483260.84,4.2,36,active
L018625,C019490,2022-07-20,259112.05,6.14,36,active
L018626,C020569,2021-08-11,67609.04,14.32,48,active
L018627,C045060,2020-08-22,190835.4,4.56,48,defaulted
L018628,C013839,2020-10-15,306979.29,10.64,60,active
L018629,C019015,2022-07-17,354357.31,13.85,48,active
L018630,C035710,2020-09-26,414752.7,11.35,24,defaulted
L018631,C013101,2022-09-28,93262.46,12.88,24,active
L018632,C043782,2022-12-20,194073.5,9.48,36,paid
L018633,C007337,2021-12-14,319127.35,3.88,60,defaulted
L018634,C027101,2021-01-15,214238.22,10.33,24,active
L018635,C018779,2020-04-20,44389.54,4.57,60,paid
L018636,C006898,2021-03-05,23642.43,13.25,36,active
L018637,C014485,2021-02-12,485603.08,7.11,36,active
L018638,C021117,2023-01-14,78975.03,6.73,24,active
L018639,C006660,2023-01-26,59261.09,10.9,60,defaulted
L018640,C005439,2020-03-20,48103.53,9.26,48,active
L018641,C029192,2021-04-16,351983.78,14.28,60,defaulted
L018642,C003468,2023-03-12,296014.95,5.98,24,defaulted
L018643,C036111,2022-03-06,276806.14,5.5,24,defaulted
L018644,C035353,2021-10-03,356261.0,12.05,36,paid
L018645,C039872,2020-09-14,139808.91,5.15,24,active
L018646,C007888,2020-11-29,458618.71,13.38,24,active
L018647,C029138,2022-01-22,339848.86,6.95,12,active
L018648,C010205,2022-08-06,491402.67,11.17,12,active
L018649,C044959,2023-04-02,18584.75,7.72,36,active
L018650,C010242,2020-03-05,38426.75,3.68,12,defaulted
L018651,C029360,2020-09-04,355544.72,7.15,48,defaulted
L018652,C030046,2022-01-24,391373.99,8.69,12,paid
L018653,C003592,2023-03-20,120427.89,8.11,36,active
L018654,C026901,2022-04-06,224050.79,5.64,24,active
L018655,C023316,2022-11-08,309416.67,8.27,24,defaulted
L018656,C024160,2021-06-30,66664.93,8.49,48,paid
L018657,C022963,2022-03-17,246708.72,6.79,36,active
L018658,C039630,2021-07-13,140899.87,3.69,60,paid
L018659,C026033,2023-04-04,392515.35,11.06,12,active
L018660,C012048,2020-09-06,373983.17,14.87,12,active
L018661,C031331,2021-04-16,288153.41,11.28,12,active
L018662,C034955,2022-11-06,209246.0,5.12,36,active
L018663,C048424,2022-02-03,374493.55,13.34,24,paid
L018664,C024344,2021-03-12,74517.34,5.42,60,active
L018665,C001550,2021-07-18,333212.56,9.74,12,defaulted
L018666,C035893,2021-03-09,413512.03,5.38,36,active
L018667,C002984,2020-04-16,385464.66,8.04,60,paid
L018668,C042128,2022-04-19,362157.16,6.79,60,active
L018669,C047825,2022-07-23,335676.41,10.2,12,active
L018670,C047544,2022-07-10,131105.82,11.27,48,paid
L018671,C020799,2022-01-13,343412.03,10.2,60,paid
L018672,C012052,2021-03-04,92594.53,12.5,48,active
L018673,C029776,2020-03-25,390831.6,4.07,60,active
L018674,C023986,2022-07-28,85891.58,10.9,60,active
L018675,C013512,2021-07-16,424395.39,11.78,24,defaulted
L018676,C032626,2023-01-15,112348.25,10.88,48,defaulted
L018677,C024496,2022-02-22,164485.52,3.87,48,active
L018678,C027574,2023-02-16,386521.06,5.94,48,active
L018679,C012062,2021-12-12,485366.61,6.08,48,paid
L018680,C040397,2020-02-20,300361.78,7.09,36,active
L018681,C034032,2023-02-04,462960.84,4.03,12,paid
L018682,C017771,2020-09-27,261972.54,10.24,12,active
L018683,C026770,2020-05-16,479820.07,9.88,24,active
L018684,C025017,2021-06-27,497435.46,4.25,60,defaulted
L018685,C018341,2020-09-02,176810.11,11.53,24,active
L018686,C029633,2021-05-26,359933.91,10.82,24,defaulted
L018687,C022373,2022-11-13,246076.0,9.58,48,paid
L018688,C035628,2021-03-05,86825.21,3.56,36,paid
L018689,C017163,2020-01-13,478156.7,7.52,36,defaulted
L018690,C012346,2023-02-28,173625.09,5.34,36,active
L018691,C029197,2022-08-24,168561.62,12.71,48,active
L018692,C002036,2021-03-05,226507.17,9.99,60,paid
L018693,C040244,2023-04-03,349960.62,13.7,48,active
L018694,C048448,2023-03-28,424088.01,8.6,48,defaulted
L018695,C000898,2021-11-18,80719.79,11.22,48,active
L018696,C027535,2021-11-17,295567.45,6.77,24,paid
L018697,C021917,2022-10-11,97487.6,13.9,60,active
L018698,C036177,2022-01-02,160584.88,13.15,24,active
L018699,C006848,2023-03-22,137868.93,3.1,48,active
L018700,C039821,2020-01-05,14803.73,4.35,36,active
L018701,C018787,2023-03-11,331860.94,7.34,24,active
L018702,C017663,2020-05-07,343531.08,8.46,12,active
L018703,C006031,2022-07-31,115274.47,5.73,60,active
L018704,C034638,2020-10-26,294539.8,9.42,48,active
L018705,C047854,2021-06-12,454957.65,10.46,12,active
L018706,C032691,2022-12-01,407127.04,14.43,36,active
L018707,C029979,2023-01-31,450023.81,12.26,36,active
L018708,C026828,2020-12-20,172990.31,10.56,24,defaulted
L018709,C030542,2020-05-23,216326.97,8.17,12,active
L018710,C011306,2022-07-06,386259.35,12.54,24,paid
L018711,C010237,2022-02-12,406894.11,11.06,12,paid
L018712,C004272,2022-02-05,331071.09,13.68,36,defaulted
L018713,C014755,2022-05-30,21313.51,14.13,60,active
L018714,C017884,2021-06-17,137677.64,10.44,24,paid
L018715,C003663,2020-03-29,240798.13,10.75,12,paid
L018716,C028402,2020-08-02,300146.48,9.5,60,active
L018717,C013989,2022-08-04,129474.43,4.78,24,active
L018718,C020228,2020-05-05,468020.26,14.23,36,paid
L018719,C034377,2021-06-03,150060.36,4.69,60,active
L018720,C048911,2020-12-25,334179.29,4.51,36,active
L018721,C005281,2023-03-04,326969.21,14.97,60,paid
L018722,C019025,2021-05-29,125255.35,14.51,60,paid
L018723,C033059,2021-07-08,16692.32,8.67,36,active
L018724,C024273,2022-07-14,326424.68,9.3,12,paid
L018725,C042890,2020-05-01,221381.73,3.22,48,active
L018726,C003739,2020-06-03,124462.27,14.05,36,defaulted
L018727,C014189,2022-05-15,436292.88,12.29,36,active
L018728,C003027,2020-03-16,216087.28,12.69,24,active
L018729,C003238,2021-09-17,381216.13,13.67,24,active
L018730,C021521,2020-02-24,464163.93,4.03,36,active
L018731,C027290,2021-10-17,350668.71,6.97,24,defaulted
L018732,C010583,2021-08-20,128578.65,11.65,48,active
L018733,C033744,2022-11-05,62768.27,9.86,36,active
L018734,C025600,2021-03-04,102938.88,13.84,36,paid
L018735,C004011,2021-08-27,82952.81,12.46,12,defaulted
L018736,C007104,2020-10-11,2606.04,5.53,60,paid
L018737,C034190,2023-03-30,42305.44,13.27,36,paid
L018738,C001682,2020-01-30,172109.57,7.11,60,active
L018739,C013539,2020-05-17,162337.98,10.88,24,active
L018740,C031252,2022-03-12,9338.87,6.94,48,active
L018741,C020306,2020-04-10,163918.85,3.67,12,paid
L018742,C040093,2020-04-06,297823.88,3.96,12,active
L018743,C034356,2022-07-30,473300.38,9.5,48,defaulted
L018744,C020531,2021-07-08,204742.16,9.48,60,active
L018745,C007994,2021-12-23,161565.07,7.11,12,active
L018746,C026090,2020-05-15,190460.3,3.96,12,active
L018747,C040126,2020-01-19,399643.68,5.14,36,paid
L018748,C047528,2021-03-15,474602.75,8.46,12,active
L018749,C038312,2021-09-04,425892.86,13.51,36,active
L018750,C017327,2021-03-29,78635.68,6.25,60,active
L018751,C016169,2022-10-30,313380.9,3.96,36,defaulted
L018752,C048785,2021-10-23,152939.42,5.41,36,active
L018753,C002567,2021-06-22,93286.73,12.53,48,defaulted
L018754,C001769,2023-02-16,106784.27,13.71,36,active
L018755,C001467,2021-04-21,143887.28,11.09,48,defaulted
L018756,C017521,2020-02-04,116790.44,12.19,36,active
L018757,C041099,2022-07-02,221578.81,14.07,12,active
L018758,C042164,2021-06-12,355327.43,14.55,48,active
L018759,C014030,2020-04-27,148579.81,14.05,60,defaulted
L018760,C039784,2020-05-25,443021.77,14.4,48,active
L018761,C040553,2022-04-22,351423.31,10.79,36,active
L018762,C019489,2020-01-24,214344.99,3.42,24,active
L018763,C029323,2023-01-27,24705.45,5.56,12,active
L018764,C002935,2020-11-05,482548.75,12.82,60,defaulted
L018765,C049617,2021-06-29,456186.47,4.22,24,paid
L018766,C014875,2020-06-29,414417.39,12.07,60,active
L018767,C012145,2020-04-12,428020.92,9.84,48,active
L018768,C041339,2022-03-14,89599.72,14.65,24,paid
L018769,C023721,2022-07-27,365588.39,10.25,48,paid
L018770,C034547,2023-02-14,399735.03,6.18,24,active
L018771,C032073,2022-11-08,272167.89,13.85,12,defaulted
L018772,C011686,2020-03-09,342789.13,8.41,36,active
L018773,C012154,2021-09-21,328826.46,9.47,12,active
L018774,C045274,2021-02-11,353109.68,5.98,60,defaulted
L018775,C046357,2020-12-20,464417.16,11.81,48,active
L018776,C010834,2020-02-04,363751.55,8.45,60,paid
L018777,C044665,2020-01-05,23505.92,10.13,12,paid
L018778,C028023,2022-07-30,220273.77,3.81,48,paid
L018779,C010294,2022-06-25,318750.13,6.38,36,paid
L018780,C005736,2020-11-24,349714.43,4.32,12,active
L018781,C004324,2022-04-10,423291.68,7.94,60,active
L018782,C010651,2021-07-31,484698.39,4.29,48,active
L018783,C041004,2021-09-12,221008.39,10.93,12,active
L018784,C012419,2021-04-24,127773.22,5.95,24,paid
L018785,C039778,2021-03-01,128178.12,9.29,48,active
L018786,C003868,2023-03-13,6337.15,13.12,36,paid
L018787,C019275,2022-08-30,213932.28,8.83,48,paid
L018788,C040247,2020-03-06,295437.39,3.84,48,active
L018789,C046464,2023-01-08,255427.13,8.24,12,defaulted
L018790,C022531,2022-04-06,121106.42,5.84,36,defaulted
L018791,C023751,2020-09-09,303461.87,10.45,24,active
L018792,C025945,2020-08-03,199676.76,7.85,60,active
L018793,C002968,2020-10-07,50541.7,12.62,12,defaulted
L018794,C041277,2020-05-13,468360.53,5.82,12,active
L018795,C013569,2021-08-31,15511.2,9.61,60,active
L018796,C010059,2022-04-29,196230.15,8.61,36,active
L018797,C045178,2021-12-26,22507.21,11.09,36,defaulted
L018798,C019448,2021-09-26,35029.44,14.32,60,defaulted
L018799,C019049,2022-03-24,199473.06,13.18,48,defaulted
L018800,C037627,2022-01-05,403334.16,13.48,24,defaulted
L018801,C044486,2022-07-19,43720.35,11.46,60,active
L018802,C031776,2021-07-04,158249.18,14.81,60,defaulted
L018803,C005003,2022-01-30,418908.5,12.8,24,paid
L018804,C048505,2020-08-04,396365.18,10.66,36,active
L018805,C010882,2021-11-13,196299.67,7.01,12,defaulted
L018806,C017725,2021-11-18,229271.84,11.67,60,defaulted
L018807,C004632,2020-11-27,433459.05,5.53,24,active
L018808,C048992,2021-07-25,166824.8,6.95,60,defaulted
L018809,C009801,2023-03-09,480273.06,6.08,12,defaulted
L018810,C007041,2020-11-24,229428.0,4.13,36,paid
L018811,C003965,2022-04-24,252116.44,10.8,60,paid
L018812,C039904,2021-03-08,484137.31,14.24,48,paid
L018813,C030758,2022-09-17,62659.4,5.91,36,active
L018814,C027299,2020-07-29,352142.96,13.74,60,active
L018815,C002424,2022-02-20,86798.5,3.62,60,active
L018816,C035106,2020-11-10,226037.11,11.69,36,active
L018817,C021012,2022-11-07,283772.36,8.67,48,active
L018818,C012731,2020-08-21,34945.6,14.04,24,paid
L018819,C018384,2022-03-01,269875.08,5.45,60,active
L018820,C040881,2020-09-26,28459.56,3.94,12,active
L018821,C036389,2023-01-18,221338.32,6.48,12,active
L018822,C027348,2020-07-23,37279.18,9.04,24,defaulted
L018823,C047460,2021-06-22,67347.51,4.86,24,active
L018824,C031631,2021-01-09,374867.97,13.14,12,defaulted
L018825,C045420,2020-01-28,283629.6,5.74,48,active
L018826,C022246,2020-05-05,472086.5,12.84,36,active
L018827,C029472,2022-11-04,461742.14,8.61,60,defaulted
L018828,C047220,2022-03-19,407182.54,5.27,12,active
L018829,C032509,2022-10-06,155832.44,13.19,12,active
L018830,C019587,2020-08-24,36517.45,8.63,36,active
L018831,C010154,2020-06-28,91382.05,14.93,60,paid
L018832,C045460,2021-11-21,69242.88,4.79,48,active
L018833,C036443,2021-11-08,381022.3,13.03,12,active
L018834,C036931,2021-03-07,478731.74,10.94,48,paid
L018835,C013285,2022-04-23,332061.4,8.55,12,active
L018836,C045274,2022-03-14,402534.91,4.43,48,active
L018837,C021156,2020-12-29,102228.22,3.29,12,active
L018838,C045243,2020-05-19,97654.04,7.14,24,active
L018839,C037404,2021-05-31,69999.48,4.63,12,paid
L018840,C042410,2022-10-30,231701.85,8.9,12,active
L018841,C013033,2022-02-10,423767.61,6.74,60,paid
L018842,C018583,2021-10-31,168757.54,13.82,24,active
L018843,C001595,2020-05-19,318731.14,3.45,36,active
L018844,C041348,2022-07-18,360852.44,5.5,60,paid
L018845,C048034,2021-04-11,245447.43,11.05,24,active
L018846,C031728,2023-03-22,47061.95,3.28,60,active
L018847,C043616,2022-12-18,11282.51,13.81,48,active
L018848,C012562,2020-06-02,489657.66,3.03,60,defaulted
L018849,C033242,2022-10-24,99391.02,3.26,60,defaulted
L018850,C026346,2021-07-17,81429.7,8.3,24,paid
L018851,C040962,2021-08-17,98364.1,8.52,36,active
L018852,C019483,2021-11-21,39665.76,8.51,24,active
L018853,C039636,2023-03-24,235869.36,10.25,36,active
L018854,C030937,2022-05-08,425876.22,7.52,48,active
L018855,C039742,2021-06-28,362117.43,9.36,60,defaulted
L018856,C043871,2021-02-13,390448.09,7.49,24,active
L018857,C009019,2020-08-20,225727.0,14.36,36,paid
L018858,C041022,2021-08-02,262082.25,5.73,24,active
L018859,C014567,2020-03-07,344457.71,9.43,36,paid
L018860,C037968,2023-03-09,480380.43,8.58,12,active
L018861,C036622,2020-10-26,333165.73,3.5,48,active
L018862,C016978,2020-08-16,348737.56,4.72,12,active
L018863,C004916,2020-06-23,116509.09,5.09,48,active
L018864,C003422,2021-12-22,183499.62,7.76,60,defaulted
L018865,C008759,2020-01-02,429910.54,14.85,48,active
L018866,C005048,2023-01-12,365733.18,10.22,36,active
L018867,C001168,2022-01-08,274259.12,5.62,60,defaulted
L018868,C000755,2023-04-11,421382.11,13.92,36,active
L018869,C022688,2023-02-09,305082.88,7.37,60,active
L018870,C017042,2020-06-16,451189.35,3.86,24,active
L018871,C032343,2023-02-27,81927.49,11.73,36,active
L018872,C015780,2021-09-14,429920.94,3.38,36,active
L018873,C033422,2022-12-26,71949.56,14.96,12,active
L018874,C041910,2021-09-11,352944.52,4.78,48,paid
L018875,C032124,2021-05-03,143953.4,10.95,24,active
L018876,C038990,2020-10-29,243986.27,9.98,36,defaulted
L018877,C024649,2022-10-30,109242.98,8.43,48,active
L018878,C018104,2023-03-07,166476.58,7.78,12,active
L018879,C017550,2022-12-09,153817.9,3.67,48,active
L018880,C020432,2021-02-01,346517.52,6.11,60,paid
L018881,C024183,2021-10-20,159661.96,11.91,60,defaulted
L018882,C049048,2022-03-16,466428.85,4.41,36,defaulted
L018883,C030059,2022-06-16,35230.1,9.47,60,active
