individual_id,household_id,age,gender,education,employment,income
I00172570,H0009933,100,M,Masters,Unemployed,5346
I00172571,H0086474,61,F,Doctorate,Unemployed,435406
I00172572,H0087526,61,M,Bachelors,Self-Employed,329717
I00172573,H0089209,34,M,HS Diploma,Employed,237674
I00172574,H0022900,69,F,Doctorate,Retired,53084
I00172575,H0071370,13,F,Some College,Self-Employed,463434
I00172576,H0039908,32,F,Some College,Student,255733
I00172577,H0052550,71,M,HS Diploma,Unemployed,377299
I00172578,H0086219,94,F,Bachelors,Employed,193944
I00172579,H0071793,81,M,Bachelors,Retired,90079
I00172580,H0075383,68,M,Bachelors,Unemployed,5767
I00172581,H0088119,19,F,Some College,Unemployed,495996
I00172582,H0054017,21,M,Some College,Retired,141646
I00172583,H0064240,38,M,Masters,Self-Employed,242571
I00172584,H0060015,45,F,Bachelors,Unemployed,453669
I00172585,H0021513,100,M,Bachelors,Unemployed,179323
I00172586,H0016380,67,F,Less than HS,Student,433
I00172587,H0005602,29,F,Masters,Employed,124149
I00172588,H0002432,58,M,Less than HS,Retired,460077
I00172589,H0048059,59,F,Less than HS,Retired,286708
I00172590,H0032328,59,F,HS Diploma,Student,296055
I00172591,H0008759,68,F,Bachelors,Retired,9199
I00172592,H0015035,85,F,Less than HS,Self-Employed,60948
I00172593,H0091414,59,M,HS Diploma,Unemployed,459178
I00172594,H0082523,10,F,Bachelors,Employed,261967
I00172595,H0032829,24,F,Doctorate,Unemployed,286133
I00172596,H0098993,86,M,Bachelors,Student,96934
I00172597,H0014593,82,M,Masters,Unemployed,196296
I00172598,H0085144,1,F,Bachelors,Self-Employed,205791
I00172599,H0078196,68,F,Doctorate,Employed,499449
I00172600,H0052120,16,M,Less than HS,Retired,497200
I00172601,H0020942,31,F,Bachelors,Unemployed,45205
I00172602,H0083442,56,M,Some College,Self-Employed,76875
I00172603,H0080888,37,F,Bachelors,Employed,120796
I00172604,H0019403,32,F,Masters,Self-Employed,221477
I00172605,H0095388,85,M,Bachelors,Student,7036
I00172606,H0009445,95,M,Bachelors,Unemployed,213520
I00172607,H0071359,32,F,Masters,Student,257639
I00172608,H0074356,3,M,Masters,Self-Employed,138078
I00172609,H0061636,39,M,Doctorate,Self-Employed,181763
I00172610,H0008343,27,F,Less than HS,Retired,311548
I00172611,H0081654,40,F,Less than HS,Self-Employed,443547
I00172612,H0030415,62,M,Less than HS,Employed,358761
I00172613,H0049586,1,F,Bachelors,Retired,210699
I00172614,H0051507,86,F,HS Diploma,Student,64997
I00172615,H0018542,23,M,Bachelors,Employed,363352
I00172616,H0009486,72,F,Some College,Student,432043
I00172617,H0049846,64,F,HS Diploma,Student,389864
I00172618,H0013057,77,F,Bachelors,Unemployed,221582
I00172619,H0086239,30,F,Some College,Retired,188569
I00172620,H0052467,41,M,Doctorate,Self-Employed,435805
I00172621,H0090013,64,F,Doctorate,Self-Employed,117115
I00172622,H0002223,78,M,Some College,Student,167918
I00172623,H0045669,42,M,HS Diploma,Unemployed,376354
I00172624,H0091107,50,M,Less than HS,Retired,187606
I00172625,H0032932,55,M,Less than HS,Unemployed,433368
I00172626,H0044203,74,F,Some College,Self-Employed,453031
I00172627,H0045909,6,M,HS Diploma,Student,97874
I00172628,H0048943,69,M,Bachelors,Student,456965
I00172629,H0009936,55,F,Doctorate,Student,15533
I00172630,H0017085,80,M,HS Diploma,Student,411942
I00172631,H0037236,23,M,Bachelors,Student,115255
I00172632,H0058493,13,M,Bachelors,Student,282072
I00172633,H0004713,22,M,Less than HS,Unemployed,412205
I00172634,H0059830,51,F,Less than HS,Employed,277184
I00172635,H0071888,13,M,Doctorate,Retired,106949
I00172636,H0026812,89,F,Some College,Unemployed,381200
I00172637,H0066377,8,M,Masters,Student,241900
I00172638,H0067225,6,M,Less than HS,Retired,208117
I00172639,H0095541,40,M,Less than HS,Self-Employed,414665
I00172640,H0008433,3,F,HS Diploma,Student,87557
I00172641,H0027384,91,F,Less than HS,Employed,400140
I00172642,H0042298,16,M,Bachelors,Retired,193744
I00172643,H0020375,64,F,Some College,Employed,248321
I00172644,H0042482,95,M,Bachelors,Student,280053
I00172645,H0067162,76,F,Less than HS,Student,89657
I00172646,H0033283,92,F,Masters,Self-Employed,445
I00172647,H0028858,56,M,Bachelors,Student,90127
I00172648,H0077122,58,F,Doctorate,Employed,424180
I00172649,H0097033,43,F,Masters,Unemployed,187882
I00172650,H0038441,66,F,Bachelors,Employed,426410
I00172651,H0033259,26,F,Some College,Self-Employed,299426
I00172652,H0089891,43,M,Some College,Student,270590
I00172653,H0046323,31,M,HS Diploma,Unemployed,38978
I00172654,H0062105,63,F,Doctorate,Retired,180480
I00172655,H0016712,55,M,Doctorate,Unemployed,460359
I00172656,H0065696,49,F,Masters,Employed,373406
I00172657,H0066215,72,M,Bachelors,Employed,74267
I00172658,H0062817,52,M,Less than HS,Employed,162057
I00172659,H0095436,2,F,Masters,Unemployed,147484
I00172660,H0095700,19,F,Less than HS,Employed,366761
I00172661,H0072768,60,M,Doctorate,Student,352618
I00172662,H0036778,73,F,HS Diploma,Student,427477
I00172663,H0031966,36,M,HS Diploma,Retired,372928
I00172664,H0035065,33,M,Less than HS,Employed,499647
I00172665,H0099720,19,M,Bachelors,Student,452192
I00172666,H0052279,81,M,Doctorate,Student,52511
I00172667,H0051907,76,F,Doctorate,Student,331489
I00172668,H0073294,19,F,Some College,Student,147333
I00172669,H0011509,71,M,Some College,Unemployed,446842
I00172670,H0092539,31,F,HS Diploma,Self-Employed,228021
I00172671,H0039641,28,M,Less than HS,Employed,483274
I00172672,H0030508,36,M,Doctorate,Self-Employed,269549
I00172673,H0066396,71,M,Bachelors,Unemployed,361658
I00172674,H0055079,34,F,Bachelors,Self-Employed,235251
I00172675,H0074187,39,F,Less than HS,Self-Employed,451017
I00172676,H0075550,10,F,Some College,Self-Employed,409027
I00172677,H0036002,12,M,Masters,Unemployed,429973
I00172678,H0013429,47,M,Some College,Student,222716
I00172679,H0008353,68,M,Some College,Employed,140154
I00172680,H0033968,12,M,Less than HS,Employed,415701
I00172681,H0074510,31,F,Masters,Unemployed,210355
I00172682,H0055998,79,M,Some College,Student,366490
I00172683,H0036044,38,F,HS Diploma,Retired,339337
I00172684,H0041694,48,F,Some College,Retired,106139
I00172685,H0005578,34,F,Doctorate,Student,194801
I00172686,H0086051,15,M,Doctorate,Employed,300398
I00172687,H0010628,93,M,HS Diploma,Unemployed,186110
I00172688,H0009085,88,F,Some College,Retired,466586
I00172689,H0064066,82,F,Doctorate,Unemployed,105487
I00172690,H0094013,31,M,Bachelors,Employed,403564
I00172691,H0060066,60,M,Bachelors,Employed,335786
I00172692,H0016883,94,M,Masters,Retired,152616
I00172693,H0068230,56,F,Some College,Unemployed,188946
I00172694,H0008044,50,F,HS Diploma,Retired,138182
I00172695,H0010612,82,F,Less than HS,Employed,322407
I00172696,H0062857,77,M,Doctorate,Retired,96335
I00172697,H0054615,69,M,Masters,Retired,381291
I00172698,H0084815,98,F,Doctorate,Employed,417971
I00172699,H0092200,93,F,Doctorate,Unemployed,336664
I00172700,H0080893,19,F,Less than HS,Unemployed,308224
I00172701,H0057784,0,F,Doctorate,Unemployed,264042
I00172702,H0055715,51,M,HS Diploma,Unemployed,80663
I00172703,H0095414,12,M,Masters,Student,215584
I00172704,H0097768,52,F,Bachelors,Employed,217874
I00172705,H0092258,31,F,Doctorate,Employed,438869
I00172706,H0016099,93,F,Bachelors,Employed,439380
I00172707,H0076631,35,M,Masters,Unemployed,278994
I00172708,H0087592,99,M,Bachelors,Student,379996
I00172709,H0058226,2,F,Some College,Self-Employed,16745
I00172710,H0077670,15,F,Doctorate,Self-Employed,298731
I00172711,H0014501,55,F,Bachelors,Unemployed,340792
I00172712,H0013085,82,M,Less than HS,Self-Employed,228574
I00172713,H0000156,45,M,Doctorate,Employed,198070
I00172714,H0087120,55,F,Bachelors,Retired,368456
I00172715,H0000196,9,F,Masters,Retired,87634
I00172716,H0012929,5,F,Less than HS,Self-Employed,128990
I00172717,H0003520,87,M,HS Diploma,Retired,249291
I00172718,H0082400,15,F,Some College,Self-Employed,23367
I00172719,H0038848,47,M,HS Diploma,Retired,389333
I00172720,H0087609,78,M,Some College,Retired,334077
I00172721,H0092998,39,M,Less than HS,Self-Employed,29805
I00172722,H0005867,66,M,Less than HS,Employed,445817
I00172723,H0036935,33,F,HS Diploma,Employed,325830
I00172724,H0002158,96,F,Some College,Self-Employed,258284
I00172725,H0055670,58,M,HS Diploma,Unemployed,298160
I00172726,H0098278,30,F,Some College,Retired,299958
I00172727,H0047625,91,F,Some College,Employed,91342
I00172728,H0056334,88,F,HS Diploma,Student,176231
I00172729,H0047973,10,M,Bachelors,Employed,284467
I00172730,H0095861,0,M,Some College,Employed,395457
I00172731,H0077993,18,M,Doctorate,Student,397408
I00172732,H0005427,41,M,Less than HS,Self-Employed,164644
I00172733,H0019149,3,M,HS Diploma,Self-Employed,37745
I00172734,H0049868,70,M,Masters,Unemployed,173624
I00172735,H0011489,51,M,Bachelors,Self-Employed,386305
I00172736,H0085712,76,M,HS Diploma,Retired,491415
I00172737,H0064451,39,M,HS Diploma,Retired,134102
I00172738,H0092007,88,F,Less than HS,Retired,256042
I00172739,H0081088,42,M,Bachelors,Employed,254239
I00172740,H0085485,32,F,HS Diploma,Retired,458237
I00172741,H0089885,67,M,Some College,Self-Employed,2589
I00172742,H0089022,26,M,HS Diploma,Employed,47134
I00172743,H0030587,58,F,Less than HS,Unemployed,257466
I00172744,H0079908,53,M,HS Diploma,Unemployed,324101
I00172745,H0019705,80,F,Some College,Self-Employed,53714
I00172746,H0053226,70,M,Masters,Self-Employed,286483
I00172747,H0074095,26,F,HS Diploma,Unemployed,131363
I00172748,H0067306,71,M,Some College,Employed,338353
I00172749,H0097268,26,F,Less than HS,Self-Employed,160393
I00172750,H0024054,67,M,Bachelors,Employed,252069
I00172751,H0082543,81,M,Bachelors,Employed,372034
I00172752,H0017167,64,F,Doctorate,Self-Employed,218499
I00172753,H0069018,7,F,HS Diploma,Retired,491142
I00172754,H0028737,61,M,Masters,Unemployed,100252
I00172755,H0035641,49,M,HS Diploma,Self-Employed,96107
I00172756,H0044682,14,M,Masters,Retired,261844
I00172757,H0023870,81,M,Bachelors,Retired,240606
I00172758,H0025230,35,F,Some College,Unemployed,301593
I00172759,H0056296,7,M,Less than HS,Retired,229071
I00172760,H0009876,36,M,Some College,Unemployed,361555
I00172761,H0085039,14,F,HS Diploma,Unemployed,78180
I00172762,H0075984,69,M,Bachelors,Employed,61788
I00172763,H0026708,83,F,Some College,Student,388274
I00172764,H0092225,6,F,HS Diploma,Student,219821
I00172765,H0030650,8,F,Less than HS,Student,42162
I00172766,H0026366,22,M,Masters,Retired,188311
I00172767,H0028684,80,F,Bachelors,Self-Employed,387940
I00172768,H0041377,70,M,Some College,Self-Employed,452243
I00172769,H0073662,80,F,Some College,Unemployed,186081
I00172770,H0058060,10,F,HS Diploma,Unemployed,111779
I00172771,H0081127,20,F,Bachelors,Self-Employed,302585
I00172772,H0039094,0,F,Masters,Self-Employed,475819
I00172773,H0054294,10,M,Doctorate,Unemployed,75934
I00172774,H0057089,37,M,Masters,Retired,118992
I00172775,H0004273,87,M,Less than HS,Employed,251043
I00172776,H0017897,98,M,Masters,Unemployed,170612
I00172777,H0071782,30,M,Bachelors,Employed,497000
I00172778,H0015035,44,M,Bachelors,Retired,226700
I00172779,H0098901,90,M,HS Diploma,Employed,89788
I00172780,H0048733,90,M,Some College,Employed,420277
I00172781,H0017472,68,F,Bachelors,Employed,204141
I00172782,H0098753,99,M,HS Diploma,Student,344868
I00172783,H0071662,31,F,Masters,Unemployed,1610
I00172784,H0029509,20,F,Masters,Self-Employed,366945
I00172785,H0076308,74,M,Doctorate,Unemployed,416205
I00172786,H0078960,81,F,HS Diploma,Retired,185259
I00172787,H0068165,71,M,HS Diploma,Retired,338843
I00172788,H0092871,98,M,Bachelors,Self-Employed,301741
I00172789,H0046518,29,F,HS Diploma,Student,218553
I00172790,H0081535,4,M,Masters,Unemployed,189023
I00172791,H0017577,5,M,Masters,Retired,349292
I00172792,H0031260,15,F,Doctorate,Retired,167493
I00172793,H0083739,87,M,Bachelors,Employed,101147
I00172794,H0057282,29,M,HS Diploma,Unemployed,86921
I00172795,H0030629,48,F,Less than HS,Self-Employed,478479
I00172796,H0046067,24,F,HS Diploma,Employed,11050
I00172797,H0035589,91,F,Doctorate,Self-Employed,179447
I00172798,H0055111,56,F,Doctorate,Retired,100250
I00172799,H0058390,76,M,Bachelors,Employed,275487
I00172800,H0055107,13,M,Bachelors,Student,119174
I00172801,H0068038,96,F,Doctorate,Retired,14236
I00172802,H0032786,9,M,Less than HS,Retired,134346
I00172803,H0075526,27,M,HS Diploma,Student,63949
I00172804,H0068889,41,M,Bachelors,Student,306579
I00172805,H0087560,56,F,Less than HS,Self-Employed,183680
I00172806,H0030485,90,M,Some College,Student,258437
I00172807,H0026157,90,M,HS Diploma,Employed,174609
I00172808,H0087460,39,M,Doctorate,Self-Employed,178075
I00172809,H0083273,64,F,HS Diploma,Retired,5360
I00172810,H0008440,44,M,Some College,Unemployed,220669
I00172811,H0086249,15,M,Some College,Retired,4668
I00172812,H0033454,79,M,Some College,Unemployed,360894
I00172813,H0066755,33,F,Bachelors,Retired,420007
I00172814,H0060462,20,F,HS Diploma,Employed,229474
I00172815,H0076562,27,F,Masters,Self-Employed,91574
I00172816,H0098105,92,M,Masters,Retired,208007
I00172817,H0076572,34,F,Doctorate,Self-Employed,29967
I00172818,H0078462,88,M,Bachelors,Self-Employed,246341
I00172819,H0059205,12,F,Masters,Employed,306104
I00172820,H0040026,23,F,HS Diploma,Retired,497746
I00172821,H0008350,16,F,Doctorate,Self-Employed,146321
I00172822,H0033704,57,F,Less than HS,Employed,372623
I00172823,H0018790,86,M,HS Diploma,Self-Employed,142755
I00172824,H0087757,71,M,Masters,Unemployed,254335
I00172825,H0092719,26,F,Some College,Self-Employed,252185
I00172826,H0075969,52,F,Masters,Retired,361848
I00172827,H0031917,34,F,HS Diploma,Self-Employed,461288
I00172828,H0033203,92,M,Masters,Unemployed,274057
I00172829,H0098585,84,M,Some College,Employed,410374
I00172830,H0039483,2,M,Some College,Unemployed,48850
I00172831,H0087354,51,M,Doctorate,Unemployed,278979
I00172832,H0002145,57,M,Some College,Retired,175111
I00172833,H0081210,48,M,Less than HS,Employed,312919
I00172834,H0067669,66,M,Bachelors,Self-Employed,349962
I00172835,H0077215,17,F,Doctorate,Student,240746
I00172836,H0046523,26,M,Bachelors,Retired,67699
I00172837,H0002268,96,F,Less than HS,Employed,261526
I00172838,H0036716,70,M,Less than HS,Unemployed,71127
I00172839,H0004420,16,M,Some College,Retired,436734
I00172840,H0010402,94,M,HS Diploma,Retired,308507
I00172841,H0047580,59,F,Less than HS,Retired,171385
I00172842,H0093863,83,M,Some College,Student,417730
I00172843,H0022057,41,F,Bachelors,Self-Employed,487751
I00172844,H0003195,54,F,HS Diploma,Unemployed,91344
I00172845,H0084952,43,F,HS Diploma,Self-Employed,394240
I00172846,H0072428,61,F,Bachelors,Employed,197717
I00172847,H0080087,49,M,HS Diploma,Self-Employed,119486
I00172848,H0099999,58,M,Doctorate,Employed,129152
I00172849,H0014564,18,F,Some College,Employed,43549
I00172850,H0008679,64,M,Bachelors,Retired,65249
I00172851,H0016520,45,F,Doctorate,Self-Employed,196387
I00172852,H0015136,48,M,Bachelors,Unemployed,266056
I00172853,H0013332,62,F,Less than HS,Retired,393329
I00172854,H0048338,58,F,HS Diploma,Employed,17310
I00172855,H0090089,0,M,Some College,Employed,315082
I00172856,H0053308,97,F,Doctorate,Employed,10878
I00172857,H0040210,20,M,Bachelors,Self-Employed,336240
I00172858,H0045083,83,F,Bachelors,Employed,129925
I00172859,H0059734,35,M,Masters,Retired,227617
I00172860,H0062285,16,F,Doctorate,Retired,29568
I00172861,H0084988,46,M,HS Diploma,Self-Employed,242442
I00172862,H0084725,47,M,Less than HS,Student,242164
I00172863,H0059425,22,M,Some College,Self-Employed,448623
I00172864,H0019201,35,M,Masters,Employed,381826
I00172865,H0081992,16,F,Masters,Self-Employed,110304
I00172866,H0068162,91,M,Some College,Retired,68456
I00172867,H0065070,66,F,Less than HS,Student,312481
I00172868,H0079115,16,F,Bachelors,Unemployed,110555
I00172869,H0020805,34,M,Doctorate,Self-Employed,111886
I00172870,H0082305,55,F,Some College,Employed,135682
I00172871,H0099725,53,M,Doctorate,Student,249222
I00172872,H0024551,41,M,Bachelors,Self-Employed,186248
I00172873,H0052512,29,F,Less than HS,Self-Employed,242231
I00172874,H0036522,10,M,Less than HS,Student,487690
I00172875,H0085656,27,M,Masters,Employed,92714
I00172876,H0002396,89,F,HS Diploma,Self-Employed,296055
I00172877,H0008080,55,M,HS Diploma,Retired,113953
I00172878,H0035363,87,F,Bachelors,Student,144930
I00172879,H0010834,81,F,Bachelors,Unemployed,131905
I00172880,H0088241,51,F,Some College,Student,134938
I00172881,H0014531,73,M,Masters,Retired,172945
I00172882,H0056165,81,F,Bachelors,Unemployed,184455
I00172883,H0078762,60,M,Bachelors,Employed,29678
I00172884,H0083975,31,F,Bachelors,Employed,455247
I00172885,H0011479,1,F,Doctorate,Unemployed,244749
I00172886,H0028989,50,F,Masters,Employed,289496
I00172887,H0012051,62,M,Bachelors,Student,472294
I00172888,H0004328,38,M,Doctorate,Student,341651
I00172889,H0008260,63,M,Some College,Retired,369935
I00172890,H0005901,73,F,Less than HS,Self-Employed,457808
I00172891,H0041417,1,F,HS Diploma,Retired,383810
I00172892,H0070875,88,M,Some College,Retired,131602
I00172893,H0093791,38,M,Masters,Retired,218619
I00172894,H0057801,54,M,Doctorate,Retired,271872
I00172895,H0053581,45,F,Masters,Student,210080
I00172896,H0069387,91,M,Masters,Unemployed,348473
I00172897,H0080400,76,F,Doctorate,Student,411961
I00172898,H0058841,38,F,Bachelors,Unemployed,497895
I00172899,H0071459,4,M,HS Diploma,Student,451652
I00172900,H0003678,18,M,Doctorate,Employed,420658
I00172901,H0007562,17,M,Bachelors,Self-Employed,460570
I00172902,H0065526,32,M,Bachelors,Unemployed,113155
I00172903,H0082882,67,F,Masters,Student,120472
I00172904,H0056486,75,M,Less than HS,Self-Employed,105917
I00172905,H0061420,30,M,HS Diploma,Self-Employed,326466
I00172906,H0026149,37,F,Some College,Self-Employed,14868
I00172907,H0017465,51,F,Less than HS,Self-Employed,243570
I00172908,H0009294,35,F,Masters,Employed,208341
I00172909,H0099269,71,M,Doctorate,Employed,418758
I00172910,H0032102,63,M,Masters,Self-Employed,419007
I00172911,H0090077,99,F,Doctorate,Unemployed,39257
I00172912,H0006307,35,M,Masters,Retired,243247
I00172913,H0058444,41,M,Masters,Retired,354909
I00172914,H0004490,100,F,HS Diploma,Self-Employed,382238
I00172915,H0091657,89,M,Some College,Self-Employed,468643
I00172916,H0027089,35,F,Bachelors,Self-Employed,443561
I00172917,H0052873,97,M,Doctorate,Student,445964
I00172918,H0021624,55,M,Less than HS,Employed,114405
I00172919,H0054060,89,M,Some College,Employed,236672
I00172920,H0020669,88,M,Bachelors,Self-Employed,196646
I00172921,H0004559,51,F,Some College,Retired,271118
I00172922,H0035446,96,M,Doctorate,Employed,33251
I00172923,H0087299,63,F,HS Diploma,Self-Employed,185151
I00172924,H0012515,99,M,HS Diploma,Employed,215836
I00172925,H0056879,86,M,Masters,Unemployed,84485
I00172926,H0010385,76,M,Doctorate,Employed,217087
I00172927,H0089958,73,M,Some College,Employed,82447
I00172928,H0025302,16,F,Bachelors,Student,87769
I00172929,H0053725,96,F,Bachelors,Self-Employed,406844
I00172930,H0004167,59,F,Less than HS,Self-Employed,211620
I00172931,H0015267,85,M,Doctorate,Retired,12163
I00172932,H0066222,26,F,Bachelors,Self-Employed,312826
I00172933,H0084332,75,F,Masters,Student,148112
I00172934,H0080709,52,F,Bachelors,Self-Employed,108916
I00172935,H0045747,37,M,Less than HS,Unemployed,72396
I00172936,H0086674,34,M,Some College,Student,229307
I00172937,H0091230,48,F,HS Diploma,Retired,387668
I00172938,H0082652,53,M,Masters,Self-Employed,159971
I00172939,H0006316,51,M,HS Diploma,Unemployed,295645
I00172940,H0002166,95,M,Some College,Student,106384
I00172941,H0071144,21,M,Doctorate,Employed,491106
I00172942,H0085445,80,F,Doctorate,Employed,483805
I00172943,H0028349,36,M,Doctorate,Student,373402
I00172944,H0033400,64,M,Some College,Unemployed,6370
I00172945,H0071973,36,F,Less than HS,Student,303348
I00172946,H0000752,39,M,Masters,Retired,391767
I00172947,H0067424,55,M,Less than HS,Self-Employed,314147
I00172948,H0007423,71,M,Masters,Employed,268596
I00172949,H0045922,10,M,Bachelors,Retired,66995
I00172950,H0010733,46,F,HS Diploma,Unemployed,384778
I00172951,H0033918,69,M,Doctorate,Self-Employed,222972
I00172952,H0043871,96,M,Bachelors,Student,392392
I00172953,H0077622,22,F,HS Diploma,Employed,448833
I00172954,H0010047,16,M,Masters,Unemployed,498253
I00172955,H0015298,7,F,HS Diploma,Employed,72488
I00172956,H0019383,100,M,Less than HS,Employed,66836
I00172957,H0064076,68,F,Some College,Retired,16717
I00172958,H0095692,95,F,Masters,Unemployed,261813
I00172959,H0042884,18,F,Less than HS,Unemployed,390942
I00172960,H0098431,70,F,Masters,Retired,281207
I00172961,H0002242,84,M,Some College,Self-Employed,20616
I00172962,H0097453,23,F,Bachelors,Unemployed,2792
I00172963,H0052044,27,M,Doctorate,Student,123545
I00172964,H0009813,1,M,Doctorate,Retired,364863
I00172965,H0099630,88,M,Bachelors,Self-Employed,148861
I00172966,H0099218,27,F,Less than HS,Self-Employed,230432
I00172967,H0083603,56,M,Masters,Student,422122
I00172968,H0042410,88,F,Bachelors,Student,416712
I00172969,H0081842,31,M,Doctorate,Self-Employed,70996
I00172970,H0006472,12,M,Doctorate,Self-Employed,123047
I00172971,H0028747,94,M,Masters,Unemployed,276164
I00172972,H0065373,99,M,Masters,Student,29475
I00172973,H0057073,91,F,Some College,Student,317227
I00172974,H0030184,82,M,Bachelors,Employed,233208
I00172975,H0075464,68,F,Some College,Retired,261863
I00172976,H0008026,45,M,Masters,Retired,246916
I00172977,H0031813,78,M,Less than HS,Self-Employed,74198
I00172978,H0034543,27,M,HS Diploma,Employed,2698
I00172979,H0010816,57,M,Doctorate,Employed,447122
I00172980,H0058476,56,F,Doctorate,Unemployed,194062
I00172981,H0035128,8,M,Bachelors,Unemployed,274795
I00172982,H0083042,35,F,Some College,Unemployed,354302
I00172983,H0092510,25,M,Less than HS,Student,223942
I00172984,H0090622,49,F,Some College,Self-Employed,78703
I00172985,H0051813,40,M,Less than HS,Student,351818
I00172986,H0026762,83,F,Less than HS,Self-Employed,75267
I00172987,H0071858,76,M,Some College,Employed,68616
I00172988,H0006817,99,F,Doctorate,Retired,110789
I00172989,H0039426,98,M,Less than HS,Self-Employed,384639
I00172990,H0025808,40,M,Masters,Self-Employed,436907
I00172991,H0063921,11,F,Masters,Student,221347
I00172992,H0055808,27,F,HS Diploma,Unemployed,359105
I00172993,H0033176,49,M,Some College,Retired,404121
I00172994,H0071823,23,M,Some College,Retired,112946
I00172995,H0065020,32,M,Less than HS,Retired,59590
I00172996,H0025982,62,M,Bachelors,Student,144038
I00172997,H0083620,66,M,Doctorate,Self-Employed,8244
I00172998,H0048202,98,M,Some College,Student,254158
I00172999,H0007943,37,M,Bachelors,Self-Employed,257078
I00173000,H0030389,83,F,Doctorate,Employed,332569
I00173001,H0042744,49,F,Less than HS,Employed,6295
I00173002,H0006685,12,F,Less than HS,Employed,232757
I00173003,H0067305,19,M,Less than HS,Retired,205924
I00173004,H0041238,13,F,Masters,Unemployed,416765
I00173005,H0080548,75,M,Less than HS,Employed,316912
I00173006,H0010978,20,M,Bachelors,Unemployed,283318
I00173007,H0013479,45,M,Less than HS,Self-Employed,90549
I00173008,H0046746,22,F,Bachelors,Unemployed,203905
I00173009,H0039606,25,M,Bachelors,Student,469333
I00173010,H0019556,83,F,Doctorate,Unemployed,484008
I00173011,H0009851,26,F,Masters,Student,429939
I00173012,H0046717,26,M,Some College,Student,114353
I00173013,H0038289,37,F,Less than HS,Self-Employed,204970
I00173014,H0031331,12,M,Bachelors,Self-Employed,369855
I00173015,H0029069,61,M,Doctorate,Unemployed,383409
I00173016,H0070669,99,F,Some College,Employed,426351
I00173017,H0098607,80,F,Doctorate,Employed,70682
I00173018,H0028929,77,M,Some College,Self-Employed,278451
I00173019,H0018534,34,F,Some College,Student,190311
I00173020,H0005024,72,F,Less than HS,Employed,222672
I00173021,H0027645,87,M,Some College,Employed,150168
I00173022,H0025668,73,F,Bachelors,Student,54381
I00173023,H0021710,27,M,Less than HS,Self-Employed,145714
I00173024,H0071644,1,F,HS Diploma,Unemployed,490547
I00173025,H0075143,61,M,Less than HS,Student,45515
I00173026,H0046281,82,F,Less than HS,Self-Employed,420084
I00173027,H0056989,47,F,Less than HS,Self-Employed,5838
I00173028,H0086076,39,F,Less than HS,Self-Employed,69215
I00173029,H0002070,98,F,HS Diploma,Employed,79293
I00173030,H0057514,89,F,HS Diploma,Student,489318
I00173031,H0097393,24,F,HS Diploma,Student,77306
I00173032,H0078584,18,M,Bachelors,Student,97181
I00173033,H0041238,50,M,Bachelors,Student,296759
I00173034,H0060176,97,F,HS Diploma,Student,66327
I00173035,H0080178,94,M,Less than HS,Employed,465830
I00173036,H0022408,15,M,HS Diploma,Student,263322
I00173037,H0082006,13,M,Less than HS,Self-Employed,386304
I00173038,H0015149,95,F,Some College,Self-Employed,372316
I00173039,H0082518,82,F,Bachelors,Self-Employed,452348
I00173040,H0076295,100,F,Less than HS,Student,43730
I00173041,H0033501,58,M,HS Diploma,Unemployed,343261
I00173042,H0017030,76,M,Masters,Unemployed,131684
I00173043,H0023364,17,F,HS Diploma,Employed,233931
I00173044,H0065736,26,F,Some College,Unemployed,288847
I00173045,H0058165,18,F,Bachelors,Retired,413092
I00173046,H0031655,81,M,Bachelors,Self-Employed,1429
I00173047,H0022776,5,M,Bachelors,Employed,267618
I00173048,H0012588,57,M,HS Diploma,Self-Employed,374914
I00173049,H0012337,72,M,HS Diploma,Retired,471623
I00173050,H0033217,82,F,Doctorate,Self-Employed,90367
I00173051,H0046929,36,M,Doctorate,Self-Employed,46824
I00173052,H0021100,11,F,HS Diploma,Unemployed,96822
I00173053,H0031676,39,M,Doctorate,Unemployed,96951
I00173054,H0019037,24,F,Some College,Self-Employed,459711
I00173055,H0085425,69,F,Masters,Self-Employed,270727
I00173056,H0063188,40,M,HS Diploma,Student,485928
I00173057,H0048732,24,M,Less than HS,Student,409851
I00173058,H0018912,35,F,Masters,Retired,360731
I00173059,H0046172,51,F,Doctorate,Employed,309261
I00173060,H0046071,50,F,Doctorate,Retired,105374
I00173061,H0093466,7,M,Some College,Student,357659
I00173062,H0046349,20,F,Some College,Employed,403271
I00173063,H0013608,56,M,Bachelors,Self-Employed,12052
I00173064,H0030595,56,M,Masters,Unemployed,467792
I00173065,H0074704,22,M,Masters,Self-Employed,85248
I00173066,H0021547,2,F,Masters,Unemployed,375714
I00173067,H0056643,89,F,Bachelors,Student,59563
I00173068,H0000964,30,F,Less than HS,Unemployed,491551
I00173069,H0083595,59,M,Masters,Student,296316
I00173070,H0087780,16,M,Some College,Retired,442618
I00173071,H0063654,23,F,Masters,Unemployed,193494
I00173072,H0003694,27,F,Masters,Self-Employed,346620
I00173073,H0095311,19,F,Bachelors,Employed,363583
I00173074,H0057146,63,F,Doctorate,Employed,119035
I00173075,H0069825,100,F,Doctorate,Employed,335188
I00173076,H0090499,86,M,Doctorate,Unemployed,110498
I00173077,H0012897,36,M,Masters,Self-Employed,116915
I00173078,H0022346,24,M,Bachelors,Retired,405013
